S0,P,APE,kappa,runtime,K,dt
100,10000,1.73019,8.01099e+15,0.0868989,95,0.0035
100,10000,0.535802,1.24287e+15,0.0856191,95,0.0035
100,10000,1.61396,3.40768e+14,0.0866404,95,0.0035
100,10000,0.998769,1.49284e+16,0.0841293,95,0.0035
100,10000,0.967835,2.91414e+15,0.0859172,95,0.0035
100,10000,1.19505,6.47385e+15,0.0843398,95,0.0035
100,10000,3.62016,2.1384e+16,0.0871744,95,0.0035
100,10000,1.4445,1.23064e+16,0.0843915,95,0.0035
100,10000,0.516121,1.33805e+16,0.0838077,95,0.0035
100,10000,3.36609,5.79847e+15,0.0850088,95,0.0035
100,10000,0.500702,1.84711e+16,0.0854493,95,0.0035
100,10000,1.62691,6.28582e+14,0.0860586,95,0.0035
100,10000,1.46416,3.41088e+15,0.0995522,95,0.0035
100,10000,2.42399,2.52568e+15,0.0892246,95,0.0035
100,10000,0.692802,1.1725e+15,0.0850273,95,0.0035
100,10000,0.214463,6.06966e+14,0.0846029,95,0.0035
100,10000,1.39834,1.11396e+15,0.0866289,95,0.0035
100,10000,1.99414,7.74449e+14,0.0850136,95,0.0035
100,10000,0.726454,1.46462e+16,0.0846718,95,0.0035
100,10000,1.80374,5.9565e+15,0.0857587,95,0.0035
100,10000,0.527989,1.06985e+16,0.0845207,95,0.0035
100,10000,0.710972,7.47616e+15,0.0858653,95,0.0035
100,10000,0.0930639,9.13158e+15,0.0854763,95,0.0035
100,10000,0.0655222,1.754e+16,0.0995204,95,0.0035
100,10000,2.45461,9.27682e+14,0.0852478,95,0.0035
100,10000,1.30757,4.64339e+14,0.099344,95,0.0035
100,10000,0.983922,2.22237e+13,0.18167,110,0.005
100,10000,0.252807,2.35494e+13,0.182079,110,0.005
100,10000,0.628539,2.35564e+13,0.181646,110,0.005
100,10000,0.714847,2.2486e+13,0.180746,110,0.005
100,10000,0.248442,2.3049e+13,0.181224,110,0.005
100,10000,0.904606,2.26938e+13,0.196589,110,0.005
100,10000,1.43917,2.23419e+13,0.184693,110,0.005
100,10000,0.606265,2.29846e+13,0.180628,110,0.005
100,10000,0.501102,2.29168e+13,0.180915,110,0.005
100,10000,0.98165,2.31617e+13,0.180915,110,0.005
100,10000,0.681394,2.2562e+13,0.196276,110,0.005
100,10000,1.03688,2.18246e+13,0.181047,110,0.005
100,10000,0.968698,2.2445e+13,0.181964,110,0.005
100,10000,0.570447,2.29914e+13,0.182034,110,0.005
100,10000,1.14664,2.31628e+13,0.18138,110,0.005
100,10000,0.569616,2.21129e+13,0.194089,110,0.005
100,10000,0.918418,2.29829e+13,0.181502,110,0.005
100,10000,0.196276,2.3117e+13,0.19575,110,0.005
100,10000,0.105276,2.27969e+13,0.190609,110,0.005
100,10000,0.820124,2.26147e+13,0.181194,110,0.005
100,10000,0.483657,2.18991e+13,0.182568,110,0.005
100,10000,0.945164,2.22642e+13,0.183093,110,0.005
100,10000,0.377779,2.3493e+13,0.183255,110,0.005
100,10000,1.06797,2.40426e+13,0.179747,110,0.005
100,10000,0.392259,2.26347e+13,0.181117,110,0.005
100,10000,0.0324105,2.30699e+13,0.18118,110,0.005
100,10000,0.386768,2.34275e+13,0.18503,110,0.005
100,10000,0.0734901,2.37268e+13,0.177871,110,0.005
100,10000,0.973128,2.2462e+13,0.184008,110,0.005
100,10000,0.404775,2.24694e+13,0.192111,110,0.005
100,10000,0.553322,2.36418e+13,0.181431,110,0.005
100,10000,0.333548,2.27544e+13,0.181729,110,0.005
100,10000,0.215473,2.24536e+13,0.190085,110,0.005
100,10000,0.54877,2.28998e+13,0.18251,110,0.005
100,10000,0.0450366,2.35436e+13,0.182434,110,0.005
100,10000,0.301144,2.31949e+13,0.180582,110,0.005
100,10000,0.768685,2.27861e+13,0.180994,110,0.005
100,10000,0.631275,2.27485e+13,0.184776,110,0.005
100,10000,0.0934835,2.2501e+13,0.182192,110,0.005
100,10000,0.637834,2.32555e+13,0.187595,110,0.005
100,10000,0.524081,2.39127e+13,0.195273,110,0.005
100,10000,0.0989115,2.31665e+13,0.181466,110,0.005
100,10000,0.663496,2.28817e+13,0.196917,110,0.005
100,10000,0.500085,2.29522e+13,0.181904,110,0.005
100,10000,0.346754,2.2532e+13,0.180802,110,0.005
100,10000,0.307643,2.24331e+13,0.181202,110,0.005
100,10000,0.472074,2.17993e+13,0.184454,110,0.005
100,10000,0.159063,2.2063e+13,0.181808,110,0.005
100,10000,0.151376,2.20437e+13,0.182665,110,0.005
100,10000,1.78973,2.19074e+13,0.180333,110,0.005
100,10000,1.12237,2.87996e+13,0.161194,105,0.005
100,10000,0.428692,2.8954e+13,0.165258,105,0.005
100,10000,1.80597,2.89176e+13,0.174654,105,0.005
100,10000,0.0525441,2.91551e+13,0.162106,105,0.005
100,10000,0.47761,2.9229e+13,0.166626,105,0.005
100,10000,1.55912,2.70537e+13,0.163457,105,0.005
100,10000,1.38243,2.96813e+13,0.16055,105,0.005
100,10000,0.368696,2.92019e+13,0.160413,105,0.005
100,10000,0.574624,2.9635e+13,0.165033,105,0.005
100,10000,0.165329,2.91044e+13,0.160471,105,0.005
100,10000,0.0891692,2.84077e+13,0.162491,105,0.005
100,10000,0.622992,2.80348e+13,0.160654,105,0.005
100,10000,0.361124,2.90744e+13,0.161894,105,0.005
100,10000,1.45769,2.87559e+13,0.159331,105,0.005
100,10000,0.178779,2.85318e+13,0.16735,105,0.005
100,10000,0.430499,2.83305e+13,0.16307,105,0.005
100,10000,0.110849,2.96347e+13,0.173437,105,0.005
100,10000,1.18709,2.91627e+13,0.161033,105,0.005
100,10000,0.413929,2.83385e+13,0.161578,105,0.005
100,10000,0.318841,2.80454e+13,0.160973,105,0.005
100,10000,0.063552,2.82807e+13,0.160178,105,0.005
100,10000,0.171657,2.88298e+13,0.16124,105,0.005
100,10000,0.712082,2.98763e+13,0.163752,105,0.005
100,10000,1.25634,2.91388e+13,0.160426,105,0.005
100,10000,0.663529,2.86354e+13,0.161055,105,0.005
100,10000,1.11725,2.80025e+13,0.160292,105,0.005
100,10000,0.383635,2.92724e+13,0.161127,105,0.005
100,10000,0.545477,2.90322e+13,0.16079,105,0.005
100,10000,0.354664,2.95688e+13,0.163398,105,0.005
100,10000,1.8014,2.79895e+13,0.174615,105,0.005
100,10000,0.771026,2.84622e+13,0.161449,105,0.005
100,10000,0.486328,2.87987e+13,0.160948,105,0.005
100,10000,0.223299,2.87953e+13,0.160043,105,0.005
100,10000,0.162878,2.9445e+13,0.163156,105,0.005
100,10000,0.15798,2.92777e+13,0.163136,105,0.005
100,10000,0.557791,2.96997e+13,0.161625,105,0.005
100,10000,1.1935,2.93212e+13,0.158656,105,0.005
100,10000,0.944098,2.88276e+13,0.160547,105,0.005
100,10000,1.10014,2.87114e+13,0.160633,105,0.005
100,10000,1.02013,2.94147e+13,0.160478,105,0.005
100,10000,0.717286,2.84983e+13,0.162207,105,0.005
100,10000,0.267439,2.92104e+13,0.162562,105,0.005
100,10000,1.06944,2.86605e+13,0.175183,105,0.005
100,10000,0.270816,2.88456e+13,0.167921,105,0.005
100,10000,1.28001,3.00144e+13,0.161301,105,0.005
100,10000,0.885731,2.86674e+13,0.161123,105,0.005
100,10000,1.72452,2.88384e+13,0.159997,105,0.005
100,10000,1.12057,2.82445e+13,0.169709,105,0.005
100,10000,0.161163,2.89914e+13,0.162287,105,0.005
100,10000,0.805283,2.88564e+13,0.159867,105,0.005
100,10000,1.23298,1.56155e+14,0.129357,100,0.005
100,10000,0.769425,1.47365e+14,0.128272,100,0.005
100,10000,1.58247,1.57783e+14,0.127309,100,0.005
100,10000,1.55615,1.46092e+14,0.12942,100,0.005
100,10000,1.45512,1.76262e+14,0.130068,100,0.005
100,10000,2.79692,1.67666e+14,0.130088,100,0.005
100,10000,3.17842,1.33699e+14,0.130845,100,0.005
100,10000,0.365894,1.6496e+14,0.142737,100,0.005
100,10000,0.0630884,1.61751e+14,0.130104,100,0.005
100,10000,1.29142,1.66189e+14,0.128924,100,0.005
100,10000,0.0133228,1.63208e+14,0.129072,100,0.005
100,10000,1.59333,1.56054e+14,0.130812,100,0.005
100,10000,2.69159,1.67995e+14,0.128559,100,0.005
100,10000,0.211565,1.65715e+14,0.128275,100,0.005
100,10000,0.0795872,1.72484e+14,0.128466,100,0.005
100,10000,1.57864,1.70814e+14,0.127231,100,0.005
100,10000,2.35827,1.82793e+14,0.12789,100,0.005
100,10000,1.83622,1.65497e+14,0.12898,100,0.005
100,10000,2.60046,1.73296e+14,0.130339,100,0.005
100,10000,0.92595,1.75627e+14,0.130006,100,0.005
100,10000,2.39165,1.6063e+14,0.127057,100,0.005
100,10000,0.0558797,1.68072e+14,0.133831,100,0.005
100,10000,0.201807,1.53311e+14,0.128457,100,0.005
100,10000,1.09393,1.6564e+14,0.143485,100,0.005
100,10000,0.823859,1.72275e+14,0.141257,100,0.005
100,10000,2.92369,1.63631e+14,0.130235,100,0.005
100,10000,2.0079,1.62537e+14,0.132217,100,0.005
100,10000,1.00447,1.52712e+14,0.128733,100,0.005
100,10000,0.211528,1.56138e+14,0.134918,100,0.005
100,10000,0.863877,1.85228e+14,0.130517,100,0.005
100,10000,0.331078,1.57463e+14,0.128129,100,0.005
100,10000,1.75975,1.68042e+14,0.127733,100,0.005
100,10000,0.50953,1.44928e+14,0.129977,100,0.005
100,10000,1.67851,1.56936e+14,0.128217,100,0.005
100,10000,0.17031,1.58785e+14,0.131834,100,0.005
100,10000,0.848354,1.71923e+14,0.128572,100,0.005
100,10000,0.678501,1.54658e+14,0.12997,100,0.005
100,10000,0.688602,1.51209e+14,0.131498,100,0.005
100,10000,1.16742,1.60173e+14,0.128564,100,0.005
100,10000,0.854719,1.66859e+14,0.128415,100,0.005
100,10000,0.0177732,1.63458e+14,0.141922,100,0.005
100,10000,0.288877,1.70065e+14,0.130449,100,0.005
100,10000,0.41934,1.49664e+14,0.14158,100,0.005
100,10000,1.0548,1.55175e+14,0.128541,100,0.005
100,10000,0.76139,1.45277e+14,0.128593,100,0.005
100,10000,1.08334,1.63079e+14,0.12791,100,0.005
100,10000,0.154225,1.66452e+14,0.127959,100,0.005
100,10000,1.81077,1.594e+14,0.130389,100,0.005
100,10000,0.989226,1.78647e+14,0.128563,100,0.005
100,10000,0.377272,1.6616e+14,0.130845,100,0.005
100,10000,0.174238,1.4802e+15,0.0897263,95,0.005
100,10000,2.15108,1.04471e+15,0.0909804,95,0.005
100,10000,3.49899,4.03324e+14,0.0913856,95,0.005
100,10000,1.77392,1.0992e+15,0.0897328,95,0.005
100,10000,1.05545,6.93039e+14,0.0940183,95,0.005
100,10000,0.829412,4.57394e+14,0.0908236,95,0.005
100,10000,0.736066,4.5168e+14,0.0893925,95,0.005
100,10000,2.94465,1.11288e+15,0.0906427,95,0.005
100,10000,0.977174,3.39954e+14,0.0903886,95,0.005
100,10000,0.590855,1.65981e+15,0.104256,95,0.005
100,10000,2.6513,5.28984e+14,0.104832,95,0.005
100,10000,0.673482,9.61468e+14,0.0907076,95,0.005
100,10000,0.186665,4.9335e+14,0.0895777,95,0.005
100,10000,2.25818,8.02633e+14,0.0911141,95,0.005
100,10000,0.0706298,7.63109e+14,0.0872991,95,0.005
100,10000,0.790247,5.63071e+14,0.0935227,95,0.005
100,10000,0.263847,2.34415e+14,0.0922919,95,0.005
100,10000,0.635212,7.729e+14,0.0900472,95,0.005
100,10000,1.45699,1.4877e+15,0.0901152,95,0.005
100,10000,1.63439,1.1549e+15,0.0896919,95,0.005
100,10000,0.435601,1.10528e+15,0.0904357,95,0.005
100,10000,0.359775,1.74613e+15,0.092186,95,0.005
100,10000,1.67649,7.92854e+14,0.0891696,95,0.005
100,10000,0.60636,3.32536e+14,0.0909998,95,0.005
100,10000,0.450828,4.09029e+14,0.0892733,95,0.005
100,10000,0.38212,1.26099e+15,0.0898242,95,0.005
100,10000,0.724867,3.9161e+14,0.0925962,95,0.005
100,10000,3.09204,6.09228e+14,0.0906405,95,0.005
100,10000,2.6223,1.10128e+15,0.0906125,95,0.005
100,10000,1.24391,1.69833e+15,0.091193,95,0.005
100,10000,4.63394,6.11293e+14,0.0914882,95,0.005
100,10000,0.901971,4.71655e+14,0.0950241,95,0.005
100,10000,0.464124,3.52893e+14,0.0926498,95,0.005
100,10000,3.05027,2.93344e+14,0.104552,95,0.005
100,10000,1.32929,7.21179e+14,0.0955007,95,0.005
100,10000,1.61568,8.20723e+14,0.0889818,95,0.005
100,10000,1.54277,7.30721e+14,0.0899212,95,0.005
100,10000,0.644895,2.63426e+14,0.0923927,95,0.005
100,10000,0.9759,2.5419e+14,0.0904103,95,0.005
100,10000,1.38794,2.91664e+15,0.0897593,95,0.005
100,10000,0.723236,8.28582e+14,0.0899381,95,0.005
100,10000,1.08653,3.26564e+14,0.092638,95,0.005
100,10000,0.11066,1.19315e+15,0.0927277,95,0.005
100,10000,1.16024,1.21761e+15,0.0899546,95,0.005
100,10000,1.22685,3.9663e+14,0.0901983,95,0.005
100,10000,0.0849461,3.90083e+14,0.0933938,95,0.005
100,10000,2.34267,1.48833e+15,0.0896844,95,0.005
100,10000,1.77573,1.13686e+15,0.0891447,95,0.005
100,10000,0.273232,8.01474e+14,0.0890006,95,0.005
100,10000,0.981725,4.38746e+14,0.089972,95,0.005
100,10000,0.0637257,1.06811e+13,0.175232,110,0.0075
100,10000,1.67447,1.0281e+13,0.174798,110,0.0075
100,10000,0.02352,1.07442e+13,0.189027,110,0.0075
100,10000,0.56692,1.11734e+13,0.188595,110,0.0075
100,10000,0.807076,1.07967e+13,0.174736,110,0.0075
100,10000,0.339836,1.06241e+13,0.173331,110,0.0075
100,10000,0.721369,1.08689e+13,0.174973,110,0.0075
100,10000,1.10576,1.04822e+13,0.178108,110,0.0075
100,10000,0.20407,1.06897e+13,0.173836,110,0.0075
100,10000,0.113401,1.07811e+13,0.174374,110,0.0075
100,10000,0.587772,1.08567e+13,0.175659,110,0.0075
100,10000,0.0561842,1.05523e+13,0.174705,110,0.0075
100,10000,1.17844,1.07477e+13,0.176996,110,0.0075
100,10000,0.56433,1.04385e+13,0.176955,110,0.0075
100,10000,0.415774,1.07129e+13,0.173345,110,0.0075
100,10000,0.50724,1.07789e+13,0.174873,110,0.0075
100,10000,0.591442,1.0858e+13,0.189878,110,0.0075
100,10000,0.648845,1.06587e+13,0.174897,110,0.0075
100,10000,0.5149,1.05804e+13,0.184517,110,0.0075
100,10000,0.493985,1.11136e+13,0.174532,110,0.0075
100,10000,0.675556,1.08183e+13,0.174453,110,0.0075
100,10000,0.344798,1.04194e+13,0.174093,110,0.0075
100,10000,0.241414,1.08081e+13,0.175877,110,0.0075
100,10000,0.331773,1.05265e+13,0.175102,110,0.0075
100,10000,1.39289,1.07739e+13,0.176416,110,0.0075
100,10000,0.714096,1.06344e+13,0.177194,110,0.0075
100,10000,0.953096,1.05794e+13,0.173516,110,0.0075
100,10000,0.0538021,1.07838e+13,0.175064,110,0.0075
100,10000,1.20857,1.06387e+13,0.188919,110,0.0075
100,10000,0.260936,1.08791e+13,0.174572,110,0.0075
100,10000,0.263513,1.12555e+13,0.175974,110,0.0075
100,10000,0.824612,1.05491e+13,0.176002,110,0.0075
100,10000,0.314764,1.07111e+13,0.174327,110,0.0075
100,10000,0.114379,1.12065e+13,0.174952,110,0.0075
100,10000,0.0997956,1.04209e+13,0.174909,110,0.0075
100,10000,0.535172,1.05478e+13,0.175922,110,0.0075
100,10000,0.992282,1.0436e+13,0.174299,110,0.0075
100,10000,0.985954,1.08726e+13,0.175961,110,0.0075
100,10000,0.389452,1.11507e+13,0.1736,110,0.0075
100,10000,0.805276,1.0949e+13,0.177336,110,0.0075
100,10000,0.166492,1.07206e+13,0.188288,110,0.0075
100,10000,0.383529,1.04895e+13,0.17685,110,0.0075
100,10000,0.300925,1.05133e+13,0.174439,110,0.0075
100,10000,0.203455,1.06042e+13,0.173413,110,0.0075
100,10000,0.240622,1.03326e+13,0.174174,110,0.0075
100,10000,1.71999,1.05519e+13,0.182877,110,0.0075
100,10000,0.351981,1.0613e+13,0.174276,110,0.0075
100,10000,2.61116,1.06591e+13,0.176088,110,0.0075
100,10000,0.436622,1.09738e+13,0.175383,110,0.0075
100,10000,0.599023,1.05505e+13,0.17436,110,0.0075
100,10000,0.256205,1.46424e+13,0.155194,105,0.0075
100,10000,0.0741848,1.48977e+13,0.156181,105,0.0075
100,10000,0.947559,1.47717e+13,0.157076,105,0.0075
100,10000,0.0721619,1.50532e+13,0.170968,105,0.0075
100,10000,1.71987,1.49621e+13,0.154699,105,0.0075
100,10000,1.88664,1.45295e+13,0.154733,105,0.0075
100,10000,0.367289,1.48696e+13,0.155497,105,0.0075
100,10000,1.75867,1.46655e+13,0.154184,105,0.0075
100,10000,1.81015,1.51177e+13,0.154998,105,0.0075
100,10000,0.653825,1.44801e+13,0.157136,105,0.0075
100,10000,0.943187,1.54564e+13,0.154828,105,0.0075
100,10000,1.49597,1.51092e+13,0.155055,105,0.0075
100,10000,0.507735,1.4942e+13,0.154744,105,0.0075
100,10000,0.275586,1.49032e+13,0.157132,105,0.0075
100,10000,2.31944,1.49488e+13,0.154194,105,0.0075
100,10000,0.0551961,1.48567e+13,0.160315,105,0.0075
100,10000,1.26984,1.47348e+13,0.157217,105,0.0075
100,10000,0.608716,1.50202e+13,0.172338,105,0.0075
100,10000,0.187819,1.48849e+13,0.155016,105,0.0075
100,10000,0.139284,1.43384e+13,0.155079,105,0.0075
100,10000,0.402923,1.52553e+13,0.156051,105,0.0075
100,10000,0.690393,1.44762e+13,0.156334,105,0.0075
100,10000,0.933766,1.47641e+13,0.157772,105,0.0075
100,10000,0.247134,1.40392e+13,0.155668,105,0.0075
100,10000,1.0984,1.47798e+13,0.15516,105,0.0075
100,10000,0.912089,1.50435e+13,0.155146,105,0.0075
100,10000,0.445826,1.48447e+13,0.1703,105,0.0075
100,10000,0.211517,1.40602e+13,0.155776,105,0.0075
100,10000,0.427123,1.53273e+13,0.157056,105,0.0075
100,10000,0.473803,1.42801e+13,0.155118,105,0.0075
100,10000,0.616501,1.4935e+13,0.171463,105,0.0075
100,10000,0.128086,1.42806e+13,0.156095,105,0.0075
100,10000,0.738004,1.41768e+13,0.157369,105,0.0075
100,10000,0.194592,1.53648e+13,0.155647,105,0.0075
100,10000,0.174997,1.46944e+13,0.15733,105,0.0075
100,10000,0.350333,1.54891e+13,0.15604,105,0.0075
100,10000,0.183241,1.51643e+13,0.168755,105,0.0075
100,10000,0.905601,1.46829e+13,0.15597,105,0.0075
100,10000,0.0432163,1.51422e+13,0.155232,105,0.0075
100,10000,0.662845,1.46201e+13,0.155528,105,0.0075
100,10000,0.401592,1.50438e+13,0.156742,105,0.0075
100,10000,2.31525,1.50065e+13,0.156056,105,0.0075
100,10000,0.716773,1.45493e+13,0.157155,105,0.0075
100,10000,0.0377496,1.51457e+13,0.15679,105,0.0075
100,10000,0.898163,1.50884e+13,0.169686,105,0.0075
100,10000,1.87837,1.48643e+13,0.155053,105,0.0075
100,10000,0.0999478,1.43388e+13,0.156947,105,0.0075
100,10000,0.238116,1.46752e+13,0.161786,105,0.0075
100,10000,0.00268757,1.53259e+13,0.171009,105,0.0075
100,10000,0.286983,1.43464e+13,0.156368,105,0.0075
100,10000,0.484848,7.96268e+13,0.131096,100,0.0075
100,10000,1.15879,7.68779e+13,0.144229,100,0.0075
100,10000,3.31509,7.68913e+13,0.130659,100,0.0075
100,10000,0.0715424,7.55513e+13,0.139102,100,0.0075
100,10000,0.869352,8.05386e+13,0.12912,100,0.0075
100,10000,2.28512,7.17999e+13,0.126307,100,0.0075
100,10000,0.146344,6.89994e+13,0.147061,100,0.0075
100,10000,2.29965,6.87947e+13,0.145608,100,0.0075
100,10000,0.716037,6.89186e+13,0.132596,100,0.0075
100,10000,1.20359,7.6877e+13,0.142158,100,0.0075
100,10000,0.690025,6.39434e+13,0.129334,100,0.0075
100,10000,1.37067,7.33006e+13,0.135541,100,0.0075
100,10000,0.537623,7.60238e+13,0.12858,100,0.0075
100,10000,0.20773,7.71133e+13,0.129078,100,0.0075
100,10000,1.17344,7.47125e+13,0.126496,100,0.0075
100,10000,1.20711,6.73507e+13,0.131331,100,0.0075
100,10000,0.523303,7.95553e+13,0.143277,100,0.0075
100,10000,0.296365,7.34577e+13,0.147113,100,0.0075
100,10000,2.01806,7.66717e+13,0.135085,100,0.0075
100,10000,0.892731,7.13957e+13,0.127826,100,0.0075
100,10000,1.18131,7.81e+13,0.1296,100,0.0075
100,10000,1.39973,7.68694e+13,0.142805,100,0.0075
100,10000,0.48124,7.82531e+13,0.142902,100,0.0075
100,10000,1.03074,7.33008e+13,0.127434,100,0.0075
100,10000,1.24616,7.24661e+13,0.127486,100,0.0075
100,10000,1.32318,6.99515e+13,0.143793,100,0.0075
100,10000,0.444505,7.49235e+13,0.130143,100,0.0075
100,10000,2.8813,7.76925e+13,0.128929,100,0.0075
100,10000,0.00141333,7.31084e+13,0.149288,100,0.0075
100,10000,0.852268,7.83905e+13,0.140272,100,0.0075
100,10000,1.12137,7.3371e+13,0.128179,100,0.0075
100,10000,4.0559,8.0593e+13,0.132199,100,0.0075
100,10000,0.570007,7.19217e+13,0.145261,100,0.0075
100,10000,0.867443,6.22872e+13,0.130858,100,0.0075
100,10000,0.664194,7.045e+13,0.127031,100,0.0075
100,10000,0.350758,7.09654e+13,0.127795,100,0.0075
100,10000,2.07573,7.71392e+13,0.127425,100,0.0075
100,10000,1.96585,7.445e+13,0.128366,100,0.0075
100,10000,1.40569,7.20195e+13,0.126518,100,0.0075
100,10000,0.947844,7.45754e+13,0.127482,100,0.0075
100,10000,0.507866,7.22246e+13,0.129077,100,0.0075
100,10000,0.343467,7.40146e+13,0.145548,100,0.0075
100,10000,0.0830617,7.20452e+13,0.12872,100,0.0075
100,10000,0.0445786,6.55397e+13,0.128728,100,0.0075
100,10000,0.323666,7.38094e+13,0.128391,100,0.0075
100,10000,2.21599,6.97163e+13,0.127757,100,0.0075
100,10000,1.67741,7.83803e+13,0.129216,100,0.0075
100,10000,0.678121,7.23796e+13,0.126853,100,0.0075
100,10000,1.11906,6.95541e+13,0.127317,100,0.0075
100,10000,0.546401,7.8201e+13,0.128864,100,0.0075
100,10000,1.20593,1.57303e+15,0.0948093,95,0.0075
100,10000,0.0691959,4.69629e+15,0.102968,95,0.0075
100,10000,0.418356,1.13057e+15,0.103056,95,0.0075
100,10000,1.96435,1.47508e+15,0.0949649,95,0.0075
100,10000,1.05636,6.47838e+14,0.094545,95,0.0075
100,10000,2.93105,9.7946e+15,0.0954286,95,0.0075
100,10000,1.52325,8.51641e+15,0.095652,95,0.0075
100,10000,2.04677,4.56214e+15,0.0937758,95,0.0075
100,10000,0.413339,1.06539e+14,0.0952061,95,0.0075
100,10000,1.70267,8.21084e+15,0.0975384,95,0.0075
100,10000,1.42643,3.02002e+15,0.111171,95,0.0075
100,10000,0.511566,1.42942e+15,0.109236,95,0.0075
100,10000,0.75176,1.28929e+15,0.0947049,95,0.0075
100,10000,1.14842,4.28981e+15,0.0949217,95,0.0075
100,10000,0.0747967,2.28624e+16,0.0945798,95,0.0075
100,10000,0.317826,4.04796e+15,0.0948234,95,0.0075
100,10000,0.878208,1.1687e+16,0.0946503,95,0.0075
100,10000,1.16109,9.61526e+14,0.0949292,95,0.0075
100,10000,0.5337,4.64318e+14,0.0951322,95,0.0075
100,10000,1.10468,1.23483e+15,0.0992272,95,0.0075
100,10000,0.511446,7.2552e+15,0.0948933,95,0.0075
100,10000,0.527124,3.7451e+15,0.0951787,95,0.0075
100,10000,1.33884,8.4372e+15,0.0940432,95,0.0075
100,10000,0.536431,3.41983e+14,0.0947022,95,0.0075
100,10000,0.896603,2.12352e+16,0.0952471,95,0.0075
100,10000,0.907902,1.70413e+14,0.0951036,95,0.0075
100,10000,0.172134,1.41447e+15,0.0966986,95,0.0075
100,10000,0.104015,1.03997e+16,0.0946739,95,0.0075
100,10000,1.84715,6.58867e+15,0.0942076,95,0.0075
100,10000,2.70894,5.48591e+15,0.0983819,95,0.0075
100,10000,0.0414731,3.38173e+15,0.0954567,95,0.0075
100,10000,1.44768,4.16855e+15,0.100773,95,0.0075
100,10000,0.229778,1.93418e+16,0.0969906,95,0.0075
100,10000,0.986262,5.1224e+14,0.109637,95,0.0075
100,10000,0.561017,2.93912e+15,0.0961045,95,0.0075
100,10000,0.603626,2.42016e+15,0.095448,95,0.0075
100,10000,2.86152,1.20367e+15,0.0959554,95,0.0075
100,10000,2.72388,1.8193e+15,0.0939797,95,0.0075
100,10000,0.544959,1.82872e+15,0.0951672,95,0.0075
100,10000,2.2011,1.09674e+14,0.0986625,95,0.0075
100,10000,0.65941,2.13934e+15,0.111189,95,0.0075
100,10000,0.82989,4.24349e+15,0.0957618,95,0.0075
100,10000,0.543233,1.74381e+16,0.0959767,95,0.0075
100,10000,1.29262,2.37391e+15,0.0957329,95,0.0075
100,10000,0.527434,1.76148e+15,0.0943515,95,0.0075
100,10000,3.12493,1.73994e+15,0.0962776,95,0.0075
100,10000,0.223809,1.90584e+15,0.0976912,95,0.0075
100,10000,3.4214,2.9995e+15,0.096371,95,0.0075
100,10000,1.72166,7.41745e+15,0.0958269,95,0.0075
100,10000,0.735035,1.38992e+14,0.0992957,95,0.0075
100,10000,0.645579,6.219e+12,0.173051,110,0.01
100,10000,0.699875,6.37539e+12,0.16904,110,0.01
100,10000,0.919152,6.25159e+12,0.168479,110,0.01
100,10000,0.546506,6.24187e+12,0.184252,110,0.01
100,10000,0.127862,6.06535e+12,0.17246,110,0.01
100,10000,1.60525,6.46943e+12,0.170278,110,0.01
100,10000,0.716613,6.15956e+12,0.169305,110,0.01
100,10000,0.845333,6.5372e+12,0.176398,110,0.01
100,10000,0.064384,6.22247e+12,0.169366,110,0.01
100,10000,0.964951,6.08159e+12,0.169689,110,0.01
100,10000,0.237412,6.54307e+12,0.169278,110,0.01
100,10000,0.276372,6.21019e+12,0.178812,110,0.01
100,10000,0.425827,6.17386e+12,0.169849,110,0.01
100,10000,0.531589,6.32057e+12,0.169358,110,0.01
100,10000,0.0916403,6.17555e+12,0.169211,110,0.01
100,10000,1.21633,6.3291e+12,0.170429,110,0.01
100,10000,0.065296,6.11082e+12,0.171957,110,0.01
100,10000,0.0467903,6.2593e+12,0.17615,110,0.01
100,10000,0.0262559,6.40623e+12,0.169135,110,0.01
100,10000,0.222523,6.37123e+12,0.169144,110,0.01
100,10000,0.110825,6.44676e+12,0.16943,110,0.01
100,10000,0.808637,6.33998e+12,0.168968,110,0.01
100,10000,1.11654,6.6553e+12,0.168474,110,0.01
100,10000,0.911063,6.48247e+12,0.170418,110,0.01
100,10000,1.28476,6.38762e+12,0.169189,110,0.01
100,10000,0.306512,6.28799e+12,0.166157,110,0.01
100,10000,0.310054,6.3505e+12,0.177469,110,0.01
100,10000,0.79123,6.34871e+12,0.168661,110,0.01
100,10000,1.27889,5.93407e+12,0.18336,110,0.01
100,10000,0.897877,6.32777e+12,0.171681,110,0.01
100,10000,0.743475,6.28226e+12,0.168876,110,0.01
100,10000,0.54277,6.36632e+12,0.173583,110,0.01
100,10000,0.291689,6.38185e+12,0.169763,110,0.01
100,10000,1.05991,6.32976e+12,0.169981,110,0.01
100,10000,0.31227,6.41576e+12,0.170766,110,0.01
100,10000,0.219966,6.25847e+12,0.169133,110,0.01
100,10000,0.324641,6.2208e+12,0.170372,110,0.01
100,10000,0.701736,6.34141e+12,0.169606,110,0.01
100,10000,0.0612952,6.28668e+12,0.169075,110,0.01
100,10000,1.39459,6.26449e+12,0.169223,110,0.01
100,10000,1.14069,6.42559e+12,0.172001,110,0.01
100,10000,1.15577,6.49639e+12,0.183637,110,0.01
100,10000,0.936448,6.20057e+12,0.170008,110,0.01
