P,N,S0,K,T,r,v,APE
1000,10,100.0,100.0,1.0,0.05,0.2,1.5553847455261025
1000,10,100.0,100.0,1.0,0.05,0.2,1.6010243592567655
1000,10,100.0,100.0,1.0,0.05,0.2,2.0737161341872357
1000,10,100.0,100.0,1.0,0.05,0.2,2.0787778604350926
1000,10,100.0,100.0,1.0,0.05,0.2,1.991135014432927
1000,10,100.0,100.0,1.0,0.05,0.2,1.3034668446825304
1000,10,100.0,100.0,1.0,0.05,0.2,2.9804991842350863
1000,10,100.0,100.0,1.0,0.05,0.2,0.7468588788989663
1000,10,100.0,100.0,1.0,0.05,0.2,1.087691272965191
1000,10,100.0,100.0,1.0,0.05,0.2,0.9558537398310812
1000,10,100.0,100.0,1.0,0.05,0.2,4.920319827748524
1000,10,100.0,100.0,1.0,0.05,0.2,4.4690113328784395
1000,10,100.0,100.0,1.0,0.05,0.2,0.5315972585243991
1000,10,100.0,100.0,1.0,0.05,0.2,2.67501399042593
1000,10,100.0,100.0,1.0,0.05,0.2,1.8342099643466163
1000,10,100.0,100.0,1.0,0.05,0.2,1.489217354798268
1000,10,100.0,100.0,1.0,0.05,0.2,0.7061943651134341
1000,10,100.0,100.0,1.0,0.05,0.2,0.33980357643807896
1000,10,100.0,100.0,1.0,0.05,0.2,1.5643634556977117
1000,10,100.0,100.0,1.0,0.05,0.2,0.3110319954172973
1000,10,100.0,100.0,1.0,0.05,0.2,0.8487823428077433
1000,10,100.0,100.0,1.0,0.05,0.2,0.4334454643978665
1000,10,100.0,100.0,1.0,0.05,0.2,2.861402774211332
1000,10,100.0,102.5,1.0,0.05,0.2,2.585184876983599
1000,10,100.0,102.5,1.0,0.05,0.2,0.9329405418359545
1000,10,100.0,102.5,1.0,0.05,0.2,0.6398751639311013
1000,10,100.0,102.5,1.0,0.05,0.2,2.8370992792773237
1000,10,100.0,102.5,1.0,0.05,0.2,1.7942237830975336
1000,10,100.0,102.5,1.0,0.05,0.2,0.23312081460374012
1000,10,100.0,102.5,1.0,0.05,0.2,0.6531219764053869
1000,10,100.0,102.5,1.0,0.05,0.2,1.833850884149477
1000,10,100.0,102.5,1.0,0.05,0.2,0.41402496770954433
1000,10,100.0,102.5,1.0,0.05,0.2,2.512910428572833
1000,10,100.0,102.5,1.0,0.05,0.2,0.3273362297506788
1000,10,100.0,102.5,1.0,0.05,0.2,0.13059512681495863
1000,10,100.0,102.5,1.0,0.05,0.2,2.55711899773889
1000,10,100.0,102.5,1.0,0.05,0.2,1.7775239539364607
1000,10,100.0,102.5,1.0,0.05,0.2,1.3622819240850597
1000,10,100.0,102.5,1.0,0.05,0.2,2.7549754952261347
1000,10,100.0,102.5,1.0,0.05,0.2,0.548436244303618
1000,10,100.0,102.5,1.0,0.05,0.2,3.3571429242053945
1000,10,100.0,102.5,1.0,0.05,0.2,1.0716379727207082
1000,10,100.0,102.5,1.0,0.05,0.2,2.373449380088467
1000,10,100.0,102.5,1.0,0.05,0.2,1.2929030735389395
1000,10,100.0,102.5,1.0,0.05,0.2,3.1411840877205237
1000,10,100.0,102.5,1.0,0.05,0.2,1.3655266676822966
1000,10,100.0,102.5,1.0,0.05,0.2,1.412395308191021
1000,10,100.0,102.5,1.0,0.05,0.2,1.6039087549964766
1000,10,100.0,102.5,1.0,0.05,0.2,1.841781144099654
1000,10,100.0,102.5,1.0,0.05,0.2,1.1964219200506583
1000,10,100.0,102.5,1.0,0.05,0.2,1.771341644375302
1000,10,100.0,102.5,1.0,0.05,0.2,1.5940308651646171
1000,10,100.0,102.5,1.0,0.05,0.2,0.01326021473139981
1000,10,100.0,102.5,1.0,0.05,0.2,2.298523720931788
1000,10,100.0,102.5,1.0,0.05,0.2,0.355395808049097
1000,10,100.0,102.5,1.0,0.05,0.2,3.520995589921471
1000,10,100.0,102.5,1.0,0.05,0.2,2.0409871350973776
1000,10,100.0,102.5,1.0,0.05,0.2,0.08758429407481227
1000,10,100.0,102.5,1.0,0.05,0.2,0.8154803153206275
1000,10,100.0,102.5,1.0,0.05,0.2,2.0903025402853754
1000,10,100.0,102.5,1.0,0.05,0.2,1.5223429020072545
1000,10,100.0,102.5,1.0,0.05,0.2,1.8018665428825114
1000,10,100.0,102.5,1.0,0.05,0.2,1.6552617241073813
1000,10,100.0,102.5,1.0,0.05,0.2,1.3208374350332241
1000,10,100.0,102.5,1.0,0.05,0.2,0.06939038280790356
1000,10,100.0,102.5,1.0,0.05,0.2,2.098393041234373
1000,10,100.0,102.5,1.0,0.05,0.2,1.36214365138235
1000,10,100.0,102.5,1.0,0.05,0.2,1.5928718968636981
1000,10,100.0,102.5,1.0,0.05,0.2,2.8374727688271544
1000,10,100.0,102.5,1.0,0.05,0.2,1.7291265685014867
1000,10,100.0,102.5,1.0,0.05,0.2,0.2002591154024302
1000,10,100.0,102.5,1.0,0.05,0.2,2.1871318002315197
1000,10,100.0,102.5,1.0,0.05,0.2,2.449566910715045
1000,10,100.0,102.5,1.0,0.05,0.2,0.5199059693941857
1000,10,100.0,102.5,1.0,0.05,0.2,1.49453996180288
1000,10,100.0,102.5,1.0,0.05,0.2,3.1768798630573603
1000,10,100.0,102.5,1.0,0.05,0.2,0.17763545156018046
1000,10,100.0,102.5,1.0,0.05,0.2,0.27794583180382315
1000,10,100.0,102.5,1.0,0.05,0.2,0.354827082164846
1000,10,100.0,102.5,1.0,0.05,0.2,1.5606778197728128
1000,10,100.0,102.5,1.0,0.05,0.2,0.8127531556415512
1000,10,100.0,102.5,1.0,0.05,0.2,1.5307982351456957
1000,10,100.0,102.5,1.0,0.05,0.2,1.2605463366126721
1000,10,100.0,102.5,1.0,0.05,0.2,0.866832068104036
1000,10,100.0,102.5,1.0,0.05,0.2,0.9294583529222163
1000,10,100.0,102.5,1.0,0.05,0.2,2.0773826423822235
1000,10,100.0,102.5,1.0,0.05,0.2,0.4277333782456188
1000,10,100.0,102.5,1.0,0.05,0.2,2.5469816959068123
1000,10,100.0,102.5,1.0,0.05,0.2,2.3424467378326335
1000,10,100.0,102.5,1.0,0.05,0.2,2.6089058078913934
1000,10,100.0,102.5,1.0,0.05,0.2,1.5427205611458363
1000,10,100.0,102.5,1.0,0.05,0.2,1.5073194906057754
1000,10,100.0,102.5,1.0,0.05,0.2,0.48344755951928214
1000,10,100.0,102.5,1.0,0.05,0.2,0.12993124482878862
1000,10,100.0,102.5,1.0,0.05,0.2,0.9152547891963377
1000,10,100.0,102.5,1.0,0.05,0.2,2.349336047104201
1000,10,100.0,102.5,1.0,0.05,0.2,0.9040489074062719
1000,10,100.0,102.5,1.0,0.05,0.2,1.5544805399966837
1000,10,100.0,102.5,1.0,0.05,0.2,1.6222759925983123
1000,10,100.0,102.5,1.0,0.05,0.2,0.08347874678681819
1000,10,100.0,102.5,1.0,0.05,0.2,1.2974450892583826
1000,10,100.0,102.5,1.0,0.05,0.2,0.8931480807245804
1000,10,100.0,102.5,1.0,0.05,0.2,0.6443085038122175
1000,10,100.0,102.5,1.0,0.05,0.2,1.9905474395295952
1000,10,100.0,102.5,1.0,0.05,0.2,1.5876330757359045
1000,10,100.0,102.5,1.0,0.05,0.2,2.4714290802665553
1000,10,100.0,102.5,1.0,0.05,0.2,4.052315054220311
1000,10,100.0,102.5,1.0,0.05,0.2,0.9161561465736431
1000,10,100.0,102.5,1.0,0.05,0.2,0.8505993913622475
1000,10,100.0,102.5,1.0,0.05,0.2,0.23833607371085966
1000,10,100.0,102.5,1.0,0.05,0.2,3.614316958828663
1000,10,100.0,102.5,1.0,0.05,0.2,3.804196797687978
1000,10,100.0,102.5,1.0,0.05,0.2,1.106235378180541
1000,10,100.0,102.5,1.0,0.05,0.2,2.0963687598899323
1000,10,100.0,102.5,1.0,0.05,0.2,1.377395258096379
1000,10,100.0,102.5,1.0,0.05,0.2,0.6946883840464199
1000,10,100.0,102.5,1.0,0.05,0.2,2.334656551605796
1000,10,100.0,102.5,1.0,0.05,0.2,1.197425926607597
1000,10,100.0,102.5,1.0,0.05,0.2,0.45305736210504666
1000,10,100.0,102.5,1.0,0.05,0.2,0.14108118651338886
1000,10,100.0,102.5,1.0,0.05,0.2,1.9375620359391295
1000,10,100.0,102.5,1.0,0.05,0.2,0.9199198120973608
1000,10,100.0,102.5,1.0,0.05,0.2,2.315809937338272
1000,10,100.0,97.5,1.0,0.05,0.2,1.1279681868851403
1000,10,100.0,97.5,1.0,0.05,0.2,1.192500209094473
1000,10,100.0,97.5,1.0,0.05,0.2,0.8957555204953891
1000,10,100.0,97.5,1.0,0.05,0.2,1.9708180708416376
1000,10,100.0,97.5,1.0,0.05,0.2,2.02326140179503
1000,10,100.0,97.5,1.0,0.05,0.2,2.891265030373411
1000,10,100.0,97.5,1.0,0.05,0.2,2.4295051764751885
1000,10,100.0,97.5,1.0,0.05,0.2,4.325676684707687
1000,10,100.0,97.5,1.0,0.05,0.2,1.5754498454675845
1000,10,100.0,97.5,1.0,0.05,0.2,0.18202071127778008
1000,10,100.0,97.5,1.0,0.05,0.2,2.1164010478649042
1000,10,100.0,97.5,1.0,0.05,0.2,2.3408045929497683
1000,10,100.0,97.5,1.0,0.05,0.2,6.026566111430999
1000,10,100.0,97.5,1.0,0.05,0.2,1.128722419085431
1000,10,100.0,97.5,1.0,0.05,0.2,1.4999835709104488
1000,10,100.0,97.5,1.0,0.05,0.2,3.2010341212400886
1000,10,100.0,97.5,1.0,0.05,0.2,0.3457406468726374
1000,10,100.0,97.5,1.0,0.05,0.2,7.004697372580237
1000,10,100.0,97.5,1.0,0.05,0.2,1.3147461662798785
1000,10,100.0,97.5,1.0,0.05,0.2,3.0718748875851727
1000,10,100.0,97.5,1.0,0.05,0.2,0.6639698246053098
1000,10,100.0,97.5,1.0,0.05,0.2,3.1119906584609796
1000,10,100.0,97.5,1.0,0.05,0.2,2.8592837978223944
1000,10,100.0,97.5,1.0,0.05,0.2,3.8832333271092354
1000,10,100.0,97.5,1.0,0.05,0.2,1.3230767912303079
1000,10,100.0,97.5,1.0,0.05,0.2,0.5165062182916038
1000,10,100.0,97.5,1.0,0.05,0.2,0.7552727516520857
1000,10,100.0,97.5,1.0,0.05,0.2,3.1281062400564617
1000,10,100.0,97.5,1.0,0.05,0.2,3.5734328494820113
1000,10,100.0,97.5,1.0,0.05,0.2,1.0395098711469326
1000,10,100.0,97.5,1.0,0.05,0.2,1.1186547702428051
1000,10,100.0,97.5,1.0,0.05,0.2,1.327630041352009
1000,10,100.0,97.5,1.0,0.05,0.2,1.9323363346411622
1000,10,100.0,97.5,1.0,0.05,0.2,3.910225980997737
1000,10,100.0,97.5,1.0,0.05,0.2,2.766519527356566
1000,10,100.0,97.5,1.0,0.05,0.2,0.8193697025637634
1000,10,100.0,97.5,1.0,0.05,0.2,4.132019048521562
1000,10,100.0,97.5,1.0,0.05,0.2,4.384123813089824
1000,10,100.0,97.5,1.0,0.05,0.2,0.7818109681454244
1000,10,100.0,97.5,1.0,0.05,0.2,4.156820578487816
1000,10,100.0,97.5,1.0,0.05,0.2,0.3984248917642714
1000,10,100.0,97.5,1.0,0.05,0.2,2.898409049229413
1000,10,100.0,97.5,1.0,0.05,0.2,0.711098936954956
1000,10,100.0,97.5,1.0,0.05,0.2,0.5249105924349547
1000,10,100.0,97.5,1.0,0.05,0.2,1.9769558780675631
1000,10,100.0,97.5,1.0,0.05,0.2,1.3050263896457615
1000,10,100.0,97.5,1.0,0.05,0.2,2.011766760491008
1000,10,100.0,97.5,1.0,0.05,0.2,0.5209388524886799
1000,10,100.0,97.5,1.0,0.05,0.2,1.0342795165230143
1000,10,100.0,97.5,1.0,0.05,0.2,0.8153410927562842
1000,10,100.0,97.5,1.0,0.05,0.2,0.045762878664428366
1000,10,100.0,97.5,1.0,0.05,0.2,0.7690649123070503
1000,10,100.0,97.5,1.0,0.05,0.2,1.409130650608039
1000,10,100.0,97.5,1.0,0.05,0.2,2.4914592095888755
1000,10,100.0,97.5,1.0,0.05,0.2,3.101233818594138
1000,10,100.0,97.5,1.0,0.05,0.2,0.5742367504393584
1000,10,100.0,97.5,1.0,0.05,0.2,1.4414913440103043
1000,10,100.0,97.5,1.0,0.05,0.2,1.671437725610981
1000,10,100.0,97.5,1.0,0.05,0.2,1.8652096486350924
1000,10,100.0,97.5,1.0,0.05,0.2,3.5206875707897503
1000,10,100.0,97.5,1.0,0.05,0.2,0.7034729037384968
1000,10,100.0,97.5,1.0,0.05,0.2,0.6212983328342995
1000,10,100.0,97.5,1.0,0.05,0.2,1.09736045757054
1000,10,100.0,97.5,1.0,0.05,0.2,1.8203159396259039
1000,10,100.0,97.5,1.0,0.05,0.2,2.599360167079344
1000,10,100.0,97.5,1.0,0.05,0.2,3.170360430811204
1000,10,100.0,97.5,1.0,0.05,0.2,2.4942357730827993
1000,10,100.0,97.5,1.0,0.05,0.2,0.425377470150268
1000,10,100.0,97.5,1.0,0.05,0.2,0.3467801743086929
1000,10,100.0,97.5,1.0,0.05,0.2,2.8844224875145192
1000,10,100.0,97.5,1.0,0.05,0.2,0.5981697590378078
1000,10,100.0,97.5,1.0,0.05,0.2,2.092778942146232
1000,10,100.0,97.5,1.0,0.05,0.2,4.411467111976047
1000,10,100.0,97.5,1.0,0.05,0.2,1.0591063369091511
1000,10,100.0,97.5,1.0,0.05,0.2,1.6273831782249064
1000,10,100.0,97.5,1.0,0.05,0.2,3.2114227428106807
1000,10,100.0,97.5,1.0,0.05,0.2,2.4796003387947128
1000,10,100.0,97.5,1.0,0.05,0.2,0.9987038646064239
1000,10,100.0,97.5,1.0,0.05,0.2,1.9977441972540593
1000,10,100.0,97.5,1.0,0.05,0.2,3.5873732176192683
1000,10,100.0,97.5,1.0,0.05,0.2,0.3423929082099657
1000,10,100.0,97.5,1.0,0.05,0.2,2.520857026642614
1000,10,100.0,97.5,1.0,0.05,0.2,1.5809355176477622
1000,10,100.0,97.5,1.0,0.05,0.2,1.9178643107373394
1000,10,100.0,97.5,1.0,0.05,0.2,0.9830573489416911
1000,10,100.0,97.5,1.0,0.05,0.2,0.7016877824321159
1000,10,100.0,97.5,1.0,0.05,0.2,1.50164467095059
1000,10,100.0,97.5,1.0,0.05,0.2,5.541514938530777
1000,10,100.0,97.5,1.0,0.05,0.2,3.915186760542369
1000,10,100.0,97.5,1.0,0.05,0.2,2.8739265543638637
1000,10,100.0,97.5,1.0,0.05,0.2,0.9049823590021723
1000,10,100.0,97.5,1.0,0.05,0.2,1.1663123073837935
1000,10,100.0,97.5,1.0,0.05,0.2,2.2987405040206728
1000,10,100.0,97.5,1.0,0.05,0.2,1.5919536241534575
1000,10,100.0,97.5,1.0,0.05,0.2,1.7407727707872263
1000,10,100.0,97.5,1.0,0.05,0.2,2.6188538710161637
1000,10,100.0,97.5,1.0,0.05,0.2,1.6119761398229047
1000,10,100.0,97.5,1.0,0.05,0.2,2.205560868204922
1000,10,100.0,97.5,1.0,0.05,0.2,0.5493985643012066
1000,10,100.0,97.5,1.0,0.05,0.2,4.185525257085379
1000,10,100.0,95.0,1.0,0.05,0.2,3.0617645588945175
1000,10,100.0,95.0,1.0,0.05,0.2,0.47764761758124263
1000,10,100.0,95.0,1.0,0.05,0.2,1.055355234240082
1000,10,100.0,95.0,1.0,0.05,0.2,1.5906830154653155
1000,10,100.0,95.0,1.0,0.05,0.2,2.6076380892500324
1000,10,100.0,95.0,1.0,0.05,0.2,3.8780798875734233
1000,10,100.0,95.0,1.0,0.05,0.2,4.201796311073744
1000,10,100.0,95.0,1.0,0.05,0.2,4.075358530950603
1000,10,100.0,95.0,1.0,0.05,0.2,0.8599714450567147
1000,10,100.0,95.0,1.0,0.05,0.2,0.6603612726022182
1000,10,100.0,95.0,1.0,0.05,0.2,0.7660732429050814
1000,10,100.0,95.0,1.0,0.05,0.2,4.3208389452233025
1000,10,100.0,95.0,1.0,0.05,0.2,6.347003600698862
1000,10,100.0,95.0,1.0,0.05,0.2,2.987333712981762
1000,10,100.0,95.0,1.0,0.05,0.2,1.3348558342960806
1000,10,100.0,95.0,1.0,0.05,0.2,3.09940947377782
1000,10,100.0,95.0,1.0,0.05,0.2,0.28695579634695956
1000,10,100.0,95.0,1.0,0.05,0.2,7.203178182786847
1000,10,100.0,95.0,1.0,0.05,0.2,3.0481900499867574
1000,10,100.0,95.0,1.0,0.05,0.2,2.2447749672892505
1000,10,100.0,95.0,1.0,0.05,0.2,0.10658653042727215
1000,10,100.0,95.0,1.0,0.05,0.2,3.048942437603989
1000,10,100.0,95.0,1.0,0.05,0.2,2.807351988828018
1000,10,100.0,95.0,1.0,0.05,0.2,2.4724205903177343
1000,10,100.0,95.0,1.0,0.05,0.2,1.105726673917281
1000,10,100.0,95.0,1.0,0.05,0.2,1.1308734351319136
1000,10,100.0,95.0,1.0,0.05,0.2,2.047287174901531
1000,10,100.0,95.0,1.0,0.05,0.2,2.85986298537936
1000,10,100.0,95.0,1.0,0.05,0.2,3.1707234730614644
1000,10,100.0,95.0,1.0,0.05,0.2,0.9339056645309192
1000,10,100.0,95.0,1.0,0.05,0.2,0.02715698539810054
1000,10,100.0,95.0,1.0,0.05,0.2,1.8695844220546334
1000,10,100.0,95.0,1.0,0.05,0.2,1.6728017391135903
1000,10,100.0,95.0,1.0,0.05,0.2,3.0382903240907653
1000,10,100.0,95.0,1.0,0.05,0.2,2.7083846458196557
1000,10,100.0,95.0,1.0,0.05,0.2,0.1071559566967562
1000,10,100.0,95.0,1.0,0.05,0.2,4.72124951585612
1000,10,100.0,95.0,1.0,0.05,0.2,4.494195296428219
1000,10,100.0,95.0,1.0,0.05,0.2,0.030200309149213993
1000,10,100.0,95.0,1.0,0.05,0.2,4.084411824646654
1000,10,100.0,95.0,1.0,0.05,0.2,0.7954016386965458
1000,10,100.0,95.0,1.0,0.05,0.2,2.7752171745652454
1000,10,100.0,95.0,1.0,0.05,0.2,0.6024805293649851
1000,10,100.0,95.0,1.0,0.05,0.2,1.3189214278481394
1000,10,100.0,95.0,1.0,0.05,0.2,3.1253397818007254
1000,10,100.0,95.0,1.0,0.05,0.2,3.3592119604176274
1000,10,100.0,95.0,1.0,0.05,0.2,1.9533569585617794
1000,10,100.0,95.0,1.0,0.05,0.2,2.601727458067813
1000,10,100.0,95.0,1.0,0.05,0.2,0.47481256064968247
1000,10,100.0,95.0,1.0,0.05,0.2,1.0500690955745196
1000,10,100.0,95.0,1.0,0.05,0.2,0.5021632064750454
1000,10,100.0,95.0,1.0,0.05,0.2,2.6389933790884004
1000,10,100.0,95.0,1.0,0.05,0.2,0.053598420939316924
1000,10,100.0,95.0,1.0,0.05,0.2,3.5711861724661738
1000,10,100.0,95.0,1.0,0.05,0.2,5.207364504944971
1000,10,100.0,95.0,1.0,0.05,0.2,0.08491946247101245
1000,10,100.0,95.0,1.0,0.05,0.2,0.9819017974183492
1000,10,100.0,95.0,1.0,0.05,0.2,3.3224752462569964
1000,10,100.0,95.0,1.0,0.05,0.2,4.147947361830185
1000,10,100.0,95.0,1.0,0.05,0.2,3.731193476774555
1000,10,100.0,95.0,1.0,0.05,0.2,0.6580916403091412
1000,10,100.0,95.0,1.0,0.05,0.2,0.604572566253175
1000,10,100.0,95.0,1.0,0.05,0.2,0.9375269109038171
1000,10,100.0,95.0,1.0,0.05,0.2,2.2296036561834773
1000,10,100.0,95.0,1.0,0.05,0.2,2.434253813340612
1000,10,100.0,95.0,1.0,0.05,0.2,2.7111954006482577
1000,10,100.0,95.0,1.0,0.05,0.2,2.9401512162757273
1000,10,100.0,95.0,1.0,0.05,0.2,1.83521305865933
1000,10,100.0,95.0,1.0,0.05,0.2,0.1659260757052301
1000,10,100.0,95.0,1.0,0.05,0.2,3.4109799049830016
1000,10,100.0,95.0,1.0,0.05,0.2,2.670233866649112
1000,10,100.0,95.0,1.0,0.05,0.2,2.1349639779903
1000,10,100.0,95.0,1.0,0.05,0.2,5.141916667600862
1000,10,100.0,95.0,1.0,0.05,0.2,1.8768517015015018
1000,10,100.0,95.0,1.0,0.05,0.2,2.3557309247411626
1000,10,100.0,95.0,1.0,0.05,0.2,2.322177351424081
1000,10,100.0,95.0,1.0,0.05,0.2,3.6974982093844977
1000,10,100.0,95.0,1.0,0.05,0.2,0.4603983298658405
1000,10,100.0,95.0,1.0,0.05,0.2,1.8545314010993141
1000,10,100.0,95.0,1.0,0.05,0.2,3.2900041376550866
1000,10,100.0,95.0,1.0,0.05,0.2,0.7362854779830098
1000,10,100.0,95.0,1.0,0.05,0.2,2.088487419073414
1000,10,100.0,95.0,1.0,0.05,0.2,2.6692265054141315
1000,10,100.0,95.0,1.0,0.05,0.2,0.5797408228951879
1000,10,100.0,95.0,1.0,0.05,0.2,0.5528397306350895
1000,10,100.0,95.0,1.0,0.05,0.2,2.653715470928539
1000,10,100.0,95.0,1.0,0.05,0.2,2.287723869528816
1000,10,100.0,95.0,1.0,0.05,0.2,6.05790871607569
1000,10,100.0,95.0,1.0,0.05,0.2,4.962352801548259
1000,10,100.0,95.0,1.0,0.05,0.2,3.949174891555428
1000,10,100.0,95.0,1.0,0.05,0.2,0.39569002055704955
1000,10,100.0,95.0,1.0,0.05,0.2,0.12718781520019376
1000,10,100.0,95.0,1.0,0.05,0.2,2.0672475479281154
1000,10,100.0,95.0,1.0,0.05,0.2,0.139807368090789
1000,10,100.0,95.0,1.0,0.05,0.2,2.324310458614577
1000,10,100.0,95.0,1.0,0.05,0.2,2.768132951525189
1000,10,100.0,95.0,1.0,0.05,0.2,0.9086374509968465
1000,10,100.0,95.0,1.0,0.05,0.2,2.561866453706053
1000,10,100.0,95.0,1.0,0.05,0.2,0.2148180578903044
1000,10,100.0,95.0,1.0,0.05,0.2,4.0950630645930195
1000,10,100.0,90.0,1.0,0.05,0.2,0.6569403548536122
1000,10,100.0,90.0,1.0,0.05,0.2,0.9952088795476967
1000,10,100.0,90.0,1.0,0.05,0.2,3.181351182060603
1000,10,100.0,90.0,1.0,0.05,0.2,5.824960492995346
1000,10,100.0,90.0,1.0,0.05,0.2,4.684992593701198
1000,10,100.0,90.0,1.0,0.05,0.2,0.11612918649835241
1000,10,100.0,90.0,1.0,0.05,0.2,1.968968564101315
1000,10,100.0,90.0,1.0,0.05,0.2,6.613162631776367
1000,10,100.0,90.0,1.0,0.05,0.2,0.005170081929864398
1000,10,100.0,90.0,1.0,0.05,0.2,1.7751895036254244
1000,10,100.0,90.0,1.0,0.05,0.2,1.2114871026296885
1000,10,100.0,90.0,1.0,0.05,0.2,6.495420682994213
1000,10,100.0,90.0,1.0,0.05,0.2,7.3575871698143365
1000,10,100.0,90.0,1.0,0.05,0.2,3.047271732833085
1000,10,100.0,90.0,1.0,0.05,0.2,1.6651688086230871
1000,10,100.0,90.0,1.0,0.05,0.2,3.7952717428840765
1000,10,100.0,90.0,1.0,0.05,0.2,0.9793126422996459
1000,10,100.0,90.0,1.0,0.05,0.2,6.1391911881165395
1000,10,100.0,90.0,1.0,0.05,0.2,3.02914892566866
1000,10,100.0,90.0,1.0,0.05,0.2,0.25630603198137125
1000,10,100.0,90.0,1.0,0.05,0.2,1.2720224330592689
1000,10,100.0,90.0,1.0,0.05,0.2,4.850273107969021
1000,10,100.0,90.0,1.0,0.05,0.2,1.6764109004306156
1000,10,100.0,90.0,1.0,0.05,0.2,4.4195275693211284
1000,10,100.0,90.0,1.0,0.05,0.2,0.83860650924196
1000,10,100.0,90.0,1.0,0.05,0.2,0.21866761410402452
1000,10,100.0,90.0,1.0,0.05,0.2,2.7587897532721404
1000,10,100.0,90.0,1.0,0.05,0.2,6.050448818273989
1000,10,100.0,90.0,1.0,0.05,0.2,4.336570877186378
1000,10,100.0,90.0,1.0,0.05,0.2,1.426313786520386
1000,10,100.0,90.0,1.0,0.05,0.2,1.4196870871353506
1000,10,100.0,90.0,1.0,0.05,0.2,4.5126589407867375
1000,10,100.0,90.0,1.0,0.05,0.2,2.5117293195257475
1000,10,100.0,90.0,1.0,0.05,0.2,4.451951035742804
1000,10,100.0,90.0,1.0,0.05,0.2,4.024516115090142
1000,10,100.0,90.0,1.0,0.05,0.2,0.295702908113802
1000,10,100.0,90.0,1.0,0.05,0.2,3.6588748378995457
1000,10,100.0,90.0,1.0,0.05,0.2,3.2133708993685
1000,10,100.0,90.0,1.0,0.05,0.2,0.42860221116957936
1000,10,100.0,90.0,1.0,0.05,0.2,6.729265152397107
1000,10,100.0,90.0,1.0,0.05,0.2,1.8392806953736933
1000,10,100.0,90.0,1.0,0.05,0.2,4.897810822295038
1000,10,100.0,90.0,1.0,0.05,0.2,2.6673202369540365
1000,10,100.0,90.0,1.0,0.05,0.2,0.47023326256126274
1000,10,100.0,90.0,1.0,0.05,0.2,1.0436252853934902
1000,10,100.0,90.0,1.0,0.05,0.2,5.191103306513446
1000,10,100.0,90.0,1.0,0.05,0.2,2.714980010437098
1000,10,100.0,90.0,1.0,0.05,0.2,8.168355335332162
1000,10,100.0,90.0,1.0,0.05,0.2,1.3657244915386755
1000,10,100.0,90.0,1.0,0.05,0.2,1.6689473210893657
1000,10,100.0,90.0,1.0,0.05,0.2,0.42710061262885707
1000,10,100.0,90.0,1.0,0.05,0.2,8.18597430164057
1000,10,100.0,90.0,1.0,0.05,0.2,0.47887918111009103
1000,10,100.0,90.0,1.0,0.05,0.2,6.304791860355503
1000,10,100.0,90.0,1.0,0.05,0.2,3.048720515599915
1000,10,100.0,90.0,1.0,0.05,0.2,1.0860088072992728
1000,10,100.0,90.0,1.0,0.05,0.2,0.4594089000427863
1000,10,100.0,90.0,1.0,0.05,0.2,4.6466292757419065
1000,10,100.0,90.0,1.0,0.05,0.2,5.560343962198907
1000,10,100.0,90.0,1.0,0.05,0.2,7.257573424152021
1000,10,100.0,90.0,1.0,0.05,0.2,0.540887013642277
1000,10,100.0,90.0,1.0,0.05,0.2,2.9261462892237833
1000,10,100.0,90.0,1.0,0.05,0.2,1.3596577160261643
1000,10,100.0,90.0,1.0,0.05,0.2,2.927471766927029
1000,10,100.0,90.0,1.0,0.05,0.2,2.1599216313843184
1000,10,100.0,90.0,1.0,0.05,0.2,6.1903399449351735
1000,10,100.0,90.0,1.0,0.05,0.2,2.7242347079684683
1000,10,100.0,90.0,1.0,0.05,0.2,3.5676328238535135
1000,10,100.0,90.0,1.0,0.05,0.2,1.456154916838677
1000,10,100.0,90.0,1.0,0.05,0.2,2.211959758123947
1000,10,100.0,90.0,1.0,0.05,0.2,3.6447659336190408
1000,10,100.0,90.0,1.0,0.05,0.2,6.120285091963466
1000,10,100.0,90.0,1.0,0.05,0.2,6.064479425377897
1000,10,100.0,90.0,1.0,0.05,0.2,2.6090658423383806
1000,10,100.0,90.0,1.0,0.05,0.2,0.7521144151056665
1000,10,100.0,90.0,1.0,0.05,0.2,2.653603166752593
1000,10,100.0,90.0,1.0,0.05,0.2,5.332837993068251
1000,10,100.0,90.0,1.0,0.05,0.2,2.6577492724684735
1000,10,100.0,90.0,1.0,0.05,0.2,2.336480471869042
1000,10,100.0,90.0,1.0,0.05,0.2,0.7279987261274166
1000,10,100.0,90.0,1.0,0.05,0.2,0.5503840240828785
1000,10,100.0,90.0,1.0,0.05,0.2,1.2650141821505645
1000,10,100.0,90.0,1.0,0.05,0.2,0.9866156439735146
1000,10,100.0,90.0,1.0,0.05,0.2,3.040092674126136
1000,10,100.0,90.0,1.0,0.05,0.2,0.3465517001887494
1000,10,100.0,90.0,1.0,0.05,0.2,2.4959047813483775
1000,10,100.0,90.0,1.0,0.05,0.2,0.6446710830170838
1000,10,100.0,90.0,1.0,0.05,0.2,9.57353463918557
1000,10,100.0,90.0,1.0,0.05,0.2,4.56261555279069
1000,10,100.0,90.0,1.0,0.05,0.2,0.7930144643900908
1000,10,100.0,90.0,1.0,0.05,0.2,0.7732409124303095
1000,10,100.0,90.0,1.0,0.05,0.2,0.0374423359727824
