P,N,S0,K,T,r,v,APE
1000,5,100.0,110.0,1.0,0.05,0.2,1.5503981039674521
1000,5,100.0,110.0,1.0,0.05,0.2,1.8706351399810779
1000,5,100.0,110.0,1.0,0.05,0.2,0.3295455835549869
1000,5,100.0,110.0,1.0,0.05,0.2,2.097197118343528
1000,5,100.0,110.0,1.0,0.05,0.2,2.6639326966946353
1000,5,100.0,110.0,1.0,0.05,0.2,3.1635507956747286
1000,5,100.0,110.0,1.0,0.05,0.2,1.5228857278093084
1000,5,100.0,110.0,1.0,0.05,0.2,0.200183638772841
1000,5,100.0,110.0,1.0,0.05,0.2,2.447649040478743
1000,5,100.0,110.0,1.0,0.05,0.2,0.28908342247913954
1000,5,100.0,110.0,1.0,0.05,0.2,2.007857319052493
1000,5,100.0,110.0,1.0,0.05,0.2,1.7103538832942362
1000,5,100.0,110.0,1.0,0.05,0.2,1.593296057121808
1000,5,100.0,110.0,1.0,0.05,0.2,2.129533328481956
1000,5,100.0,110.0,1.0,0.05,0.2,3.544246602618791
1000,5,100.0,110.0,1.0,0.05,0.2,2.64962753480767
1000,5,100.0,110.0,1.0,0.05,0.2,3.175032961593966
1000,5,100.0,110.0,1.0,0.05,0.2,2.3936143069756004
1000,5,100.0,110.0,1.0,0.05,0.2,2.2561815473915368
1000,5,100.0,110.0,1.0,0.05,0.2,0.9552425266138078
1000,5,100.0,110.0,1.0,0.05,0.2,1.4575525490350663
1000,5,100.0,110.0,1.0,0.05,0.2,1.52794276624833
1000,5,100.0,110.0,1.0,0.05,0.2,2.847395412884249
1000,5,100.0,110.0,1.0,0.05,0.2,1.6542939942701573
1000,5,100.0,110.0,1.0,0.05,0.2,1.077121844240476
1000,5,100.0,110.0,1.0,0.05,0.2,2.182265013164233
1000,5,100.0,110.0,1.0,0.05,0.2,3.749689910188366
1000,5,100.0,110.0,1.0,0.05,0.2,1.7483658060514087
1000,5,100.0,110.0,1.0,0.05,0.2,1.039158144044053
1000,5,100.0,110.0,1.0,0.05,0.2,1.9857859785017244
1000,5,100.0,110.0,1.0,0.05,0.2,0.22805889711053515
1000,5,100.0,110.0,1.0,0.05,0.2,0.15354930487356844
1000,5,100.0,110.0,1.0,0.05,0.2,1.299570047718907
1000,5,100.0,110.0,1.0,0.05,0.2,2.1029544453818803
1000,5,100.0,110.0,1.0,0.05,0.2,1.7707961647977408
1000,5,100.0,110.0,1.0,0.05,0.2,2.64736220589903
1000,5,100.0,110.0,1.0,0.05,0.2,0.7436523942537158
1000,5,100.0,110.0,1.0,0.05,0.2,0.005473478663524637
1000,5,100.0,110.0,1.0,0.05,0.2,2.8095509358961466
1000,5,100.0,110.0,1.0,0.05,0.2,0.8140156229728169
1000,5,100.0,110.0,1.0,0.05,0.2,1.7626077016996657
1000,5,100.0,110.0,1.0,0.05,0.2,0.5533095653664591
1000,5,100.0,110.0,1.0,0.05,0.2,1.0175097870978205
1000,5,100.0,110.0,1.0,0.05,0.2,3.5758064954410513
1000,5,100.0,110.0,1.0,0.05,0.2,2.0919121171190076
1000,5,100.0,110.0,1.0,0.05,0.2,4.28858442396384
1000,5,100.0,110.0,1.0,0.05,0.2,0.6562292133053901
1000,5,100.0,110.0,1.0,0.05,0.2,1.0846983050140822
1000,5,100.0,110.0,1.0,0.05,0.2,0.9535007752686647
1000,5,100.0,110.0,1.0,0.05,0.2,0.8949759742704048
1000,5,100.0,110.0,1.0,0.05,0.2,1.0935541594883538
1000,5,100.0,110.0,1.0,0.05,0.2,1.2189177851572868
1000,5,100.0,110.0,1.0,0.05,0.2,0.23965888403647637
1000,5,100.0,105.0,1.0,0.05,0.2,2.1082981032634898
1000,5,100.0,105.0,1.0,0.05,0.2,2.0700423466993167
1000,5,100.0,105.0,1.0,0.05,0.2,2.318602436253648
1000,5,100.0,105.0,1.0,0.05,0.2,3.0752604755026542
1000,5,100.0,105.0,1.0,0.05,0.2,1.9600710442843239
1000,5,100.0,105.0,1.0,0.05,0.2,0.00274430455026367
1000,5,100.0,105.0,1.0,0.05,0.2,1.1431998151030756
1000,5,100.0,105.0,1.0,0.05,0.2,3.079814200447283
1000,5,100.0,105.0,1.0,0.05,0.2,0.6095419434955759
1000,5,100.0,105.0,1.0,0.05,0.2,0.46684628658415306
1000,5,100.0,105.0,1.0,0.05,0.2,0.7183459554994756
1000,5,100.0,105.0,1.0,0.05,0.2,3.6827137967234282
1000,5,100.0,105.0,1.0,0.05,0.2,2.8221202463593786
1000,5,100.0,105.0,1.0,0.05,0.2,0.13636253827807485
1000,5,100.0,105.0,1.0,0.05,0.2,1.5985442613258734
1000,5,100.0,105.0,1.0,0.05,0.2,1.9844775430720905
1000,5,100.0,105.0,1.0,0.05,0.2,1.650238107194834
1000,5,100.0,105.0,1.0,0.05,0.2,2.6511059526118834
1000,5,100.0,105.0,1.0,0.05,0.2,3.067343824625486
1000,5,100.0,105.0,1.0,0.05,0.2,3.723663945486123
1000,5,100.0,105.0,1.0,0.05,0.2,3.3865056519113756
1000,5,100.0,105.0,1.0,0.05,0.2,1.9456135087281476
1000,5,100.0,105.0,1.0,0.05,0.2,0.742004826464003
1000,5,100.0,105.0,1.0,0.05,0.2,0.00512015097891848
1000,5,100.0,105.0,1.0,0.05,0.2,2.3942991404390654
1000,5,100.0,105.0,1.0,0.05,0.2,2.541561840181659
1000,5,100.0,105.0,1.0,0.05,0.2,1.45963778957805
1000,5,100.0,105.0,1.0,0.05,0.2,0.6550631471953787
1000,5,100.0,105.0,1.0,0.05,0.2,0.6014026148046745
1000,5,100.0,105.0,1.0,0.05,0.2,0.6957137061060542
1000,5,100.0,105.0,1.0,0.05,0.2,1.8282487827755636
1000,5,100.0,105.0,1.0,0.05,0.2,2.0133879072735854
1000,5,100.0,105.0,1.0,0.05,0.2,0.5965311924017072
1000,5,100.0,105.0,1.0,0.05,0.2,2.182945178348449
1000,5,100.0,105.0,1.0,0.05,0.2,1.4548356599431715
1000,5,100.0,105.0,1.0,0.05,0.2,1.21793445687933
1000,5,100.0,105.0,1.0,0.05,0.2,3.7999849886188515
1000,5,100.0,105.0,1.0,0.05,0.2,0.9889221292684115
1000,5,100.0,105.0,1.0,0.05,0.2,1.6489698293495971
1000,5,100.0,105.0,1.0,0.05,0.2,0.5927413202798276
1000,5,100.0,105.0,1.0,0.05,0.2,1.9823613816327776
1000,5,100.0,105.0,1.0,0.05,0.2,1.7123715509259083
1000,5,100.0,105.0,1.0,0.05,0.2,2.0719135529830712
1000,5,100.0,105.0,1.0,0.05,0.2,2.3674879751757865
1000,5,100.0,105.0,1.0,0.05,0.2,1.3780744640097402
1000,5,100.0,105.0,1.0,0.05,0.2,2.3991105032198448
1000,5,100.0,105.0,1.0,0.05,0.2,1.1458945636798095
1000,5,100.0,105.0,1.0,0.05,0.2,0.15197302235764026
1000,5,100.0,105.0,1.0,0.05,0.2,1.8351133701264823
1000,5,100.0,105.0,1.0,0.05,0.2,1.121917055498427
1000,5,100.0,105.0,1.0,0.05,0.2,1.5793505993192851
1000,5,100.0,105.0,1.0,0.05,0.2,0.4585467684419051
1000,5,100.0,105.0,1.0,0.05,0.2,2.8957673528527144
1000,5,100.0,105.0,1.0,0.05,0.2,2.234854569874896
1000,5,100.0,105.0,1.0,0.05,0.2,0.3896447790690916
1000,5,100.0,105.0,1.0,0.05,0.2,2.4867071326066252
1000,5,100.0,105.0,1.0,0.05,0.2,1.4387052648067198
1000,5,100.0,105.0,1.0,0.05,0.2,2.619327766460816
1000,5,100.0,105.0,1.0,0.05,0.2,0.9975279517469712
1000,5,100.0,105.0,1.0,0.05,0.2,2.49003398294843
1000,5,100.0,105.0,1.0,0.05,0.2,1.488470789253446
1000,5,100.0,105.0,1.0,0.05,0.2,2.6117011212227443
1000,5,100.0,105.0,1.0,0.05,0.2,0.7106645315180157
1000,5,100.0,105.0,1.0,0.05,0.2,1.4305931940960108
1000,5,100.0,105.0,1.0,0.05,0.2,2.7331780733904836
1000,5,100.0,105.0,1.0,0.05,0.2,0.08586421903881927
1000,5,100.0,105.0,1.0,0.05,0.2,1.3913404794173505
1000,5,100.0,105.0,1.0,0.05,0.2,2.300713695494592
1000,5,100.0,105.0,1.0,0.05,0.2,0.40887300916270103
1000,5,100.0,105.0,1.0,0.05,0.2,2.993119237935669
1000,5,100.0,105.0,1.0,0.05,0.2,0.4235784491816356
1000,5,100.0,105.0,1.0,0.05,0.2,0.06997183296921537
1000,5,100.0,105.0,1.0,0.05,0.2,5.128961730484455
1000,5,100.0,105.0,1.0,0.05,0.2,2.591470712851826
1000,5,100.0,105.0,1.0,0.05,0.2,1.40354197774587
1000,5,100.0,105.0,1.0,0.05,0.2,0.9555995565247138
1000,5,100.0,105.0,1.0,0.05,0.2,1.410049794666457
1000,5,100.0,105.0,1.0,0.05,0.2,1.6235925838130487
1000,5,100.0,105.0,1.0,0.05,0.2,0.19327208806812024
1000,5,100.0,105.0,1.0,0.05,0.2,1.684677672574895
1000,5,100.0,105.0,1.0,0.05,0.2,0.7361621344264576
1000,5,100.0,105.0,1.0,0.05,0.2,2.1102857395163697
1000,5,100.0,105.0,1.0,0.05,0.2,1.4986567711299352
1000,5,100.0,105.0,1.0,0.05,0.2,2.0797968866308585
1000,5,100.0,105.0,1.0,0.05,0.2,0.5548981986242313
1000,5,100.0,105.0,1.0,0.05,0.2,3.1484308141876847
1000,5,100.0,105.0,1.0,0.05,0.2,0.2405947081445121
1000,5,100.0,105.0,1.0,0.05,0.2,3.3559504061085126
1000,5,100.0,105.0,1.0,0.05,0.2,1.5341558040607133
1000,5,100.0,105.0,1.0,0.05,0.2,0.1859514523059209
1000,5,100.0,105.0,1.0,0.05,0.2,3.045713915462397
1000,5,100.0,105.0,1.0,0.05,0.2,1.925579132054653
1000,5,100.0,105.0,1.0,0.05,0.2,3.147304715489229
1000,5,100.0,105.0,1.0,0.05,0.2,0.08951453435179847
1000,5,100.0,105.0,1.0,0.05,0.2,1.6087485953221015
1000,5,100.0,105.0,1.0,0.05,0.2,0.33208533299928367
1000,5,100.0,105.0,1.0,0.05,0.2,1.5265737823076992
1000,5,100.0,105.0,1.0,0.05,0.2,1.6853980482481947
1000,5,100.0,105.0,1.0,0.05,0.2,2.076783953138735
1000,5,100.0,105.0,1.0,0.05,0.2,0.954831608944267
1000,5,100.0,100.0,1.0,0.05,0.2,0.5365912065946739
1000,5,100.0,100.0,1.0,0.05,0.2,2.7239819070693527
1000,5,100.0,100.0,1.0,0.05,0.2,1.7751916471742135
1000,5,100.0,100.0,1.0,0.05,0.2,2.7071691193249805
1000,5,100.0,100.0,1.0,0.05,0.2,1.4090202830925005
1000,5,100.0,100.0,1.0,0.05,0.2,2.9690519243008655
1000,5,100.0,100.0,1.0,0.05,0.2,1.6376648228044368
1000,5,100.0,100.0,1.0,0.05,0.2,1.9625589975285767
1000,5,100.0,100.0,1.0,0.05,0.2,3.068556052788176
1000,5,100.0,100.0,1.0,0.05,0.2,1.4506046888519637
1000,5,100.0,100.0,1.0,0.05,0.2,0.5651305102141106
1000,5,100.0,100.0,1.0,0.05,0.2,3.3170393734951813
1000,5,100.0,100.0,1.0,0.05,0.2,3.235152380636425
1000,5,100.0,100.0,1.0,0.05,0.2,0.1857714998474452
1000,5,100.0,100.0,1.0,0.05,0.2,5.185548104155078
1000,5,100.0,100.0,1.0,0.05,0.2,0.7323454525321209
1000,5,100.0,100.0,1.0,0.05,0.2,0.5954615564005963
1000,5,100.0,100.0,1.0,0.05,0.2,4.6037467499643965
1000,5,100.0,100.0,1.0,0.05,0.2,4.959156619844011
1000,5,100.0,100.0,1.0,0.05,0.2,6.777025115655466
1000,5,100.0,100.0,1.0,0.05,0.2,2.0326435493053383
1000,5,100.0,100.0,1.0,0.05,0.2,4.268895864218473
1000,5,100.0,100.0,1.0,0.05,0.2,0.5867494114506471
1000,5,100.0,100.0,1.0,0.05,0.2,0.02766656324763785
1000,5,100.0,100.0,1.0,0.05,0.2,3.167323762010338
1000,5,100.0,100.0,1.0,0.05,0.2,2.6935323292701714
1000,5,100.0,100.0,1.0,0.05,0.2,2.887630169132585
1000,5,100.0,100.0,1.0,0.05,0.2,1.6177825917842195
1000,5,100.0,100.0,1.0,0.05,0.2,0.48446018280896314
1000,5,100.0,100.0,1.0,0.05,0.2,1.778647160785125
1000,5,100.0,100.0,1.0,0.05,0.2,3.9694304212307214
1000,5,100.0,100.0,1.0,0.05,0.2,2.410646968195192
1000,5,100.0,100.0,1.0,0.05,0.2,0.018497714388875826
1000,5,100.0,100.0,1.0,0.05,0.2,2.365410702023726
1000,5,100.0,100.0,1.0,0.05,0.2,1.5450964264602396
1000,5,100.0,100.0,1.0,0.05,0.2,1.7173052065871737
1000,5,100.0,100.0,1.0,0.05,0.2,3.482880555426595
1000,5,100.0,100.0,1.0,0.05,0.2,3.450215534588727
1000,5,100.0,100.0,1.0,0.05,0.2,0.9448264365289749
1000,5,100.0,100.0,1.0,0.05,0.2,2.1532670306506683
1000,5,100.0,100.0,1.0,0.05,0.2,2.919628142092808
1000,5,100.0,100.0,1.0,0.05,0.2,2.9498024450940865
1000,5,100.0,100.0,1.0,0.05,0.2,0.6278316379687499
1000,5,100.0,100.0,1.0,0.05,0.2,2.259554452046371
1000,5,100.0,100.0,1.0,0.05,0.2,0.5019486607245824
1000,5,100.0,100.0,1.0,0.05,0.2,5.004062656801763
1000,5,100.0,100.0,1.0,0.05,0.2,0.1629317906390921
1000,5,100.0,100.0,1.0,0.05,0.2,0.8725375397067827
1000,5,100.0,100.0,1.0,0.05,0.2,3.0140468055989555
1000,5,100.0,100.0,1.0,0.05,0.2,3.016602696886075
1000,5,100.0,100.0,1.0,0.05,0.2,0.8099034637407725
1000,5,100.0,100.0,1.0,0.05,0.2,0.6025155412409422
1000,5,100.0,100.0,1.0,0.05,0.2,5.690135229308311
1000,5,100.0,100.0,1.0,0.05,0.2,2.2321713357484985
1000,5,100.0,100.0,1.0,0.05,0.2,0.6267406028298074
1000,5,100.0,100.0,1.0,0.05,0.2,3.0056374453650436
1000,5,100.0,100.0,1.0,0.05,0.2,2.023891815410667
1000,5,100.0,100.0,1.0,0.05,0.2,3.0355131428045232
1000,5,100.0,100.0,1.0,0.05,0.2,1.646797350252522
1000,5,100.0,100.0,1.0,0.05,0.2,3.1423466254955463
1000,5,100.0,100.0,1.0,0.05,0.2,0.16246345102854656
1000,5,100.0,100.0,1.0,0.05,0.2,0.4108514996052484
1000,5,100.0,100.0,1.0,0.05,0.2,0.5695197193430039
1000,5,100.0,100.0,1.0,0.05,0.2,0.9216090109030564
1000,5,100.0,100.0,1.0,0.05,0.2,0.8944102589498846
1000,5,100.0,100.0,1.0,0.05,0.2,0.5420094367093459
1000,5,100.0,100.0,1.0,0.05,0.2,1.7590086762608732
1000,5,100.0,100.0,1.0,0.05,0.2,3.1672483973163095
1000,5,100.0,100.0,1.0,0.05,0.2,2.2110623815723396
1000,5,100.0,100.0,1.0,0.05,0.2,1.8610041666775479
1000,5,100.0,100.0,1.0,0.05,0.2,2.0953936187413422
1000,5,100.0,100.0,1.0,0.05,0.2,1.3573055065274837
1000,5,100.0,100.0,1.0,0.05,0.2,5.807495691233086
1000,5,100.0,100.0,1.0,0.05,0.2,1.7549930444605364
1000,5,100.0,100.0,1.0,0.05,0.2,0.2552366330034668
1000,5,100.0,100.0,1.0,0.05,0.2,0.7467676722232218
1000,5,100.0,100.0,1.0,0.05,0.2,0.03258397704486829
1000,5,100.0,100.0,1.0,0.05,0.2,0.2530716168185124
1000,5,100.0,100.0,1.0,0.05,0.2,2.4584898362401733
1000,5,100.0,100.0,1.0,0.05,0.2,2.2336366499240343
1000,5,100.0,100.0,1.0,0.05,0.2,1.526591786097874
1000,5,100.0,100.0,1.0,0.05,0.2,3.0329764151252894
1000,5,100.0,100.0,1.0,0.05,0.2,2.663384686154111
1000,5,100.0,100.0,1.0,0.05,0.2,4.616111567027172
1000,5,100.0,100.0,1.0,0.05,0.2,2.105770010004283
1000,5,100.0,100.0,1.0,0.05,0.2,2.801480095184698
1000,5,100.0,100.0,1.0,0.05,0.2,1.373291857461711
1000,5,100.0,100.0,1.0,0.05,0.2,5.6855614354409445
1000,5,100.0,100.0,1.0,0.05,0.2,2.368379798335194
1000,5,100.0,100.0,1.0,0.05,0.2,1.3540389058840676
1000,5,100.0,100.0,1.0,0.05,0.2,3.0917201301492354
1000,5,100.0,100.0,1.0,0.05,0.2,0.897266894921844
1000,5,100.0,100.0,1.0,0.05,0.2,2.82605743293239
1000,5,100.0,100.0,1.0,0.05,0.2,0.28319070507129673
1000,5,100.0,100.0,1.0,0.05,0.2,1.93515363008194
1000,5,100.0,100.0,1.0,0.05,0.2,0.8814960208042557
1000,5,100.0,100.0,1.0,0.05,0.2,2.508176475997994
1000,5,100.0,100.0,1.0,0.05,0.2,0.14505019979348713
1000,5,100.0,100.0,1.0,0.05,0.2,1.9972108983646493
1000,5,100.0,100.0,1.0,0.05,0.2,1.734122002027518
1000,5,100.0,102.5,1.0,0.05,0.2,1.542637479407341
1000,5,100.0,102.5,1.0,0.05,0.2,2.225469083988867
1000,5,100.0,102.5,1.0,0.05,0.2,1.7133673458342005
1000,5,100.0,102.5,1.0,0.05,0.2,3.3287193541501967
1000,5,100.0,102.5,1.0,0.05,0.2,2.1306929530133085
1000,5,100.0,102.5,1.0,0.05,0.2,1.1244906903223444
1000,5,100.0,102.5,1.0,0.05,0.2,0.9139459352648036
1000,5,100.0,102.5,1.0,0.05,0.2,3.2503339475483646
1000,5,100.0,102.5,1.0,0.05,0.2,2.282268693612048
1000,5,100.0,102.5,1.0,0.05,0.2,1.749864110341833
1000,5,100.0,102.5,1.0,0.05,0.2,1.021318430504392
1000,5,100.0,102.5,1.0,0.05,0.2,3.2216343745294127
1000,5,100.0,102.5,1.0,0.05,0.2,3.146153275405853
1000,5,100.0,102.5,1.0,0.05,0.2,0.8671753604547019
1000,5,100.0,102.5,1.0,0.05,0.2,3.7433893705269146
1000,5,100.0,102.5,1.0,0.05,0.2,1.9460377834742835
1000,5,100.0,102.5,1.0,0.05,0.2,0.6228196202598277
1000,5,100.0,102.5,1.0,0.05,0.2,3.6594638898057252
1000,5,100.0,102.5,1.0,0.05,0.2,4.0075511937583865
1000,5,100.0,102.5,1.0,0.05,0.2,5.952168069079879
1000,5,100.0,102.5,1.0,0.05,0.2,2.6967336665292563
1000,5,100.0,102.5,1.0,0.05,0.2,3.552035124214569
1000,5,100.0,102.5,1.0,0.05,0.2,0.19511060944311437
1000,5,100.0,102.5,1.0,0.05,0.2,0.1004183335379803
1000,5,100.0,102.5,1.0,0.05,0.2,3.4689707007254986
1000,5,100.0,102.5,1.0,0.05,0.2,2.4893995142950756
1000,5,100.0,102.5,1.0,0.05,0.2,2.263911861896813
1000,5,100.0,102.5,1.0,0.05,0.2,1.7581289364284423
1000,5,100.0,102.5,1.0,0.05,0.2,0.15850551865836668
1000,5,100.0,102.5,1.0,0.05,0.2,1.4017717166872157
1000,5,100.0,102.5,1.0,0.05,0.2,3.0267202285441894
1000,5,100.0,102.5,1.0,0.05,0.2,2.53433420275715
1000,5,100.0,102.5,1.0,0.05,0.2,0.22741340691115794
1000,5,100.0,102.5,1.0,0.05,0.2,3.1260720264173245
1000,5,100.0,102.5,1.0,0.05,0.2,1.9632434938340868
1000,5,100.0,102.5,1.0,0.05,0.2,2.0746615634560936
1000,5,100.0,102.5,1.0,0.05,0.2,3.6452304977326393
1000,5,100.0,102.5,1.0,0.05,0.2,2.812385204822342
1000,5,100.0,102.5,1.0,0.05,0.2,1.2595926260542656
1000,5,100.0,102.5,1.0,0.05,0.2,2.3703209667280714
1000,5,100.0,102.5,1.0,0.05,0.2,1.7892286105945059
1000,5,100.0,102.5,1.0,0.05,0.2,2.611692177958188
1000,5,100.0,102.5,1.0,0.05,0.2,0.8350517111166254
1000,5,100.0,102.5,1.0,0.05,0.2,1.9041838187872064
1000,5,100.0,102.5,1.0,0.05,0.2,0.21889233860709378
1000,5,100.0,102.5,1.0,0.05,0.2,3.562159743893197
1000,5,100.0,102.5,1.0,0.05,0.2,0.8201996794709658
1000,5,100.0,102.5,1.0,0.05,0.2,1.0276778293518498
1000,5,100.0,102.5,1.0,0.05,0.2,2.734553193794721
1000,5,100.0,102.5,1.0,0.05,0.2,1.3684588387973375
1000,5,100.0,102.5,1.0,0.05,0.2,0.6602103633926061
1000,5,100.0,102.5,1.0,0.05,0.2,0.3799279234935052
1000,5,100.0,102.5,1.0,0.05,0.2,4.580979321900216
1000,5,100.0,102.5,1.0,0.05,0.2,2.4335292137636495
1000,5,100.0,102.5,1.0,0.05,0.2,1.0345004801287097
1000,5,100.0,102.5,1.0,0.05,0.2,1.9644489320190535
1000,5,100.0,102.5,1.0,0.05,0.2,2.950424870232419
1000,5,100.0,102.5,1.0,0.05,0.2,3.0185988735123446
1000,5,100.0,102.5,1.0,0.05,0.2,0.9981355154188245
1000,5,100.0,102.5,1.0,0.05,0.2,3.0768624791020125
1000,5,100.0,102.5,1.0,0.05,0.2,0.39828296280236974
1000,5,100.0,102.5,1.0,0.05,0.2,0.40373751554351694
1000,5,100.0,102.5,1.0,0.05,0.2,1.1382529244722441
1000,5,100.0,102.5,1.0,0.05,0.2,1.8609376919238214
1000,5,100.0,102.5,1.0,0.05,0.2,1.6025071083581275
1000,5,100.0,102.5,1.0,0.05,0.2,1.1934990004612314
1000,5,100.0,102.5,1.0,0.05,0.2,1.6733369957665527
1000,5,100.0,102.5,1.0,0.05,0.2,3.2073000280729596
1000,5,100.0,102.5,1.0,0.05,0.2,1.1452238773604806
1000,5,100.0,102.5,1.0,0.05,0.2,3.729933124074656
1000,5,100.0,102.5,1.0,0.05,0.2,0.2046993529536662
1000,5,100.0,102.5,1.0,0.05,0.2,1.01745657181612
1000,5,100.0,102.5,1.0,0.05,0.2,5.706796603560582
1000,5,100.0,102.5,1.0,0.05,0.2,2.02068585728123
1000,5,100.0,102.5,1.0,0.05,0.2,0.6147091278282811
1000,5,100.0,102.5,1.0,0.05,0.2,0.08303308175306315
1000,5,100.0,102.5,1.0,0.05,0.2,0.05728813645873
1000,5,100.0,102.5,1.0,0.05,0.2,1.495271006658355
1000,5,100.0,102.5,1.0,0.05,0.2,1.947718227187794
1000,5,100.0,102.5,1.0,0.05,0.2,1.7625598190010612
1000,5,100.0,102.5,1.0,0.05,0.2,0.8132570663185315
1000,5,100.0,102.5,1.0,0.05,0.2,3.03208808276884
1000,5,100.0,102.5,1.0,0.05,0.2,2.180644474899706
1000,5,100.0,102.5,1.0,0.05,0.2,3.293522643956623
1000,5,100.0,102.5,1.0,0.05,0.2,0.21383554728980086
1000,5,100.0,102.5,1.0,0.05,0.2,3.0481684261918294
1000,5,100.0,102.5,1.0,0.05,0.2,0.7300950508567017
1000,5,100.0,102.5,1.0,0.05,0.2,4.206680977269738
1000,5,100.0,102.5,1.0,0.05,0.2,1.7441124798253542
1000,5,100.0,102.5,1.0,0.05,0.2,0.10580083539312661
1000,5,100.0,102.5,1.0,0.05,0.2,3.487440560510935
1000,5,100.0,102.5,1.0,0.05,0.2,1.4234870281801189
1000,5,100.0,102.5,1.0,0.05,0.2,3.893646491770122
1000,5,100.0,102.5,1.0,0.05,0.2,0.4699694589689106
1000,5,100.0,102.5,1.0,0.05,0.2,1.7107687352497811
1000,5,100.0,102.5,1.0,0.05,0.2,0.056111877935318744
1000,5,100.0,102.5,1.0,0.05,0.2,2.042591890311263
1000,5,100.0,102.5,1.0,0.05,0.2,0.8165985715523356
1000,5,100.0,102.5,1.0,0.05,0.2,1.6310165677222068
1000,5,100.0,102.5,1.0,0.05,0.2,1.8303682820120892
1000,5,100.0,97.5,1.0,0.05,0.2,0.699696074335185
1000,5,100.0,97.5,1.0,0.05,0.2,1.7409047913576807
1000,5,100.0,97.5,1.0,0.05,0.2,2.2275054822781555
1000,5,100.0,97.5,1.0,0.05,0.2,2.814039518805808
1000,5,100.0,97.5,1.0,0.05,0.2,0.8119991625987483
1000,5,100.0,97.5,1.0,0.05,0.2,5.186265889907042
1000,5,100.0,97.5,1.0,0.05,0.2,2.3621340238820543
1000,5,100.0,97.5,1.0,0.05,0.2,1.4818360292219712
1000,5,100.0,97.5,1.0,0.05,0.2,3.995306621937395
1000,5,100.0,97.5,1.0,0.05,0.2,1.6205433410874368
1000,5,100.0,97.5,1.0,0.05,0.2,0.7010139616100167
1000,5,100.0,97.5,1.0,0.05,0.2,3.7526858603352573
1000,5,100.0,97.5,1.0,0.05,0.2,4.911767280037233
1000,5,100.0,97.5,1.0,0.05,0.2,1.8845541758738766
