N,P,APE,kappa,runtime,K,dt
5,1000,2.03845,3.64656e+12,0.0039052,90,0.2
10,1000,8.08424,3.14286e+13,0.0071737,90,0.1
15,1000,11.4046,9.60824e+13,0.0091106,90,0.0666667
20,1000,8.90753,1.37997e+15,0.0075341,90,0.05
30,1000,4.7764,5.27876e+13,0.0121989,90,0.0333333
35,1000,0.19504,3.80973e+14,0.0108694,90,0.0285714
40,1000,0.595511,3.15283e+14,0.0131973,90,0.025
50,1000,5.54278,2.41828e+13,0.016886,90,0.02
75,1000,11.5263,1.16641e+14,0.0224588,90,0.0133333
100,1000,5.56967,2.95409e+15,0.0236281,90,0.01
125,1000,0.701274,1.57583e+15,0.0309699,90,0.008
150,1000,5.90632,9.39215e+14,0.0388594,90,0.00666667
175,1000,11.1785,9.18339e+13,0.0364187,90,0.00571429
200,1000,15.4343,1.13414e+16,0.0512951,90,0.005
250,1000,0.435264,4.61592e+15,0.0555987,90,0.004
350,1000,3.45211,2.42831e+14,0.0770436,90,0.00285714
500,1000,4.88769,6.18741e+14,0.12149,90,0.002
600,1000,17.8706,7.37085e+14,0.177122,90,0.00166667
800,1000,3.98816,7.06912e+14,0.196068,90,0.00125
1000,1000,2.75556,3.08182e+14,0.266571,90,0.001
3000,1000,2.30766,1.68934e+15,0.761154,90,0.000333333
5000,1000,8.69142,8.19452e+13,1.22161,90,0.0002
10000,1000,9.79811,3.26136e+15,2.32419,90,0.0001
1,1000,30.8212,0,0.0017169,90,1
2,1000,9.98757,1.59212e+12,0.0025572,90,0.5
3,1000,2.71159,3.11444e+12,0.0022407,90,0.333333
5,1000,5.9336,3.45071e+12,0.0032018,90,0.2
10,1000,6.08442,1.39091e+13,0.0042469,90,0.1
15,1000,9.11465,6.60807e+13,0.0073879,90,0.0666667
20,1000,4.4283,3.11142e+14,0.0096959,90,0.05
30,1000,4.6136,5.48576e+13,0.0144837,90,0.0333333
35,1000,1.79138,5.28378e+13,0.0227668,90,0.0285714
40,1000,1.42039,8.12549e+14,0.0151906,90,0.025
50,1000,9.00246,7.77337e+14,0.0137631,90,0.02
75,1000,1.30901,1.40351e+15,0.0204484,90,0.0133333
100,1000,1.54436,2.07381e+15,0.0224984,90,0.01
125,1000,11.0159,3.79276e+14,0.03005,90,0.008
150,1000,3.65884,4.5972e+15,0.0356882,90,0.00666667
175,1000,3.44577,4.72242e+15,0.0415546,90,0.00571429
200,1000,0.88507,6.05448e+14,0.0451288,90,0.005
250,1000,3.49755,2.2835e+14,0.0579014,90,0.004
350,1000,5.27994,7.2093e+15,0.0835279,90,0.00285714
500,1000,10.3077,4.07949e+13,0.141745,90,0.002
600,1000,5.37298,2.02623e+15,0.157404,90,0.00166667
800,1000,3.88984,3.48879e+15,0.685964,90,0.00125
1000,1000,4.67088,2.21134e+15,1.16399,90,0.001
3000,1000,4.44041,1.43242e+15,3.32736,90,0.000333333
5000,1000,1.69004,2.4407e+15,6.00599,90,0.0002
10000,1000,4.72434,2.80713e+15,12.0898,90,0.0001
1,1000,6.33165,0,0.0051542,90,1
2,1000,1.09982,1.67326e+12,0.0089975,90,0.5
3,1000,3.78353,2.59316e+12,0.0101832,90,0.333333
5,1000,7.69894,5.66656e+12,0.0158393,90,0.2
10,1000,6.92427,2.2543e+13,0.0230812,90,0.1
15,1000,4.94481,1.82851e+13,0.0308275,90,0.0666667
20,1000,11.999,4.71704e+13,0.0347517,90,0.05
30,1000,0.892666,3.5909e+16,0.0521801,90,0.0333333
35,1000,0.406728,1.28458e+13,0.0569953,90,0.0285714
40,1000,8.17209,2.02115e+14,0.0655994,90,0.025
50,1000,0.19713,8.34275e+14,0.0847485,90,0.02
75,1000,2.96452,2.3087e+14,0.129884,90,0.0133333
100,1000,5.56523,2.54262e+14,0.181504,90,0.01
125,1000,16.5732,1.23025e+15,0.210486,90,0.008
150,1000,10.3806,2.3928e+15,0.277159,90,0.00666667
175,1000,3.29566,8.07094e+14,0.283455,90,0.00571429
200,1000,0.454813,7.51117e+14,0.310174,90,0.005
250,1000,3.15413,9.24937e+14,0.459024,90,0.004
350,1000,8.74551,2.07179e+14,0.492345,90,0.00285714
500,1000,2.45216,1.52425e+15,0.835373,90,0.002
600,1000,9.28434,5.16177e+15,1.01883,90,0.00166667
800,1000,3.84091,3.81788e+14,1.34976,90,0.00125
1000,1000,5.47958,5.92488e+14,1.47346,90,0.001
3000,1000,3.79546,3.19342e+13,4.19527,90,0.000333333
5000,1000,4.04895,7.60098e+14,6.59357,90,0.0002
10000,1000,1.60385,4.1495e+15,14.7576,90,0.0001
1,1000,12.0353,0,0.0049345,90,1
2,1000,1.5733,1.49269e+12,0.0069281,90,0.5
3,1000,7.10111,1.68874e+12,0.0108973,90,0.333333
5,1000,2.81782,4.46998e+12,0.0141508,90,0.2
10,1000,4.31221,1.01634e+13,0.0230819,90,0.1
15,1000,0.107818,4.53041e+13,0.0340304,90,0.0666667
20,1000,1.00945,3.56379e+14,0.0351353,90,0.05
30,1000,2.81701,9.80286e+13,0.0500091,90,0.0333333
35,1000,5.17429,1.12006e+14,0.0654932,90,0.0285714
40,1000,11.2874,2.14989e+14,0.0752178,90,0.025
50,1000,3.95469,2.29074e+14,0.0795821,90,0.02
75,1000,2.64715,1.58056e+16,0.130956,90,0.0133333
100,1000,9.34239,1.38405e+14,0.177138,90,0.01
125,1000,5.22861,8.65284e+13,0.250282,90,0.008
150,1000,9.81538,2.42899e+14,0.25962,90,0.00666667
175,1000,14.7056,1.01399e+15,0.281921,90,0.00571429
200,1000,0.249798,1.93821e+14,0.307134,90,0.005
250,1000,3.38595,3.75856e+15,0.482513,90,0.004
350,1000,2.35993,5.79255e+15,0.658953,90,0.00285714
500,1000,7.59681,5.80283e+14,0.789193,90,0.002
600,1000,2.48499,2.5578e+15,1.03213,90,0.00166667
800,1000,9.51465,8.13149e+14,1.3746,90,0.00125
1000,1000,5.19481,2.67122e+14,1.56664,90,0.001
3000,1000,5.71786,1.31586e+15,3.48298,90,0.000333333
5000,1000,1.46377,1.11241e+15,7.43894,90,0.0002
10000,1000,5.93995,1.61703e+15,14.1031,90,0.0001
1,1000,7.52943,0,0.0065408,90,1
2,1000,7.39882,1.3173e+12,0.0130547,90,0.5
3,1000,1.61617,2.39079e+12,0.0126147,90,0.333333
5,1000,3.31676,7.5334e+12,0.0136099,90,0.2
10,1000,4.25941,1.01911e+14,0.0208733,90,0.1
15,1000,1.11572,6.95953e+13,0.0331488,90,0.0666667
20,1000,8.80033,3.25577e+15,0.0348367,90,0.05
30,1000,15.4438,4.59691e+13,0.0526668,90,0.0333333
35,1000,7.45457,2.31507e+14,0.0549803,90,0.0285714
40,1000,2.29676,8.09158e+14,0.0610231,90,0.025
50,1000,2.04572,1.43484e+15,0.08257,90,0.02
75,1000,3.79256,6.20363e+14,0.128171,90,0.0133333
100,1000,8.38596,2.76977e+14,0.179372,90,0.01
125,1000,7.12782,8.80271e+12,0.233516,90,0.008
150,1000,2.58981,3.26209e+14,0.25848,90,0.00666667
175,1000,4.6486,6.4148e+15,0.291115,90,0.00571429
200,1000,7.23585,2.21103e+15,0.471189,90,0.005
250,1000,2.48314,8.55397e+14,0.387201,90,0.004
350,1000,9.51107,4.17861e+14,0.600618,90,0.00285714
500,1000,0.137172,7.29181e+14,0.857156,90,0.002
600,1000,6.07548,4.35906e+15,1.01399,90,0.00166667
800,1000,18.0387,6.6398e+14,1.40931,90,0.00125
1000,1000,4.77011,6.25897e+14,1.53958,90,0.001
3000,1000,6.27399,2.2503e+15,3.99888,90,0.000333333
5000,1000,9.72323,1.4353e+15,7.62224,90,0.0002
10000,1000,4.07595,3.48517e+14,14.9916,90,0.0001
1,1000,2.10581,0,0.0070277,90,1
2,1000,3.236,9.15019e+11,0.0096954,90,0.5
3,1000,2.33285,4.49994e+12,0.0119683,90,0.333333
5,1000,9.98646,2.68972e+12,0.0142132,90,0.2
10,1000,1.76714,5.24904e+13,0.0255385,90,0.1
15,1000,8.43119,8.12989e+13,0.0271721,90,0.0666667
20,1000,4.54756,1.33732e+15,0.0341335,90,0.05
30,1000,1.89663,2.31946e+13,0.0539259,90,0.0333333
35,1000,0.754982,3.95357e+14,0.0582174,90,0.0285714
40,1000,10.9426,6.03494e+13,0.0740225,90,0.025
50,1000,4.77825,1.86095e+16,0.0834984,90,0.02
75,1000,6.4407,2.12122e+14,0.134373,90,0.0133333
100,1000,0.0812801,8.89004e+14,0.18844,90,0.01
125,1000,3.26152,2.45852e+14,0.200364,90,0.008
150,1000,3.0598,1.49523e+14,0.26598,90,0.00666667
175,1000,2.53792,5.53879e+15,0.429224,90,0.00571429
200,1000,10.1868,3.7745e+15,0.337173,90,0.005
250,1000,1.79029,1.37218e+14,0.397596,90,0.004
350,1000,4.20023,2.22446e+14,0.559867,90,0.00285714
500,1000,0.369566,1.28583e+15,0.724154,90,0.002
600,1000,3.02377,4.61485e+15,0.967458,90,0.00166667
800,1000,2.61749,1.36591e+14,1.40109,90,0.00125
1000,1000,13.9845,1.82961e+15,1.92502,90,0.001
3000,1000,6.10885,2.74738e+14,4.81999,90,0.000333333
5000,1000,8.78892,2.11968e+15,7.28871,90,0.0002
10000,1000,7.36306,2.64023e+15,13.257,90,0.0001
1,1000,13.7008,0,0.0054887,90,1
2,1000,1.1248,1.5104e+12,0.0052684,90,0.5
3,1000,2.44097,1.90148e+12,0.0141809,90,0.333333
5,1000,6.48831,9.29399e+12,0.0131969,90,0.2
10,1000,6.25319,2.25079e+13,0.0215922,90,0.1
15,1000,4.28668,1.08448e+14,0.0331759,90,0.0666667
20,1000,7.67095,4.82806e+13,0.036688,90,0.05
30,1000,6.46394,6.79564e+16,0.0514676,90,0.0333333
35,1000,2.85707,6.71774e+13,0.0635122,90,0.0285714
40,1000,6.2455,5.94974e+14,0.0759552,90,0.025
50,1000,10.7316,2.27362e+13,0.0878469,90,0.02
75,1000,2.93873,2.69201e+14,0.128813,90,0.0133333
100,1000,3.11292,2.80452e+14,0.181633,90,0.01
125,1000,5.33585,2.8785e+13,0.201275,90,0.008
150,1000,7.95575,6.95333e+14,0.366107,90,0.00666667
175,1000,12.0586,1.46385e+15,0.371629,90,0.00571429
200,1000,0.974764,4.31294e+15,0.324161,90,0.005
250,1000,8.30147,2.04099e+14,0.374974,90,0.004
350,1000,9.11203,1.94824e+15,0.550278,90,0.00285714
500,1000,4.2768,3.88104e+15,0.583617,90,0.002
600,1000,2.12542,1.61242e+15,0.9947,90,0.00166667
800,1000,5.00408,9.28664e+14,1.3077,90,0.00125
1000,1000,7.54375,1.83061e+15,1.5807,90,0.001
3000,1000,0.733217,2.10549e+15,3.64865,90,0.000333333
5000,1000,2.80646,5.43545e+15,5.07447,90,0.0002
10000,1000,4.02669,3.50908e+15,9.9183,90,0.0001
1,1000,9.59478,0,0.0049458,90,1
2,1000,14.6166,1.09315e+12,0.005332,90,0.5
3,1000,10.1629,2.51588e+12,0.011226,90,0.333333
5,1000,6.086,1.01439e+13,0.0134805,90,0.2
10,1000,3.78027,3.42491e+13,0.0201826,90,0.1
15,1000,7.47794,4.2759e+13,0.0340426,90,0.0666667
20,1000,3.13765,1.64241e+14,0.0355039,90,0.05
30,1000,11.4807,5.08414e+13,0.0528799,90,0.0333333
35,1000,5.51448,5.31471e+14,0.0624651,90,0.0285714
40,1000,8.95711,3.75911e+13,0.0720517,90,0.025
50,1000,4.50999,1.66133e+14,0.0837411,90,0.02
75,1000,3.34335,6.5042e+15,0.141819,90,0.0133333
100,1000,8.31721,1.86421e+14,0.183683,90,0.01
125,1000,5.91872,9.06124e+14,0.200599,90,0.008
150,1000,2.80304,3.31778e+14,0.266961,90,0.00666667
175,1000,9.42767,3.53046e+15,0.317137,90,0.00571429
200,1000,6.58557,1.05821e+14,0.45443,90,0.005
250,1000,0.848035,5.82229e+14,0.387622,90,0.004
350,1000,5.30319,6.58637e+14,0.552421,90,0.00285714
500,1000,8.37633,1.10707e+15,0.83432,90,0.002
600,1000,1.36191,7.36101e+14,1.01179,90,0.00166667
800,1000,1.74147,8.00215e+14,1.29933,90,0.00125
1000,1000,7.61449,9.7593e+14,1.86092,90,0.001
3000,1000,9.82704,3.78423e+15,4.21224,90,0.000333333
5000,1000,11.734,9.49899e+13,7.5461,90,0.0002
10000,1000,2.49977,1.43629e+15,13.2383,90,0.0001
1,1000,4.78139,0,0.0064148,90,1
2,1000,3.60193,2.47346e+12,0.0115305,90,0.5
3,1000,4.3627,2.11595e+12,0.0146853,90,0.333333
5,1000,0.0240744,8.77529e+12,0.0131505,90,0.2
10,1000,0.762356,1.45113e+13,0.0208893,90,0.1
15,1000,12.207,2.26564e+13,0.0289499,90,0.0666667
20,1000,8.68668,8.20667e+14,0.0344654,90,0.05
30,1000,7.52073,2.4479e+14,0.0511863,90,0.0333333
35,1000,4.23967,7.70413e+14,0.0569194,90,0.0285714
40,1000,1.29218,2.58601e+14,0.0713363,90,0.025
50,1000,14.6202,2.55581e+13,0.0913223,90,0.02
75,1000,3.69195,1.19699e+14,0.136451,90,0.0133333
100,1000,2.69692,1.81528e+16,0.180654,90,0.01
125,1000,4.10847,4.19362e+15,0.224213,90,0.008
150,1000,6.66755,1.59005e+14,0.327757,90,0.00666667
175,1000,6.21962,1.09713e+15,0.400893,90,0.00571429
200,1000,6.53032,1.19376e+15,0.325547,90,0.005
250,1000,8.32187,1.11193e+15,0.379491,90,0.004
350,1000,12.7886,3.72496e+14,0.512355,90,0.00285714
500,1000,10.6044,3.23735e+15,0.793244,90,0.002
600,1000,7.49398,2.6148e+14,1.00638,90,0.00166667
800,1000,0.280312,3.83383e+14,1.58775,90,0.00125
1000,1000,13.4781,5.31763e+15,1.79782,90,0.001
3000,1000,0.104842,2.61896e+15,4.32935,90,0.000333333
5000,1000,9.13018,2.08541e+15,7.45466,90,0.0002
10000,1000,0.667847,2.79285e+15,12.6031,90,0.0001
1,1000,17.5697,0,0.0054577,90,1
2,1000,8.62895,2.70457e+12,0.0078241,90,0.5
3,1000,4.73926,2.63077e+12,0.0107592,90,0.333333
5,1000,8.55803,4.95377e+12,0.0132204,90,0.2
10,1000,0.817693,1.24129e+14,0.020497,90,0.1
15,1000,0.134412,7.4046e+13,0.0307862,90,0.0666667
20,1000,6.32449,1.10509e+16,0.0350149,90,0.05
30,1000,10.4685,3.12171e+13,0.0526595,90,0.0333333
35,1000,17.3794,1.15633e+14,0.0624815,90,0.0285714
40,1000,2.9483,2.83258e+14,0.0638111,90,0.025
50,1000,4.24434,5.50198e+14,0.0808907,90,0.02
75,1000,3.644,4.97056e+14,0.126609,90,0.0133333
100,1000,3.14975,2.19757e+14,0.174772,90,0.01
125,1000,2.43296,9.40911e+14,0.22628,90,0.008
150,1000,6.13349,2.34341e+15,0.252141,90,0.00666667
175,1000,3.45694,1.66143e+14,0.427584,90,0.00571429
200,1000,11.9551,6.35502e+14,0.310721,90,0.005
250,1000,8.7442,1.54481e+15,0.398726,90,0.004
350,1000,6.74642,1.07276e+14,0.558002,90,0.00285714
500,1000,1.5115,2.21396e+14,0.794953,90,0.002
600,1000,1.62943,2.83765e+15,1.104,90,0.00166667
800,1000,2.93946,1.43207e+15,1.25121,90,0.00125
1000,1000,8.75808,1.52024e+15,1.49897,90,0.001
3000,1000,10.2792,1.9642e+15,4.16424,90,0.000333333
5000,1000,4.73004,1.08497e+15,6.83164,90,0.0002
10000,1000,1.5338,2.06057e+15,13.0153,90,0.0001
1,1000,6.81224,0,0.0054971,90,1
2,1000,4.24356,6.57193e+11,0.0064573,90,0.5
3,1000,4.88231,4.40618e+12,0.0117304,90,0.333333
5,1000,2.57939,5.86099e+12,0.0143568,90,0.2
10,1000,1.42907,6.28042e+12,0.0197928,90,0.1
15,1000,3.05039,1.66184e+15,0.0293914,90,0.0666667
20,1000,7.34248,4.99308e+13,0.0361073,90,0.05
30,1000,0.461639,1.17874e+14,0.0498935,90,0.0333333
35,1000,5.6783,1.55769e+15,0.0626366,90,0.0285714
40,1000,12.8864,1.2795e+15,0.0749283,90,0.025
50,1000,7.52456,8.10999e+13,0.0845635,90,0.02
75,1000,4.46867,1.2987e+15,0.116383,90,0.0133333
100,1000,0.22063,7.11038e+14,0.179719,90,0.01
125,1000,1.19916,3.47887e+14,0.217929,90,0.008
150,1000,2.95203,1.88196e+14,0.299105,90,0.00666667
175,1000,14.6392,4.09997e+15,0.464074,90,0.00571429
200,1000,5.50378,1.00692e+15,0.330836,90,0.005
250,1000,2.98653,2.04415e+15,0.391429,90,0.004
350,1000,16.2944,7.05218e+15,0.570274,90,0.00285714
500,1000,0.413831,6.27068e+15,0.802475,90,0.002
600,1000,1.21569,3.21284e+14,0.950382,90,0.00166667
800,1000,2.30896,2.13509e+15,1.21683,90,0.00125
1000,1000,6.57471,4.11588e+15,1.5532,90,0.001
3000,1000,0.87423,4.78164e+15,4.29112,90,0.000333333
5000,1000,0.573048,2.35867e+15,6.93911,90,0.0002
10000,1000,3.30837,2.74033e+15,12.638,90,0.0001
1,1000,9.24415,0,0.0063487,90,1
2,1000,3.89893,9.55058e+11,0.0044913,90,0.5
3,1000,8.99809,2.86959e+12,0.0077476,90,0.333333
5,1000,15.532,4.13248e+12,0.011154,90,0.2
10,1000,2.7071,2.73574e+13,0.018653,90,0.1
15,1000,9.15007,6.03466e+13,0.0296077,90,0.0666667
20,1000,3.86235,2.80992e+14,0.0323792,90,0.05
30,1000,2.00757,1.14296e+14,0.0517855,90,0.0333333
35,1000,1.0769,4.38586e+13,0.0582892,90,0.0285714
40,1000,4.21559,5.2815e+13,0.0702017,90,0.025
50,1000,13.7936,4.70559e+13,0.0814283,90,0.02
75,1000,1.01411,4.82621e+15,0.123431,90,0.0133333
100,1000,2.67286,8.94044e+15,0.176848,90,0.01
125,1000,8.30462,3.67022e+13,0.205659,90,0.008
150,1000,0.0259337,9.44921e+14,0.233137,90,0.00666667
175,1000,8.67832,1.49456e+14,0.425234,90,0.00571429
200,1000,3.00386,1.04286e+14,0.306067,90,0.005
250,1000,6.32371,1.45483e+14,0.3807,90,0.004
350,1000,1.7096,8.92995e+14,0.528079,90,0.00285714
500,1000,8.00136,1.8485e+14,0.768487,90,0.002
600,1000,8.53088,4.25931e+14,0.813616,90,0.00166667
800,1000,4.42074,3.05242e+14,1.19175,90,0.00125
1000,1000,12.3099,1.31918e+15,1.35188,90,0.001
3000,1000,3.24662,1.8329e+15,3.63524,90,0.000333333
5000,1000,7.50482,1.52152e+15,7.25283,90,0.0002
10000,1000,12.7462,2.19042e+15,13.6452,90,0.0001
1,1000,15.6084,0,0.0074488,90,1
2,1000,6.62524,2.37546e+12,0.0082067,90,0.5
3,1000,3.5091,2.79225e+12,0.0085401,90,0.333333
5,1000,8.96727,7.04762e+12,0.0114785,90,0.2
10,1000,8.61061,7.48342e+12,0.020883,90,0.1
15,1000,3.9915,2.54586e+14,0.0280368,90,0.0666667
20,1000,15.3022,7.05126e+15,0.0324791,90,0.05
30,1000,5.76747,3.90016e+13,0.0541489,90,0.0333333
35,1000,4.76073,4.10734e+13,0.0606073,90,0.0285714
40,1000,9.03599,5.46438e+13,0.0670168,90,0.025
50,1000,3.11546,2.82018e+14,0.0877916,90,0.02
75,1000,5.97958,4.96071e+14,0.136103,90,0.0133333
100,1000,7.02866,8.26935e+15,0.227553,90,0.01
125,1000,17.227,4.1742e+14,0.309085,90,0.008
150,1000,3.15326,1.10801e+14,0.299242,90,0.00666667
175,1000,12.0379,3.43369e+14,0.28483,90,0.00571429
200,1000,2.60306,5.0642e+14,0.30788,90,0.005
250,1000,8.62942,3.17112e+15,0.380542,90,0.004
350,1000,6.99169,2.56187e+15,0.576561,90,0.00285714
500,1000,1.33005,1.9134e+15,0.831346,90,0.002
600,1000,6.70147,7.04449e+13,0.91186,90,0.00166667
800,1000,9.78031,4.6737e+14,1.44385,90,0.00125
1000,1000,3.14985,1.62537e+15,1.71815,90,0.001
3000,1000,10.0591,1.6382e+15,5.3163,90,0.000333333
5000,1000,1.72625,1.79557e+15,6.36852,90,0.0002
10000,1000,9.99396,9.76264e+14,12.6209,90,0.0001
1,1000,4.3916,0,0.0069468,90,1
2,1000,9.66763,1.70121e+12,0.0091193,90,0.5
3,1000,6.64818,2.37748e+12,0.0116832,90,0.333333
5,1000,5.3096,5.74603e+12,0.0177557,90,0.2
10,1000,4.99958,2.15515e+13,0.0246265,90,0.1
15,1000,2.75157,5.97479e+13,0.0270404,90,0.0666667
20,1000,8.27816,2.77411e+14,0.0340852,90,0.05
30,1000,7.15645,2.01984e+13,0.0508279,90,0.0333333
35,1000,0.304225,7.18948e+13,0.0549271,90,0.0285714
40,1000,0.644362,4.13532e+14,0.0727439,90,0.025
50,1000,2.25354,2.79757e+15,0.0845471,90,0.02
75,1000,11.7839,7.24381e+14,0.142654,90,0.0133333
100,1000,14.577,2.3529e+14,0.1775,90,0.01
125,1000,12.2793,5.06915e+14,0.21376,90,0.008
150,1000,8.2995,4.95573e+15,0.286362,90,0.00666667
175,1000,0.818722,1.68742e+14,0.313059,90,0.00571429
200,1000,1.3096,5.3393e+14,0.478144,90,0.005
250,1000,5.0719,1.93827e+15,0.414556,90,0.004
350,1000,6.41836,1.54851e+15,0.590529,90,0.00285714
500,1000,0.595145,1.55873e+15,0.885313,90,0.002
600,1000,0.0215034,5.67323e+15,1.0283,90,0.00166667
800,1000,8.19338,2.28477e+15,1.3167,90,0.00125
1000,1000,1.91856,2.02775e+14,1.75516,90,0.001
3000,1000,1.17854,1.14215e+15,4.60328,90,0.000333333
5000,1000,3.14287,4.4621e+14,6.47096,90,0.0002
10000,1000,7.53977,3.46807e+14,9.92127,90,0.0001
1,1000,11.1124,0,0.0012035,90,1
2,1000,7.05008,1.83339e+12,0.0017554,90,0.5
3,1000,2.71433,2.6523e+12,0.0022134,90,0.333333
5,1000,3.31266,6.64822e+12,0.0026282,90,0.2
10,1000,1.62696,1.03058e+14,0.0037459,90,0.1
15,1000,2.67188,4.49584e+13,0.0057203,90,0.0666667
20,1000,3.99699,2.99489e+14,0.0069099,90,0.05
30,1000,4.4736,2.81726e+14,0.0103843,90,0.0333333
35,1000,6.97305,4.02686e+13,0.0115887,90,0.0285714
40,1000,0.118471,3.38014e+14,0.0101442,90,0.025
50,1000,3.91485,9.39501e+15,0.0146132,90,0.02
75,1000,4.63534,4.46239e+14,0.0215084,90,0.0133333
100,1000,11.6255,2.61169e+14,0.0258135,90,0.01
125,1000,5.31072,1.2969e+14,0.0308711,90,0.008
150,1000,7.79621,1.49818e+14,0.0437183,90,0.00666667
175,1000,3.29636,1.56421e+15,0.0382226,90,0.00571429
200,1000,0.496692,5.13809e+13,0.0513331,90,0.005
250,1000,12.6912,6.77963e+14,0.0659225,90,0.004
350,1000,4.1713,2.24401e+15,0.112238,90,0.00285714
500,1000,7.36894,8.48461e+15,0.122697,90,0.002
600,1000,7.41935,3.9723e+15,0.139469,90,0.00166667
800,1000,1.10892,6.95275e+14,0.180084,90,0.00125
1000,1000,4.4657,2.29406e+15,0.274843,90,0.001
3000,1000,2.88571,7.74611e+14,0.654712,90,0.000333333
5000,1000,6.08096,1.64757e+15,1.15644,90,0.0002
10000,1000,1.39262,4.20991e+15,2.40187,90,0.0001
1,1000,6.15345,0,0.0009082,90,1
2,1000,4.25976,1.7969e+12,0.001586,90,0.5
3,1000,13.1983,2.41836e+12,0.0016612,90,0.333333
5,1000,13.7492,6.66858e+12,0.0028709,90,0.2
10,1000,9.23723,1.1575e+13,0.0049789,90,0.1
15,1000,5.69116,3.44533e+13,0.0059829,90,0.0666667
20,1000,1.49853,5.62428e+13,0.0072951,90,0.05
30,1000,3.42294,2.55538e+15,0.0082199,90,0.0333333
35,1000,2.50243,1.12667e+14,0.0110922,90,0.0285714
40,1000,0.408982,1.33317e+16,0.0112947,90,0.025
50,1000,1.69599,2.66257e+15,0.0152875,90,0.02
75,1000,0.258016,1.91714e+14,0.0284277,90,0.0133333
100,1000,11.1914,1.28944e+15,0.0273748,90,0.01
125,1000,14.8798,1.38396e+16,0.03552,90,0.008
150,1000,0.191256,1.79002e+15,0.0407164,90,0.00666667
175,1000,3.93743,8.80487e+14,0.0469848,90,0.00571429
200,1000,5.94056,1.06694e+15,0.0539359,90,0.005
250,1000,12.9589,8.64961e+14,0.0661349,90,0.004
350,1000,5.18269,3.1144e+14,0.094564,90,0.00285714
500,1000,11.466,2.22232e+15,0.157601,90,0.002
600,1000,4.49042,3.611e+15,0.135076,90,0.00166667
800,1000,7.96772,7.11071e+14,0.190497,90,0.00125
1000,1000,11.1667,3.52123e+15,0.223721,90,0.001
3000,1000,6.82024,6.53283e+14,0.702548,90,0.000333333
5000,1000,1.72892,1.92457e+15,1.14273,90,0.0002
10000,1000,6.92964,2.68791e+15,2.19851,90,0.0001
1,1000,1.67641,0,0.0018934,90,1
2,1000,0.391896,2.68027e+12,0.0015591,90,0.5
3,1000,0.699525,4.57792e+12,0.0028009,90,0.333333
5,1000,8.15567,5.66231e+12,0.0024663,90,0.2
10,1000,1.01268,1.44481e+13,0.0045627,90,0.1
15,1000,0.441968,1.901e+14,0.0068923,90,0.0666667
20,1000,3.24496,6.29079e+13,0.0080496,90,0.05
30,1000,0.0742211,1.21979e+14,0.0130568,90,0.0333333
35,1000,6.02589,2.73072e+13,0.0122876,90,0.0285714
40,1000,12.7811,5.54717e+15,0.014161,90,0.025
50,1000,4.09677,6.30465e+13,0.0187393,90,0.02
75,1000,3.19737,9.49461e+13,0.0220374,90,0.0133333
100,1000,1.81422,5.75846e+14,0.0300348,90,0.01
125,1000,3.32989,5.791e+13,0.0400693,90,0.008
150,1000,1.57588,2.62147e+15,0.0372406,90,0.00666667
175,1000,1.80713,7.54726e+15,0.0371608,90,0.00571429
200,1000,0.408723,2.42707e+14,0.0426407,90,0.005
250,1000,1.74263,5.47897e+14,0.0682141,90,0.004
350,1000,1.95985,6.15726e+15,0.0953205,90,0.00285714
500,1000,0.594186,1.23162e+15,0.127545,90,0.002
600,1000,8.2216,8.02752e+14,0.159214,90,0.00166667
800,1000,1.27646,4.95212e+15,0.219583,90,0.00125
1000,1000,8.39216,1.90366e+14,0.21635,90,0.001
3000,1000,2.2042,2.4489e+15,0.77489,90,0.000333333
5000,1000,7.5557,1.08317e+15,1.31377,90,0.0002
10000,1000,15.4682,1.37403e+15,2.44194,90,0.0001
1,1000,8.7428,0,0.0014362,90,1
2,1000,0.885311,1.03809e+12,0.0013007,90,0.5
3,1000,2.63936,4.79367e+12,0.0015566,90,0.333333
5,1000,4.08351,5.93801e+12,0.0027725,90,0.2
10,1000,2.04217,1.43763e+13,0.0040581,90,0.1
15,1000,5.57159,5.3477e+13,0.0049633,90,0.0666667
20,1000,2.28312,1.38747e+14,0.0071069,90,0.05
30,1000,2.95844,4.37691e+13,0.0101691,90,0.0333333
35,1000,11.705,5.09677e+16,0.0109557,90,0.0285714
40,1000,9.04211,2.09685e+14,0.0106537,90,0.025
50,1000,0.402868,4.64311e+14,0.014526,90,0.02
75,1000,2.52095,7.25159e+13,0.0245509,90,0.0133333
100,1000,3.1379,1.25781e+14,0.0276765,90,0.01
125,1000,15.2482,3.86053e+15,0.0381483,90,0.008
150,1000,7.57974,3.86516e+15,0.0397238,90,0.00666667
175,1000,0.197475,8.24345e+14,0.0468536,90,0.00571429
200,1000,3.19185,2.22668e+15,0.0496503,90,0.005
250,1000,1.65691,3.86559e+15,0.066392,90,0.004
350,1000,2.43198,5.15054e+15,0.0885982,90,0.00285714
500,1000,6.228,4.64534e+14,0.154493,90,0.002
600,1000,6.16634,4.55324e+15,0.138103,90,0.00166667
800,1000,4.41784,1.26626e+15,0.193263,90,0.00125
1000,1000,1.6445,4.5484e+15,0.220028,90,0.001
3000,1000,10.4309,4.09056e+15,0.665374,90,0.000333333
