N,P,APE,kappa,runtime,K,dt
35,10000,1.60866,5.43389e+12,0.05576,105,0.0285714
20,10000,0.933773,3.7328e+12,0.0318058,105,0.05
15,10000,2.64198,3.15943e+12,0.0244019,105,0.0666667
10,10000,0.772231,2.40797e+12,0.0160192,105,0.1
5,10000,1.52212,1.47245e+12,0.0077474,105,0.2
3,10000,4.57105,1.08496e+12,0.0047989,105,0.333333
2,10000,6.62862,8.3393e+11,0.002948,105,0.5
1,10000,9.19979,0,0.0012863,105,1
10000,10000,0.424762,2.03087e+14,17.9549,105,0.0001
7500,10000,0.414954,3.79611e+14,15.9306,105,0.000133333
5000,10000,1.18611,2.61289e+14,8.73377,105,0.0002
2500,10000,0.747423,1.31537e+14,4.33102,105,0.0004
1000,10000,0.311518,5.62807e+13,1.57084,105,0.001
500,10000,0.0444283,2.94599e+13,0.749342,105,0.002
250,10000,0.938706,1.72537e+13,0.370755,105,0.004
200,10000,0.35893,1.43925e+13,0.299526,105,0.005
150,10000,0.348471,1.17727e+13,0.220257,105,0.00666667
100,10000,0.104619,9.49716e+12,0.145572,105,0.01
50,10000,1.368,6.69646e+12,0.0748253,105,0.02
35,10000,0.118159,5.37968e+12,0.0558525,105,0.0285714
20,10000,0.719065,3.79146e+12,0.0316418,105,0.05
15,10000,1.0239,3.11721e+12,0.0245563,105,0.0666667
10,10000,3.25656,2.54404e+12,0.0162266,105,0.1
5,10000,0.692242,1.35892e+12,0.0080862,105,0.2
3,10000,0.789084,9.7416e+11,0.00409,105,0.333333
2,10000,5.03028,8.22018e+11,0.0028697,105,0.5
1,10000,11.3763,0,0.0011279,105,1
10000,10000,0.0793891,2.01639e+14,18.2904,105,0.0001
7500,10000,0.410726,3.7166e+14,15.6937,105,0.000133333
5000,10000,0.821922,2.61991e+14,8.69215,105,0.0002
2500,10000,0.423615,1.25748e+14,4.28988,105,0.0004
1000,10000,0.617613,5.34563e+13,1.5366,105,0.001
500,10000,0.281674,2.88402e+13,0.756057,105,0.002
250,10000,1.10769,1.71431e+13,0.395904,105,0.004
200,10000,1.35443,1.46682e+13,0.294443,105,0.005
150,10000,0.535472,1.21205e+13,0.222948,105,0.00666667
100,10000,0.765277,9.24981e+12,0.150777,105,0.01
50,10000,0.748881,6.75111e+12,0.0784306,105,0.02
35,10000,0.480191,5.17636e+12,0.0561692,105,0.0285714
20,10000,0.542055,3.79417e+12,0.0326085,105,0.05
15,10000,1.62835,3.18105e+12,0.0239601,105,0.0666667
10,10000,1.44896,2.57611e+12,0.0165423,105,0.1
5,10000,2.80875,1.53167e+12,0.0078837,105,0.2
3,10000,3.97149,1.03117e+12,0.0044748,105,0.333333
2,10000,4.38662,7.58616e+11,0.0027799,105,0.5
1,10000,9.47004,0,0.0011321,105,1
10000,10000,0.44578,2.03313e+14,18.0205,105,0.0001
7500,10000,0.975176,3.90398e+14,15.7838,105,0.000133333
5000,10000,1.07994,2.60729e+14,8.73042,105,0.0002
2500,10000,0.925912,1.29292e+14,4.28818,105,0.0004
1000,10000,1.89376,5.62334e+13,1.5271,105,0.001
500,10000,0.175429,2.98344e+13,0.763044,105,0.002
250,10000,1.05394,1.77628e+13,0.378219,105,0.004
200,10000,0.582687,1.4929e+13,0.293884,105,0.005
150,10000,0.371802,1.19815e+13,0.221997,105,0.00666667
100,10000,0.365569,9.54838e+12,0.14797,105,0.01
50,10000,0.567683,6.8337e+12,0.0788384,105,0.02
35,10000,0.898364,5.29787e+12,0.0565546,105,0.0285714
20,10000,0.17953,3.67382e+12,0.0319957,105,0.05
15,10000,0.656426,2.99039e+12,0.0247001,105,0.0666667
10,10000,0.393281,2.43919e+12,0.0163848,105,0.1
5,10000,2.613,1.54712e+12,0.0078468,105,0.2
3,10000,1.9476,9.69393e+11,0.0046176,105,0.333333
2,10000,6.71444,7.36733e+11,0.002788,105,0.5
1,10000,9.42992,0,0.0011165,105,1
10000,10000,2.56541,2.04657e+14,17.9965,105,0.0001
7500,10000,0.709871,3.85122e+14,15.9075,105,0.000133333
5000,10000,1.01228,2.71869e+14,8.73632,105,0.0002
2500,10000,1.08959,1.28491e+14,4.30432,105,0.0004
1000,10000,0.410125,5.40235e+13,1.5481,105,0.001
500,10000,1.43643,3.07963e+13,0.766197,105,0.002
250,10000,0.923773,1.74972e+13,0.368954,105,0.004
200,10000,0.107024,1.4739e+13,0.291152,105,0.005
150,10000,0.900728,1.20734e+13,0.21928,105,0.00666667
100,10000,0.0365309,9.15795e+12,0.149312,105,0.01
50,10000,0.933541,6.34334e+12,0.0776083,105,0.02
35,10000,0.332873,5.41216e+12,0.0557001,105,0.0285714
20,10000,3.05012,3.94642e+12,0.0312555,105,0.05
15,10000,1.59291,3.12181e+12,0.0232426,105,0.0666667
10,10000,1.00591,2.55103e+12,0.016353,105,0.1
5,10000,1.4357,1.40134e+12,0.0077,105,0.2
3,10000,3.04152,9.75306e+11,0.0045075,105,0.333333
2,10000,3.67561,7.28046e+11,0.0029575,105,0.5
1,10000,9.0107,0,0.0011806,105,1
10000,10000,0.923634,2.05179e+14,18.0815,105,0.0001
7500,10000,0.87091,3.78577e+14,15.8043,105,0.000133333
5000,10000,0.658435,2.67503e+14,8.89642,105,0.0002
2500,10000,0.913938,1.3073e+14,4.29405,105,0.0004
1000,10000,1.02526,5.7338e+13,1.59343,105,0.001
500,10000,0.738483,3.19094e+13,0.788544,105,0.002
250,10000,0.481744,1.68373e+13,0.371321,105,0.004
200,10000,0.654012,1.49889e+13,0.290898,105,0.005
150,10000,0.309638,1.15906e+13,0.257558,105,0.00666667
100,10000,1.26285,9.45949e+12,0.148296,105,0.01
50,10000,2.09002,6.2133e+12,0.0795194,105,0.02
35,10000,2.0858,5.50553e+12,0.0557022,105,0.0285714
20,10000,1.48067,3.82724e+12,0.0315386,105,0.05
15,10000,0.420582,2.96524e+12,0.0242975,105,0.0666667
10,10000,1.15552,2.35879e+12,0.0165638,105,0.1
5,10000,0.69055,1.52287e+12,0.0080303,105,0.2
3,10000,2.58359,1.01014e+12,0.0045385,105,0.333333
2,10000,4.26348,7.96689e+11,0.0027526,105,0.5
1,10000,10.3291,0,0.001128,105,1
10000,10000,0.360167,6.97252e+14,14.7481,100,0.0001
7500,10000,0.643618,7.46747e+14,12.2788,100,0.000133333
5000,10000,1.65057,7.31843e+14,7.35272,100,0.0002
2500,10000,1.61594,9.84267e+14,3.51769,100,0.0004
1000,10000,0.97093,4.18372e+14,1.31301,100,0.001
500,10000,0.698097,2.24299e+14,0.636042,100,0.002
250,10000,0.32419,9.87936e+13,0.303806,100,0.004
200,10000,0.886922,7.6239e+13,0.250832,100,0.005
150,10000,0.166709,5.95463e+13,0.186073,100,0.00666667
100,10000,2.3752,4.01254e+13,0.134446,100,0.01
50,10000,0.656762,2.10417e+13,0.0692285,100,0.02
35,10000,0.438092,1.23276e+13,0.0478234,100,0.0285714
20,10000,0.329311,8.00698e+12,0.0277961,100,0.05
15,10000,2.57425,6.74074e+12,0.0217921,100,0.0666667
10,10000,0.276151,4.48084e+12,0.0143256,100,0.1
5,10000,0.448271,2.03208e+12,0.0068533,100,0.2
3,10000,2.06306,1.16512e+12,0.0041774,100,0.333333
2,10000,5.58597,1.04248e+12,0.0025335,100,0.5
1,10000,10.7337,0,0.0011582,100,1
10000,10000,1.47673,7.86768e+14,14.5653,100,0.0001
7500,10000,0.121353,7.68624e+14,12.3439,100,0.000133333
5000,10000,1.31663,7.76563e+14,7.2116,100,0.0002
2500,10000,1.80503,1.00669e+15,3.54305,100,0.0004
1000,10000,1.52024,4.36563e+14,1.32817,100,0.001
500,10000,0.15953,2.1387e+14,0.639278,100,0.002
250,10000,0.103144,1.13039e+14,0.309566,100,0.004
200,10000,1.11141,7.67035e+13,0.245979,100,0.005
150,10000,0.329004,6.56468e+13,0.184831,100,0.00666667
100,10000,0.832426,3.73841e+13,0.131346,100,0.01
50,10000,0.0821791,2.08585e+13,0.0694138,100,0.02
35,10000,0.418412,1.30205e+13,0.0479306,100,0.0285714
20,10000,1.16541,7.95403e+12,0.0283642,100,0.05
15,10000,2.42,5.51446e+12,0.0206259,100,0.0666667
10,10000,2.23154,4.26336e+12,0.0141658,100,0.1
5,10000,3.25481,2.30805e+12,0.0067966,100,0.2
3,10000,4.87265,1.33082e+12,0.0040019,100,0.333333
2,10000,3.48697,8.75862e+11,0.0025352,100,0.5
1,10000,10.2832,0,0.0011268,100,1
10000,10000,0.302153,7.53086e+14,14.7435,100,0.0001
7500,10000,0.82921,7.73936e+14,12.0889,100,0.000133333
5000,10000,0.405752,8.29901e+14,7.17311,100,0.0002
2500,10000,0.310036,1.01468e+15,3.50556,100,0.0004
1000,10000,0.744023,4.34581e+14,1.33471,100,0.001
500,10000,1.49077,2.2411e+14,0.633922,100,0.002
250,10000,0.100152,9.82912e+13,0.310571,100,0.004
200,10000,0.0122197,8.06512e+13,0.246498,100,0.005
150,10000,1.41845,5.71475e+13,0.190945,100,0.00666667
100,10000,1.74928,3.93623e+13,0.14319,100,0.01
50,10000,2.24464,2.00141e+13,0.0685058,100,0.02
35,10000,1.17981,1.41728e+13,0.0471553,100,0.0285714
20,10000,0.165134,8.35978e+12,0.0280131,100,0.05
15,10000,1.26676,5.69568e+12,0.0211315,100,0.0666667
10,10000,2.9981,4.04132e+12,0.0145208,100,0.1
5,10000,1.80993,2.16413e+12,0.007227,100,0.2
3,10000,1.64011,1.37715e+12,0.0040453,100,0.333333
2,10000,4.26829,1.10689e+12,0.0026643,100,0.5
1,10000,5.83674,0,0.0011907,100,1
10000,10000,0.16177,6.65262e+14,14.8267,100,0.0001
7500,10000,0.0559286,7.28127e+14,12.0524,100,0.000133333
5000,10000,0.260829,7.89603e+14,7.18193,100,0.0002
2500,10000,0.54792,1.004e+15,3.54627,100,0.0004
1000,10000,1.13098,3.80806e+14,1.32078,100,0.001
500,10000,1.04179,2.16609e+14,0.648668,100,0.002
250,10000,0.0289175,9.31242e+13,0.310758,100,0.004
200,10000,2.60686,8.85146e+13,0.245623,100,0.005
150,10000,0.145564,6.11467e+13,0.186393,100,0.00666667
100,10000,0.346983,3.83818e+13,0.124968,100,0.01
50,10000,1.11989,2.21015e+13,0.0654066,100,0.02
35,10000,1.69632,1.33223e+13,0.048287,100,0.0285714
20,10000,2.51324,8.3469e+12,0.0276241,100,0.05
15,10000,4.05966,5.98597e+12,0.0208557,100,0.0666667
10,10000,0.646857,4.11882e+12,0.0146659,100,0.1
5,10000,1.04708,2.0756e+12,0.0069404,100,0.2
3,10000,3.4626,1.34572e+12,0.0040462,100,0.333333
2,10000,2.90064,9.32155e+11,0.0025059,100,0.5
1,10000,9.19214,0,0.0011161,100,1
10000,10000,0.255739,6.91899e+14,14.7493,100,0.0001
7500,10000,0.906579,7.25681e+14,12.0382,100,0.000133333
5000,10000,0.559455,8.19102e+14,7.11781,100,0.0002
2500,10000,3.44186,1.04353e+15,3.61844,100,0.0004
1000,10000,0.528221,4.03028e+14,1.31384,100,0.001
500,10000,0.748702,2.28321e+14,0.635883,100,0.002
250,10000,1.09121,1.11238e+14,0.307321,100,0.004
200,10000,0.478419,7.42752e+13,0.24836,100,0.005
150,10000,1.3801,6.39688e+13,0.186955,100,0.00666667
100,10000,0.423076,4.1063e+13,0.126058,100,0.01
50,10000,1.20461,1.90662e+13,0.0692373,100,0.02
35,10000,0.532744,1.46638e+13,0.0482475,100,0.0285714
20,10000,2.62039,9.19216e+12,0.0280489,100,0.05
15,10000,0.444319,6.12321e+12,0.0213394,100,0.0666667
10,10000,0.739615,3.8177e+12,0.0141484,100,0.1
5,10000,0.652947,2.1071e+12,0.0071508,100,0.2
3,10000,2.09824,1.33983e+12,0.0040293,100,0.333333
2,10000,6.95768,9.87618e+11,0.0025701,100,0.5
1,10000,8.21958,0,0.0012109,100,1
10000,10000,0.433236,6.74956e+14,14.6598,100,0.0001
7500,10000,0.0888976,7.80312e+14,12.0758,100,0.000133333
5000,10000,3.05752,8.69076e+14,7.00772,100,0.0002
2500,10000,1.14822,9.73732e+14,3.53529,100,0.0004
1000,10000,3.60866,4.22619e+14,1.31237,100,0.001
500,10000,1.59929,2.22698e+14,0.666502,100,0.002
250,10000,0.390557,1.04658e+14,0.31047,100,0.004
200,10000,1.3017,8.17551e+13,0.246613,100,0.005
150,10000,0.690447,5.77156e+13,0.195499,100,0.00666667
100,10000,1.59404,3.99604e+13,0.141752,100,0.01
50,10000,0.00287947,1.92435e+13,0.0662787,100,0.02
35,10000,2.25888,1.58928e+13,0.0479403,100,0.0285714
20,10000,0.815988,8.83387e+12,0.0277276,100,0.05
15,10000,1.36607,5.83712e+12,0.0214517,100,0.0666667
10,10000,0.724416,4.01643e+12,0.0139936,100,0.1
5,10000,1.72242,2.17671e+12,0.006773,100,0.2
3,10000,1.41632,1.40392e+12,0.0040257,100,0.333333
2,10000,5.13023,9.83588e+11,0.0025211,100,0.5
1,10000,6.5574,0,0.0011304,100,1
10000,10000,0.104172,6.8657e+14,14.8926,100,0.0001
7500,10000,0.574364,7.41844e+14,12.2565,100,0.000133333
5000,10000,3.20067,7.74979e+14,7.14089,100,0.0002
2500,10000,0.984746,1.16541e+15,3.56166,100,0.0004
1000,10000,1.17666,4.11677e+14,1.37066,100,0.001
500,10000,0.873298,1.9456e+14,0.630173,100,0.002
250,10000,0.944827,1.07413e+14,0.334548,100,0.004
200,10000,0.400756,8.89632e+13,0.255114,100,0.005
150,10000,1.5493,6.44034e+13,0.189842,100,0.00666667
100,10000,0.414157,3.92894e+13,0.140318,100,0.01
50,10000,0.425382,1.98475e+13,0.0690261,100,0.02
35,10000,0.974833,1.31359e+13,0.0485308,100,0.0285714
20,10000,1.76927,9.36045e+12,0.0274511,100,0.05
15,10000,0.195391,6.30898e+12,0.0209908,100,0.0666667
10,10000,1.05468,4.21408e+12,0.014541,100,0.1
5,10000,0.40153,2.14637e+12,0.0071455,100,0.2
3,10000,5.99253,1.46298e+12,0.0040558,100,0.333333
2,10000,3.3676,9.14196e+11,0.0027173,100,0.5
1,10000,10.8119,0,0.0011052,100,1
10000,10000,0.779317,7.07544e+14,14.6068,100,0.0001
7500,10000,2.0654,7.99672e+14,12.1851,100,0.000133333
5000,10000,0.743302,8.1471e+14,7.23194,100,0.0002
2500,10000,1.4788,9.94499e+14,3.54833,100,0.0004
1000,10000,1.27914,4.13237e+14,1.30309,100,0.001
500,10000,1.08791,2.36104e+14,0.640674,100,0.002
250,10000,1.62159,1.04512e+14,0.308573,100,0.004
200,10000,0.905646,7.4632e+13,0.243101,100,0.005
150,10000,0.937677,6.35038e+13,0.18541,100,0.00666667
100,10000,1.03957,4.53493e+13,0.139526,100,0.01
50,10000,1.71539,1.91794e+13,0.0725731,100,0.02
35,10000,1.30373,1.33179e+13,0.0478782,100,0.0285714
20,10000,2.24944,8.28988e+12,0.0272752,100,0.05
15,10000,2.19059,6.23424e+12,0.0213959,100,0.0666667
10,10000,1.21016,4.13061e+12,0.0139638,100,0.1
5,10000,1.95292,2.19735e+12,0.0068707,100,0.2
3,10000,4.36691,1.35158e+12,0.0040096,100,0.333333
2,10000,4.69979,8.56921e+11,0.0025843,100,0.5
1,10000,10.1131,0,0.0011053,100,1
10000,10000,0.221581,8.02397e+14,14.8606,100,0.0001
7500,10000,1.19176,7.31883e+14,12.1739,100,0.000133333
5000,10000,1.44938,7.58148e+14,7.21582,100,0.0002
2500,10000,1.60442,1.07769e+15,3.60218,100,0.0004
1000,10000,1.28323,4.54834e+14,1.28738,100,0.001
500,10000,4.08886,2.31726e+14,0.636132,100,0.002
250,10000,0.323032,9.63689e+13,0.307158,100,0.004
200,10000,0.945594,8.6319e+13,0.243234,100,0.005
150,10000,0.198946,5.36356e+13,0.187265,100,0.00666667
100,10000,1.36676,4.12763e+13,0.130303,100,0.01
50,10000,0.342975,1.87838e+13,0.0689026,100,0.02
35,10000,0.679127,1.4066e+13,0.0487014,100,0.0285714
20,10000,1.87346,8.95486e+12,0.0271232,100,0.05
15,10000,0.60338,5.97346e+12,0.0211281,100,0.0666667
10,10000,0.999781,4.27693e+12,0.0143684,100,0.1
5,10000,2.29214,2.13064e+12,0.0069158,100,0.2
3,10000,3.36692,1.33899e+12,0.0041466,100,0.333333
2,10000,3.65032,8.73564e+11,0.0025744,100,0.5
1,10000,9.57437,0,0.0011112,100,1
10000,10000,1.38255,7.77761e+14,14.7719,100,0.0001
7500,10000,0.546042,7.72087e+14,12.2232,100,0.000133333
5000,10000,0.282845,8.67927e+14,7.21776,100,0.0002
2500,10000,1.99212,1.12084e+15,3.50292,100,0.0004
1000,10000,0.388345,4.0941e+14,1.2924,100,0.001
500,10000,0.194497,1.8075e+14,0.640757,100,0.002
250,10000,1.13375,1.0817e+14,0.309362,100,0.004
200,10000,0.242537,7.29419e+13,0.242281,100,0.005
150,10000,0.903547,6.59735e+13,0.184546,100,0.00666667
100,10000,0.280261,4.16975e+13,0.127475,100,0.01
50,10000,0.223848,2.12205e+13,0.0696084,100,0.02
35,10000,2.20109,1.5989e+13,0.0485557,100,0.0285714
20,10000,1.34669,7.95759e+12,0.0280265,100,0.05
15,10000,0.643757,7.05723e+12,0.0210602,100,0.0666667
10,10000,1.10446,3.85532e+12,0.0145203,100,0.1
5,10000,1.32829,2.29254e+12,0.0069795,100,0.2
3,10000,3.91577,1.33909e+12,0.004029,100,0.333333
2,10000,4.37114,9.45848e+11,0.002561,100,0.5
1,10000,6.12949,0,0.0011145,100,1
10000,10000,0.801709,6.26326e+14,14.8233,100,0.0001
7500,10000,0.310972,7.1539e+14,12.0673,100,0.000133333
5000,10000,0.731403,8.2523e+14,7.26457,100,0.0002
2500,10000,0.979518,1.03744e+15,3.57313,100,0.0004
1000,10000,0.949091,4.12168e+14,1.28956,100,0.001
500,10000,0.480247,2.147e+14,0.630744,100,0.002
250,10000,1.66908,9.54882e+13,0.306522,100,0.004
200,10000,0.307375,8.86183e+13,0.244994,100,0.005
150,10000,2.21444,6.26418e+13,0.189239,100,0.00666667
100,10000,1.60117,3.75347e+13,0.142287,100,0.01
50,10000,0.0764011,2.03489e+13,0.0679426,100,0.02
35,10000,0.86637,1.40511e+13,0.0490443,100,0.0285714
20,10000,2.18098,8.19743e+12,0.0275952,100,0.05
15,10000,1.72371,6.17912e+12,0.0209434,100,0.0666667
10,10000,0.950717,4.1166e+12,0.0140627,100,0.1
5,10000,1.84264,2.02842e+12,0.0067004,100,0.2
3,10000,2.1629,1.40398e+12,0.0042395,100,0.333333
2,10000,3.97101,9.18315e+11,0.0026252,100,0.5
1,10000,7.34114,0,0.0011284,100,1
10000,10000,0.941919,6.39997e+14,14.7506,100,0.0001
7500,10000,0.326802,7.21777e+14,12.079,100,0.000133333
5000,10000,1.66566,8.30436e+14,7.19148,100,0.0002
2500,10000,1.20197,1.07157e+15,3.5415,100,0.0004
1000,10000,0.288305,4.23382e+14,1.29752,100,0.001
500,10000,1.6605,2.12884e+14,0.635304,100,0.002
250,10000,0.0462895,1.08638e+14,0.308785,100,0.004
200,10000,1.11337,8.57099e+13,0.245364,100,0.005
150,10000,1.22222,6.6683e+13,0.185086,100,0.00666667
100,10000,1.73089,4.14684e+13,0.138485,100,0.01
50,10000,0.636034,1.89401e+13,0.06904,100,0.02
35,10000,0.00569626,1.47782e+13,0.0481005,100,0.0285714
20,10000,1.01321,7.43474e+12,0.0276517,100,0.05
15,10000,1.34012,5.80771e+12,0.0242913,100,0.0666667
10,10000,0.0830441,3.81932e+12,0.0147387,100,0.1
5,10000,2.69311,2.05328e+12,0.0069494,100,0.2
3,10000,1.52122,1.12112e+12,0.0040847,100,0.333333
2,10000,2.10313,9.01562e+11,0.0025629,100,0.5
1,10000,6.74011,0,0.0011152,100,1
10000,10000,0.237909,8.41624e+14,14.7549,100,0.0001
7500,10000,0.122127,7.6669e+14,12.2866,100,0.000133333
5000,10000,0.490139,8.01092e+14,7.45248,100,0.0002
2500,10000,1.26809,1.1023e+15,3.59471,100,0.0004
1000,10000,1.50278,3.86651e+14,1.3298,100,0.001
500,10000,0.307018,1.95402e+14,0.641839,100,0.002
250,10000,0.932783,1.1289e+14,0.318862,100,0.004
200,10000,0.0635155,8.10303e+13,0.252634,100,0.005
150,10000,2.48407,6.20149e+13,0.199954,100,0.00666667
100,10000,1.43147,4.17692e+13,0.123914,100,0.01
50,10000,1.24658,2.23582e+13,0.065654,100,0.02
35,10000,2.59036,1.457e+13,0.0484437,100,0.0285714
20,10000,0.564729,7.56585e+12,0.027199,100,0.05
15,10000,2.52982,5.86571e+12,0.0207897,100,0.0666667
10,10000,1.0305,3.73864e+12,0.01421,100,0.1
5,10000,0.694332,2.20551e+12,0.0069087,100,0.2
3,10000,1.38585,1.29484e+12,0.0040044,100,0.333333
2,10000,2.44205,8.55144e+11,0.0025456,100,0.5
1,10000,8.81308,0,0.0011335,100,1
10000,10000,0.341845,7.30704e+14,14.8219,100,0.0001
7500,10000,0.232312,7.13696e+14,12.1238,100,0.000133333
5000,10000,1.32914,8.20799e+14,7.23181,100,0.0002
2500,10000,1.31566,1.10304e+15,3.50725,100,0.0004
1000,10000,0.166694,4.05574e+14,1.29151,100,0.001
500,10000,1.51454,2.09181e+14,0.630352,100,0.002
250,10000,0.738295,1.11356e+14,0.310338,100,0.004
200,10000,0.821908,8.25767e+13,0.242693,100,0.005
150,10000,0.767187,6.01841e+13,0.184642,100,0.00666667
100,10000,2.13361,4.05725e+13,0.141652,100,0.01
50,10000,2.17419,2.16098e+13,0.0684098,100,0.02
35,10000,0.597341,1.54632e+13,0.048436,100,0.0285714
20,10000,1.32471,8.13195e+12,0.0277319,100,0.05
15,10000,2.02925,6.06413e+12,0.0211305,100,0.0666667
10,10000,1.01374,3.91033e+12,0.0142882,100,0.1
5,10000,2.48584,2.31027e+12,0.0071631,100,0.2
3,10000,3.7105,1.46355e+12,0.0043568,100,0.333333
2,10000,3.31729,9.00873e+11,0.0026485,100,0.5
1,10000,7.42575,0,0.0011236,100,1
10000,10000,1.62145,7.90585e+14,14.5505,100,0.0001
7500,10000,0.765578,7.5399e+14,12.0839,100,0.000133333
5000,10000,0.711192,8.20926e+14,7.1068,100,0.0002
2500,10000,0.0395505,1.11329e+15,3.61184,100,0.0004
1000,10000,1.15862,3.59922e+14,1.26945,100,0.001
500,10000,1.02778,2.05258e+14,0.629314,100,0.002
250,10000,0.824036,1.1309e+14,0.319661,100,0.004
200,10000,1.1205,8.1361e+13,0.245579,100,0.005
150,10000,0.832802,6.27634e+13,0.190056,100,0.00666667
100,10000,0.399886,4.18322e+13,0.124712,100,0.01
50,10000,0.67931,2.02636e+13,0.0667643,100,0.02
35,10000,0.483336,1.43792e+13,0.0480993,100,0.0285714
20,10000,1.00999,8.28354e+12,0.0278178,100,0.05
15,10000,1.34852,5.9966e+12,0.0204976,100,0.0666667
10,10000,4.18812,4.22722e+12,0.0140997,100,0.1
5,10000,2.18262,2.0927e+12,0.0068008,100,0.2
3,10000,4.51073,1.4074e+12,0.0040443,100,0.333333
2,10000,2.38943,8.79536e+11,0.0025557,100,0.5
1,10000,9.29601,0,0.0011046,100,1
10000,10000,0.636453,6.60364e+14,14.6598,100,0.0001
7500,10000,0.228867,7.21796e+14,12.196,100,0.000133333
5000,10000,0.794094,7.80668e+14,7.12086,100,0.0002
2500,10000,0.00887516,9.61152e+14,3.5715,100,0.0004
1000,10000,1.6837,4.13092e+14,1.31541,100,0.001
500,10000,1.40153,2.10674e+14,0.64689,100,0.002
250,10000,0.461593,1.05025e+14,0.308588,100,0.004
200,10000,1.15111,7.78397e+13,0.267097,100,0.005
150,10000,1.22178,5.9596e+13,0.189628,100,0.00666667
100,10000,0.243705,4.07699e+13,0.126617,100,0.01
50,10000,0.0260124,1.88806e+13,0.0692975,100,0.02
35,10000,1.06637,1.44875e+13,0.048233,100,0.0285714
20,10000,1.84469,8.34652e+12,0.0275449,100,0.05
15,10000,2.01568,5.53921e+12,0.0212649,100,0.0666667
10,10000,0.506773,3.91999e+12,0.0142732,100,0.1
5,10000,3.82772,2.14152e+12,0.006963,100,0.2
3,10000,5.13225,1.40629e+12,0.0040302,100,0.333333
2,10000,4.43739,1.10356e+12,0.0025599,100,0.5
1,10000,9.36415,0,0.0011072,100,1
10000,10000,0.189045,6.98042e+14,14.9225,100,0.0001
7500,10000,0.599633,7.45515e+14,12.029,100,0.000133333
5000,10000,0.874772,8.27016e+14,7.18207,100,0.0002
2500,10000,0.971047,9.21613e+14,3.54718,100,0.0004
1000,10000,1.3359,3.73699e+14,1.28308,100,0.001
500,10000,0.293839,1.85804e+14,0.651016,100,0.002
250,10000,0.351122,1.14092e+14,0.310912,100,0.004
200,10000,0.0210468,7.78576e+13,0.244628,100,0.005
150,10000,0.581437,6.39363e+13,0.199211,100,0.00666667
100,10000,0.776516,4.00014e+13,0.141668,100,0.01
50,10000,1.00494,2.20714e+13,0.0616483,100,0.02
35,10000,0.615073,1.33861e+13,0.0480068,100,0.0285714
20,10000,1.93463,8.08022e+12,0.0281584,100,0.05
15,10000,0.351443,6.49368e+12,0.021228,100,0.0666667
10,10000,1.0734,3.89804e+12,0.0144128,100,0.1
5,10000,0.460071,1.86876e+12,0.0075122,100,0.2
3,10000,4.46702,1.31073e+12,0.0040368,100,0.333333
2,10000,3.3538,1.0194e+12,0.0026348,100,0.5
1,10000,6.67857,0,0.0010853,100,1
10000,10000,0.809529,7.52582e+14,14.6332,100,0.0001
7500,10000,1.48801,7.76399e+14,12.2562,100,0.000133333
5000,10000,1.57116,8.23107e+14,7.18773,100,0.0002
2500,10000,1.18257,1.04595e+15,3.59345,100,0.0004
1000,10000,0.743303,4.21412e+14,1.30133,100,0.001
500,10000,1.02834,1.95591e+14,0.638646,100,0.002
250,10000,1.33302,1.06077e+14,0.330841,100,0.004
200,10000,0.546935,8.43083e+13,0.243058,100,0.005
150,10000,1.40042,6.07278e+13,0.19363,100,0.00666667
100,10000,0.498321,4.16429e+13,0.140131,100,0.01
50,10000,0.134647,2.25795e+13,0.0694504,100,0.02
35,10000,1.66974,1.47892e+13,0.0426561,100,0.0285714
20,10000,0.553005,7.71916e+12,0.0278692,100,0.05
15,10000,0.43852,6.80099e+12,0.0207695,100,0.0666667
10,10000,1.93743,4.05653e+12,0.0141875,100,0.1
5,10000,3.04113,2.02827e+12,0.0068889,100,0.2
3,10000,3.14113,1.36824e+12,0.004006,100,0.333333
2,10000,3.65199,9.37299e+11,0.0027309,100,0.5
1,10000,8.55956,0,0.0011181,100,1
10000,10000,0.793588,8.03429e+14,14.5903,100,0.0001
7500,10000,0.834585,7.29207e+14,12.0556,100,0.000133333
5000,10000,1.22783,8.88385e+14,7.25049,100,0.0002
2500,10000,0.194002,1.12852e+15,3.55619,100,0.0004
1000,10000,0.926103,3.81024e+14,1.28764,100,0.001
500,10000,1.74837,2.02475e+14,0.638813,100,0.002
250,10000,0.657779,1.00658e+14,0.30662,100,0.004
200,10000,2.12199,9.33046e+13,0.248124,100,0.005
150,10000,0.221852,5.56874e+13,0.185936,100,0.00666667
100,10000,0.492515,4.30586e+13,0.139658,100,0.01
50,10000,0.642272,1.97998e+13,0.0690933,100,0.02
35,10000,0.186213,1.42689e+13,0.0477909,100,0.0285714
20,10000,0.0554327,8.13729e+12,0.0284967,100,0.05
15,10000,3.25348,6.22699e+12,0.0213983,100,0.0666667
10,10000,0.928659,4.41799e+12,0.0141017,100,0.1
5,10000,1.60386,1.98044e+12,0.0070473,100,0.2
3,10000,3.0079,1.28292e+12,0.0040621,100,0.333333
2,10000,4.06073,8.92968e+11,0.0026458,100,0.5
1,10000,10.1554,0,0.0011422,100,1
10000,10000,1.5445,6.96292e+14,14.7497,100,0.0001
7500,10000,2.11017,8.19007e+14,12.0792,100,0.000133333
5000,10000,2.36744,8.47951e+14,7.11034,100,0.0002
