N,P,APE,kappa,runtime,K,dt
50,10000,4.15068,1.09615e+16,0.0577895,95,0.00166667
100,10000,2.66705,1.0728e+16,0.105656,95,0.000833333
500,10000,2.52514,2.32493e+16,0.632309,95,0.000166667
1000,10000,1.51597,1.2523e+16,1.19818,95,8.33333e-05
5,10000,1.3292,2.64277e+15,0.0069514,95,0.0166667
10,10000,2.73693,2.443e+16,0.0118975,95,0.00833333
50,10000,3.77281,2.48088e+16,0.0589296,95,0.00166667
100,10000,5.11599,1.40102e+16,0.110841,95,0.000833333
500,10000,0.800623,2.09181e+16,0.614129,95,0.000166667
1000,10000,1.61794,2.18843e+16,1.21569,95,8.33333e-05
5,10000,2.28812,1.75294e+15,0.0114296,95,0.0166667
10,10000,4.05241,1.29421e+16,0.0148043,95,0.00833333
50,10000,0.89834,2.09789e+16,0.0563601,95,0.00166667
100,10000,0.138712,1.10375e+16,0.109867,95,0.000833333
500,10000,0.844923,2.23716e+16,0.59888,95,0.000166667
1000,10000,0.815378,2.22143e+16,1.21495,95,8.33333e-05
5,10000,1.32643,2.65951e+15,0.0086254,95,0.0166667
10,10000,3.63853,7.94087e+16,0.0125996,95,0.00833333
50,10000,2.15404,9.47274e+15,0.0541901,95,0.00166667
100,10000,0.917008,1.55778e+16,0.108878,95,0.000833333
500,10000,0.799337,2.03416e+16,0.629014,95,0.000166667
1000,10000,4.945,1.71133e+16,1.24669,95,8.33333e-05
5,10000,0.240761,2.90253e+15,0.0073799,95,0.0166667
10,10000,1.53786,8.74835e+16,0.0108593,95,0.00833333
50,10000,4.06293,3.2484e+16,0.0576313,95,0.00166667
100,10000,3.37681,4.08511e+16,0.108162,95,0.000833333
500,10000,5.64534,1.71081e+16,0.617817,95,0.000166667
1000,10000,1.59184,1.74403e+16,1.19417,95,8.33333e-05
5,10000,3.2329,1.56692e+15,0.0078691,95,0.0166667
10,10000,1.9133,7.00497e+15,0.0133087,95,0.00833333
50,10000,2.22638,3.36881e+16,0.0581205,95,0.00166667
100,10000,3.21491,5.16546e+15,0.105859,95,0.000833333
500,10000,3.40269,2.55837e+16,0.615564,95,0.000166667
1000,10000,2.89766,9.5581e+15,1.19606,95,8.33333e-05
5,10000,7.50315,1.68651e+15,0.0078183,95,0.0166667
10,10000,1.28611,7.75678e+15,0.0116815,95,0.00833333
50,10000,0.398069,7.34767e+15,0.058262,95,0.00166667
100,10000,5.45876,1.45139e+16,0.111807,95,0.000833333
500,10000,2.97977,1.45148e+16,0.623196,95,0.000166667
1000,10000,1.04562,3.17855e+16,1.23042,95,8.33333e-05
5,10000,0.484936,1.48665e+15,0.008853,95,0.0166667
10,10000,0.193626,6.68185e+15,0.0183212,95,0.00833333
50,10000,5.39666,1.93185e+16,0.0626134,95,0.00166667
100,10000,7.33582,1.56901e+16,0.111157,95,0.000833333
500,10000,2.34848,6.13065e+15,0.626405,95,0.000166667
1000,10000,6.47494,3.01896e+16,1.16201,95,8.33333e-05
5,10000,0.137458,3.29368e+15,0.0063832,95,0.0166667
10,10000,0.363497,6.13329e+15,0.0116699,95,0.00833333
50,10000,1.50577,6.21792e+15,0.0549325,95,0.00166667
100,10000,3.04711,1.43735e+16,0.10822,95,0.000833333
500,10000,1.12207,1.47693e+16,0.606507,95,0.000166667
1000,10000,2.14428,1.88649e+16,1.18515,95,8.33333e-05
5,10000,6.78042,2.78947e+15,0.0086289,95,0.0166667
10,10000,6.19503,2.42467e+16,0.0117781,95,0.00833333
50,10000,3.72759,4.86476e+16,0.0583651,95,0.00166667
100,10000,3.03702,1.10892e+16,0.113906,95,0.000833333
500,10000,1.66199,1.87231e+16,0.622418,95,0.000166667
1000,10000,3.87954,2.67064e+16,1.15976,95,8.33333e-05
5,10000,0.22196,1.17452e+15,0.0116499,95,0.0166667
10,10000,0.0980523,1.10368e+17,0.017954,95,0.00833333
50,10000,2.6682,2.50054e+16,0.0571985,95,0.00166667
100,10000,1.30003,1.20629e+16,0.11007,95,0.000833333
500,10000,3.64154,1.81776e+16,0.62914,95,0.000166667
1000,10000,3.77692,1.56077e+16,1.22847,95,8.33333e-05
5,10000,10.7368,1.68874e+15,0.0061079,95,0.0166667
10,10000,7.03802,1.5452e+16,0.0138193,95,0.00833333
50,10000,3.78311,1.62868e+16,0.052982,95,0.00166667
100,10000,4.69365,2.17896e+16,0.106055,95,0.000833333
500,10000,2.4751,1.98733e+16,0.627338,95,0.000166667
1000,10000,3.02945,1.78125e+16,1.12847,95,8.33333e-05
5,10000,2.76688,6.42688e+14,0.0080678,95,0.0166667
10,10000,4.10429,7.76568e+16,0.0116378,95,0.00833333
50,10000,5.01707,4.76225e+16,0.057565,95,0.00166667
100,10000,1.58478,3.59962e+16,0.106799,95,0.000833333
500,10000,4.45488,2.42582e+16,0.617701,95,0.000166667
1000,10000,4.39461,2.37671e+16,1.18562,95,8.33333e-05
5,10000,0.324115,9.70974e+14,0.0078637,95,0.0166667
10,10000,0.159892,1.66161e+16,0.0159579,95,0.00833333
50,10000,2.77126,5.79047e+16,0.0566392,95,0.00166667
100,10000,2.05852,1.51222e+16,0.10229,95,0.000833333
500,10000,4.83585,1.96252e+16,0.638795,95,0.000166667
1000,10000,4.2029,9.98821e+15,1.20111,95,8.33333e-05
5,10000,1.82546,2.07624e+15,0.006848,95,0.0166667
10,10000,4.01602,4.88282e+16,0.014205,95,0.00833333
50,10000,0.496186,8.60401e+16,0.0570182,95,0.00166667
100,10000,0.773016,5.44652e+15,0.107408,95,0.000833333
500,10000,2.52187,1.67147e+16,0.612239,95,0.000166667
1000,10000,1.62969,2.6733e+16,1.1499,95,8.33333e-05
5,10000,2.51231,2.13432e+15,0.0061727,95,0.0166667
10,10000,3.95377,2.16036e+16,0.013335,95,0.00833333
50,10000,1.18302,7.92945e+15,0.0565064,95,0.00166667
100,10000,1.47967,2.05429e+16,0.107818,95,0.000833333
500,10000,2.71651,9.9402e+15,0.627006,95,0.000166667
1000,10000,5.63931,1.44726e+16,1.22099,95,8.33333e-05
5,10000,0.0154039,2.73396e+15,0.0075222,95,0.0166667
10,10000,3.02699,6.35766e+16,0.0147813,95,0.00833333
50,10000,6.09338,4.3795e+16,0.0557249,95,0.00166667
100,10000,3.68807,1.38564e+16,0.115225,95,0.000833333
500,10000,8.34211,2.68362e+16,0.629643,95,0.000166667
1000,10000,6.98368,1.74312e+16,1.2313,95,8.33333e-05
5,10000,1.36244,2.18632e+15,0.0089057,95,0.0166667
10,10000,4.10139,2.25657e+16,0.011426,95,0.00833333
50,10000,0.0379857,5.38529e+15,0.0557522,95,0.00166667
100,10000,2.64025,8.94399e+15,0.103723,95,0.000833333
500,10000,0.701394,2.07009e+16,0.644137,95,0.000166667
1000,10000,0.900292,1.50633e+16,1.23691,95,8.33333e-05
5,10000,2.54479,2.82372e+15,0.0109297,95,0.0166667
10,10000,2.13465,1.35955e+16,0.0139379,95,0.00833333
50,10000,6.67613,1.0929e+16,0.0542633,95,0.00166667
100,10000,3.16745,7.54441e+15,0.106268,95,0.000833333
500,10000,1.47986,4.82396e+15,0.603095,95,0.000166667
1000,10000,2.65125,2.15201e+16,1.22186,95,8.33333e-05
5,10000,5.02654,1.36248e+15,0.0086539,95,0.0166667
10,10000,4.55022,1.44704e+16,0.0176182,95,0.00833333
50,10000,5.62037,1.92234e+16,0.0797327,95,0.00166667
100,10000,0.257512,3.06409e+16,0.107565,95,0.000833333
500,10000,1.86092,2.42712e+16,0.607058,95,0.000166667
1000,10000,3.58219,1.79749e+16,0.886972,95,8.33333e-05
5,10000,2.94442,2.48005e+15,0.008573,95,0.0166667
10,10000,2.81564,1.95665e+17,0.0114345,95,0.00833333
50,10000,2.25742,1.24807e+16,0.0468607,95,0.00166667
100,10000,3.50606,7.05114e+15,0.0836581,95,0.000833333
500,10000,5.28688,1.32583e+16,0.438687,95,0.000166667
1000,10000,2.40478,9.14278e+15,0.865521,95,8.33333e-05
5,10000,1.48057,1.41088e+15,0.0056886,95,0.0166667
10,10000,2.40712,7.71781e+15,0.0109897,95,0.00833333
50,10000,3.30542,5.86408e+15,0.0488384,95,0.00166667
100,10000,5.73515,1.76002e+16,0.0892651,95,0.000833333
500,10000,4.03075,3.17499e+16,0.460951,95,0.000166667
1000,10000,3.05698,2.51743e+16,0.86594,95,8.33333e-05
5,10000,1.64138,6.97812e+14,0.0069198,97.5,0.0166667
10,10000,1.96225,2.11205e+15,0.0117823,97.5,0.00833333
50,10000,2.18089,8.07684e+15,0.064115,97.5,0.00166667
100,10000,1.3682,6.01489e+15,0.126839,97.5,0.000833333
500,10000,3.64821,2.24301e+16,0.585472,97.5,0.000166667
1000,10000,5.66375,8.75535e+15,1.19739,97.5,8.33333e-05
5,10000,3.91701,7.59327e+14,0.006539,97.5,0.0166667
10,10000,4.34872,2.39401e+15,0.0129153,97.5,0.00833333
50,10000,3.45363,6.26442e+15,0.0576289,97.5,0.00166667
100,10000,3.09793,1.8248e+16,0.136183,97.5,0.000833333
500,10000,0.560014,1.52373e+16,0.617278,97.5,0.000166667
1000,10000,0.309705,1.38784e+16,1.15492,97.5,8.33333e-05
5,10000,0.556728,8.12453e+14,0.0071171,97.5,0.0166667
10,10000,1.99401,1.92539e+15,0.0128401,97.5,0.00833333
50,10000,2.69587,4.62513e+16,0.0568288,97.5,0.00166667
100,10000,0.846416,8.07412e+15,0.114977,97.5,0.000833333
500,10000,2.25683,1.42737e+16,0.581012,97.5,0.000166667
1000,10000,3.77478,1.3305e+16,1.18844,97.5,8.33333e-05
5,10000,2.81445,8.57656e+14,0.0071497,97.5,0.0166667
10,10000,0.452026,2.21255e+15,0.0141627,97.5,0.00833333
50,10000,1.41108,1.74922e+16,0.0647811,97.5,0.00166667
100,10000,0.28923,1.51161e+16,0.123912,97.5,0.000833333
500,10000,1.19154,8.83365e+15,0.607274,97.5,0.000166667
1000,10000,0.603041,1.00164e+16,1.14837,97.5,8.33333e-05
5,10000,0.938341,5.94362e+14,0.0069323,97.5,0.0166667
10,10000,0.439115,1.39297e+15,0.0119495,97.5,0.00833333
50,10000,0.0248319,5.44732e+15,0.0581908,97.5,0.00166667
100,10000,0.619929,6.43997e+15,0.108493,97.5,0.000833333
500,10000,0.367209,1.40565e+16,0.589037,97.5,0.000166667
1000,10000,0.601889,1.52395e+16,1.14796,97.5,8.33333e-05
5,10000,1.72911,7.67628e+14,0.0080831,97.5,0.0166667
10,10000,3.08023,1.89133e+15,0.0142042,97.5,0.00833333
50,10000,0.739549,6.58075e+15,0.0586138,97.5,0.00166667
100,10000,2.82376,1.69104e+16,0.116713,97.5,0.000833333
500,10000,0.428232,1.95532e+16,0.584577,97.5,0.000166667
1000,10000,0.557984,1.67108e+16,1.13753,97.5,8.33333e-05
5,10000,0.352148,6.43611e+14,0.0065699,97.5,0.0166667
10,10000,1.24396,1.65542e+15,0.0127193,97.5,0.00833333
50,10000,1.38355,1.03842e+16,0.0558276,97.5,0.00166667
100,10000,0.0993485,7.51378e+15,0.133715,97.5,0.000833333
500,10000,1.61421,1.066e+16,0.573361,97.5,0.000166667
1000,10000,3.67456,1.45275e+16,1.11998,97.5,8.33333e-05
5,10000,1.33923,7.33565e+14,0.0065811,97.5,0.0166667
10,10000,0.144274,2.05676e+15,0.0125076,97.5,0.00833333
50,10000,1.72736,1.98161e+16,0.0557334,97.5,0.00166667
100,10000,0.266703,1.55406e+16,0.111485,97.5,0.000833333
500,10000,2.18104,1.98741e+16,0.589379,97.5,0.000166667
1000,10000,0.744523,1.99426e+16,1.16473,97.5,8.33333e-05
5,10000,3.32437,6.68757e+14,0.0081651,97.5,0.0166667
10,10000,2.46615,2.15267e+15,0.0143469,97.5,0.00833333
50,10000,0.597765,7.96553e+15,0.0688471,97.5,0.00166667
100,10000,1.15359,2.37307e+16,0.128832,97.5,0.000833333
500,10000,1.40547,1.53604e+16,0.607018,97.5,0.000166667
1000,10000,3.5672,1.69466e+16,1.15338,97.5,8.33333e-05
5,10000,2.98855,7.54814e+14,0.0067061,97.5,0.0166667
10,10000,1.70228,1.57971e+15,0.0139555,97.5,0.00833333
50,10000,0.193937,4.62384e+15,0.0549764,97.5,0.00166667
100,10000,0.139083,2.89464e+16,0.124138,97.5,0.000833333
500,10000,0.81915,9.72011e+15,0.591251,97.5,0.000166667
1000,10000,3.00272,9.32352e+15,1.12984,97.5,8.33333e-05
5,10000,1.73277,7.49083e+14,0.0078519,97.5,0.0166667
10,10000,1.43369,2.44496e+15,0.0111024,97.5,0.00833333
50,10000,4.71704,8.32076e+15,0.0597105,97.5,0.00166667
100,10000,8.32686,2.70263e+16,0.110759,97.5,0.000833333
500,10000,6.84687,1.09417e+16,0.577018,97.5,0.000166667
1000,10000,5.86247,1.14007e+16,1.11706,97.5,8.33333e-05
5,10000,2.70981,1.1074e+15,0.015025,97.5,0.0166667
10,10000,4.10173,3.24243e+15,0.0126557,97.5,0.00833333
50,10000,2.16188,9.29948e+15,0.0639104,97.5,0.00166667
100,10000,1.28115,6.10548e+15,0.122247,97.5,0.000833333
500,10000,1.21712,2.5539e+16,0.563138,97.5,0.000166667
1000,10000,0.819742,1.34182e+16,1.11646,97.5,8.33333e-05
5,10000,0.729362,8.55933e+14,0.0103951,97.5,0.0166667
10,10000,0.566281,2.43244e+15,0.0130756,97.5,0.00833333
50,10000,2.81207,5.31767e+15,0.0614488,97.5,0.00166667
100,10000,3.30106,2.61419e+16,0.112031,97.5,0.000833333
500,10000,1.5962,7.51772e+15,0.580176,97.5,0.000166667
1000,10000,0.789671,2.14575e+16,1.15993,97.5,8.33333e-05
5,10000,2.17007,5.39405e+14,0.0066447,97.5,0.0166667
10,10000,1.49021,1.89485e+15,0.0131909,97.5,0.00833333
50,10000,3.76806,1.36207e+16,0.0632472,97.5,0.00166667
100,10000,2.59194,2.33555e+16,0.122966,97.5,0.000833333
500,10000,2.95797,1.15952e+16,0.565133,97.5,0.000166667
1000,10000,0.889085,2.4061e+16,1.15151,97.5,8.33333e-05
5,10000,0.614329,8.77827e+14,0.008157,97.5,0.0166667
10,10000,1.2284,2.14566e+15,0.0142288,97.5,0.00833333
50,10000,1.53193,1.00895e+16,0.056198,97.5,0.00166667
100,10000,0.694199,4.93604e+15,0.131349,97.5,0.000833333
500,10000,0.427528,2.04822e+16,0.604462,97.5,0.000166667
1000,10000,4.53141,7.14707e+15,1.18257,97.5,8.33333e-05
5,10000,2.43057,8.98484e+14,0.006863,97.5,0.0166667
10,10000,2.21468,2.72326e+15,0.0127023,97.5,0.00833333
50,10000,1.48071,8.75656e+15,0.0642657,97.5,0.00166667
100,10000,1.21775,2.65437e+16,0.118551,97.5,0.000833333
500,10000,2.64571,1.99064e+16,0.610103,97.5,0.000166667
1000,10000,1.84736,2.06615e+16,1.13142,97.5,8.33333e-05
5,10000,2.33552,6.10825e+14,0.006227,97.5,0.0166667
10,10000,1.74826,1.67622e+15,0.0145416,97.5,0.00833333
50,10000,1.95675,5.45001e+15,0.0643322,97.5,0.00166667
100,10000,1.03202,3.13811e+16,0.125133,97.5,0.000833333
500,10000,2.38611,2.16579e+16,0.56582,97.5,0.000166667
1000,10000,0.296362,2.13563e+16,1.13411,97.5,8.33333e-05
5,10000,0.469555,5.61779e+14,0.0080715,97.5,0.0166667
10,10000,0.592944,1.30765e+15,0.0134564,97.5,0.00833333
50,10000,0.68997,4.62029e+16,0.0617248,97.5,0.00166667
100,10000,1.23508,3.49153e+16,0.111945,97.5,0.000833333
500,10000,1.60096,2.59937e+16,0.565161,97.5,0.000166667
1000,10000,0.535864,2.01274e+16,1.1759,97.5,8.33333e-05
5,10000,0.77383,7.23016e+14,0.0071843,97.5,0.0166667
10,10000,0.927914,1.72895e+15,0.0125335,97.5,0.00833333
50,10000,4.08181,9.16573e+15,0.0593696,97.5,0.00166667
100,10000,5.22622,7.14157e+15,0.130031,97.5,0.000833333
500,10000,2.14916,1.34857e+16,0.593641,97.5,0.000166667
1000,10000,0.92405,1.39798e+16,1.18703,97.5,8.33333e-05
5,10000,1.6786,7.18174e+14,0.0084779,97.5,0.0166667
10,10000,0.31928,2.37199e+15,0.0159697,97.5,0.00833333
50,10000,2.03015,1.89701e+16,0.0718854,97.5,0.00166667
100,10000,3.20165,1.4568e+16,0.140804,97.5,0.000833333
500,10000,0.391238,1.20869e+16,0.58515,97.5,0.000166667
1000,10000,0.284169,1.4128e+16,1.20394,97.5,8.33333e-05
5,10000,0.368965,7.45457e+14,0.0069028,97.5,0.0166667
10,10000,3.7335,2.08737e+15,0.0133938,97.5,0.00833333
50,10000,1.73321,1.01603e+16,0.0655195,97.5,0.00166667
100,10000,5.20315,1.63729e+16,0.128703,97.5,0.000833333
500,10000,3.47146,1.1828e+16,0.613009,97.5,0.000166667
1000,10000,2.41154,1.2386e+16,1.15083,97.5,8.33333e-05
5,10000,0.362612,5.97587e+14,0.0060184,97.5,0.0166667
10,10000,0.0817502,1.76092e+15,0.0127405,97.5,0.00833333
50,10000,5.03855,5.1177e+15,0.0603635,97.5,0.00166667
100,10000,3.08466,4.39747e+16,0.118764,97.5,0.000833333
500,10000,2.73721,1.24612e+16,0.566797,97.5,0.000166667
1000,10000,3.72214,1.94244e+16,1.12465,97.5,8.33333e-05
5,10000,1.30273,8.79765e+14,0.0069497,97.5,0.0166667
10,10000,0.0383165,2.33616e+15,0.0138157,97.5,0.00833333
50,10000,2.20433,8.05087e+15,0.0675601,97.5,0.00166667
100,10000,1.37868,2.18913e+16,0.129599,97.5,0.000833333
500,10000,1.28373,1.09783e+16,0.567682,97.5,0.000166667
1000,10000,0.720937,9.60306e+15,1.19585,97.5,8.33333e-05
5,10000,1.13994,7.15884e+14,0.0062807,97.5,0.0166667
10,10000,0.964889,1.57364e+15,0.011887,97.5,0.00833333
50,10000,0.787405,5.46981e+15,0.0578762,97.5,0.00166667
100,10000,1.93198,2.64215e+16,0.1167,97.5,0.000833333
500,10000,2.3159,1.15897e+16,0.586739,97.5,0.000166667
1000,10000,1.12689,1.46035e+16,1.12918,97.5,8.33333e-05
5,10000,0.841238,7.63091e+14,0.0063407,97.5,0.0166667
10,10000,0.63808,2.2551e+15,0.0132108,97.5,0.00833333
50,10000,0.870911,1.26992e+16,0.0544043,97.5,0.00166667
100,10000,1.73488,1.22436e+16,0.115015,97.5,0.000833333
500,10000,0.755019,1.19749e+16,0.584153,97.5,0.000166667
1000,10000,0.0865934,2.7142e+16,1.17546,97.5,8.33333e-05
5,10000,4.6659,6.09871e+14,0.007358,97.5,0.0166667
10,10000,0.987573,1.34268e+15,0.0108845,97.5,0.00833333
50,10000,3.86134,5.23681e+15,0.0575098,97.5,0.00166667
100,10000,2.08499,8.17307e+15,0.126369,97.5,0.000833333
500,10000,2.12568,1.47778e+16,0.587182,97.5,0.000166667
1000,10000,2.89312,1.38638e+16,1.18107,97.5,8.33333e-05
5,10000,3.65582,7.41112e+14,0.0065885,97.5,0.0166667
10,10000,1.72875,2.36885e+15,0.0129211,97.5,0.00833333
50,10000,0.598057,8.79912e+15,0.0547459,97.5,0.00166667
100,10000,0.633309,1.98527e+16,0.113784,97.5,0.000833333
500,10000,0.507661,2.3109e+16,0.574406,97.5,0.000166667
1000,10000,0.713643,1.95283e+16,1.18313,97.5,8.33333e-05
5,10000,1.98465,6.67563e+14,0.0070657,97.5,0.0166667
10,10000,1.28542,2.37884e+15,0.0131373,97.5,0.00833333
50,10000,3.77482,8.98673e+15,0.0669765,97.5,0.00166667
100,10000,0.740992,5.79748e+15,0.119547,97.5,0.000833333
500,10000,2.58396,1.94219e+16,0.566254,97.5,0.000166667
1000,10000,6.14645,1.67248e+16,1.14158,97.5,8.33333e-05
5,10000,0.390001,7.64059e+14,0.0084214,97.5,0.0166667
10,10000,3.29998,2.3214e+15,0.0120093,97.5,0.00833333
50,10000,1.10579,8.85404e+15,0.0532922,97.5,0.00166667
100,10000,1.65247,7.9935e+15,0.110545,97.5,0.000833333
500,10000,3.63071,1.15805e+16,0.600494,97.5,0.000166667
1000,10000,0.412375,1.17431e+16,1.15629,97.5,8.33333e-05
5,10000,4.33969,7.32807e+14,0.0066385,97.5,0.0166667
10,10000,1.08707,2.36072e+15,0.0129771,97.5,0.00833333
50,10000,0.383965,4.87481e+15,0.0623721,97.5,0.00166667
100,10000,2.10636,1.70361e+16,0.114439,97.5,0.000833333
500,10000,0.792378,1.7786e+16,0.622089,97.5,0.000166667
1000,10000,1.48133,1.25183e+16,1.22138,97.5,8.33333e-05
5,10000,3.13989,5.9173e+14,0.0082415,97.5,0.0166667
10,10000,3.39891,1.4315e+15,0.0170339,97.5,0.00833333
50,10000,2.40806,6.47695e+15,0.0800532,97.5,0.00166667
100,10000,2.39983,1.22594e+16,0.137738,97.5,0.000833333
500,10000,1.66043,1.79408e+16,0.602215,97.5,0.000166667
1000,10000,2.34186,1.91919e+16,1.1572,97.5,8.33333e-05
5,10000,0.671342,7.34546e+14,0.0072974,97.5,0.0166667
10,10000,0.187439,1.59571e+15,0.0127153,97.5,0.00833333
50,10000,0.779494,6.93706e+15,0.05543,97.5,0.00166667
100,10000,4.65261,2.44537e+16,0.132788,97.5,0.000833333
500,10000,6.30452,1.92368e+16,0.649657,97.5,0.000166667
1000,10000,4.59621,1.52874e+16,1.15423,97.5,8.33333e-05
5,10000,0.6695,6.80974e+14,0.0060995,97.5,0.0166667
10,10000,3.37241,2.10579e+15,0.0131292,97.5,0.00833333
50,10000,3.71622,4.21558e+16,0.0599226,97.5,0.00166667
100,10000,3.36251,1.51776e+16,0.128574,97.5,0.000833333
500,10000,3.37104,1.17505e+16,0.579512,97.5,0.000166667
1000,10000,3.1469,1.24997e+16,1.18969,97.5,8.33333e-05
5,10000,0.132275,8.00628e+14,0.0076662,97.5,0.0166667
10,10000,2.94383,1.6263e+15,0.013262,97.5,0.00833333
50,10000,0.690506,7.69967e+15,0.0661521,97.5,0.00166667
100,10000,0.194554,1.52046e+16,0.133514,97.5,0.000833333
500,10000,0.14971,1.32258e+16,0.582482,97.5,0.000166667
1000,10000,2.82119,1.79881e+16,1.26534,97.5,8.33333e-05
5,10000,0.422758,6.51611e+14,0.0067325,97.5,0.0166667
10,10000,2.16101,2.2523e+15,0.0147338,97.5,0.00833333
50,10000,0.925381,5.51773e+15,0.0610384,97.5,0.00166667
100,10000,1.72289,8.12677e+15,0.130831,97.5,0.000833333
500,10000,2.28493,1.62566e+16,0.650038,97.5,0.000166667
1000,10000,0.128636,1.66357e+16,1.27335,97.5,8.33333e-05
5,10000,0.529562,7.23297e+14,0.006348,97.5,0.0166667
10,10000,0.610461,2.55561e+15,0.0140686,97.5,0.00833333
50,10000,2.60972,1.07062e+16,0.0630656,97.5,0.00166667
100,10000,0.756255,1.42503e+16,0.178479,97.5,0.000833333
500,10000,3.21872,1.89212e+16,0.737796,97.5,0.000166667
1000,10000,3.37793,1.51119e+16,1.24502,97.5,8.33333e-05
5,10000,4.27753,7.83564e+14,0.0091971,97.5,0.0166667
10,10000,3.37884,1.59717e+15,0.0132221,97.5,0.00833333
50,10000,1.11552,8.12487e+15,0.0558408,97.5,0.00166667
100,10000,0.67686,1.18624e+16,0.113726,97.5,0.000833333
500,10000,0.632698,1.69584e+16,0.623484,97.5,0.000166667
1000,10000,2.82316,1.36213e+16,1.20027,97.5,8.33333e-05
5,10000,0.168111,6.24193e+14,0.0075657,97.5,0.0166667
10,10000,1.12485,2.34856e+15,0.0131685,97.5,0.00833333
50,10000,2.54511,1.13964e+16,0.0598576,97.5,0.00166667
100,10000,0.835,7.82592e+15,0.11069,97.5,0.000833333
500,10000,1.14555,1.01934e+16,0.596343,97.5,0.000166667
1000,10000,0.192137,1.32251e+16,1.18841,97.5,8.33333e-05
5,10000,1.23376,7.27254e+14,0.0065406,97.5,0.0166667
10,10000,1.51211,2.46608e+15,0.0151514,97.5,0.00833333
50,10000,0.738877,4.97917e+15,0.0545383,97.5,0.00166667
100,10000,2.01311,1.05687e+16,0.110826,97.5,0.000833333
500,10000,1.05087,2.24763e+16,0.59838,97.5,0.000166667
1000,10000,3.1323,1.58005e+16,1.22642,97.5,8.33333e-05
5,10000,3.15642,6.31129e+14,0.0074493,97.5,0.0166667
10,10000,1.14558,1.66327e+15,0.0111299,97.5,0.00833333
50,10000,1.8412,1.01028e+16,0.064094,97.5,0.00166667
100,10000,0.0387746,2.02914e+16,0.188591,97.5,0.000833333
500,10000,1.41198,1.4319e+16,0.687678,97.5,0.000166667
1000,10000,2.09789,1.47666e+16,1.44476,97.5,8.33333e-05
5,10000,1.68939,6.51577e+14,0.006291,97.5,0.0166667
10,10000,1.52999,1.71778e+15,0.0134275,97.5,0.00833333
50,10000,4.11522,9.81216e+15,0.0706084,97.5,0.00166667
100,10000,4.1448,9.42055e+15,0.175988,97.5,0.000833333
500,10000,2.98399,1.52912e+16,0.739891,97.5,0.000166667
1000,10000,1.10465,2.25438e+16,1.3807,97.5,8.33333e-05
5,10000,0.312048,6.62423e+14,0.0070503,97.5,0.0166667
10,10000,0.107985,2.15858e+15,0.0124409,97.5,0.00833333
50,10000,1.16761,7.8274e+15,0.0588316,97.5,0.00166667
100,10000,0.213241,1.81242e+16,0.119126,97.5,0.000833333
500,10000,0.0690346,1.70307e+16,0.641424,97.5,0.000166667
1000,10000,1.40408,1.96354e+16,1.30967,97.5,8.33333e-05
5,10000,2.0931,8.02996e+14,0.0068676,97.5,0.0166667
10,10000,0.833835,2.58256e+15,0.0147947,97.5,0.00833333
50,10000,0.403698,7.83024e+15,0.055564,97.5,0.00166667
100,10000,0.126544,1.39876e+16,0.117647,97.5,0.000833333
500,10000,0.365728,2.30168e+16,0.646441,97.5,0.000166667
1000,10000,3.84561,1.03031e+16,1.2223,97.5,8.33333e-05
5,10000,1.50223,7.8489e+14,0.0075991,97.5,0.0166667
10,10000,0.672889,1.83865e+15,0.0141374,97.5,0.00833333
50,10000,0.205958,1.16977e+16,0.0640637,97.5,0.00166667
100,10000,2.26979,1.96805e+16,0.128253,97.5,0.000833333
500,10000,0.88019,1.86993e+16,0.602026,97.5,0.000166667
1000,10000,0.866219,1.948e+16,1.22174,97.5,8.33333e-05
5,10000,2.71613,8.64162e+14,0.0068225,97.5,0.0166667
10,10000,1.70436,2.46295e+15,0.0126439,97.5,0.00833333
50,10000,2.53935,1.444e+16,0.0540323,97.5,0.00166667
100,10000,1.62129,2.87612e+16,0.111347,97.5,0.000833333
500,10000,1.06311,1.04823e+16,0.632299,97.5,0.000166667
1000,10000,0.698421,1.20183e+16,1.21304,97.5,8.33333e-05
5,10000,1.82145,8.0528e+14,0.0077226,97.5,0.0166667
10,10000,2.92034,2.05144e+15,0.0158558,97.5,0.00833333
50,10000,1.91828,9.64296e+15,0.0614045,97.5,0.00166667
100,10000,3.7498,2.38816e+16,0.113998,97.5,0.000833333
500,10000,0.700648,1.49955e+16,0.646582,97.5,0.000166667
1000,10000,0.270749,1.65924e+16,1.2418,97.5,8.33333e-05
5,10000,1.84914,8.73477e+14,0.0072882,97.5,0.0166667
10,10000,0.627268,2.33457e+15,0.0134165,97.5,0.00833333
50,10000,0.457464,1.75753e+16,0.0612503,97.5,0.00166667
100,10000,0.463575,2.91885e+16,0.150132,97.5,0.000833333
500,10000,0.364138,1.75854e+16,0.636555,97.5,0.000166667
1000,10000,0.0865902,2.54588e+16,1.24897,97.5,8.33333e-05
5,10000,0.993838,7.80984e+14,0.009094,97.5,0.0166667
10,10000,1.47938,2.42659e+15,0.0150077,97.5,0.00833333
50,10000,0.811575,1.62525e+16,0.0651956,97.5,0.00166667
100,10000,0.513868,1.45307e+16,0.119944,97.5,0.000833333
500,10000,2.29412,1.22338e+16,0.602164,97.5,0.000166667
1000,10000,2.56313,1.16551e+16,1.21947,97.5,8.33333e-05
5,10000,6.65449,7.57791e+14,0.0071188,97.5,0.0166667
