P,N,S0,K,T,r,v,APE
10000,100,100.0,102.5,1.0,0.05,0.2,0.7379932741905648
10000,100,100.0,102.5,1.0,0.05,0.2,0.03794200083227664
10000,100,100.0,102.5,1.0,0.05,0.2,0.89525735074758
10000,100,100.0,102.5,1.0,0.05,0.2,0.814428920805115
10000,100,100.0,102.5,1.0,0.05,0.2,0.9860161712255526
10000,100,100.0,102.5,1.0,0.05,0.2,0.23661540573136794
10000,100,100.0,102.5,1.0,0.05,0.2,1.1150939891055105
10000,100,100.0,102.5,1.0,0.05,0.2,0.21902393554864985
10000,100,100.0,102.5,1.0,0.05,0.2,1.689606486807217
10000,100,100.0,102.5,1.0,0.05,0.2,0.8449450682464646
10000,100,100.0,102.5,1.0,0.05,0.2,0.20028443093352125
10000,100,100.0,102.5,1.0,0.05,0.2,0.6982407590864664
10000,100,100.0,102.5,1.0,0.05,0.2,0.6183440738668967
10000,100,100.0,102.5,1.0,0.05,0.2,0.7518906965911923
10000,100,100.0,102.5,1.0,0.05,0.2,0.09773201610009286
10000,100,100.0,102.5,1.0,0.05,0.2,0.6674603581819971
10000,100,100.0,102.5,1.0,0.05,0.2,0.3496754186431761
10000,100,100.0,102.5,1.0,0.05,0.2,0.26883782007420415
10000,100,100.0,102.5,1.0,0.05,0.2,1.398472906755892
10000,100,100.0,102.5,1.0,0.05,0.2,0.13760158340645792
10000,100,100.0,102.5,1.0,0.05,0.2,0.6706116768685412
10000,100,100.0,102.5,1.0,0.05,0.2,0.20715890555559527
10000,100,100.0,102.5,1.0,0.05,0.2,0.7999611175340258
10000,100,100.0,102.5,1.0,0.05,0.2,0.6945323481928478
10000,100,100.0,102.5,1.0,0.05,0.2,0.5514999222063691
10000,100,100.0,102.5,1.0,0.05,0.2,1.224674059911087
10000,100,100.0,102.5,1.0,0.05,0.2,0.13300278368688898
10000,100,100.0,102.5,1.0,0.05,0.2,0.6757116950852406
10000,100,100.0,102.5,1.0,0.05,0.2,0.7794479522360784
10000,100,100.0,102.5,1.0,0.05,0.2,0.4347648909835138
10000,100,100.0,102.5,1.0,0.05,0.2,0.5821876590989669
10000,100,100.0,102.5,1.0,0.05,0.2,0.03354764041732798
10000,100,100.0,102.5,1.0,0.05,0.2,0.8785884145940273
10000,100,100.0,102.5,1.0,0.05,0.2,0.21986573963649314
10000,100,100.0,102.5,1.0,0.05,0.2,0.03601369061744013
10000,100,100.0,102.5,1.0,0.05,0.2,1.0933856075665744
10000,100,100.0,102.5,1.0,0.05,0.2,0.7121098738042339
10000,100,100.0,102.5,1.0,0.05,0.2,0.5301585635455737
10000,100,100.0,102.5,1.0,0.05,0.2,0.3950733129076107
10000,100,100.0,102.5,1.0,0.05,0.2,1.1076051424367315
10000,100,100.0,102.5,1.0,0.05,0.2,0.08663652123358281
10000,100,100.0,102.5,1.0,0.05,0.2,0.2540287851745718
10000,100,100.0,102.5,1.0,0.05,0.2,1.1349066274672852
10000,100,100.0,102.5,1.0,0.05,0.2,0.9171266294372281
10000,100,100.0,102.5,1.0,0.05,0.2,0.3198969586437339
10000,100,100.0,102.5,1.0,0.05,0.2,0.2444823112631801
10000,100,100.0,102.5,1.0,0.05,0.2,0.02314331562406345
10000,100,100.0,102.5,1.0,0.05,0.2,0.8273749936769752
10000,100,100.0,102.5,1.0,0.05,0.2,0.6526910835431445
10000,100,100.0,102.5,1.0,0.05,0.2,0.4280974483647411
10000,100,100.0,102.5,1.0,0.05,0.2,0.2822992724389728
10000,100,100.0,102.5,1.0,0.05,0.2,0.4626694088822937
10000,100,100.0,102.5,1.0,0.05,0.2,1.248403433562083
10000,100,100.0,102.5,1.0,0.05,0.2,0.9112212403994547
10000,100,100.0,102.5,1.0,0.05,0.2,1.2387097292212965
10000,100,100.0,102.5,1.0,0.05,0.2,1.1187005595040025
10000,100,100.0,102.5,1.0,0.05,0.2,1.4840897871103311
10000,100,100.0,102.5,1.0,0.05,0.2,1.2598359768216014
10000,100,100.0,102.5,1.0,0.05,0.2,0.7239966579346626
10000,100,100.0,102.5,1.0,0.05,0.2,0.8513183152549209
10000,100,100.0,102.5,1.0,0.05,0.2,0.47516550174849487
10000,100,100.0,102.5,1.0,0.05,0.2,0.9993826210571339
10000,100,100.0,102.5,1.0,0.05,0.2,0.4465655386234636
10000,100,100.0,102.5,1.0,0.05,0.2,0.25685678239134163
10000,100,100.0,102.5,1.0,0.05,0.2,1.0723089733335749
10000,100,100.0,102.5,1.0,0.05,0.2,1.2559465966059775
10000,100,100.0,102.5,1.0,0.05,0.2,0.25644982885705214
10000,100,100.0,102.5,1.0,0.05,0.2,0.40447339097299817
10000,100,100.0,102.5,1.0,0.05,0.2,0.16432224310107174
10000,100,100.0,102.5,1.0,0.05,0.2,0.4392903931283247
10000,100,100.0,102.5,1.0,0.05,0.2,1.2076340642810128
10000,100,100.0,102.5,1.0,0.05,0.2,1.0459988317352964
10000,100,100.0,97.5,1.0,0.05,0.2,0.5326712345263243
10000,100,100.0,97.5,1.0,0.05,0.2,0.5787968134430814
10000,100,100.0,97.5,1.0,0.05,0.2,0.2734651587070203
10000,100,100.0,97.5,1.0,0.05,0.2,0.3320090590590538
10000,100,100.0,97.5,1.0,0.05,0.2,0.7479308142380439
10000,100,100.0,97.5,1.0,0.05,0.2,1.2969479523037102
10000,100,100.0,97.5,1.0,0.05,0.2,0.17485980196679088
10000,100,100.0,97.5,1.0,0.05,0.2,0.7174169546288802
10000,100,100.0,97.5,1.0,0.05,0.2,0.8855425869133713
10000,100,100.0,97.5,1.0,0.05,0.2,0.9773295170280019
10000,100,100.0,97.5,1.0,0.05,0.2,0.7432740649584869
10000,100,100.0,97.5,1.0,0.05,0.2,1.1272628150910216
10000,100,100.0,97.5,1.0,0.05,0.2,0.6131904127435573
10000,100,100.0,97.5,1.0,0.05,0.2,1.6670876985288088
10000,100,100.0,97.5,1.0,0.05,0.2,0.20609836687380362
10000,100,100.0,97.5,1.0,0.05,0.2,0.943818435804622
10000,100,100.0,97.5,1.0,0.05,0.2,1.2560976551888612
10000,100,100.0,97.5,1.0,0.05,0.2,0.2207365501238784
10000,100,100.0,97.5,1.0,0.05,0.2,1.1649362487828767
10000,100,100.0,97.5,1.0,0.05,0.2,1.4389954081892977
10000,100,100.0,97.5,1.0,0.05,0.2,1.3093288273891435
10000,100,100.0,97.5,1.0,0.05,0.2,1.490938773799131
10000,100,100.0,97.5,1.0,0.05,0.2,1.1092041600732536
10000,100,100.0,97.5,1.0,0.05,0.2,0.701769844039673
10000,100,100.0,97.5,1.0,0.05,0.2,1.7720997677168127
10000,100,100.0,97.5,1.0,0.05,0.2,0.602753045207294
10000,100,100.0,97.5,1.0,0.05,0.2,0.9830190134797268
10000,100,100.0,97.5,1.0,0.05,0.2,1.0945611089844622
10000,100,100.0,97.5,1.0,0.05,0.2,1.246042144163171
10000,100,100.0,97.5,1.0,0.05,0.2,0.5127516903377791
10000,100,100.0,97.5,1.0,0.05,0.2,1.450713384805521
10000,100,100.0,97.5,1.0,0.05,0.2,0.5752016843818857
10000,100,100.0,97.5,1.0,0.05,0.2,0.9368737590241656
10000,100,100.0,97.5,1.0,0.05,0.2,0.9584513163652891
10000,100,100.0,97.5,1.0,0.05,0.2,1.087243615859014
10000,100,100.0,97.5,1.0,0.05,0.2,0.4675314547035264
10000,100,100.0,97.5,1.0,0.05,0.2,1.135101498992284
10000,100,100.0,97.5,1.0,0.05,0.2,1.5001515829204848
10000,100,100.0,97.5,1.0,0.05,0.2,0.09711254080296718
10000,100,100.0,97.5,1.0,0.05,0.2,1.871090477339239
10000,100,100.0,97.5,1.0,0.05,0.2,1.0937014732939585
10000,100,100.0,97.5,1.0,0.05,0.2,1.233631072283785
10000,100,100.0,97.5,1.0,0.05,0.2,0.6742934134580042
10000,100,100.0,97.5,1.0,0.05,0.2,1.1301535348751341
10000,100,100.0,97.5,1.0,0.05,0.2,0.373186201040195
10000,100,100.0,97.5,1.0,0.05,0.2,1.0176579015393885
10000,100,100.0,97.5,1.0,0.05,0.2,2.1583405041459414
10000,100,100.0,97.5,1.0,0.05,0.2,0.10635395964859358
10000,100,100.0,97.5,1.0,0.05,0.2,0.2982471897653048
10000,100,100.0,97.5,1.0,0.05,0.2,0.3167364261507315
10000,100,100.0,97.5,1.0,0.05,0.2,0.6999429843341979
10000,100,100.0,97.5,1.0,0.05,0.2,0.2871200084745022
10000,100,100.0,97.5,1.0,0.05,0.2,0.4163831432763031
10000,100,100.0,97.5,1.0,0.05,0.2,2.2933039013863
10000,100,100.0,97.5,1.0,0.05,0.2,0.004483580098218354
10000,100,100.0,97.5,1.0,0.05,0.2,0.21949173228922306
10000,100,100.0,97.5,1.0,0.05,0.2,0.21124222244983276
10000,100,100.0,97.5,1.0,0.05,0.2,1.226510628432369
10000,100,100.0,97.5,1.0,0.05,0.2,0.44325021560144345
10000,100,100.0,97.5,1.0,0.05,0.2,0.012480158865804803
10000,100,100.0,97.5,1.0,0.05,0.2,1.1130500579329075
10000,100,100.0,97.5,1.0,0.05,0.2,0.16824890118880648
10000,100,100.0,97.5,1.0,0.05,0.2,0.35911392894346195
10000,100,100.0,97.5,1.0,0.05,0.2,1.06422457171647
10000,100,100.0,97.5,1.0,0.05,0.2,0.08394292318190381
10000,100,100.0,97.5,1.0,0.05,0.2,0.4148741058912833
10000,100,100.0,97.5,1.0,0.05,0.2,0.4891375638654822
10000,100,100.0,97.5,1.0,0.05,0.2,1.3581738959857814
10000,100,100.0,97.5,1.0,0.05,0.2,0.3117585061300004
10000,100,100.0,97.5,1.0,0.05,0.2,0.9222319791791165
10000,100,100.0,97.5,1.0,0.05,0.2,2.178385930839672
10000,100,100.0,97.5,1.0,0.05,0.2,0.9552651126545176
10000,100,100.0,97.5,1.0,0.05,0.2,0.3764735613128189
10000,100,100.0,97.5,1.0,0.05,0.2,0.39718848738273754
10000,100,100.0,97.5,1.0,0.05,0.2,0.02161754593226677
10000,100,100.0,97.5,1.0,0.05,0.2,0.16742393188372579
10000,100,100.0,97.5,1.0,0.05,0.2,0.7398511853535471
10000,100,100.0,97.5,1.0,0.05,0.2,0.7834983558852973
10000,100,100.0,97.5,1.0,0.05,0.2,0.055097614585858184
10000,100,100.0,97.5,1.0,0.05,0.2,1.1006506086783756
10000,100,100.0,97.5,1.0,0.05,0.2,0.8582581238712649
10000,100,100.0,97.5,1.0,0.05,0.2,0.6274288406388969
10000,100,100.0,97.5,1.0,0.05,0.2,1.0094808453312605
10000,100,100.0,97.5,1.0,0.05,0.2,0.9342770946356345
10000,100,100.0,97.5,1.0,0.05,0.2,1.8231590288589763
10000,100,100.0,97.5,1.0,0.05,0.2,1.2757634389990167
10000,100,100.0,97.5,1.0,0.05,0.2,0.5533074607719429
10000,100,100.0,97.5,1.0,0.05,0.2,1.6880847072304233
10000,100,100.0,97.5,1.0,0.05,0.2,0.7256247059767811
10000,100,100.0,97.5,1.0,0.05,0.2,1.2494662574625761
10000,100,100.0,97.5,1.0,0.05,0.2,1.2227980595023038
10000,100,100.0,97.5,1.0,0.05,0.2,0.5383509095914875
10000,100,100.0,97.5,1.0,0.05,0.2,0.5360172280781279
10000,100,100.0,97.5,1.0,0.05,0.2,0.6028086834647738
10000,100,100.0,97.5,1.0,0.05,0.2,0.7283113872354338
10000,100,100.0,97.5,1.0,0.05,0.2,0.2911589678650034
10000,100,100.0,97.5,1.0,0.05,0.2,0.4204066079814217
10000,100,100.0,97.5,1.0,0.05,0.2,1.230047663107416
10000,100,100.0,97.5,1.0,0.05,0.2,0.7781544177028114
10000,100,100.0,97.5,1.0,0.05,0.2,1.6960572291049314
10000,100,100.0,95.0,1.0,0.05,0.2,1.2021901391667384
10000,100,100.0,95.0,1.0,0.05,0.2,0.49979935426981964
10000,100,100.0,95.0,1.0,0.05,0.2,0.45848041059119926
10000,100,100.0,95.0,1.0,0.05,0.2,0.33587112752357956
10000,100,100.0,95.0,1.0,0.05,0.2,0.2178761561954545
10000,100,100.0,95.0,1.0,0.05,0.2,1.7145342070734606
10000,100,100.0,95.0,1.0,0.05,0.2,0.34450313176110675
10000,100,100.0,95.0,1.0,0.05,0.2,0.3876152579162155
10000,100,100.0,95.0,1.0,0.05,0.2,1.3903005235820778
10000,100,100.0,95.0,1.0,0.05,0.2,1.1934249682794462
10000,100,100.0,95.0,1.0,0.05,0.2,0.42580575016463973
10000,100,100.0,95.0,1.0,0.05,0.2,1.0055920692483369
10000,100,100.0,95.0,1.0,0.05,0.2,0.7398086735860351
10000,100,100.0,95.0,1.0,0.05,0.2,1.740689805280007
10000,100,100.0,95.0,1.0,0.05,0.2,0.12016898860072805
10000,100,100.0,95.0,1.0,0.05,0.2,1.2325713011440824
10000,100,100.0,95.0,1.0,0.05,0.2,1.7640649854750476
10000,100,100.0,95.0,1.0,0.05,0.2,0.8604478255381348
10000,100,100.0,95.0,1.0,0.05,0.2,1.6068839970996451
10000,100,100.0,95.0,1.0,0.05,0.2,1.43188088700664
10000,100,100.0,95.0,1.0,0.05,0.2,1.6047746815972659
10000,100,100.0,95.0,1.0,0.05,0.2,1.4021560234461077
10000,100,100.0,95.0,1.0,0.05,0.2,1.0943578432893442
10000,100,100.0,95.0,1.0,0.05,0.2,1.2060880759442913
10000,100,100.0,95.0,1.0,0.05,0.2,2.3468920584924793
10000,100,100.0,95.0,1.0,0.05,0.2,0.9408068253140001
10000,100,100.0,95.0,1.0,0.05,0.2,1.994165442303607
10000,100,100.0,95.0,1.0,0.05,0.2,1.338335377473396
10000,100,100.0,95.0,1.0,0.05,0.2,1.2052738828581324
10000,100,100.0,95.0,1.0,0.05,0.2,0.1024889346517334
10000,100,100.0,95.0,1.0,0.05,0.2,1.3802562078181604
10000,100,100.0,95.0,1.0,0.05,0.2,0.82592619036744
10000,100,100.0,95.0,1.0,0.05,0.2,1.6883800048943496
10000,100,100.0,95.0,1.0,0.05,0.2,1.4061550002057914
10000,100,100.0,95.0,1.0,0.05,0.2,1.308149660817344
10000,100,100.0,95.0,1.0,0.05,0.2,0.4886835351306422
10000,100,100.0,95.0,1.0,0.05,0.2,1.0649999788381423
10000,100,100.0,95.0,1.0,0.05,0.2,1.1866441420076264
10000,100,100.0,95.0,1.0,0.05,0.2,0.6679322870244326
10000,100,100.0,95.0,1.0,0.05,0.2,1.9309641001660574
10000,100,100.0,95.0,1.0,0.05,0.2,1.0802487651614914
10000,100,100.0,95.0,1.0,0.05,0.2,1.5957332886491122
10000,100,100.0,95.0,1.0,0.05,0.2,0.17222198237013261
10000,100,100.0,95.0,1.0,0.05,0.2,0.7930783645394445
10000,100,100.0,95.0,1.0,0.05,0.2,0.8712360696598649
10000,100,100.0,95.0,1.0,0.05,0.2,1.3866211660797145
10000,100,100.0,95.0,1.0,0.05,0.2,2.416700970101941
10000,100,100.0,95.0,1.0,0.05,0.2,0.684516470806755
10000,100,100.0,95.0,1.0,0.05,0.2,1.041890774690282
10000,100,100.0,95.0,1.0,0.05,0.2,0.5128265058486962
10000,100,100.0,95.0,1.0,0.05,0.2,0.8640685809042039
10000,100,100.0,95.0,1.0,0.05,0.2,0.012324361620725735
10000,100,100.0,95.0,1.0,0.05,0.2,0.6691515346510165
10000,100,100.0,95.0,1.0,0.05,0.2,2.0939484490658353
10000,100,100.0,95.0,1.0,0.05,0.2,0.1249832528992384
10000,100,100.0,95.0,1.0,0.05,0.2,0.3547868605173075
10000,100,100.0,95.0,1.0,0.05,0.2,0.2666183657306659
10000,100,100.0,95.0,1.0,0.05,0.2,2.0596803900387144
10000,100,100.0,95.0,1.0,0.05,0.2,1.2711713883771731
10000,100,100.0,95.0,1.0,0.05,0.2,0.5861122295495309
10000,100,100.0,95.0,1.0,0.05,0.2,1.2139429066850898
10000,100,100.0,95.0,1.0,0.05,0.2,0.7064892909321957
10000,100,100.0,95.0,1.0,0.05,0.2,1.0732010166613144
10000,100,100.0,95.0,1.0,0.05,0.2,0.48177997206603285
10000,100,100.0,95.0,1.0,0.05,0.2,0.9672611577864719
10000,100,100.0,95.0,1.0,0.05,0.2,0.5596775396980935
10000,100,100.0,95.0,1.0,0.05,0.2,1.3227179173781625
10000,100,100.0,95.0,1.0,0.05,0.2,1.0750994196265755
10000,100,100.0,95.0,1.0,0.05,0.2,0.7463618951028085
10000,100,100.0,95.0,1.0,0.05,0.2,1.0851078255970201
10000,100,100.0,95.0,1.0,0.05,0.2,2.408824451143171
10000,100,100.0,95.0,1.0,0.05,0.2,1.071072376467203
10000,100,100.0,95.0,1.0,0.05,0.2,1.0853552274949898
10000,100,100.0,95.0,1.0,0.05,0.2,0.3225742103730846
10000,100,100.0,95.0,1.0,0.05,0.2,0.6494092558087402
10000,100,100.0,95.0,1.0,0.05,0.2,0.6728269227108901
10000,100,100.0,95.0,1.0,0.05,0.2,0.45814188404581224
10000,100,100.0,95.0,1.0,0.05,0.2,0.5723272863829769
10000,100,100.0,95.0,1.0,0.05,0.2,0.1769476104036707
10000,100,100.0,95.0,1.0,0.05,0.2,1.4468215076354751
10000,100,100.0,95.0,1.0,0.05,0.2,1.1565474549741954
10000,100,100.0,95.0,1.0,0.05,0.2,0.7996934227626729
10000,100,100.0,95.0,1.0,0.05,0.2,1.3438741348811896
10000,100,100.0,95.0,1.0,0.05,0.2,0.9726858203125377
10000,100,100.0,95.0,1.0,0.05,0.2,2.8025101527366916
10000,100,100.0,95.0,1.0,0.05,0.2,1.3568706876899983
10000,100,100.0,95.0,1.0,0.05,0.2,0.9148379876154331
10000,100,100.0,95.0,1.0,0.05,0.2,1.690205826845094
10000,100,100.0,95.0,1.0,0.05,0.2,1.0607129901851624
10000,100,100.0,95.0,1.0,0.05,0.2,1.3514939151720098
10000,100,100.0,95.0,1.0,0.05,0.2,1.7645031801487303
10000,100,100.0,95.0,1.0,0.05,0.2,0.4621751909200235
10000,100,100.0,95.0,1.0,0.05,0.2,0.45814065956522987
10000,100,100.0,95.0,1.0,0.05,0.2,0.7094870520262172
10000,100,100.0,95.0,1.0,0.05,0.2,0.9780830809838881
10000,100,100.0,95.0,1.0,0.05,0.2,0.31086854919202733
10000,100,100.0,95.0,1.0,0.05,0.2,0.6738122085661864
10000,100,100.0,95.0,1.0,0.05,0.2,1.433213387010493
10000,100,100.0,95.0,1.0,0.05,0.2,0.4021299004552371
10000,100,100.0,95.0,1.0,0.05,0.2,1.7086708844482996
10000,100,100.0,90.0,1.0,0.05,0.2,1.5288629367087703
10000,100,100.0,90.0,1.0,0.05,0.2,0.6008049195031917
10000,100,100.0,90.0,1.0,0.05,0.2,0.006048326429204032
10000,100,100.0,90.0,1.0,0.05,0.2,0.8415785643022937
10000,100,100.0,90.0,1.0,0.05,0.2,1.7275302587887638
10000,100,100.0,90.0,1.0,0.05,0.2,1.6641800546447632
10000,100,100.0,90.0,1.0,0.05,0.2,0.3149697185635055
10000,100,100.0,90.0,1.0,0.05,0.2,1.9562266406623383
10000,100,100.0,90.0,1.0,0.05,0.2,2.1833782615122646
10000,100,100.0,90.0,1.0,0.05,0.2,2.5235458763299077
10000,100,100.0,90.0,1.0,0.05,0.2,0.23108282061770138
10000,100,100.0,90.0,1.0,0.05,0.2,2.6580988120030122
10000,100,100.0,90.0,1.0,0.05,0.2,1.4912831486898532
10000,100,100.0,90.0,1.0,0.05,0.2,1.4360631071840417
10000,100,100.0,90.0,1.0,0.05,0.2,0.7811051698467514
10000,100,100.0,90.0,1.0,0.05,0.2,2.438923675948229
10000,100,100.0,90.0,1.0,0.05,0.2,4.360436281754029
10000,100,100.0,90.0,1.0,0.05,0.2,1.0858776289374519
10000,100,100.0,90.0,1.0,0.05,0.2,0.9268537337667091
10000,100,100.0,90.0,1.0,0.05,0.2,2.7874043817722445
10000,100,100.0,90.0,1.0,0.05,0.2,2.1156235013492197
10000,100,100.0,90.0,1.0,0.05,0.2,1.753948220341779
10000,100,100.0,90.0,1.0,0.05,0.2,1.5161374274405912
10000,100,100.0,90.0,1.0,0.05,0.2,1.9837958769898776
10000,100,100.0,90.0,1.0,0.05,0.2,3.599457644488423
10000,100,100.0,90.0,1.0,0.05,0.2,0.2589801414432784
10000,100,100.0,90.0,1.0,0.05,0.2,2.8068323576726706
10000,100,100.0,90.0,1.0,0.05,0.2,2.253877789582303
10000,100,100.0,90.0,1.0,0.05,0.2,0.5862255342070983
10000,100,100.0,90.0,1.0,0.05,0.2,0.295757697465207
10000,100,100.0,90.0,1.0,0.05,0.2,2.618820619615626
10000,100,100.0,90.0,1.0,0.05,0.2,0.5448617756992992
10000,100,100.0,90.0,1.0,0.05,0.2,2.3642795546353144
10000,100,100.0,90.0,1.0,0.05,0.2,2.040728850399868
10000,100,100.0,90.0,1.0,0.05,0.2,3.445723867249663
10000,100,100.0,90.0,1.0,0.05,0.2,0.9198951963743311
10000,100,100.0,90.0,1.0,0.05,0.2,2.5526264172454773
10000,100,100.0,90.0,1.0,0.05,0.2,1.9971000641864005
10000,100,100.0,90.0,1.0,0.05,0.2,0.6576494178646829
10000,100,100.0,90.0,1.0,0.05,0.2,2.582043345535218
10000,100,100.0,90.0,1.0,0.05,0.2,1.2992884869575843
10000,100,100.0,90.0,1.0,0.05,0.2,3.5784062211435494
10000,100,100.0,90.0,1.0,0.05,0.2,1.6440440122586937
10000,100,100.0,90.0,1.0,0.05,0.2,1.2013647149909275
10000,100,100.0,90.0,1.0,0.05,0.2,2.002668035360687
10000,100,100.0,90.0,1.0,0.05,0.2,0.7678537979804388
10000,100,100.0,90.0,1.0,0.05,0.2,2.38185994179351
10000,100,100.0,90.0,1.0,0.05,0.2,0.28814718583562915
10000,100,100.0,90.0,1.0,0.05,0.2,1.8224575714517817
10000,100,100.0,90.0,1.0,0.05,0.2,0.22032427699416862
10000,100,100.0,90.0,1.0,0.05,0.2,1.5176468418957079
10000,100,100.0,90.0,1.0,0.05,0.2,0.14038161883877529
10000,100,100.0,90.0,1.0,0.05,0.2,1.7760410066637211
10000,100,100.0,90.0,1.0,0.05,0.2,3.737558679614208
10000,100,100.0,90.0,1.0,0.05,0.2,0.8219530985318926
10000,100,100.0,90.0,1.0,0.05,0.2,0.9908623507782885
10000,100,100.0,90.0,1.0,0.05,0.2,1.943694639573463
10000,100,100.0,90.0,1.0,0.05,0.2,2.3084163271892604
10000,100,100.0,90.0,1.0,0.05,0.2,2.122833808402575
10000,100,100.0,90.0,1.0,0.05,0.2,0.9326582802431662
10000,100,100.0,90.0,1.0,0.05,0.2,2.6364531350244595
10000,100,100.0,90.0,1.0,0.05,0.2,2.0973136980097817
10000,100,100.0,90.0,1.0,0.05,0.2,1.1926719560115973
10000,100,100.0,90.0,1.0,0.05,0.2,0.24694006783164626
10000,100,100.0,90.0,1.0,0.05,0.2,2.9336294486957697
10000,100,100.0,90.0,1.0,0.05,0.2,0.5979548992682439
10000,100,100.0,90.0,1.0,0.05,0.2,1.8410575844501047
10000,100,100.0,90.0,1.0,0.05,0.2,2.738473398575037
10000,100,100.0,90.0,1.0,0.05,0.2,1.7376390901636383
10000,100,100.0,90.0,1.0,0.05,0.2,2.3111771132058787
10000,100,100.0,90.0,1.0,0.05,0.2,2.96220698907914
10000,100,100.0,90.0,1.0,0.05,0.2,1.0329943208450936
10000,100,100.0,90.0,1.0,0.05,0.2,0.5560395699599486
10000,100,100.0,90.0,1.0,0.05,0.2,2.003046479136124
10000,100,100.0,90.0,1.0,0.05,0.2,1.29499005311449
10000,100,100.0,90.0,1.0,0.05,0.2,0.3268200727173286
10000,100,100.0,90.0,1.0,0.05,0.2,0.16293832864391633
10000,100,100.0,90.0,1.0,0.05,0.2,1.6212177361596687
10000,100,100.0,90.0,1.0,0.05,0.2,1.2419438215130494
10000,100,100.0,90.0,1.0,0.05,0.2,1.499555715908294
10000,100,100.0,90.0,1.0,0.05,0.2,2.768407740377777
10000,100,100.0,90.0,1.0,0.05,0.2,2.064998853912957
10000,100,100.0,90.0,1.0,0.05,0.2,2.741434580793894
10000,100,100.0,90.0,1.0,0.05,0.2,1.401700508801722
10000,100,100.0,90.0,1.0,0.05,0.2,3.816142236121963
10000,100,100.0,90.0,1.0,0.05,0.2,2.3622969171178
10000,100,100.0,90.0,1.0,0.05,0.2,0.2504019197827163
10000,100,100.0,90.0,1.0,0.05,0.2,2.1252977973259903
10000,100,100.0,90.0,1.0,0.05,0.2,1.5477558050478735
10000,100,100.0,90.0,1.0,0.05,0.2,0.8633357439663659
10000,100,100.0,90.0,1.0,0.05,0.2,0.5744221708019881
10000,100,100.0,90.0,1.0,0.05,0.2,0.41480890977938006
10000,100,100.0,90.0,1.0,0.05,0.2,0.8353778550289945
10000,100,100.0,90.0,1.0,0.05,0.2,1.6646545554321541
10000,100,100.0,90.0,1.0,0.05,0.2,1.2274678863482813
10000,100,100.0,90.0,1.0,0.05,0.2,0.19449301011728976
10000,100,100.0,90.0,1.0,0.05,0.2,0.8618765568284765
10000,100,100.0,90.0,1.0,0.05,0.2,1.815917486640636
10000,100,100.0,90.0,1.0,0.05,0.2,0.5773248214782404
10000,100,100.0,90.0,1.0,0.05,0.2,1.8009685951267815
10000,1000,100.0,110.0,1.0,0.05,0.2,0.14620235606384352
10000,1000,100.0,110.0,1.0,0.05,0.2,0.8698844316306125
10000,1000,100.0,110.0,1.0,0.05,0.2,0.11206752348106677
10000,1000,100.0,110.0,1.0,0.05,0.2,0.29340780105015796
10000,1000,100.0,110.0,1.0,0.05,0.2,0.6837278218430609
10000,1000,100.0,110.0,1.0,0.05,0.2,0.01449877564185171
10000,1000,100.0,110.0,1.0,0.05,0.2,0.5608251903507611
10000,1000,100.0,110.0,1.0,0.05,0.2,0.2706230436810243
10000,1000,100.0,110.0,1.0,0.05,0.2,0.06062713044309515
10000,1000,100.0,110.0,1.0,0.05,0.2,0.2645167879006094
10000,1000,100.0,110.0,1.0,0.05,0.2,0.2617606635490743
10000,1000,100.0,110.0,1.0,0.05,0.2,0.7157383339333802
10000,1000,100.0,110.0,1.0,0.05,0.2,0.8218476754453504
10000,1000,100.0,110.0,1.0,0.05,0.2,0.21748592840117037
10000,1000,100.0,110.0,1.0,0.05,0.2,0.3379988963248693
10000,1000,100.0,110.0,1.0,0.05,0.2,0.35454399626644467
10000,1000,100.0,110.0,1.0,0.05,0.2,0.3782228274533443
10000,1000,100.0,110.0,1.0,0.05,0.2,0.06994576550112229
10000,1000,100.0,110.0,1.0,0.05,0.2,0.17747514477029863
10000,1000,100.0,110.0,1.0,0.05,0.2,0.4991680507762864
10000,1000,100.0,110.0,1.0,0.05,0.2,0.03062890533783767
10000,1000,100.0,110.0,1.0,0.05,0.2,0.5257887261007943
10000,1000,100.0,110.0,1.0,0.05,0.2,0.9120278084779564
10000,1000,100.0,110.0,1.0,0.05,0.2,0.6706562773862351
10000,1000,100.0,110.0,1.0,0.05,0.2,0.6679516992932469
10000,1000,100.0,110.0,1.0,0.05,0.2,0.0709540850484098
10000,1000,100.0,110.0,1.0,0.05,0.2,0.3581835343545202
10000,1000,100.0,110.0,1.0,0.05,0.2,0.2195583434624177
10000,1000,100.0,110.0,1.0,0.05,0.2,0.16269258629409097
10000,1000,100.0,110.0,1.0,0.05,0.2,0.34504617911132995
10000,1000,100.0,110.0,1.0,0.05,0.2,0.21756278618333436
10000,1000,100.0,110.0,1.0,0.05,0.2,0.0036094052907428664
10000,1000,100.0,110.0,1.0,0.05,0.2,0.3365348305261478
10000,1000,100.0,110.0,1.0,0.05,0.2,0.08623693044183567
10000,1000,100.0,110.0,1.0,0.05,0.2,1.0771253584448588
10000,1000,100.0,110.0,1.0,0.05,0.2,0.632197463991076
10000,1000,100.0,110.0,1.0,0.05,0.2,0.05645034832938821
10000,1000,100.0,110.0,1.0,0.05,0.2,0.4794965876341703
10000,1000,100.0,110.0,1.0,0.05,0.2,0.47618695312565595
