N,P,APE,kappa,runtime,K,dt
125,1000,0.511182,1.05581e+13,0.0283575,105,0.008
150,1000,0.663726,1.27871e+13,0.0333544,105,0.00666667
250,1000,3.39785,1.83855e+13,0.0542409,105,0.004
400,1000,5.52918,2.39631e+13,0.0835122,105,0.0025
500,1000,1.64291,3.22831e+13,0.109494,105,0.002
1000,1000,1.89107,6.09061e+13,0.217563,105,0.001
2000,1000,1.09334,1.08943e+14,0.436147,105,0.0005
3500,1000,0.0688011,1.90735e+14,0.767864,105,0.000285714
5000,1000,0.859984,2.95549e+14,1.03913,105,0.0002
7500,1000,0.38001,4.40353e+14,1.611,105,0.000133333
10000,1000,1.92243,2.09306e+14,2.0803,105,0.0001
5,1000,0.896888,1.80567e+12,0.0016422,105,0.2
10,1000,4.1978,3.18202e+12,0.0027445,105,0.1
30,1000,0.60716,5.20552e+12,0.00686,105,0.0333333
40,1000,2.24045,6.90835e+12,0.0090938,105,0.025
50,1000,2.58467,7.66198e+12,0.0117091,105,0.02
75,1000,3.1425,8.1481e+12,0.0180446,105,0.0133333
100,1000,4.54706,1.05927e+13,0.0226168,105,0.01
125,1000,1.98585,1.0979e+13,0.0296188,105,0.008
150,1000,5.02619,1.30096e+13,0.037007,105,0.00666667
250,1000,2.41151,1.44334e+13,0.0582495,105,0.004
400,1000,4.1938,2.6183e+13,0.0889158,105,0.0025
500,1000,3.74937,2.67919e+13,0.11223,105,0.002
1000,1000,0.636459,5.31238e+13,0.216619,105,0.001
2000,1000,1.79939,9.27926e+13,0.448735,105,0.0005
3500,1000,5.3378,1.87381e+14,0.783342,105,0.000285714
5000,1000,0.839462,2.47966e+14,1.04344,105,0.0002
7500,1000,0.182935,3.85751e+14,1.57805,105,0.000133333
10000,1000,2.52841,2.2669e+14,2.08636,105,0.0001
5,1000,4.15424,1.61208e+12,0.0014955,105,0.2
10,1000,3.69104,2.65461e+12,0.002442,105,0.1
30,1000,1.45418,4.91098e+12,0.0069036,105,0.0333333
40,1000,1.35574,6.54003e+12,0.0094326,105,0.025
50,1000,3.15923,6.07182e+12,0.011308,105,0.02
75,1000,2.04086,7.78213e+12,0.0164638,105,0.0133333
100,1000,2.32642,1.00479e+13,0.0225088,105,0.01
125,1000,2.90944,9.36188e+12,0.0279611,105,0.008
150,1000,5.26793,1.10215e+13,0.0332164,105,0.00666667
250,1000,4.3889,1.68047e+13,0.0555581,105,0.004
400,1000,5.47934,2.55583e+13,0.0809936,105,0.0025
500,1000,4.41128,3.02788e+13,0.109049,105,0.002
1000,1000,4.01956,5.25592e+13,0.218536,105,0.001
2000,1000,9.32658,1.02946e+14,0.44371,105,0.0005
3500,1000,2.98437,1.94826e+14,0.774577,105,0.000285714
5000,1000,5.56366,2.74787e+14,1.08502,105,0.0002
7500,1000,1.21647,4.60853e+14,1.61548,105,0.000133333
10000,1000,4.86108,2.2616e+14,2.12282,105,0.0001
5,1000,8.19676,1.34023e+12,0.0015696,105,0.2
10,1000,3.69803,2.53688e+12,0.0024301,105,0.1
30,1000,4.80424,4.86904e+12,0.0062254,105,0.0333333
40,1000,2.60042,4.88249e+12,0.0091852,105,0.025
50,1000,1.2875,6.73307e+12,0.0113877,105,0.02
75,1000,3.69114,9.03957e+12,0.0168744,105,0.0133333
100,1000,1.94477,9.17354e+12,0.0225221,105,0.01
125,1000,0.276076,1.13306e+13,0.0278512,105,0.008
150,1000,2.67342,1.29411e+13,0.0338817,105,0.00666667
250,1000,1.84349,1.73235e+13,0.0551153,105,0.004
400,1000,4.5159,2.50956e+13,0.0883805,105,0.0025
500,1000,4.48879,2.75441e+13,0.102921,105,0.002
1000,1000,2.78192,5.181e+13,0.218666,105,0.001
2000,1000,1.23012,9.13446e+13,0.455984,105,0.0005
3500,1000,3.29071,1.61319e+14,0.820028,105,0.000285714
5000,1000,1.35048,2.32134e+14,1.1001,105,0.0002
7500,1000,2.05698,4.43736e+14,1.62386,105,0.000133333
10000,1000,2.15193,1.91678e+14,2.06964,105,0.0001
5,1000,0.0802663,2.8597e+12,0.0014191,100,0.2
10,1000,4.21686,5.18513e+12,0.0022494,100,0.1
30,1000,5.47439,1.34328e+13,0.0060994,100,0.0333333
40,1000,3.96744,1.63996e+13,0.0081192,100,0.025
50,1000,3.59044,2.33288e+13,0.0097861,100,0.02
75,1000,7.84554,2.9576e+13,0.0150879,100,0.0133333
100,1000,3.44021,4.53445e+13,0.0201705,100,0.01
125,1000,2.63471,5.74236e+13,0.0246694,100,0.008
150,1000,4.57264,6.49879e+13,0.0276691,100,0.00666667
250,1000,1.83885,1.17608e+14,0.0480066,100,0.004
400,1000,1.52325,1.74916e+14,0.0765224,100,0.0025
500,1000,3.53439,2.21836e+14,0.0977628,100,0.002
1000,1000,3.96092,4.36857e+14,0.194274,100,0.001
2000,1000,2.8442,8.25997e+14,0.382392,100,0.0005
3500,1000,5.38372,5.307e+14,0.656218,100,0.000285714
5000,1000,0.109438,8.90965e+14,0.909957,100,0.0002
7500,1000,3.97607,7.44198e+14,1.39234,100,0.000133333
10000,1000,5.26595,7.10443e+14,1.81338,100,0.0001
5,1000,0.614206,2.19725e+12,0.0014772,100,0.2
10,1000,2.36028,4.53715e+12,0.0023466,100,0.1
30,1000,11.3138,1.51471e+13,0.0065014,100,0.0333333
40,1000,10.3743,1.57323e+13,0.0084009,100,0.025
50,1000,12.292,2.07963e+13,0.0105079,100,0.02
75,1000,8.87337,3.87875e+13,0.0156767,100,0.0133333
100,1000,9.00462,4.33638e+13,0.0206638,100,0.01
125,1000,9.82736,5.05101e+13,0.0226324,100,0.008
150,1000,9.43932,7.08686e+13,0.0301018,100,0.00666667
250,1000,10.3174,1.09813e+14,0.0495717,100,0.004
400,1000,8.7605,2.04349e+14,0.0779293,100,0.0025
500,1000,11.4665,2.33742e+14,0.0995997,100,0.002
1000,1000,5.26377,4.61109e+14,0.191641,100,0.001
2000,1000,1.98038,8.233e+14,0.394091,100,0.0005
3500,1000,2.93221,4.61267e+14,0.639361,100,0.000285714
5000,1000,3.03687,7.27129e+14,0.897701,100,0.0002
7500,1000,0.555192,7.10503e+14,1.34251,100,0.000133333
10000,1000,0.838127,7.3323e+14,1.78932,100,0.0001
5,1000,0.981834,2.17897e+12,0.0014215,100,0.2
10,1000,7.96637,4.38399e+12,0.0022489,100,0.1
30,1000,0.0155324,1.38297e+13,0.0060017,100,0.0333333
40,1000,2.7154,1.81145e+13,0.0081867,100,0.025
50,1000,2.39218,1.79157e+13,0.0102515,100,0.02
75,1000,5.31825,3.9405e+13,0.01507,100,0.0133333
100,1000,5.26974,3.55157e+13,0.0200321,100,0.01
125,1000,4.04595,5.20674e+13,0.0227331,100,0.008
150,1000,2.92471,6.89045e+13,0.0291937,100,0.00666667
250,1000,3.56493,8.82069e+13,0.0501,100,0.004
400,1000,6.97495,1.5191e+14,0.0771895,100,0.0025
500,1000,4.89481,1.68159e+14,0.0972118,100,0.002
1000,1000,2.71604,4.5192e+14,0.195494,100,0.001
2000,1000,7.532,8.22366e+14,0.390122,100,0.0005
3500,1000,5.19348,6.54069e+14,0.658639,100,0.000285714
5000,1000,2.31589,7.56532e+14,0.899549,100,0.0002
7500,1000,6.87915,7.90679e+14,1.37311,100,0.000133333
10000,1000,7.3856,9.23848e+14,1.84961,100,0.0001
5,1000,2.57531,2.28392e+12,0.001355,100,0.2
10,1000,3.53679,4.3902e+12,0.0020737,100,0.1
30,1000,0.856591,1.16992e+13,0.0062856,100,0.0333333
40,1000,0.977781,2.19179e+13,0.0080922,100,0.025
50,1000,0.158845,1.72988e+13,0.0102724,100,0.02
75,1000,0.914223,2.86227e+13,0.015118,100,0.0133333
100,1000,0.292438,4.889e+13,0.0200269,100,0.01
125,1000,3.9668,4.9915e+13,0.024493,100,0.008
150,1000,0.219994,5.53985e+13,0.0295519,100,0.00666667
250,1000,2.03224,1.09676e+14,0.0492074,100,0.004
400,1000,5.73803,1.56859e+14,0.0781686,100,0.0025
500,1000,2.67005,2.43812e+14,0.09757,100,0.002
1000,1000,1.61704,4.34665e+14,0.192266,100,0.001
2000,1000,2.16487,1.03591e+15,0.380494,100,0.0005
3500,1000,0.705021,5.84425e+14,0.646716,100,0.000285714
5000,1000,1.34104,8.6225e+14,0.90509,100,0.0002
7500,1000,4.19317,6.19675e+14,1.36198,100,0.000133333
10000,1000,2.06852,8.62102e+14,1.80674,100,0.0001
5,1000,4.25199,1.40802e+12,0.0014271,100,0.2
10,1000,2.32845,2.49493e+12,0.0022946,100,0.1
30,1000,1.95425,9.82832e+12,0.0060249,100,0.0333333
40,1000,2.96431,1.11897e+13,0.008008,100,0.025
50,1000,1.32721,2.41789e+13,0.0097815,100,0.02
75,1000,4.10012,3.52951e+13,0.0150872,100,0.0133333
100,1000,3.50039,5.89964e+13,0.0203205,100,0.01
125,1000,0.36448,6.08203e+13,0.0235459,100,0.008
150,1000,1.61033,7.40294e+13,0.029289,100,0.00666667
250,1000,3.44596,1.15196e+14,0.0484002,100,0.004
400,1000,7.36303,1.98649e+14,0.0780509,100,0.0025
500,1000,2.51279,2.24351e+14,0.0953021,100,0.002
1000,1000,1.73667,3.67288e+14,0.181202,100,0.001
2000,1000,1.42336,8.02873e+14,0.376155,100,0.0005
3500,1000,0.494831,6.24745e+14,0.651778,100,0.000285714
5000,1000,0.2379,9.44022e+14,0.899866,100,0.0002
7500,1000,3.16662,8.63962e+14,1.39504,100,0.000133333
10000,1000,4.22642,6.72982e+14,1.81461,100,0.0001
5,1000,2.50107,2.14636e+12,0.0013537,100,0.2
10,1000,1.11656,4.0921e+12,0.0022506,100,0.1
30,1000,5.92811,1.06052e+13,0.0057177,100,0.0333333
40,1000,2.71953,1.9818e+13,0.0083836,100,0.025
50,1000,2.90421,2.29286e+13,0.0102027,100,0.02
75,1000,1.55149,3.28394e+13,0.014741,100,0.0133333
100,1000,2.36416,5.19946e+13,0.0199945,100,0.01
125,1000,6.71606,8.42267e+13,0.0244313,100,0.008
150,1000,5.9926,7.74853e+13,0.0295943,100,0.00666667
250,1000,3.78583,1.71149e+14,0.048675,100,0.004
400,1000,5.05443,1.81882e+14,0.0789265,100,0.0025
500,1000,3.26039,2.90866e+14,0.0956601,100,0.002
1000,1000,0.740442,4.60346e+14,0.1815,100,0.001
2000,1000,1.19219,7.3983e+14,0.363984,100,0.0005
3500,1000,0.783571,5.53909e+14,0.622219,100,0.000285714
5000,1000,4.71799,8.02285e+14,0.881126,100,0.0002
7500,1000,5.58194,7.85787e+14,1.36359,100,0.000133333
10000,1000,1.65596,6.69501e+14,1.7822,100,0.0001
5,1000,1.51064,1.99692e+12,0.0013764,100,0.2
10,1000,2.21202,4.17565e+12,0.0022442,100,0.1
30,1000,0.390975,1.13406e+13,0.0062543,100,0.0333333
40,1000,0.496197,1.45451e+13,0.0083261,100,0.025
50,1000,3.05142,2.33546e+13,0.011124,100,0.02
75,1000,5.386,2.81975e+13,0.0161695,100,0.0133333
100,1000,4.37001,3.62399e+13,0.0195248,100,0.01
125,1000,4.51807,5.87447e+13,0.026799,100,0.008
150,1000,3.69188,5.79291e+13,0.0316501,100,0.00666667
250,1000,1.92323,9.11463e+13,0.050748,100,0.004
400,1000,0.179368,1.29031e+14,0.0767982,100,0.0025
500,1000,0.842085,1.87267e+14,0.0959155,100,0.002
1000,1000,3.2831,4.26061e+14,0.188015,100,0.001
2000,1000,1.82649,7.10326e+14,0.37532,100,0.0005
3500,1000,5.45951,6.17181e+14,0.660437,100,0.000285714
5000,1000,0.428351,1.01344e+15,0.915218,100,0.0002
7500,1000,0.194093,8.21254e+14,1.42878,100,0.000133333
10000,1000,1.86901,8.94192e+14,1.78031,100,0.0001
5,1000,4.9866,2.84665e+12,0.0014216,100,0.2
10,1000,2.71832,5.68906e+12,0.0022336,100,0.1
30,1000,3.12869,1.05371e+13,0.006219,100,0.0333333
40,1000,4.03289,1.5047e+13,0.0081539,100,0.025
50,1000,2.12659,2.18551e+13,0.0105422,100,0.02
75,1000,0.881746,2.66391e+13,0.0150275,100,0.0133333
100,1000,2.02577,5.59174e+13,0.0192907,100,0.01
125,1000,3.42564,7.05021e+13,0.0246716,100,0.008
150,1000,3.78165,6.082e+13,0.0285041,100,0.00666667
250,1000,1.30314,1.24737e+14,0.0479946,100,0.004
400,1000,2.51386,2.55443e+14,0.0703901,100,0.0025
500,1000,1.27108,1.97705e+14,0.0960389,100,0.002
1000,1000,0.60174,4.8472e+14,0.196496,100,0.001
2000,1000,4.90861,9.83e+14,0.363959,100,0.0005
3500,1000,4.42624,7.05325e+14,0.630835,100,0.000285714
5000,1000,6.7087,8.49729e+14,0.891508,100,0.0002
7500,1000,0.805609,9.65658e+14,1.37572,100,0.000133333
10000,1000,1.82615,8.82632e+14,1.79909,100,0.0001
5,1000,4.11041,1.75701e+12,0.0013483,100,0.2
10,1000,2.43407,3.41519e+12,0.0023199,100,0.1
30,1000,2.81147,1.1965e+13,0.0060208,100,0.0333333
40,1000,1.04803,1.60013e+13,0.0081964,100,0.025
50,1000,1.83973,1.89919e+13,0.0102821,100,0.02
75,1000,2.77608,3.15125e+13,0.0151409,100,0.0133333
100,1000,3.37495,5.31915e+13,0.0199234,100,0.01
125,1000,3.01715,4.47074e+13,0.0248448,100,0.008
150,1000,3.25797,8.53835e+13,0.0295922,100,0.00666667
250,1000,3.5432,8.66262e+13,0.0482474,100,0.004
400,1000,8.89379,2.18852e+14,0.0705493,100,0.0025
500,1000,7.41012,2.1778e+14,0.0941184,100,0.002
1000,1000,5.60222,5.06833e+14,0.175964,100,0.001
2000,1000,4.01306,1.03127e+15,0.361186,100,0.0005
3500,1000,1.08077,6.04179e+14,0.647249,100,0.000285714
5000,1000,4.67496,8.70862e+14,0.909851,100,0.0002
7500,1000,0.285036,8.29527e+14,1.36488,100,0.000133333
10000,1000,0.210925,8.50126e+14,1.78311,100,0.0001
5,1000,7.27085,3.35427e+12,0.0014018,100,0.2
10,1000,0.979666,5.07339e+12,0.002292,100,0.1
30,1000,1.24587,1.31986e+13,0.0060053,100,0.0333333
40,1000,1.37147,1.68451e+13,0.0077779,100,0.025
50,1000,2.65597,2.71661e+13,0.010136,100,0.02
75,1000,1.3256,3.86018e+13,0.0150167,100,0.0133333
100,1000,3.18439,5.34488e+13,0.0217481,100,0.01
125,1000,0.823942,7.03477e+13,0.0250641,100,0.008
150,1000,5.35276,7.74206e+13,0.0304377,100,0.00666667
250,1000,4.98644,1.31059e+14,0.0470314,100,0.004
400,1000,1.25236,2.15483e+14,0.0768896,100,0.0025
500,1000,1.27009,3.70982e+14,0.0951464,100,0.002
1000,1000,0.21745,5.95059e+14,0.190041,100,0.001
2000,1000,0.199636,1.1104e+15,0.37442,100,0.0005
3500,1000,5.45012,6.40654e+14,0.654192,100,0.000285714
5000,1000,3.11216,8.97236e+14,0.960231,100,0.0002
7500,1000,1.63244,9.88173e+14,1.36733,100,0.000133333
10000,1000,6.46298,5.70535e+14,1.8025,100,0.0001
5,1000,1.37892,1.93637e+12,0.0014112,100,0.2
10,1000,2.26561,3.95589e+12,0.0023546,100,0.1
30,1000,7.09721,1.36688e+13,0.0060204,100,0.0333333
40,1000,3.61467,1.95125e+13,0.0083293,100,0.025
50,1000,2.98093,2.10662e+13,0.0102287,100,0.02
75,1000,0.795013,2.47257e+13,0.0149531,100,0.0133333
100,1000,2.51936,3.03866e+13,0.0200016,100,0.01
125,1000,2.56869,4.62918e+13,0.025226,100,0.008
150,1000,0.922268,5.3008e+13,0.0307713,100,0.00666667
250,1000,10.9757,1.02793e+14,0.0497667,100,0.004
400,1000,5.4781,1.74825e+14,0.0773825,100,0.0025
500,1000,3.4934,2.28063e+14,0.0962871,100,0.002
1000,1000,5.62628,4.14719e+14,0.185561,100,0.001
2000,1000,1.3687,8.69307e+14,0.390418,100,0.0005
3500,1000,5.50954,6.56231e+14,0.654391,100,0.000285714
5000,1000,9.22244,5.51229e+14,0.926498,100,0.0002
7500,1000,11.6447,6.08023e+14,1.37682,100,0.000133333
10000,1000,6.31938,7.06214e+14,1.84036,100,0.0001
5,1000,1.74775,2.07689e+12,0.0015231,100,0.2
10,1000,4.35494,3.74641e+12,0.0023494,100,0.1
30,1000,9.46722,1.24513e+13,0.0058195,100,0.0333333
40,1000,7.06894,1.7795e+13,0.0082906,100,0.025
50,1000,4.09035,1.86565e+13,0.0105819,100,0.02
75,1000,3.41912,4.12395e+13,0.0157095,100,0.0133333
100,1000,4.03302,4.94149e+13,0.0208851,100,0.01
125,1000,0.979687,6.06056e+13,0.0287816,100,0.008
150,1000,0.788491,7.55225e+13,0.0315718,100,0.00666667
250,1000,3.68291,1.06785e+14,0.0491894,100,0.004
400,1000,6.10011,1.91372e+14,0.0768462,100,0.0025
500,1000,4.05432,2.19382e+14,0.0897857,100,0.002
1000,1000,1.9589,4.91575e+14,0.184357,100,0.001
2000,1000,6.22237,9.89732e+14,0.367938,100,0.0005
3500,1000,1.51457,5.87665e+14,0.645099,100,0.000285714
5000,1000,0.849984,8.61927e+14,0.895258,100,0.0002
7500,1000,1.81788,1.01001e+15,1.37833,100,0.000133333
10000,1000,1.90149,6.69087e+14,1.8132,100,0.0001
5,1000,5.8437,3.02521e+12,0.0014181,100,0.2
10,1000,4.41609,4.77659e+12,0.0022104,100,0.1
30,1000,4.90137,1.26692e+13,0.0061171,100,0.0333333
40,1000,1.766,1.63787e+13,0.0081582,100,0.025
50,1000,0.249328,2.33873e+13,0.0102323,100,0.02
75,1000,0.394164,3.53861e+13,0.0149392,100,0.0133333
100,1000,2.11097,4.71747e+13,0.0196784,100,0.01
125,1000,2.05823,5.28711e+13,0.0251793,100,0.008
150,1000,1.37168,6.62812e+13,0.0298181,100,0.00666667
250,1000,2.60759,1.00019e+14,0.0490695,100,0.004
400,1000,1.80834,1.72665e+14,0.0761933,100,0.0025
500,1000,2.2255,2.05736e+14,0.0955413,100,0.002
1000,1000,3.35636,4.03009e+14,0.182995,100,0.001
2000,1000,1.55691,8.35049e+14,0.366417,100,0.0005
3500,1000,4.38449,5.23326e+14,0.694439,100,0.000285714
5000,1000,5.94841,7.94743e+14,0.921134,100,0.0002
7500,1000,4.31458,7.41559e+14,1.4067,100,0.000133333
10000,1000,7.03549,5.8101e+14,1.8474,100,0.0001
5,1000,1.00519,2.01841e+12,0.0014135,100,0.2
10,1000,5.41915,4.33488e+12,0.0022456,100,0.1
30,1000,4.12432,1.21928e+13,0.0061448,100,0.0333333
40,1000,7.56267,1.81596e+13,0.0084057,100,0.025
50,1000,8.71526,2.84072e+13,0.0105334,100,0.02
75,1000,3.76341,2.79114e+13,0.0152849,100,0.0133333
100,1000,4.23116,5.37797e+13,0.0186674,100,0.01
125,1000,3.24737,4.33355e+13,0.0248097,100,0.008
150,1000,4.27271,5.87038e+13,0.0298124,100,0.00666667
250,1000,4.68412,9.62529e+13,0.0486645,100,0.004
400,1000,4.54721,1.48893e+14,0.0771577,100,0.0025
500,1000,5.49302,2.02898e+14,0.0965451,100,0.002
1000,1000,8.93767,3.96222e+14,0.190608,100,0.001
2000,1000,8.73677,7.30396e+14,0.404022,100,0.0005
3500,1000,5.56832,5.1379e+14,0.653141,100,0.000285714
5000,1000,9.24909,7.77716e+14,0.916221,100,0.0002
7500,1000,9.1233,7.03621e+14,1.48292,100,0.000133333
10000,1000,10.9955,1.00572e+15,1.86325,100,0.0001
5,1000,1.96203,2.02131e+12,0.0014663,100,0.2
10,1000,0.326515,3.53722e+12,0.0022786,100,0.1
30,1000,1.63369,1.28043e+13,0.0061812,100,0.0333333
40,1000,3.17253,1.72995e+13,0.008344,100,0.025
50,1000,2.29363,2.76644e+13,0.0105801,100,0.02
75,1000,3.48278,3.64529e+13,0.015265,100,0.0133333
100,1000,0.163993,4.58397e+13,0.0195793,100,0.01
125,1000,3.29363,6.45417e+13,0.0261536,100,0.008
150,1000,0.125577,6.12794e+13,0.0297689,100,0.00666667
250,1000,0.288393,1.17519e+14,0.0481429,100,0.004
400,1000,2.27701,1.77698e+14,0.0768327,100,0.0025
500,1000,4.56612,2.41351e+14,0.0959066,100,0.002
1000,1000,1.27326,4.79204e+14,0.185116,100,0.001
2000,1000,0.494751,6.84824e+14,0.360413,100,0.0005
3500,1000,2.25417,4.92628e+14,0.621417,100,0.000285714
5000,1000,2.22802,7.54124e+14,0.889074,100,0.0002
7500,1000,1.32073,6.52779e+14,1.34634,100,0.000133333
10000,1000,2.09883,6.91824e+14,1.80568,100,0.0001
5,1000,3.63643,2.55032e+12,0.0016192,100,0.2
10,1000,1.54012,4.37213e+12,0.0023965,100,0.1
30,1000,6.38753,1.41372e+13,0.0060836,100,0.0333333
40,1000,6.70757,1.8689e+13,0.0085227,100,0.025
50,1000,9.73487,2.33842e+13,0.010599,100,0.02
75,1000,4.83376,4.04101e+13,0.0153151,100,0.0133333
100,1000,4.97565,4.59519e+13,0.0198514,100,0.01
125,1000,0.214861,4.70208e+13,0.022429,100,0.008
150,1000,1.03638,7.92736e+13,0.029793,100,0.00666667
250,1000,1.09413,1.33025e+14,0.0492216,100,0.004
400,1000,2.76098,1.96057e+14,0.0763371,100,0.0025
500,1000,3.94639,2.23353e+14,0.0964612,100,0.002
1000,1000,3.81806,5.55318e+14,0.180351,100,0.001
2000,1000,0.352241,9.43459e+14,0.35999,100,0.0005
3500,1000,0.305555,7.82486e+14,0.631776,100,0.000285714
5000,1000,1.57813,7.10585e+14,0.90289,100,0.0002
7500,1000,2.46583,6.7843e+14,1.39292,100,0.000133333
10000,1000,0.231848,8.57776e+14,1.79469,100,0.0001
5,1000,6.45062,1.88147e+12,0.0014716,100,0.2
10,1000,4.3862,3.78227e+12,0.0022495,100,0.1
30,1000,0.830978,9.74753e+12,0.0060877,100,0.0333333
40,1000,3.94578,1.51668e+13,0.0083234,100,0.025
50,1000,1.81423,1.64761e+13,0.0101845,100,0.02
75,1000,3.16378,2.79119e+13,0.0151777,100,0.0133333
100,1000,2.93995,4.35222e+13,0.0200936,100,0.01
125,1000,1.76616,4.41662e+13,0.0245512,100,0.008
150,1000,4.1041,6.62856e+13,0.0301111,100,0.00666667
250,1000,8.60238,9.26649e+13,0.0499127,100,0.004
400,1000,5.74724,1.55868e+14,0.0784756,100,0.0025
500,1000,11.0363,2.32787e+14,0.0976412,100,0.002
1000,1000,9.71879,5.64544e+14,0.208853,100,0.001
2000,1000,8.66118,1.06036e+15,0.376814,100,0.0005
3500,1000,9.18277,6.00354e+14,0.646544,100,0.000285714
5000,1000,2.20261,8.46341e+14,0.899917,100,0.0002
7500,1000,3.93013,6.47075e+14,1.41284,100,0.000133333
10000,1000,2.31014,8.15687e+14,1.79073,100,0.0001
5,1000,1.46026,2.02726e+12,0.0014259,100,0.2
10,1000,0.69346,3.92152e+12,0.0022632,100,0.1
30,1000,3.81509,1.13157e+13,0.0059976,100,0.0333333
40,1000,0.413371,1.89533e+13,0.0077619,100,0.025
50,1000,1.60157,2.94326e+13,0.0099346,100,0.02
75,1000,2.31595,2.60803e+13,0.0152654,100,0.0133333
100,1000,0.143668,5.96193e+13,0.0196558,100,0.01
125,1000,3.19348,6.28524e+13,0.0247465,100,0.008
150,1000,0.975501,5.06556e+13,0.0296765,100,0.00666667
250,1000,2.22281,8.64856e+13,0.0496685,100,0.004
400,1000,3.77455,1.60412e+14,0.0773205,100,0.0025
500,1000,3.71282,2.81589e+14,0.0953317,100,0.002
1000,1000,1.28371,5.13417e+14,0.182807,100,0.001
2000,1000,4.64203,9.22775e+14,0.368681,100,0.0005
3500,1000,4.94199,5.62659e+14,0.649234,100,0.000285714
5000,1000,7.2344,6.15756e+14,0.92926,100,0.0002
7500,1000,0.213227,7.99529e+14,1.40206,100,0.000133333
10000,1000,4.1088,9.12539e+14,1.83054,100,0.0001
5,1000,6.93805,2.41469e+12,0.0014302,100,0.2
10,1000,4.97904,3.98512e+12,0.002219,100,0.1
30,1000,0.824916,1.35171e+13,0.0061892,100,0.0333333
40,1000,3.03334,1.74752e+13,0.0081138,100,0.025
50,1000,1.31053,2.77877e+13,0.0102905,100,0.02
75,1000,1.25488,2.74783e+13,0.0149602,100,0.0133333
100,1000,2.21649,4.20326e+13,0.022571,100,0.01
125,1000,2.77378,4.26581e+13,0.0262348,100,0.008
150,1000,1.45909,4.80253e+13,0.0306062,100,0.00666667
250,1000,4.69795,9.63559e+13,0.0517219,100,0.004
400,1000,0.995693,1.56192e+14,0.0789364,100,0.0025
500,1000,4.70471,2.27624e+14,0.0969689,100,0.002
1000,1000,5.74762,4.33624e+14,0.185716,100,0.001
2000,1000,7.63742,8.79006e+14,0.385135,100,0.0005
3500,1000,7.72194,6.79632e+14,0.653257,100,0.000285714
5000,1000,12.9514,9.73138e+14,0.926476,100,0.0002
7500,1000,2.23696,8.30464e+14,1.38669,100,0.000133333
10000,1000,3.74759,7.40498e+14,1.80773,100,0.0001
5,1000,3.3688,2.65985e+12,0.0013883,100,0.2
10,1000,1.7028,4.3469e+12,0.0023263,100,0.1
30,1000,10.2037,1.09277e+13,0.0063451,100,0.0333333
40,1000,1.18687,2.08879e+13,0.0084448,100,0.025
50,1000,4.79452,2.20971e+13,0.0105584,100,0.02
75,1000,0.416926,3.70557e+13,0.0146868,100,0.0133333
100,1000,0.0507561,4.91148e+13,0.0199402,100,0.01
125,1000,8.19335,5.45137e+13,0.0256806,100,0.008
150,1000,2.91214,6.62858e+13,0.0306275,100,0.00666667
250,1000,2.94604,9.71485e+13,0.0540343,100,0.004
400,1000,4.39554,1.88566e+14,0.0790777,100,0.0025
500,1000,3.13565,2.38875e+14,0.0973335,100,0.002
1000,1000,9.71732,5.06984e+14,0.18677,100,0.001
2000,1000,3.4992,1.11581e+15,0.394789,100,0.0005
3500,1000,1.92119,6.19744e+14,0.658811,100,0.000285714
5000,1000,4.01728,9.72804e+14,0.91563,100,0.0002
7500,1000,2.75025,6.69678e+14,1.39369,100,0.000133333
10000,1000,0.192268,8.17838e+14,1.84372,100,0.0001
5,1000,8.83641,2.57889e+12,0.0014478,100,0.2
10,1000,3.05468,4.17573e+12,0.0023424,100,0.1
30,1000,7.54541,9.98646e+12,0.0055393,100,0.0333333
40,1000,0.0754013,2.0236e+13,0.0081102,100,0.025
50,1000,0.660992,1.86101e+13,0.0104504,100,0.02
75,1000,0.352136,2.68361e+13,0.01527,100,0.0133333
100,1000,0.694208,4.18066e+13,0.0196628,100,0.01
125,1000,9.2775,5.02133e+13,0.0252931,100,0.008
150,1000,3.70144,4.90076e+13,0.0299687,100,0.00666667
250,1000,0.278992,9.17341e+13,0.0490706,100,0.004
400,1000,3.31497,2.12432e+14,0.077209,100,0.0025
500,1000,2.11007,2.17145e+14,0.10273,100,0.002
1000,1000,9.69643,5.05204e+14,0.196887,100,0.001
2000,1000,7.91361,9.8348e+14,0.374308,100,0.0005
3500,1000,9.47334,1.20923e+15,0.672111,100,0.000285714
5000,1000,6.89701,9.14913e+14,0.941205,100,0.0002
7500,1000,3.65708,7.06352e+14,1.41865,100,0.000133333
10000,1000,6.21919,6.4668e+14,1.87151,100,0.0001
5,1000,2.73755,2.60894e+12,0.0014148,100,0.2
10,1000,2.90456,5.33789e+12,0.0023524,100,0.1
30,1000,1.63109,1.33224e+13,0.0061875,100,0.0333333
40,1000,0.0343406,1.7865e+13,0.0075253,100,0.025
50,1000,3.94236,1.93403e+13,0.0104901,100,0.02
75,1000,0.97691,2.97817e+13,0.0150995,100,0.0133333
100,1000,5.77293,3.84566e+13,0.0198291,100,0.01
125,1000,0.54298,4.79836e+13,0.0255526,100,0.008
150,1000,4.41688,6.56913e+13,0.0303464,100,0.00666667
250,1000,5.77736,1.12866e+14,0.0489466,100,0.004
400,1000,10.7135,1.61823e+14,0.0781059,100,0.0025
500,1000,11.2517,2.4326e+14,0.0973796,100,0.002
