N,P,APE,kappa,runtime,K,dt
500,1000,0.0610703,3.24488e+13,0.113657,110,0.002
1000,1000,0.138448,5.58994e+13,0.219147,110,0.001
2000,1000,0.463069,1.05793e+14,0.456284,110,0.0005
3500,1000,3.21836,1.75241e+14,0.794271,110,0.000285714
5000,1000,3.69049,2.75049e+14,1.13291,110,0.0002
7500,1000,0.113337,3.37809e+14,1.73403,110,0.000133333
10000,1000,0.140368,2.19871e+14,2.33773,110,0.0001
5,1000,0.980167,9.57833e+11,0.0017131,110,0.2
10,1000,1.97933,1.58769e+12,0.0027836,110,0.1
30,1000,1.5162,2.72283e+12,0.0074461,110,0.0333333
40,1000,2.50989,3.29347e+12,0.0103014,110,0.025
50,1000,1.1642,3.8802e+12,0.0124899,110,0.02
75,1000,1.89444,5.21945e+12,0.0184673,110,0.0133333
100,1000,2.92627,6.56916e+12,0.0245664,110,0.01
125,1000,3.50767,8.13018e+12,0.0307886,110,0.008
150,1000,0.641374,8.92443e+12,0.0364626,110,0.00666667
250,1000,0.362458,1.48116e+13,0.060219,110,0.004
400,1000,0.178823,2.08701e+13,0.0931268,110,0.0025
500,1000,0.350057,2.77759e+13,0.1174,110,0.002
1000,1000,1.24344,5.90141e+13,0.228317,110,0.001
2000,1000,0.319286,1.07961e+14,0.505996,110,0.0005
3500,1000,0.307977,1.6264e+14,0.860314,110,0.000285714
5000,1000,1.32771,2.73717e+14,1.17566,110,0.0002
7500,1000,1.6325,4.24127e+14,1.70722,110,0.000133333
10000,1000,0.154118,2.21562e+14,2.26846,110,0.0001
5,1000,1.72401,1.20841e+12,0.0016835,110,0.2
10,1000,0.971774,1.84015e+12,0.0026517,110,0.1
30,1000,1.78769,2.85167e+12,0.0075126,110,0.0333333
40,1000,2.54055,3.26988e+12,0.0093951,110,0.025
50,1000,0.651487,3.92772e+12,0.0123654,110,0.02
75,1000,0.708072,4.99862e+12,0.0184531,110,0.0133333
100,1000,0.719743,7.47399e+12,0.0245551,110,0.01
125,1000,1.16391,8.6538e+12,0.0300649,110,0.008
150,1000,1.34123,1.03257e+13,0.0357478,110,0.00666667
250,1000,0.0762365,1.53946e+13,0.0585279,110,0.004
400,1000,0.880816,2.49962e+13,0.0939475,110,0.0025
500,1000,0.0125754,2.71981e+13,0.115797,110,0.002
1000,1000,1.04903,5.4747e+13,0.226035,110,0.001
2000,1000,2.49437,1.1535e+14,0.462174,110,0.0005
3500,1000,0.0771012,2.00136e+14,0.82428,110,0.000285714
5000,1000,1.54856,2.73869e+14,1.15116,110,0.0002
7500,1000,0.477872,4.26823e+14,1.71831,110,0.000133333
10000,1000,0.522069,2.00435e+14,2.35122,110,0.0001
5,1000,3.98932,9.4831e+11,0.0015289,110,0.2
10,1000,1.89528,1.41579e+12,0.0024998,110,0.1
30,1000,4.47947,2.85418e+12,0.0070776,110,0.0333333
40,1000,0.383633,3.19007e+12,0.0102797,110,0.025
50,1000,1.06289,3.58945e+12,0.0128819,110,0.02
75,1000,2.05543,5.03236e+12,0.0190374,110,0.0133333
100,1000,1.19301,6.59208e+12,0.0276148,110,0.01
125,1000,0.96677,7.33108e+12,0.0332179,110,0.008
150,1000,0.406671,9.74706e+12,0.0372875,110,0.00666667
250,1000,4.05286,1.30486e+13,0.0594683,110,0.004
400,1000,3.19572,2.26396e+13,0.096662,110,0.0025
500,1000,2.33287,2.94717e+13,0.123842,110,0.002
1000,1000,3.28042,5.96988e+13,0.248989,110,0.001
2000,1000,2.01493,1.15806e+14,0.499955,110,0.0005
3500,1000,1.5017,1.6616e+14,0.841974,110,0.000285714
5000,1000,1.57837,2.8494e+14,1.18459,110,0.0002
7500,1000,1.32356,4.51062e+14,1.93296,110,0.000133333
10000,1000,1.24326,2.26309e+14,2.47731,110,0.0001
5,1000,3.94393,1.43659e+12,0.0016919,110,0.2
10,1000,2.52163,1.77655e+12,0.0026632,110,0.1
30,1000,2.97935,2.86048e+12,0.007731,110,0.0333333
40,1000,0.633351,3.38935e+12,0.0099008,110,0.025
50,1000,0.213456,4.33297e+12,0.0127547,110,0.02
75,1000,3.05915,4.86488e+12,0.0182838,110,0.0133333
100,1000,0.809313,7.58991e+12,0.0241662,110,0.01
125,1000,1.15686,7.85443e+12,0.0300528,110,0.008
150,1000,1.48285,9.37757e+12,0.0364046,110,0.00666667
250,1000,2.48446,1.5915e+13,0.0592194,110,0.004
400,1000,1.6458,2.7754e+13,0.0939493,110,0.0025
500,1000,4.25372,3.77236e+13,0.121009,110,0.002
1000,1000,2.02831,6.15827e+13,0.252722,110,0.001
2000,1000,1.49408,1.27129e+14,0.499963,110,0.0005
3500,1000,3.10344,1.83669e+14,0.870998,110,0.000285714
5000,1000,2.47661,2.84261e+14,1.24081,110,0.0002
7500,1000,3.31015,4.24677e+14,2.04677,110,0.000133333
10000,1000,2.72573,1.97868e+14,2.58783,110,0.0001
5,1000,0.657641,9.81407e+11,0.0018393,110,0.2
10,1000,2.51851,1.44706e+12,0.0030304,110,0.1
30,1000,0.863034,2.80296e+12,0.0089217,110,0.0333333
40,1000,2.94217,3.48013e+12,0.012414,110,0.025
50,1000,0.100748,3.61268e+12,0.0155793,110,0.02
75,1000,0.607128,4.84694e+12,0.0228213,110,0.0133333
100,1000,0.183005,5.79532e+12,0.0266809,110,0.01
125,1000,2.03159,6.80612e+12,0.0333125,110,0.008
150,1000,2.174,8.07361e+12,0.0391294,110,0.00666667
250,1000,5.45703,1.34421e+13,0.0717552,110,0.004
400,1000,2.89999,2.20725e+13,0.115745,110,0.0025
500,1000,4.81363,2.60827e+13,0.125885,110,0.002
1000,1000,6.20484,5.81355e+13,0.280303,110,0.001
2000,1000,2.80936,1.09525e+14,0.610994,110,0.0005
3500,1000,4.51984,1.79193e+14,1.07956,110,0.000285714
5000,1000,9.17234,2.30144e+14,1.29018,110,0.0002
7500,1000,2.18337,3.82464e+14,2.14454,110,0.000133333
10000,1000,5.73609,2.11276e+14,2.75806,110,0.0001
5,1000,2.51701,9.47176e+11,0.0018837,110,0.2
10,1000,3.50537,1.40485e+12,0.0030916,110,0.1
30,1000,4.07177,2.7466e+12,0.0084991,110,0.0333333
40,1000,1.25389,3.28091e+12,0.0108975,110,0.025
50,1000,2.22961,3.49767e+12,0.0146222,110,0.02
75,1000,1.20075,5.50758e+12,0.0199294,110,0.0133333
100,1000,1.59038,6.83404e+12,0.0329446,110,0.01
125,1000,2.6387,8.0476e+12,0.0374679,110,0.008
150,1000,1.81147,9.8884e+12,0.0427433,110,0.00666667
250,1000,1.43896,1.46357e+13,0.0685396,110,0.004
400,1000,2.02017,2.45566e+13,0.113808,110,0.0025
500,1000,2.55174,2.42742e+13,0.173945,110,0.002
1000,1000,1.17489,5.0705e+13,0.292679,110,0.001
2000,1000,5.82449,1.10802e+14,0.744645,110,0.0005
3500,1000,2.85515,1.75746e+14,0.94256,110,0.000285714
5000,1000,1.5503,2.68284e+14,1.1694,110,0.0002
7500,1000,0.196305,3.93057e+14,1.8272,110,0.000133333
10000,1000,3.67228,2.07235e+14,2.35477,110,0.0001
5,1000,3.72124,1.14283e+12,0.0018353,110,0.2
10,1000,1.86505,1.55383e+12,0.002791,110,0.1
30,1000,0.122686,2.68615e+12,0.0090524,110,0.0333333
40,1000,0.0274147,3.2024e+12,0.0106041,110,0.025
50,1000,2.76291,3.9698e+12,0.0127478,110,0.02
75,1000,1.31346,5.67918e+12,0.0189135,110,0.0133333
100,1000,0.279984,6.67826e+12,0.02427,110,0.01
125,1000,2.9679,8.12548e+12,0.031655,110,0.008
150,1000,1.1854,9.47259e+12,0.0365907,110,0.00666667
250,1000,1.00206,1.37256e+13,0.0600798,110,0.004
400,1000,2.32754,2.11972e+13,0.093729,110,0.0025
500,1000,0.946882,2.67247e+13,0.115331,110,0.002
1000,1000,0.575007,4.91242e+13,0.221211,110,0.001
2000,1000,2.56717,9.72478e+13,0.46677,110,0.0005
3500,1000,2.1692,1.44383e+14,0.832448,110,0.000285714
5000,1000,1.3182,2.26197e+14,1.18257,110,0.0002
7500,1000,2.63473,3.72411e+14,1.78517,110,0.000133333
10000,1000,0.474072,1.91943e+14,2.34181,110,0.0001
5,1000,1.6001,1.02479e+12,0.001809,110,0.2
10,1000,2.78269,1.61366e+12,0.0030219,110,0.1
30,1000,3.33341,2.6965e+12,0.0076551,110,0.0333333
40,1000,2.20356,3.44492e+12,0.0101058,110,0.025
50,1000,3.05426,4.34457e+12,0.0127329,110,0.02
75,1000,5.22077,4.77803e+12,0.0186249,110,0.0133333
100,1000,0.250453,7.06139e+12,0.0239592,110,0.01
125,1000,0.520622,7.67626e+12,0.0294769,110,0.008
150,1000,2.45134,8.92953e+12,0.0366823,110,0.00666667
250,1000,0.399436,1.42596e+13,0.0604729,110,0.004
400,1000,3.9492,2.34065e+13,0.0947115,110,0.0025
500,1000,2.75549,2.84406e+13,0.117131,110,0.002
1000,1000,2.06918,5.18653e+13,0.23341,110,0.001
2000,1000,4.03337,9.73327e+13,0.472851,110,0.0005
3500,1000,3.06752,1.60363e+14,0.815516,110,0.000285714
5000,1000,5.75383,2.53168e+14,1.18613,110,0.0002
7500,1000,6.76986,3.3316e+14,1.82375,110,0.000133333
10000,1000,4.82815,2.05845e+14,2.36094,110,0.0001
5,1000,2.36937,1.0239e+12,0.0016983,110,0.2
10,1000,3.72924,1.44872e+12,0.0027014,110,0.1
30,1000,0.887779,2.75541e+12,0.0075164,110,0.0333333
40,1000,0.493217,3.13378e+12,0.010195,110,0.025
50,1000,0.0678749,4.25817e+12,0.0124605,110,0.02
75,1000,0.789715,5.40516e+12,0.0186387,110,0.0133333
100,1000,0.446883,6.70465e+12,0.0240774,110,0.01
125,1000,0.34401,9.21372e+12,0.0299629,110,0.008
150,1000,0.409832,9.04353e+12,0.0356081,110,0.00666667
250,1000,0.696476,1.45748e+13,0.058247,110,0.004
400,1000,0.635475,2.24355e+13,0.0935069,110,0.0025
500,1000,1.92628,2.64773e+13,0.114828,110,0.002
1000,1000,2.41161,4.52208e+13,0.242154,110,0.001
2000,1000,1.00561,8.70492e+13,0.457406,110,0.0005
3500,1000,2.44066,1.87451e+14,0.794207,110,0.000285714
5000,1000,1.23574,2.74468e+14,1.15309,110,0.0002
7500,1000,5.04229,4.04151e+14,1.72342,110,0.000133333
10000,1000,1.89319,1.8404e+14,2.37002,110,0.0001
5,1000,1.10667,1.19466e+12,0.0017159,110,0.2
10,1000,1.25554,1.51498e+12,0.0027966,110,0.1
30,1000,2.5779,2.93781e+12,0.0075788,110,0.0333333
40,1000,6.8748,3.32948e+12,0.010407,110,0.025
50,1000,4.38814,4.02744e+12,0.0133272,110,0.02
75,1000,4.39733,5.60615e+12,0.018905,110,0.0133333
100,1000,1.17122,6.44724e+12,0.0243459,110,0.01
125,1000,3.47618,7.50268e+12,0.0317853,110,0.008
150,1000,1.11239,1.0006e+13,0.0367364,110,0.00666667
250,1000,0.708561,1.54446e+13,0.0593069,110,0.004
400,1000,0.780581,2.0879e+13,0.0931132,110,0.0025
500,1000,1.71052,2.8689e+13,0.116598,110,0.002
1000,1000,1.88969,5.50884e+13,0.220877,110,0.001
2000,1000,0.00207018,1.04268e+14,0.45575,110,0.0005
3500,1000,1.92059,2.04711e+14,0.813648,110,0.000285714
5000,1000,2.68263,2.69664e+14,1.205,110,0.0002
7500,1000,2.91669,3.84609e+14,1.7943,110,0.000133333
10000,1000,0.770463,2.06668e+14,2.52801,110,0.0001
5,1000,0.91378,9.93045e+11,0.0016829,110,0.2
10,1000,1.44688,1.50239e+12,0.002752,110,0.1
30,1000,1.24399,2.60098e+12,0.0076988,110,0.0333333
40,1000,2.21765,2.9907e+12,0.0101639,110,0.025
50,1000,1.04132,3.35924e+12,0.0127099,110,0.02
75,1000,4.69036,5.07656e+12,0.0183853,110,0.0133333
100,1000,2.54648,6.23937e+12,0.0243097,110,0.01
125,1000,1.81512,7.6315e+12,0.0296209,110,0.008
150,1000,3.86158,9.42919e+12,0.0362039,110,0.00666667
250,1000,2.96669,1.39051e+13,0.0594988,110,0.004
400,1000,4.34665,2.03467e+13,0.0950674,110,0.0025
500,1000,4.11073,2.76375e+13,0.116092,110,0.002
1000,1000,6.09898,5.64378e+13,0.222881,110,0.001
2000,1000,4.00713,1.11846e+14,0.464925,110,0.0005
3500,1000,4.93282,1.89266e+14,0.814638,110,0.000285714
5000,1000,0.357279,2.35284e+14,1.18707,110,0.0002
7500,1000,3.84319,4.02742e+14,1.75016,110,0.000133333
10000,1000,3.85365,2.01719e+14,2.28809,110,0.0001
5,1000,0.07752,1.03613e+12,0.0016822,110,0.2
10,1000,3.11907,1.54587e+12,0.0028253,110,0.1
30,1000,0.155124,2.76241e+12,0.0074195,110,0.0333333
40,1000,2.02093,3.39434e+12,0.0104402,110,0.025
50,1000,1.01552,4.52674e+12,0.0126769,110,0.02
75,1000,2.86016,5.03155e+12,0.0183473,110,0.0133333
100,1000,1.79571,7.82279e+12,0.0236499,110,0.01
125,1000,1.0335,8.65515e+12,0.0299307,110,0.008
150,1000,2.70634,9.22101e+12,0.0356879,110,0.00666667
250,1000,0.837057,1.4582e+13,0.058058,110,0.004
400,1000,2.58605,2.3093e+13,0.0913062,110,0.0025
500,1000,0.203525,3.11672e+13,0.114321,110,0.002
1000,1000,1.91126,6.50375e+13,0.219359,110,0.001
2000,1000,4.11297,1.09396e+14,0.491843,110,0.0005
3500,1000,1.90881,1.98986e+14,0.90415,110,0.000285714
5000,1000,0.3435,2.8028e+14,1.25608,110,0.0002
7500,1000,3.34408,3.44995e+14,1.75496,110,0.000133333
10000,1000,2.74918,2.06921e+14,2.36245,110,0.0001
5,1000,5.99846,1.16537e+12,0.0017523,110,0.2
10,1000,2.93011,1.60365e+12,0.0029158,110,0.1
30,1000,1.42237,2.92419e+12,0.007745,110,0.0333333
40,1000,1.53572,3.3127e+12,0.0112446,110,0.025
50,1000,2.5295,3.80324e+12,0.0125586,110,0.02
75,1000,1.01535,4.85398e+12,0.0189512,110,0.0133333
100,1000,2.09487,5.85546e+12,0.0248029,110,0.01
125,1000,0.54319,7.64318e+12,0.0309722,110,0.008
150,1000,0.914139,8.74862e+12,0.0374835,110,0.00666667
250,1000,1.9873,1.35876e+13,0.0601182,110,0.004
400,1000,2.53648,2.2666e+13,0.0964564,110,0.0025
500,1000,2.89697,2.63518e+13,0.120398,110,0.002
1000,1000,3.67085,5.44953e+13,0.230435,110,0.001
2000,1000,5.65124,1.01344e+14,0.469761,110,0.0005
3500,1000,3.31397,1.86118e+14,0.838531,110,0.000285714
5000,1000,4.3729,2.68698e+14,1.15971,110,0.0002
7500,1000,1.4294,4.18655e+14,1.74752,110,0.000133333
10000,1000,2.98246,2.18497e+14,2.29708,110,0.0001
5,1000,2.23676,1.26116e+12,0.0017907,110,0.2
10,1000,1.5311,1.60975e+12,0.0028091,110,0.1
30,1000,5.63874,2.51555e+12,0.0075625,110,0.0333333
40,1000,3.70821,3.55646e+12,0.0099747,110,0.025
50,1000,0.221128,3.6264e+12,0.0123696,110,0.02
75,1000,2.44727,5.25771e+12,0.0186968,110,0.0133333
100,1000,0.655552,6.62331e+12,0.0242912,110,0.01
125,1000,1.7723,7.69096e+12,0.0302248,110,0.008
150,1000,2.95108,8.64093e+12,0.0367621,110,0.00666667
250,1000,5.01929,1.4936e+13,0.059689,110,0.004
400,1000,3.50633,2.20059e+13,0.0928023,110,0.0025
500,1000,3.9396,3.03798e+13,0.114586,110,0.002
1000,1000,4.92728,6.02223e+13,0.221772,110,0.001
2000,1000,1.68051,1.12311e+14,0.463152,110,0.0005
3500,1000,0.764921,2.19452e+14,0.811461,110,0.000285714
5000,1000,2.91715,2.80291e+14,1.21225,110,0.0002
7500,1000,1.02977,3.76536e+14,1.75416,110,0.000133333
10000,1000,0.57305,2.05008e+14,2.3163,110,0.0001
5,1000,3.22147,1.23047e+12,0.0017352,110,0.2
10,1000,0.652899,1.47596e+12,0.002773,110,0.1
30,1000,0.0582544,2.48378e+12,0.0071548,110,0.0333333
40,1000,1.65131,3.33874e+12,0.0099054,110,0.025
50,1000,0.742028,3.77613e+12,0.0125978,110,0.02
75,1000,1.19252,5.10462e+12,0.0187053,110,0.0133333
100,1000,1.87312,6.09193e+12,0.0239218,110,0.01
125,1000,1.37905,7.13945e+12,0.0301026,110,0.008
150,1000,4.36106,8.53951e+12,0.0357223,110,0.00666667
250,1000,1.81682,1.40326e+13,0.0587506,110,0.004
400,1000,1.29051,2.32304e+13,0.0928126,110,0.0025
500,1000,1.36335,2.88065e+13,0.113569,110,0.002
1000,1000,0.473715,6.20021e+13,0.220338,110,0.001
2000,1000,1.79767,1.22193e+14,0.45222,110,0.0005
3500,1000,3.02978,1.88493e+14,0.816944,110,0.000285714
5000,1000,8.59966,2.51763e+14,1.15281,110,0.0002
7500,1000,4.73002,3.98513e+14,1.74399,110,0.000133333
10000,1000,5.11505,1.97129e+14,2.282,110,0.0001
5,1000,1.14968,1.15892e+12,0.0016648,110,0.2
10,1000,2.83859,1.69339e+12,0.0029035,110,0.1
30,1000,2.91717,2.68199e+12,0.0072883,110,0.0333333
40,1000,1.85831,3.25142e+12,0.0110267,110,0.025
50,1000,1.73796,3.37646e+12,0.0123975,110,0.02
75,1000,0.972999,5.03848e+12,0.0187388,110,0.0133333
100,1000,0.817522,5.45397e+12,0.0239121,110,0.01
125,1000,1.11078,7.80711e+12,0.0303556,110,0.008
150,1000,2.10419,8.26754e+12,0.0365678,110,0.00666667
250,1000,0.551051,1.57757e+13,0.0547572,110,0.004
400,1000,3.18321,2.2173e+13,0.0923287,110,0.0025
500,1000,5.22603,2.97894e+13,0.114853,110,0.002
1000,1000,3.4384,5.63653e+13,0.223045,110,0.001
2000,1000,3.31454,9.77892e+13,0.467455,110,0.0005
3500,1000,0.574617,1.68494e+14,0.823505,110,0.000285714
5000,1000,4.52844,2.69362e+14,1.16705,110,0.0002
7500,1000,4.25726,3.21674e+14,1.80305,110,0.000133333
10000,1000,4.58524,2.02552e+14,2.46582,110,0.0001
5,1000,0.358672,1.17131e+12,0.0016409,110,0.2
10,1000,1.41256,1.70041e+12,0.0029002,110,0.1
30,1000,1.06299,2.74655e+12,0.0077275,110,0.0333333
40,1000,0.41614,3.84439e+12,0.0102189,110,0.025
50,1000,3.34351,3.9128e+12,0.0125111,110,0.02
75,1000,0.611483,5.23173e+12,0.018953,110,0.0133333
100,1000,2.69873,6.25872e+12,0.0239997,110,0.01
125,1000,0.28136,7.46789e+12,0.0301328,110,0.008
150,1000,4.89617,8.73505e+12,0.0366134,110,0.00666667
250,1000,0.911561,1.3436e+13,0.0551801,110,0.004
400,1000,1.19624,1.98514e+13,0.0911034,110,0.0025
500,1000,1.40712,2.75181e+13,0.112862,110,0.002
1000,1000,0.840949,5.16004e+13,0.220302,110,0.001
2000,1000,0.767579,1.01602e+14,0.454156,110,0.0005
3500,1000,4.56267,1.92416e+14,0.800173,110,0.000285714
5000,1000,1.9818,2.64139e+14,1.14777,110,0.0002
7500,1000,0.892239,3.80482e+14,1.70586,110,0.000133333
10000,1000,0.861106,2.04683e+14,2.2931,110,0.0001
5,1000,0.0598699,1.05681e+12,0.0016863,110,0.2
10,1000,0.562527,1.45674e+12,0.0026296,110,0.1
30,1000,0.735247,2.62036e+12,0.0075011,110,0.0333333
40,1000,0.601592,2.88876e+12,0.0100199,110,0.025
50,1000,1.07562,3.53945e+12,0.0124524,110,0.02
75,1000,1.96062,5.75407e+12,0.0180379,110,0.0133333
100,1000,1.94626,6.41467e+12,0.0239996,110,0.01
125,1000,2.59426,7.92307e+12,0.0299591,110,0.008
150,1000,0.807117,1.04858e+13,0.0357017,110,0.00666667
250,1000,2.10534,1.50757e+13,0.0592724,110,0.004
400,1000,0.787749,2.11789e+13,0.0934842,110,0.0025
500,1000,0.808276,2.57367e+13,0.113112,110,0.002
1000,1000,0.296644,5.4589e+13,0.218465,110,0.001
2000,1000,1.92899,1.0022e+14,0.457134,110,0.0005
3500,1000,1.5518,1.83163e+14,0.804381,110,0.000285714
5000,1000,2.80569,2.73585e+14,1.11815,110,0.0002
7500,1000,2.20756,4.2291e+14,1.74068,110,0.000133333
10000,1000,1.86781,2.06442e+14,2.29966,110,0.0001
5,1000,4.53606,1.23984e+12,0.001646,110,0.2
10,1000,0.419886,1.55389e+12,0.0026601,110,0.1
30,1000,0.983891,2.98715e+12,0.0071864,110,0.0333333
40,1000,3.30817,3.05544e+12,0.0110933,110,0.025
50,1000,0.193663,4.10869e+12,0.0124957,110,0.02
75,1000,4.47317,4.85133e+12,0.0185727,110,0.0133333
100,1000,0.518257,6.17716e+12,0.0244612,110,0.01
125,1000,0.0261541,7.66411e+12,0.0295566,110,0.008
150,1000,3.09663,8.17792e+12,0.0361906,110,0.00666667
250,1000,0.16263,1.5309e+13,0.0591458,110,0.004
400,1000,4.32638,2.37306e+13,0.0931425,110,0.0025
500,1000,2.65306,3.17068e+13,0.109921,110,0.002
1000,1000,0.141711,5.948e+13,0.221332,110,0.001
2000,1000,1.60594,1.08649e+14,0.467345,110,0.0005
3500,1000,1.73333,1.59036e+14,0.831558,110,0.000285714
5000,1000,1.07273,2.71161e+14,1.14934,110,0.0002
7500,1000,3.38049,4.47974e+14,1.74509,110,0.000133333
10000,1000,2.25476,2.0206e+14,2.27728,110,0.0001
5,1000,3.67227,9.56783e+11,0.0015858,110,0.2
10,1000,2.80495,1.35278e+12,0.0026418,110,0.1
30,1000,0.568499,2.42961e+12,0.0075191,110,0.0333333
40,1000,0.49184,2.85818e+12,0.0099784,110,0.025
50,1000,5.0646,3.71241e+12,0.0125127,110,0.02
