N,P,APE,kappa,runtime,K,dt,runFile
400,10000,0.833514,2149580000000000.0,0.222806,80.0,0.0025,0
500,10000,0.217892,839855000000000.0,0.270794,80.0,0.002,0
1000,10000,2.52192,166538000000000.0,0.579222,80.0,0.001,0
5000,10000,4.09794,4476750000000000.0,2.97242,80.0,0.0002,0
1,10000,4.12035,0.0,0.000976,80.0,1.0,0
2,10000,10.9393,2235670000000.0,0.0016612,80.0,0.5,0
3,10000,5.4944,4841520000000.0,0.0023167,80.0,0.333333,0
4,10000,0.572828,7279320000000.0,0.0028992,80.0,0.25,0
6,10000,1.02861,33693500000000.0,0.0041998,80.0,0.166667,0
7,10000,0.0494056,181751000000000.0,0.0049979,80.0,0.142857,0
8,10000,2.98382,8305470000000.0,0.005747,80.0,0.125,0
9,10000,1.55325,7.10187e+16,0.0065222,80.0,0.111111,0
30,10000,0.922344,83249600000000.0,0.0204213,80.0,0.0333333,0
50,10000,1.63237,460163000000000.0,0.0351013,80.0,0.02,0
70,10000,3.31816,222745000000000.0,0.0468664,80.0,0.0142857,0
600,10000,2.65164,303434000000000.0,0.343779,80.0,0.00166667,0
800,10000,8.80788,3266190000000000.0,0.444529,80.0,0.00125,0
1200,10000,6.89162,1477980000000000.0,0.757241,80.0,0.000833333,0
200,10000,2.86572,157827000000000.0,0.107882,80.0,0.005,0
7000,10000,0.852443,3235500000000000.0,4.18163,80.0,0.000142857,0
5,10000,4.46631,41541700000000.0,0.0036577,80.0,0.2,0
10,10000,7.65427,12312400000000.0,0.0068713,80.0,0.1,0
100,10000,2.5539,88910200000000.0,0.0566254,80.0,0.01,0
125,10000,3.13392,137886000000000.0,0.0902463,80.0,0.008,0
400,10000,2.43004,241416000000000.0,0.217735,80.0,0.0025,0
500,10000,2.31392,4193900000000000.0,0.284703,80.0,0.002,0
1000,10000,0.65521,757288000000000.0,0.54904,80.0,0.001,0
5000,10000,3.20227,2094410000000000.0,2.96283,80.0,0.0002,0
1,10000,5.8929,0.0,0.0009594,80.0,1.0,0
2,10000,4.94449,3139440000000.0,0.0016134,80.0,0.5,0
3,10000,2.84212,6656560000000.0,0.0026323,80.0,0.333333,0
4,10000,0.287502,7026900000000.0,0.0029083,80.0,0.25,0
6,10000,1.09089,51604800000000.0,0.0041248,80.0,0.166667,0
7,10000,1.5691,201096000000000.0,0.0050176,80.0,0.142857,0
8,10000,5.22175,322478000000000.0,0.0056181,80.0,0.125,0
9,10000,3.2029,9152530000000.0,0.0064194,80.0,0.111111,0
30,10000,2.58038,30337800000000.0,0.0204971,80.0,0.0333333,0
50,10000,4.15771,230223000000000.0,0.0346754,80.0,0.02,0
70,10000,0.440822,29599600000000.0,0.0444813,80.0,0.0142857,0
600,10000,0.300509,7708120000000000.0,0.327111,80.0,0.00166667,0
800,10000,1.66853,2004820000000000.0,0.438626,80.0,0.00125,0
1200,10000,5.085,528212000000000.0,0.68986,80.0,0.000833333,0
200,10000,1.22328,2338830000000000.0,0.108147,80.0,0.005,0
7000,10000,0.939045,2449370000000000.0,4.08778,80.0,0.000142857,0
5,10000,0.707715,22863700000000.0,0.0038919,80.0,0.2,0
10,10000,6.04541,30406700000000.0,0.0068098,80.0,0.1,0
100,10000,3.54338,8398830000000000.0,0.0679165,80.0,0.01,0
125,10000,2.81015,367688000000000.0,0.0887667,80.0,0.008,0
400,10000,1.34192,683631000000000.0,0.227136,80.0,0.0025,0
500,10000,4.2326,4635370000000000.0,0.277355,80.0,0.002,0
1000,10000,2.43782,3128230000000000.0,0.598268,80.0,0.001,0
5000,10000,4.569,1290260000000000.0,2.94522,80.0,0.0002,0
1,10000,4.18563,0.0,0.0010219,80.0,1.0,0
2,10000,2.65042,2479470000000.0,0.0016702,80.0,0.5,0
3,10000,1.24988,4901240000000.0,0.0023495,80.0,0.333333,0
4,10000,1.1611,6027760000000.0,0.002849,80.0,0.25,0
6,10000,2.03096,28360600000000.0,0.0042281,80.0,0.166667,0
7,10000,2.0364,20127300000000.0,0.0055337,80.0,0.142857,0
8,10000,0.0779952,89192100000000.0,0.0057131,80.0,0.125,0
9,10000,2.89329,3170480000000.0,0.0063071,80.0,0.111111,0
30,10000,3.12701,1.24736e+16,0.0203903,80.0,0.0333333,0
50,10000,2.13948,82405600000000.0,0.0327439,80.0,0.02,0
70,10000,1.99619,29428700000000.0,0.0407669,80.0,0.0142857,0
600,10000,1.61554,1120200000000000.0,0.325709,80.0,0.00166667,0
800,10000,0.117125,1428420000000000.0,0.440841,80.0,0.00125,0
1200,10000,0.00742709,3099170000000000.0,0.703824,80.0,0.000833333,0
200,10000,0.655999,6757370000000000.0,0.108814,80.0,0.005,0
7000,10000,6.28866,1485510000000000.0,4.07582,80.0,0.000142857,0
5,10000,0.571865,53638700000000.0,0.0035909,80.0,0.2,0
10,10000,5.16819,10405900000000.0,0.0069159,80.0,0.1,0
100,10000,2.58584,505940000000000.0,0.0675124,80.0,0.01,0
125,10000,1.98291,333451000000000.0,0.0967596,80.0,0.008,0
400,10000,2.12212,8439680000000000.0,0.213705,80.0,0.0025,0
500,10000,2.35338,193116000000000.0,0.274953,80.0,0.002,0
1000,10000,2.47414,1753840000000000.0,0.568317,80.0,0.001,0
5000,10000,3.18629,1267290000000000.0,2.98216,80.0,0.0002,0
1,10000,2.23914,0.0,0.0009779,80.0,1.0,0
2,10000,3.93472,1467010000000.0,0.0017136,80.0,0.5,0
3,10000,0.394838,3437690000000.0,0.0023304,80.0,0.333333,0
4,10000,0.821986,12663200000000.0,0.0028552,80.0,0.25,0
6,10000,5.24853,45711800000000.0,0.0045265,80.0,0.166667,0
7,10000,3.05111,13084100000000.0,0.0050715,80.0,0.142857,0
8,10000,0.502714,2169890000000000.0,0.0056857,80.0,0.125,0
9,10000,4.22322,1.09615e+16,0.0063275,80.0,0.111111,0
30,10000,6.52285,1320740000000000.0,0.0202723,80.0,0.0333333,0
50,10000,1.15684,4350210000000000.0,0.0354204,80.0,0.02,0
70,10000,0.129075,3689800000000000.0,0.0414027,80.0,0.0142857,0
600,10000,2.92415,3324290000000000.0,0.319814,80.0,0.00166667,0
800,10000,0.423234,2158660000000000.0,0.453602,80.0,0.00125,0
1200,10000,3.98588,245491000000000.0,0.736328,80.0,0.000833333,0
200,10000,4.10499,84765100000000.0,0.123008,80.0,0.005,0
7000,10000,2.50053,1116390000000000.0,4.11258,80.0,0.000142857,0
5,10000,2.42264,44671900000000.0,0.003776,80.0,0.2,0
10,10000,6.01126,431886000000000.0,0.0069981,80.0,0.1,0
100,10000,3.88114,65033600000000.0,0.0670833,80.0,0.01,0
125,10000,6.91251,343379000000000.0,0.0896437,80.0,0.008,0
400,10000,6.31331,597564000000000.0,0.253429,80.0,0.0025,0
500,10000,2.31808,1970070000000000.0,0.272348,80.0,0.002,0
1000,10000,5.88305,7077150000000000.0,0.544589,80.0,0.001,0
5000,10000,1.59249,93459400000000.0,2.93119,80.0,0.0002,0
1,10000,5.24074,0.0,0.0009799,80.0,1.0,0
2,10000,4.89603,2343300000000.0,0.0016987,80.0,0.5,0
3,10000,7.05523,5778620000000.0,0.0022769,80.0,0.333333,0
4,10000,1.75082,7506470000000.0,0.0030139,80.0,0.25,0
6,10000,3.3951,53170400000000.0,0.004137,80.0,0.166667,0
7,10000,4.47177,25584100000000.0,0.0051613,80.0,0.142857,0
8,10000,3.35092,868522000000000.0,0.0056946,80.0,0.125,0
9,10000,2.41956,12294700000000.0,0.0062544,80.0,0.111111,0
30,10000,3.30338,31428300000000.0,0.020463,80.0,0.0333333,0
50,10000,2.45778,28561900000000.0,0.0350483,80.0,0.02,0
70,10000,4.92055,1143160000000000.0,0.0435849,80.0,0.0142857,0
600,10000,8.12504,959704000000000.0,0.317771,80.0,0.00166667,0
800,10000,9.38611,3984680000000000.0,0.470157,80.0,0.00125,0
1200,10000,6.5557,414293000000000.0,0.725831,80.0,0.000833333,0
200,10000,9.36702,2128330000000000.0,0.104563,80.0,0.005,0
7000,10000,3.92231,283324000000000.0,4.08895,80.0,0.000142857,0
5,10000,4.82737,27157900000000.0,0.003617,80.0,0.2,0
10,10000,2.30715,66197800000000.0,0.0074154,80.0,0.1,0
100,10000,4.54201,9304970000000000.0,0.0684615,80.0,0.01,0
125,10000,2.2902,385400000000000.0,0.095791,80.0,0.008,0
400,10000,7.69475,33551500000000.0,0.241722,80.0,0.0025,0
500,10000,6.83912,1274070000000000.0,0.281123,80.0,0.002,0
1000,10000,0.971434,434064000000000.0,0.56413,80.0,0.001,0
5000,10000,2.71125,1092780000000000.0,2.9577,80.0,0.0002,0
1,10000,6.12666,0.0,0.0011175,80.0,1.0,0
2,10000,4.23946,1786320000000.0,0.0018113,80.0,0.5,0
3,10000,3.62685,3508870000000.0,0.0023588,80.0,0.333333,0
4,10000,5.5077,6304440000000.0,0.0029743,80.0,0.25,0
6,10000,8.05709,67023000000000.0,0.004184,80.0,0.166667,0
7,10000,4.88117,298544000000000.0,0.0050799,80.0,0.142857,0
8,10000,3.30761,140563000000000.0,0.0057261,80.0,0.125,0
9,10000,3.04612,1048390000000000.0,0.0062201,80.0,0.111111,0
30,10000,2.83223,54669200000000.0,0.0206153,80.0,0.0333333,0
50,10000,3.86888,9215390000000.0,0.0339751,80.0,0.02,0
70,10000,4.3489,891426000000000.0,0.0442988,80.0,0.0142857,0
600,10000,0.214065,271585000000000.0,0.304817,80.0,0.00166667,0
800,10000,0.905508,235718000000000.0,0.446843,80.0,0.00125,0
1200,10000,0.259228,1610490000000000.0,0.728057,80.0,0.000833333,0
200,10000,0.707488,2162970000000000.0,0.108675,80.0,0.005,0
7000,10000,0.236943,180857000000000.0,4.15916,80.0,0.000142857,0
5,10000,3.52629,25727800000000.0,0.0038478,80.0,0.2,0
10,10000,0.628387,7693330000000.0,0.0069146,80.0,0.1,0
100,10000,2.91126,498519000000000.0,0.0681289,80.0,0.01,0
125,10000,8.01555,47227300000000.0,0.0917195,80.0,0.008,0
400,10000,9.96585,315713000000000.0,0.240549,80.0,0.0025,0
500,10000,8.68415,252071000000000.0,0.284016,80.0,0.002,0
1000,10000,1.93294,372257000000000.0,0.560013,80.0,0.001,0
5000,10000,2.24927,806322000000000.0,2.92466,80.0,0.0002,0
1,10000,6.77865,0.0,0.0010461,80.0,1.0,0
2,10000,5.94902,3112210000000.0,0.0016549,80.0,0.5,0
3,10000,2.08448,6938370000000.0,0.0022236,80.0,0.333333,0
4,10000,6.2181,9909510000000.0,0.0029928,80.0,0.25,0
6,10000,6.07845,11073200000000.0,0.0041915,80.0,0.166667,0
7,10000,1.97006,905514000000000.0,0.0050187,80.0,0.142857,0
8,10000,3.68579,67136600000000.0,0.0056521,80.0,0.125,0
9,10000,0.925789,1059450000000000.0,0.0062874,80.0,0.111111,0
30,10000,5.11782,62680200000000.0,0.0207505,80.0,0.0333333,0
50,10000,1.60406,22293000000000.0,0.0338665,80.0,0.02,0
70,10000,4.88678,2.15098e+16,0.044396,80.0,0.0142857,0
600,10000,14.9617,580260000000000.0,0.316859,80.0,0.00166667,0
800,10000,6.57725,469788000000000.0,0.454052,80.0,0.00125,0
1200,10000,3.96211,2018760000000000.0,0.761366,80.0,0.000833333,0
200,10000,8.16227,2836360000000000.0,0.109448,80.0,0.005,0
7000,10000,3.63048,3483410000000000.0,4.17303,80.0,0.000142857,0
5,10000,2.78371,52453400000000.0,0.0036862,80.0,0.2,0
10,10000,3.49499,6979340000000.0,0.0072253,80.0,0.1,0
100,10000,2.77057,1170420000000000.0,0.067895,80.0,0.01,0
125,10000,2.66333,8818000000000000.0,0.0885079,80.0,0.008,0
400,10000,7.27141,8854240000000000.0,0.236957,80.0,0.0025,0
500,10000,8.70671,4607370000000000.0,0.269415,80.0,0.002,0
1000,10000,0.137575,3034600000000000.0,0.573994,80.0,0.001,0
5000,10000,4.10293,1819080000000000.0,2.94275,80.0,0.0002,0
1,10000,7.01198,0.0,0.0010082,80.0,1.0,0
2,10000,7.44619,1787000000000.0,0.0016778,80.0,0.5,0
3,10000,4.77878,2383680000000.0,0.0024677,80.0,0.333333,0
4,10000,3.151,4857620000000.0,0.0028456,80.0,0.25,0
6,10000,6.7176,9376210000000.0,0.0041177,80.0,0.166667,0
7,10000,2.51553,40509200000000.0,0.0050513,80.0,0.142857,0
8,10000,2.56814,68873000000000.0,0.0056298,80.0,0.125,0
9,10000,0.373919,32342200000000.0,0.0066384,80.0,0.111111,0
30,10000,0.397467,26478700000000.0,0.0207993,80.0,0.0333333,0
50,10000,0.145849,1915310000000000.0,0.0346698,80.0,0.02,0
70,10000,0.030194,14494300000000.0,0.0540647,80.0,0.0142857,0
600,10000,2.5887,1726750000000000.0,0.329518,80.0,0.00166667,0
800,10000,1.79212,710772000000000.0,0.444,80.0,0.00125,0
1200,10000,0.0685917,1150390000000000.0,0.684128,80.0,0.000833333,0
200,10000,1.27349,8448270000000000.0,0.11146,80.0,0.005,0
7000,10000,2.75836,3809830000000000.0,4.11093,80.0,0.000142857,0
5,10000,0.984475,7760910000000.0,0.0035678,80.0,0.2,0
10,10000,0.454518,10588700000000.0,0.0076638,80.0,0.1,0
100,10000,3.0786,30694900000000.0,0.0649648,80.0,0.01,0
125,10000,0.268108,8298090000000000.0,0.0885063,80.0,0.008,0
400,10000,3.60166,2648960000000000.0,0.217564,80.0,0.0025,0
500,10000,2.16477,2158760000000000.0,0.288632,80.0,0.002,0
1000,10000,2.58548,1437390000000000.0,0.552884,80.0,0.001,0
5000,10000,2.71594,28182200000000.0,2.97237,80.0,0.0002,0
1,10000,2.12326,0.0,0.0010273,80.0,1.0,0
2,10000,2.83784,2286460000000.0,0.0016735,80.0,0.5,0
3,10000,1.35691,3686820000000.0,0.0023413,80.0,0.333333,0
4,10000,0.775899,16065600000000.0,0.0028925,80.0,0.25,0
6,10000,3.07996,12292600000000.0,0.0043541,80.0,0.166667,0
7,10000,1.4491,24705800000000.0,0.005164,80.0,0.142857,0
8,10000,3.73769,27525900000000.0,0.0059352,80.0,0.125,0
9,10000,2.49305,7645990000000.0,0.0063505,80.0,0.111111,0
30,10000,3.42717,8774610000000000.0,0.0211912,80.0,0.0333333,0
50,10000,5.13123,3235930000000000.0,0.0311413,80.0,0.02,0
70,10000,2.00661,2932790000000000.0,0.0448755,80.0,0.0142857,0
600,10000,1.55433,13924800000000.0,0.342048,80.0,0.00166667,0
800,10000,0.461749,1485720000000000.0,0.445635,80.0,0.00125,0
1200,10000,0.0417329,113042000000000.0,0.707297,80.0,0.000833333,0
200,10000,1.62612,8976410000000000.0,0.110545,80.0,0.005,0
7000,10000,3.79419,152406000000000.0,4.09532,80.0,0.000142857,0
5,10000,7.14667,9570170000000.0,0.0037145,80.0,0.2,0
10,10000,5.41468,1720540000000000.0,0.0068336,80.0,0.1,0
100,10000,4.66917,482953000000000.0,0.0680659,80.0,0.01,0
125,10000,1.52524,138549000000000.0,0.0879729,80.0,0.008,0
400,10000,0.549153,250520000000000.0,0.220643,80.0,0.0025,0
500,10000,0.395054,2215530000000000.0,0.272924,80.0,0.002,0
1000,10000,4.83879,1250760000000000.0,0.586725,80.0,0.001,0
5000,10000,3.59204,823636000000000.0,2.938,80.0,0.0002,0
1,10000,6.25967,0.0,0.0010214,80.0,1.0,0
2,10000,9.27504,3070000000000.0,0.0016526,80.0,0.5,0
3,10000,8.65652,4925190000000.0,0.0023333,80.0,0.333333,0
4,10000,8.82726,6559370000000.0,0.0028072,80.0,0.25,0
6,10000,9.24116,162652000000000.0,0.0040965,80.0,0.166667,0
7,10000,9.83447,111109000000000.0,0.0049767,80.0,0.142857,0
8,10000,10.4224,125641000000000.0,0.0058691,80.0,0.125,0
9,10000,12.6448,5514870000000.0,0.0062297,80.0,0.111111,0
30,10000,3.97916,51942400000000.0,0.0203868,80.0,0.0333333,0
50,10000,2.73819,1059230000000000.0,0.0339497,80.0,0.02,0
70,10000,0.0341109,28183600000000.0,0.0438305,80.0,0.0142857,0
600,10000,2.28534,3892730000000000.0,0.310614,80.0,0.00166667,0
800,10000,2.14985,550772000000000.0,0.507068,80.0,0.00125,0
1200,10000,0.925716,592520000000000.0,0.677904,80.0,0.000833333,0
200,10000,1.21562,39529300000000.0,0.119132,80.0,0.005,0
7000,10000,3.02359,4252220000000000.0,4.10321,80.0,0.000142857,0
5,10000,0.10797,40284500000000.0,0.0038989,80.0,0.2,0
10,10000,2.41096,5942700000000.0,0.0073605,80.0,0.1,0
100,10000,2.0353,8588300000000000.0,0.0680854,80.0,0.01,0
125,10000,1.36305,1540260000000000.0,0.0972627,80.0,0.008,0
400,10000,4.59929,3655580000000000.0,0.219765,80.0,0.0025,0
500,10000,5.17677,4777690000000000.0,0.271894,80.0,0.002,0
1000,10000,2.10858,4722550000000000.0,0.551984,80.0,0.001,0
5000,10000,2.66334,4045020000000000.0,2.90274,80.0,0.0002,0
1,10000,3.12333,0.0,0.0010014,80.0,1.0,0
2,10000,0.807817,1308180000000.0,0.0016637,80.0,0.5,0
3,10000,0.92462,2718430000000.0,0.0023415,80.0,0.333333,0
4,10000,4.7782,8626960000000.0,0.0030315,80.0,0.25,0
6,10000,0.520023,8776250000000.0,0.0043487,80.0,0.166667,0
7,10000,0.760193,506251000000000.0,0.0050526,80.0,0.142857,0
8,10000,3.17584,467213000000000.0,0.0056763,80.0,0.125,0
9,10000,1.46497,2325130000000000.0,0.0065461,80.0,0.111111,0
30,10000,4.99114,51582400000000.0,0.0175288,80.0,0.0333333,0
50,10000,3.77696,10554200000000.0,0.0298841,80.0,0.02,0
70,10000,3.45062,191666000000000.0,0.046761,80.0,0.0142857,0
600,10000,5.9008,2666620000000000.0,0.338113,80.0,0.00166667,0
800,10000,0.744661,1985630000000000.0,0.430404,80.0,0.00125,0
1200,10000,0.469796,1789930000000000.0,0.732906,80.0,0.000833333,0
200,10000,4.10107,120282000000000.0,0.11552,80.0,0.005,0
7000,10000,0.748317,1090280000000000.0,4.12462,80.0,0.000142857,0
5,10000,0.448812,12097900000000.0,0.0036223,80.0,0.2,0
10,10000,2.74777,8404070000000.0,0.0070179,80.0,0.1,0
100,10000,3.9274,2.30915e+16,0.0684935,80.0,0.01,0
125,10000,1.5494,40827800000000.0,0.0891443,80.0,0.008,0
400,10000,4.60623,202534000000000.0,0.234766,80.0,0.0025,0
500,10000,5.71849,5940360000000000.0,0.306092,80.0,0.002,0
1000,10000,7.98954,5553700000000000.0,0.557222,80.0,0.001,0
5000,10000,5.28969,812836000000000.0,2.99314,80.0,0.0002,0
1,10000,7.41956,0.0,0.0009771,80.0,1.0,0
2,10000,3.79153,1345430000000.0,0.0016998,80.0,0.5,0
3,10000,5.88314,3977110000000.0,0.002333,80.0,0.333333,0
4,10000,5.66001,5784650000000.0,0.0029021,80.0,0.25,0
6,10000,0.570711,22347300000000.0,0.0044922,80.0,0.166667,0
7,10000,0.0360537,14194400000000.0,0.0049387,80.0,0.142857,0
8,10000,3.44179,143060000000000.0,0.0056267,80.0,0.125,0
9,10000,1.47744,16082100000000.0,0.0065154,80.0,0.111111,0
30,10000,0.125911,30802100000000.0,0.0202488,80.0,0.0333333,0
50,10000,2.80053,2485820000000000.0,0.0340251,80.0,0.02,0
70,10000,4.04014,922564000000000.0,0.0497552,80.0,0.0142857,0
600,10000,6.05972,1463710000000000.0,0.336126,80.0,0.00166667,0
800,10000,7.0859,568110000000000.0,0.455426,80.0,0.00125,0
1200,10000,3.84197,3345530000000000.0,0.683009,80.0,0.000833333,0
200,10000,2.74311,102726000000000.0,0.105719,80.0,0.005,0
7000,10000,1.5465,27412000000000.0,4.14001,80.0,0.000142857,0
5,10000,5.30431,6629770000000.0,0.0035636,80.0,0.2,0
10,10000,0.997107,17792800000000.0,0.0068595,80.0,0.1,0
100,10000,5.97668,112558000000000.0,0.0682499,80.0,0.01,0
125,10000,1.44498,10545900000000.0,0.0876423,80.0,0.008,0
400,10000,5.7078,1167830000000000.0,0.218054,80.0,0.0025,0
500,10000,4.73372,3013550000000000.0,0.277352,80.0,0.002,0
1000,10000,4.68458,4664780000000000.0,0.539211,80.0,0.001,0
5000,10000,0.966848,3334850000000000.0,2.98323,80.0,0.0002,0
1,10000,2.92486,0.0,0.0011163,80.0,1.0,0
2,10000,2.10363,2156230000000.0,0.0016724,80.0,0.5,0
3,10000,3.31693,3782790000000.0,0.002325,80.0,0.333333,0
4,10000,0.847347,9186780000000.0,0.0028605,80.0,0.25,0
6,10000,1.76477,12766700000000.0,0.0043156,80.0,0.166667,0
7,10000,2.41167,23477200000000.0,0.0052617,80.0,0.142857,0
8,10000,1.05813,3014820000000000.0,0.0058756,80.0,0.125,0
9,10000,1.22427,5609400000000.0,0.006241,80.0,0.111111,0
30,10000,0.563539,267576000000000.0,0.0205109,80.0,0.0333333,0
50,10000,4.14264,147401000000000.0,0.0361284,80.0,0.02,0
70,10000,4.33601,588884000000000.0,0.0446499,80.0,0.0142857,0
600,10000,7.79696,20715400000000.0,0.329043,80.0,0.00166667,0
800,10000,7.75174,69141000000000.0,0.443705,80.0,0.00125,0
1200,10000,4.11459,140005000000000.0,0.682884,80.0,0.000833333,0
200,10000,1.23845,270512000000000.0,0.101684,80.0,0.005,0
7000,10000,7.88271,948156000000000.0,4.01755,80.0,0.000142857,0
5,10000,0.992405,25585300000000.0,0.0038112,80.0,0.2,0
10,10000,0.416496,10138900000000.0,0.0072891,80.0,0.1,0
100,10000,0.573789,244982000000000.0,0.0581139,80.0,0.01,0
125,10000,0.649791,66470300000000.0,0.0905197,80.0,0.008,0
400,10000,3.24895,380075000000000.0,0.252663,80.0,0.0025,0
500,10000,3.27178,1129250000000000.0,0.274435,80.0,0.002,0
1000,10000,2.88121,2223370000000000.0,0.595758,80.0,0.001,0
5000,10000,1.18992,105777000000000.0,2.96621,80.0,0.0002,0
1,10000,4.93974,0.0,0.0010188,80.0,1.0,0
2,10000,2.20737,4109920000000.0,0.0016908,80.0,0.5,0
3,10000,0.431771,5411820000000.0,0.0024745,80.0,0.333333,0
4,10000,3.17164,31249200000000.0,0.0044363,80.0,0.25,0
6,10000,4.04095,87677900000000.0,0.0096448,80.0,0.166667,0
7,10000,1.54812,56871300000000.0,0.0102275,80.0,0.142857,0
8,10000,1.11165,3137640000000000.0,0.0060589,80.0,0.125,0
9,10000,2.88015,1593230000000000.0,0.0063777,80.0,0.111111,0
30,10000,2.05002,125474000000000.0,0.0206066,80.0,0.0333333,0
50,10000,0.595023,373616000000000.0,0.0327852,80.0,0.02,0
70,10000,2.55094,2270710000000000.0,0.0457733,80.0,0.0142857,0
600,10000,0.789034,282839000000000.0,0.376368,80.0,0.00166667,0
800,10000,3.33468,7240790000000000.0,0.490681,80.0,0.00125,0
1200,10000,1.17217,199538000000000.0,0.717698,80.0,0.000833333,0
200,10000,1.62979,141930000000000.0,0.133923,80.0,0.005,0
7000,10000,0.299994,1265220000000000.0,4.1486,80.0,0.000142857,0
5,10000,2.81396,15995900000000.0,0.0036133,80.0,0.2,0
10,10000,2.37038,10756900000000.0,0.0069102,80.0,0.1,0
100,10000,5.37152,123036000000000.0,0.0677301,80.0,0.01,0
125,10000,5.12642,4833260000000000.0,0.0931383,80.0,0.008,0
400,10000,7.66426,163435000000000.0,0.224086,80.0,0.0025,0
500,10000,4.21742,46140500000000.0,0.278914,80.0,0.002,0
1000,10000,0.86526,772108000000000.0,0.559265,80.0,0.001,0
5000,10000,5.0862,2367350000000000.0,2.89625,80.0,0.0002,0
1,10000,0.829952,0.0,0.0009792,80.0,1.0,0
2,10000,3.46036,2110210000000.0,0.0016388,80.0,0.5,0
3,10000,4.47523,5955790000000.0,0.0024115,80.0,0.333333,0
4,10000,4.95938,8097360000000.0,0.0028638,80.0,0.25,0
6,10000,0.806918,30545500000000.0,0.0041481,80.0,0.166667,0
7,10000,1.82536,45692900000000.0,0.0049868,80.0,0.142857,0
8,10000,5.01769,331463000000000.0,0.0056146,80.0,0.125,0
9,10000,0.857683,12343400000000.0,0.0062177,80.0,0.111111,0
30,10000,3.64322,32431500000000.0,0.0202513,80.0,0.0333333,0
50,10000,6.41746,31247900000000.0,0.0346915,80.0,0.02,0
70,10000,2.20352,2.77044e+16,0.0392356,80.0,0.0142857,0
600,10000,3.46556,177626000000000.0,0.322951,80.0,0.00166667,0
800,10000,3.26891,1590450000000000.0,0.447006,80.0,0.00125,0
1200,10000,3.43965,3836690000000000.0,0.748423,80.0,0.000833333,0
200,10000,0.0329961,1.20886e+16,0.10307,80.0,0.005,0
7000,10000,5.50958,693418000000000.0,4.14756,80.0,0.000142857,0
5,10000,0.211102,57441600000000.0,0.0037166,80.0,0.2,0
10,10000,0.00758313,3.72166e+16,0.0071962,80.0,0.1,0
100,10000,1.93527,183302000000000.0,0.0669575,80.0,0.01,0
125,10000,2.10805,1645580000000000.0,0.0909443,80.0,0.008,0
400,10000,1.49746,750394000000000.0,0.234165,80.0,0.0025,0
500,10000,0.959059,905680000000000.0,0.269878,80.0,0.002,0
1000,10000,3.92133,1093420000000000.0,0.567551,80.0,0.001,0
5000,10000,2.43372,773532000000000.0,2.98105,80.0,0.0002,0
1,10000,0.978614,0.0,0.0009787,80.0,1.0,0
2,10000,2.19437,3072910000000.0,0.0016934,80.0,0.5,0
3,10000,2.61463,3127820000000.0,0.0023294,80.0,0.333333,0
4,10000,0.128997,18543800000000.0,0.0030394,80.0,0.25,0
6,10000,3.29195,89352500000000.0,0.0043691,80.0,0.166667,0
7,10000,0.918939,42088300000000.0,0.0052227,80.0,0.142857,0
8,10000,2.63761,247533000000000.0,0.0057486,80.0,0.125,0
