S0,K,T,r,v,price
100,94,0.33,0.01,0.53,8.820532184388851
100,94,0.33,0.01,0.61,10.534484659938617
100,94,0.33,0.01,0.69,12.249428182063058
100,94,0.33,0.01,0.8,14.603116855953019
100,94,0.33,0.025,0.05,0.00682122883586034
100,94,0.33,0.025,0.13,0.6825945727340061
100,94,0.33,0.025,0.21,2.039312116880955
100,94,0.33,0.025,0.29,3.6050215438384834
100,94,0.33,0.025,0.37,5.250030677451215
100,94,0.33,0.025,0.45,6.930893430547516
100,94,0.33,0.025,0.53,8.628976232925279
100,94,0.33,0.025,0.61,10.33473302799379
100,94,0.33,0.025,0.69,12.042566592098243
100,94,0.33,0.025,0.8,14.387697584597294
100,94,0.33,0.04,0.05,0.00411728888394944
100,94,0.33,0.04,0.13,0.6105862194681233
100,94,0.33,0.04,0.21,1.921326816287901
100,94,0.33,0.04,0.29,3.461030586921803
100,94,0.33,0.04,0.37,5.088892343841319
100,94,0.33,0.04,0.45,6.757133395931012
100,94,0.33,0.04,0.53,8.445213159521783
100,94,0.33,0.04,0.61,10.142624999796851
100,94,0.33,0.04,0.69,11.843237695221424
100,94,0.33,0.04,0.8,14.179708013183218
100,94,0.33,0.055,0.05,0.002441715488579831
100,94,0.33,0.055,0.13,0.5460378828965016
100,94,0.33,0.055,0.21,1.8109756246564948
100,94,0.33,0.055,0.29,3.3243062452604644
100,94,0.33,0.055,0.37,4.934677049667311
100,94,0.33,0.055,0.45,6.590024867069454
100,94,0.33,0.055,0.53,8.267888377584187
100,94,0.33,0.055,0.61,9.956791035629227
100,94,0.33,0.055,0.69,11.650056647148839
100,94,0.33,0.055,0.8,13.977741128042304
100,94,0.33,0.07,0.05,0.0014219370826596468
100,94,0.33,0.07,0.13,0.48806752794999797
100,94,0.33,0.07,0.21,1.7074563101104399
100,94,0.33,0.07,0.29,3.1940791073179784
100,94,0.33,0.07,0.37,4.786633374096016
100,94,0.33,0.07,0.45,6.428825392442758
100,94,0.33,0.07,0.53,8.096266633816661
100,94,0.33,0.07,0.61,9.776496678801314
100,94,0.33,0.07,0.69,11.462286605935937
100,94,0.33,0.07,0.8,13.781055840000553
100,94,0.33,0.1,0.05,0.00045626792091024086
100,94,0.33,0.1,0.13,0.3891316517049865
100,94,0.33,0.1,0.21,1.5186113267810426
100,94,0.33,0.1,0.29,2.9510071423232964
100,94,0.33,0.1,0.37,4.50706998389504
100,94,0.33,0.1,0.45,6.122228711305615
100,94,0.33,0.1,0.53,7.768249701874759
100,94,0.33,0.1,0.61,9.43067727619106
100,94,0.33,0.1,0.69,11.101152767627692
100,94,0.33,0.1,0.8,13.401707393260855
100,97,0.33,0.01,0.05,0.16845917108895003
100,97,0.33,0.01,0.13,1.5690451531233731
100,97,0.33,0.01,0.21,3.2586030280904397
100,97,0.33,0.01,0.29,5.004262896077824
100,97,0.33,0.01,0.37,6.767667774965364
100,97,0.33,0.01,0.45,8.536719330245383
100,97,0.33,0.01,0.53,10.306006286270458
100,97,0.33,0.01,0.61,12.07246133624366
100,97,0.33,0.01,0.69,13.834017634935892
100,97,0.33,0.01,0.8,16.245309335361554
100,97,0.33,0.025,0.05,0.12208596667176469
100,97,0.33,0.025,0.13,1.4337235485388269
100,97,0.33,0.025,0.21,3.091828641593007
100,97,0.33,0.025,0.29,4.820295837923325
100,97,0.33,0.025,0.37,6.57198754947669
100,97,0.33,0.025,0.45,8.332033347116875
100,97,0.33,0.025,0.53,10.093869210105359
100,97,0.33,0.025,0.61,11.85386087778693
100,97,0.33,0.025,0.69,13.609628506031026
100,97,0.33,0.025,0.8,16.013735332632553
100,97,0.33,0.04,0.05,0.08784276831233714
100,97,0.33,0.04,0.13,1.3119362482546262
100,97,0.33,0.04,0.21,2.936902769359624
100,97,0.33,0.04,0.29,4.6470459402669455
100,97,0.33,0.04,0.37,6.386254832035408
100,97,0.33,0.04,0.45,8.136752452102582
100,97,0.33,0.04,0.53,9.89074275683727
100,97,0.33,0.04,0.61,11.643980189150794
100,97,0.33,0.04,0.69,13.393741694397509
100,97,0.33,0.04,0.8,15.790450473260499
100,97,0.33,0.055,0.05,0.06265269569189737
100,97,0.33,0.055,0.13,1.2014731983239793
100,97,0.33,0.055,0.21,2.791887808135751
100,97,0.33,0.055,0.29,4.48271082961047
100,97,0.33,0.055,0.37,6.208748178928361
100,97,0.33,0.055,0.45,7.949204118575792
100,97,0.33,0.055,0.53,9.694984855933885
100,97,0.33,0.055,0.61,11.441193321378634
100,97,0.33,0.055,0.69,13.184739632054299
100,97,0.33,0.055,0.8,15.573839762323132
100,97,0.33,0.07,0.05,0.0442710676656403
100,97,0.33,0.07,0.13,1.100891218106121
100,97,0.33,0.07,0.21,2.655617235749018
100,97,0.33,0.07,0.29,4.3262530443274025
100,97,0.33,0.07,0.37,6.038505303906001
100,97,0.33,0.07,0.45,7.768471398032471
100,97,0.33,0.07,0.53,9.505710736468144
100,97,0.33,0.07,0.61,11.244634349871664
100,97,0.33,0.07,0.69,12.98176948248491
100,97,0.33,0.07,0.8,15.363056575247478
100,97,0.33,0.1,0.05,0.02149021290734357
100,97,0.33,0.1,0.13,0.9251815756395901
100,97,0.33,0.1,0.21,2.406086429463655
100,97,0.33,0.1,0.29,4.034205215275154
100,97,0.33,0.1,0.37,5.7172983801722745
100,97,0.33,0.1,0.45,7.425107714354417
100,97,0.33,0.1,0.53,9.144366037950341
100,97,0.33,0.1,0.61,10.868030884237152
100,97,0.33,0.1,0.69,12.591800401132536
100,97,0.33,0.1,0.8,14.95690078096027
100,100,0.33,0.01,0.05,1.011420807889564
100,100,0.33,0.01,0.13,2.8286930885157275
100,100,0.33,0.01,0.21,4.6508515902275995
100,100,0.33,0.01,0.29,6.471932188815545
100,100,0.33,0.01,0.37,8.290131098270281
100,100,0.33,0.01,0.45,10.10422118060092
100,100,0.33,0.01,0.53,11.91313973320919
100,100,0.33,0.01,0.61,13.715892351924287
100,100,0.33,0.01,0.69,15.511520326077777
100,100,0.33,0.01,0.8,17.967166322358732
100,100,0.33,0.025,0.05,0.8543713627339954
100,100,0.33,0.025,0.13,2.6366438513869515
100,100,0.33,0.025,0.21,4.445193339184534
100,100,0.33,0.025,0.29,6.257486027217777
100,100,0.33,0.025,0.37,8.068843180349056
100,100,0.33,0.025,0.45,9.87710268238901
100,100,0.33,0.025,0.53,11.680798420554009
100,100,0.33,0.025,0.61,13.47873334644498
100,100,0.33,0.025,0.69,15.269834899781106
100,100,0.33,0.025,0.8,17.71960738869298
100,100,0.33,0.04,0.05,0.7300064842449682
100,100,0.33,0.04,0.13,2.4647178824148654
100,100,0.33,0.04,0.21,4.255168812258882
100,100,0.33,0.04,0.29,6.056374772612465
100,100,0.33,0.04,0.37,7.859500947828645
100,100,0.33,0.04,0.45,9.661009452141103
100,100,0.33,0.04,0.53,11.458835533619384
100,100,0.33,0.04,0.61,13.251482612807708
100,100,0.33,0.04,0.69,15.03770814386625
100,100,0.33,0.04,0.8,17.48126554003238
100,100,0.33,0.055,0.05,0.6297792411974094
100,100,0.33,0.055,0.13,2.3090369579606076
100,100,0.33,0.055,0.21,4.077917967521382
100,100,0.33,0.055,0.29,5.866167249062612
100,100,0.33,0.055,0.37,7.659905041245912
100,100,0.33,0.055,0.45,9.453879651877806
100,100,0.33,0.055,0.53,11.245281092228733
100,100,0.33,0.055,0.61,13.03223072846983
100,100,0.33,0.055,0.69,14.813269237927758
100,100,0.33,0.055,0.8,17.25029788578389
100,100,0.33,0.07,0.05,0.5482079058122897
100,100,0.33,0.07,0.13,2.1672275193503348
100,100,0.33,0.07,0.21,3.911768617288589
100,100,0.33,0.07,0.29,5.68549159973263
100,100,0.33,0.07,0.37,7.468838340995559
100,100,0.33,0.07,0.45,9.25459377910285
100,100,0.33,0.07,0.53,11.039078027804644
100,100,0.33,0.07,0.61,12.819961871423894
100,100,0.33,0.07,0.69,14.595532075686183
100,100,0.33,0.07,0.8,17.025746730535214
100,100,0.33,0.1,0.05,0.4261362250923285
100,100,0.33,0.1,0.13,1.9186557814900875
100,100,0.33,0.1,0.21,3.6082998450455652
100,100,0.33,0.1,0.29,5.349124598458131
100,100,0.33,0.1,0.37,7.109167189921114
100,100,0.33,0.1,0.45,8.87671765966527
100,100,0.33,0.1,0.53,10.646072609535095
100,100,0.33,0.1,0.61,12.413850639914594
100,100,0.33,0.1,0.69,14.177733790553765
100,100,0.33,0.1,0.8,16.59354040532974
100,103,0.33,0.01,0.05,3.074846034501605
100,103,0.33,0.01,0.13,4.570774896555597
100,103,0.33,0.01,0.21,6.341727544284747
100,103,0.33,0.01,0.29,8.155406521774097
100,103,0.33,0.01,0.37,9.981294517507799
100,103,0.33,0.01,0.45,11.810006479485322
100,103,0.33,0.01,0.53,13.637271646432232
100,103,0.33,0.01,0.61,15.460573924512184
100,103,0.33,0.01,0.69,17.27813732955413
100,103,0.33,0.01,0.8,19.76535267558489
100,103,0.33,0.025,0.05,3.000009159323212
100,103,0.33,0.025,0.13,4.339041853270839
100,103,0.33,0.025,0.21,6.102749663171958
100,103,0.33,0.025,0.29,7.9131159806419635
100,103,0.33,0.025,0.37,9.735899421420523
100,103,0.33,0.025,0.45,11.561408240096013
100,103,0.33,0.025,0.53,13.385376830179768
100,103,0.33,0.025,0.61,15.205325497580422
100,103,0.33,0.025,0.69,17.01950446741114
100,103,0.33,0.025,0.8,19.502058681258777
100,103,0.33,0.04,0.05,2.9999999999999583
100,103,0.33,0.04,0.13,4.1385138735617035
100,103,0.33,0.04,0.21,5.884550952150692
100,103,0.33,0.04,0.29,7.687416839255505
100,103,0.33,0.04,0.37,9.504814332039881
100,103,0.33,0.04,0.45,11.325691332258918
100,103,0.33,0.04,0.53,13.145395809326505
100,103,0.33,0.04,0.61,14.961299307753281
100,103,0.33,0.04,0.69,16.771586644769673
100,103,0.33,0.04,0.8,19.248980460261187
100,103,0.33,0.055,0.05,2.999999999999953
100,103,0.33,0.055,0.13,3.962794076122686
100,103,0.33,0.055,0.21,5.683038720978461
100,103,0.33,0.055,0.29,7.4750942224908
100,103,0.33,0.055,0.37,9.285269140617386
100,103,0.33,0.055,0.45,11.100347445465236
100,103,0.33,0.055,0.53,12.914986297093531
100,103,0.33,0.055,0.61,14.726265486244158
100,103,0.33,0.055,0.69,16.53223159575511
100,103,0.33,0.055,0.8,19.004031295458674
100,103,0.33,0.07,0.05,2.999999999999964
100,103,0.33,0.07,0.13,3.8081714858202846
100,103,0.33,0.07,0.21,5.495891627034225
100,103,0.33,0.07,0.29,7.27436203346643
100,103,0.33,0.07,0.37,9.075750425115109
100,103,0.33,0.07,0.45,10.884024477103203
100,103,0.33,0.07,0.53,12.692898740806081
100,103,0.33,0.07,0.61,14.499047626936864
100,103,0.33,0.07,0.69,16.300307300757236
100,103,0.33,0.07,0.8,18.76612778442363
100,103,0.33,0.1,0.05,2.999999999999963
100,103,0.33,0.1,0.13,3.552400599571174
100,103,0.33,0.1,0.21,5.158594643707604
100,103,0.33,0.1,0.29,6.90306111559723
100,103,0.33,0.1,0.37,8.682943139332622
100,103,0.33,0.1,0.45,10.47503841298888
100,103,0.33,0.1,0.53,12.27058004354665
100,103,0.33,0.1,0.61,14.065139482349963
100,103,0.33,0.1,0.69,15.855983057557355
100,103,0.33,0.1,0.8,18.308813867107673
100,106,0.33,0.01,0.05,5.9999999999999805
100,106,0.33,0.01,0.13,6.752677200924881
100,106,0.33,0.01,0.21,8.312788740998728
100,106,0.33,0.01,0.29,10.043203695201006
100,106,0.33,0.01,0.37,11.832814942404498
100,106,0.33,0.01,0.45,13.647507542202858
100,106,0.33,0.01,0.53,15.472979856439606
100,106,0.33,0.01,0.61,17.301888138346534
100,106,0.33,0.01,0.69,19.129846862707456
100,106,0.33,0.01,0.8,21.6364595549431
100,106,0.33,0.025,0.05,5.999999999999988
100,106,0.33,0.025,0.13,6.518993944738494
100,106,0.33,0.025,0.21,8.050522680890392
100,106,0.33,0.025,0.29,9.77732497145378
100,106,0.33,0.025,0.37,11.565571129778546
100,106,0.33,0.025,0.45,13.378796720597284
100,106,0.33,0.025,0.53,15.202434661403723
100,106,0.33,0.025,0.61,17.02918219980278
100,106,0.33,0.025,0.69,18.854733482767795
100,106,0.33,0.025,0.8,21.357753577311826
100,106,0.33,0.04,0.05,5.999999999999951
100,106,0.33,0.04,0.13,6.337574033978619
100,106,0.33,0.04,0.21,7.816255172977115
100,106,0.33,0.04,0.29,9.532124698131915
100,106,0.33,0.04,0.37,11.315440709968037
100,106,0.33,0.04,0.45,13.125095692138771
100,106,0.33,0.04,0.53,14.945521529062031
100,106,0.33,0.04,0.61,16.769147445343766
100,106,0.33,0.04,0.69,18.591591313342047
100,106,0.33,0.04,0.8,21.090333886233402
100,106,0.33,0.055,0.05,5.999999999999988
100,106,0.33,0.055,0.13,6.199113486845171
100,106,0.33,0.055,0.21,7.604351971559617
100,106,0.33,0.055,0.29,9.303441777262686
100,106,0.33,0.055,0.37,11.078989340987631
100,106,0.33,0.055,0.45,12.883385206960682
100,106,0.33,0.055,0.53,14.699484413719643
100,106,0.33,0.055,0.61,16.519202401988057
100,106,0.33,0.055,0.69,18.337960854007513
100,106,0.33,0.055,0.8,20.831855832103418
100,106,0.33,0.07,0.05,5.999999999999962
100,106,0.33,0.07,0.13,6.098817729849159
100,106,0.33,0.07,0.21,7.4117026281646945
100,106,0.33,0.07,0.29,9.089000408818858
100,106,0.33,0.07,0.37,10.854359372684597
100,106,0.33,0.07,0.45,12.65204956978811
100,106,0.33,0.07,0.53,14.462857984512938
100,106,0.33,0.07,0.61,16.277989221862544
100,106,0.33,0.07,0.69,18.0925604745489
100,106,0.33,0.07,0.8,20.581099944961693
100,106,0.33,0.1,0.05,5.999999999999954
100,106,0.33,0.1,0.13,6.001826133996013
100,106,0.33,0.1,0.21,7.076253556103253
100,106,0.33,0.1,0.29,8.697065613848665
100,106,0.33,0.1,0.37,10.435881009012496
100,106,0.33,0.1,0.45,12.216465413059593
100,106,0.33,0.1,0.53,14.01422112464038
100,106,0.33,0.1,0.61,15.818406733420801
100,106,0.33,0.1,0.69,17.623285529088818
100,106,0.33,0.1,0.8,20.099790480401815
100,110,0.33,0.01,0.05,10.000000000000004
100,110,0.33,0.01,0.13,10.18768131244298
100,110,0.33,0.01,0.21,11.321719811917562
100,110,0.33,0.01,0.29,12.849552023366613
100,110,0.33,0.01,0.37,14.532606094136517
100,110,0.33,0.01,0.45,16.289093547576773
100,110,0.33,0.01,0.53,18.0837630864447
100,110,0.33,0.01,0.61,19.89877873929359
100,110,0.33,0.01,0.69,21.723954109910885
100,110,0.33,0.01,0.8,24.23875508396629
100,110,0.33,0.025,0.05,10.000000000000005
100,110,0.33,0.025,0.13,10.038778504851766
100,110,0.33,0.025,0.21,11.050557991541346
100,110,0.33,0.025,0.29,12.561285859388253
100,110,0.33,0.025,0.37,14.240903675182897
100,110,0.33,0.025,0.45,15.996329226877476
100,110,0.33,0.025,0.53,17.790138560186488
100,110,0.33,0.025,0.61,19.604033106455862
100,110,0.33,0.025,0.69,21.427760849895364
100,110,0.33,0.025,0.8,23.940109505454494
100,110,0.33,0.04,0.05,9.99999999999996
100,110,0.33,0.04,0.13,9.999998599851681
100,110,0.33,0.04,0.21,10.82181328091858
100,110,0.33,0.04,0.29,12.300825356310945
100,110,0.33,0.04,0.37,13.97087917918207
100,110,0.33,0.04,0.45,15.721899953417214
100,110,0.33,0.04,0.53,17.512760272552132
100,110,0.33,0.04,0.61,19.324118177128025
100,110,0.33,0.04,0.69,21.1453887426348
100,110,0.33,0.04,0.8,23.65430700239166
100,110,0.33,0.055,0.05,9.999999999999995
100,110,0.33,0.055,0.13,9.999999999999075
100,110,0.33,0.055,0.21,10.627377502155856
100,110,0.33,0.055,0.29,12.062491689148343
100,110,0.33,0.055,0.37,13.718051585813045
100,110,0.33,0.055,0.45,15.462000217054767
100,110,0.33,0.055,0.53,17.2482440219142
100,110,0.33,0.055,0.61,19.055928965692623
100,110,0.33,0.055,0.69,20.873925864521613
100,110,0.33,0.055,0.8,23.37861619117869
100,110,0.33,0.07,0.05,10.000000000000105
100,110,0.33,0.07,0.13,10.000000000000147
100,110,0.33,0.07,0.21,10.46302184481275
100,110,0.33,0.07,0.29,11.843245707064405
100,110,0.33,0.07,0.37,13.480031765470674
100,110,0.33,0.07,0.45,15.214612560911096
100,110,0.33,0.07,0.53,16.994805080452803
100,110,0.33,0.07,0.61,18.797840262823403
100,110,0.33,0.07,0.69,20.611858089025212
100,110,0.33,0.07,0.8,23.111626349728088
100,110,0.33,0.1,0.05,9.99999999999998
100,110,0.33,0.1,0.13,10.000000000000307
100,110,0.33,0.1,0.21,10.2145205425569
100,110,0.33,0.1,0.29,11.454493394628747
100,110,0.33,0.1,0.37,13.042478415510786
100,110,0.33,0.1,0.45,14.752385710179668
100,110,0.33,0.1,0.53,16.51677420622588
100,110,0.33,0.1,0.61,18.30797728557883
100,110,0.33,0.1,0.69,20.112205359620084
100,110,0.33,0.1,0.8,22.600321798972963
100,114,0.33,0.01,0.05,13.999999999999957
100,114,0.33,0.01,0.13,14.007529875599376
100,114,0.33,0.01,0.21,14.681484965027932
100,114,0.33,0.01,0.29,15.943601632194271
100,114,0.33,0.01,0.37,17.470080274535803
100,114,0.33,0.01,0.45,19.1312133135308
100,114,0.33,0.01,0.53,20.867109066096354
100,114,0.33,0.01,0.61,22.646620842440598
100,114,0.33,0.01,0.69,24.451885134617108
100,114,0.33,0.01,0.8,26.956441926468948
100,114,0.33,0.025,0.05,14.000000000000064
100,114,0.33,0.025,0.13,13.999999999999972
100,114,0.33,0.025,0.21,14.432751738346049
100,114,0.33,0.025,0.29,15.64574481228365
100,114,0.33,0.025,0.37,17.160467648072864
100,114,0.33,0.025,0.45,18.818234995780067
100,114,0.33,0.025,0.53,20.55287171507337
100,114,0.33,0.025,0.61,22.331524814206983
100,114,0.33,0.025,0.69,24.135829588068393
100,114,0.33,0.025,0.8,26.638681142565833
100,114,0.33,0.04,0.05,13.999999999999961
100,114,0.33,0.04,0.13,14.00000000000062
100,114,0.33,0.04,0.21,14.248575216153348
100,114,0.33,0.04,0.29,15.385275750502549
100,114,0.33,0.04,0.37,16.878227657796824
100,114,0.33,0.04,0.45,18.52755333289792
100,114,0.33,0.04,0.53,20.257901025635036
100,114,0.33,0.04,0.61,22.033702652005097
100,114,0.33,0.04,0.69,23.835652149774614
100,114,0.33,0.04,0.8,26.33546364262981
100,114,0.33,0.055,0.05,14.000000000000265
100,114,0.33,0.055,0.13,14.00000000000102
100,114,0.33,0.055,0.21,14.118152122634493
100,114,0.33,0.055,0.29,15.154710166460491
100,114,0.33,0.055,0.37,16.61765044515974
100,114,0.33,0.055,0.45,18.254457423119256
100,114,0.33,0.055,0.53,19.978099639431683
100,114,0.33,0.055,0.61,21.749462525246514
100,114,0.33,0.055,0.69,23.547942810238183
100,114,0.33,0.055,0.8,26.043644020868623
100,114,0.33,0.07,0.05,13.99999999999997
100,114,0.33,0.07,0.13,14.000000000000576
100,114,0.33,0.07,0.21,14.036397240334557
100,114,0.33,0.07,0.29,14.950152733361554
100,114,0.33,0.07,0.37,16.37573177109884
100,114,0.33,0.07,0.45,17.996470567730583
100,114,0.33,0.07,0.53,19.711323449977865
100,114,0.33,0.07,0.61,21.47687972204998
100,114,0.33,0.07,0.69,23.27092711883781
100,114,0.33,0.07,0.8,25.76159637624578
100,114,0.33,0.1,0.05,14.000000000000332
100,114,0.33,0.1,0.13,14.000000000000387
100,114,0.33,0.1,0.21,13.99999996907049
100,114,0.33,0.1,0.29,14.60974163592756
100,114,0.33,0.1,0.37,15.940530306907517
100,114,0.33,0.1,0.45,17.51975447621722
100,114,0.33,0.1,0.53,19.2115974159993
100,114,0.33,0.1,0.61,20.961995742764454
100,114,0.33,0.1,0.69,22.744693490192105
100,114,0.33,0.1,0.8,25.222891907357905
100,118,0.33,0.01,0.05,17.99999999999995
100,118,0.33,0.01,0.13,18.000000000001506
100,118,0.33,0.01,0.21,18.29969961945198
100,118,0.33,0.01,0.29,19.275723931133758
100,118,0.33,0.01,0.37,20.61464026982415
100,118,0.33,0.01,0.45,22.152838305031146
100,118,0.33,0.01,0.53,23.807391070543414
100,118,0.33,0.01,0.61,25.53313615948332
100,118,0.33,0.01,0.69,27.30359401764371
100,118,0.33,0.01,0.8,29.781528970267
100,118,0.33,0.025,0.05,18.000000000000146
100,118,0.33,0.025,0.13,18.00000000000007
100,118,0.33,0.025,0.21,18.10872735565393
100,118,0.33,0.025,0.29,18.982972022235348
100,118,0.33,0.025,0.37,20.294685707940907
100,118,0.33,0.025,0.45,21.824083696783262
100,118,0.33,0.025,0.53,23.475384986261506
100,118,0.33,0.025,0.61,25.199633231496513
100,118,0.33,0.025,0.69,26.969071202490134
100,118,0.33,0.025,0.8,29.445590656601496
100,118,0.33,0.04,0.05,18.00000000000017
100,118,0.33,0.04,0.13,18.000000000000767
100,118,0.33,0.04,0.21,18.014798275297544
100,118,0.33,0.04,0.29,18.740250380315977
100,118,0.33,0.04,0.37,20.00913827504297
100,118,0.33,0.04,0.45,21.52231839817862
100,118,0.33,0.04,0.53,23.166119602587735
100,118,0.33,0.04,0.61,24.886156275143716
100,118,0.33,0.04,0.69,26.65270710564475
100,118,0.33,0.04,0.8,29.126055707745042
100,118,0.33,0.055,0.05,18.00000000000034
100,118,0.33,0.055,0.13,18.000000000001965
100,118,0.33,0.055,0.21,17.99999940201374
100,118,0.33,0.055,0.29,18.53801626877724
100,118,0.33,0.055,0.37,19.75087346080521
100,118,0.33,0.055,0.45,21.241795351628248
100,118,0.33,0.055,0.53,22.87469580004445
100,118,0.33,0.055,0.61,24.588360112544915
100,118,0.33,0.055,0.69,26.3505398636919
100,118,0.33,0.055,0.8,28.81931928075555
100,118,0.33,0.07,0.05,18.000000000000004
100,118,0.33,0.07,0.13,18.000000000001418
100,118,0.33,0.07,0.21,18.000000000027818
100,118,0.33,0.07,0.29,18.371482649125
100,118,0.33,0.07,0.37,19.516201207210568
100,118,0.33,0.07,0.45,20.97952191433332
100,118,0.33,0.07,0.53,22.598564331020345
100,118,0.33,0.07,0.61,24.303988098388107
100,118,0.33,0.07,0.69,26.06052293864244
100,118,0.33,0.07,0.8,28.523526942399297
100,118,0.33,0.1,0.05,18.000000000000192
100,118,0.33,0.1,0.13,18.000000000000632
100,118,0.33,0.1,0.21,18.00000000000046
100,118,0.33,0.1,0.29,18.134643692757308
100,118,0.33,0.1,0.37,19.10879112633035
100,118,0.33,0.1,0.45,20.502477321624397
100,118,0.33,0.1,0.53,22.08598893930025
100,118,0.33,0.1,0.61,23.770060505927166
100,118,0.33,0.1,0.69,25.51198055096573
100,118,0.33,0.1,0.8,27.96030698461712
100,122,0.33,0.01,0.05,21.99999999999995
100,122,0.33,0.01,0.13,22.00000000000008
100,122,0.33,0.01,0.21,22.096826158071785
100,122,0.33,0.01,0.29,22.798056976371626
100,122,0.33,0.01,0.37,23.935806577098102
100,122,0.33,0.01,0.45,25.3329039464381
100,122,0.33,0.01,0.53,26.88902594101591
100,122,0.33,0.01,0.61,28.546174019862864
100,122,0.33,0.01,0.69,30.269223073027813
100,122,0.33,0.01,0.8,32.70625406070607
100,122,0.33,0.025,0.05,21.999999999999986
100,122,0.33,0.025,0.13,22.000000000001986
100,122,0.33,0.025,0.21,22.000947836824363
100,122,0.33,0.025,0.29,22.526276469889623
100,122,0.33,0.025,0.37,23.613797010587128
100,122,0.33,0.025,0.45,24.99326759382036
100,122,0.33,0.025,0.53,26.542394375206108
100,122,0.33,0.025,0.61,28.196413934007968
100,122,0.33,0.025,0.69,29.917772060859228
100,122,0.33,0.025,0.8,32.353173976772716
100,122,0.33,0.04,0.05,22.0
100,122,0.33,0.04,0.13,22.000000000003322
100,122,0.33,0.04,0.21,22.000000000047866
100,122,0.33,0.04,0.29,22.320832671851093
100,122,0.33,0.04,0.37,23.334776123514658
100,122,0.33,0.04,0.45,24.686128063554865
100,122,0.33,0.04,0.53,26.22247632249319
100,122,0.33,0.04,0.61,27.869764737800317
100,122,0.33,0.04,0.69,29.587001923717857
100,122,0.33,0.04,0.8,32.018520245724446
100,122,0.33,0.055,0.05,21.999999999999968
100,122,0.33,0.055,0.13,22.00000000000087
100,122,0.33,0.055,0.21,22.00000000000566
100,122,0.33,0.055,0.29,22.16993238175473
100,122,0.33,0.055,0.37,23.090025103109525
100,122,0.33,0.055,0.45,24.40457881146061
100,122,0.33,0.055,0.53,25.923477826018736
100,122,0.33,0.055,0.61,27.56115989896857
100,122,0.33,0.055,0.69,29.272346452058056
100,122,0.33,0.055,0.8,31.6981920467861
100,122,0.33,0.07,0.05,21.99999999999999
100,122,0.33,0.07,0.13,22.000000000000668
100,122,0.33,0.07,0.21,22.000000000005873
100,122,0.33,0.07,0.29,22.067959498898947
100,122,0.33,0.07,0.37,22.87510921499727
100,122,0.33,0.07,0.45,24.145058630778067
100,122,0.33,0.07,0.53,25.642404450678825
100,122,0.33,0.07,0.61,27.267982073799804
100,122,0.33,0.07,0.69,28.97145339089126
100,122,0.33,0.07,0.8,31.39008648774443
100,122,0.33,0.1,0.05,21.999999999999986
100,122,0.33,0.1,0.13,22.000000000002874
100,122,0.33,0.1,0.21,22.000000000001446
100,122,0.33,0.1,0.29,21.999981736853005
100,122,0.33,0.1,0.37,22.52440992009795
100,122,0.33,0.1,0.45,23.68357478856186
100,122,0.33,0.1,0.53,25.126815858741498
100,122,0.33,0.1,0.61,26.72160483431533
100,122,0.33,0.1,0.69,28.405291509307272
100,122,0.33,0.1,0.8,30.805496242006154
100,126,0.33,0.01,0.05,25.99999999999995
100,126,0.33,0.01,0.13,26.000000000005006
100,126,0.33,0.01,0.21,26.012125294538528
100,126,0.33,0.01,0.29,26.467822915203776
100,126,0.33,0.01,0.37,27.404772104495986
100,126,0.33,0.01,0.45,28.651094977350308
100,126,0.33,0.01,0.53,30.096894154488588
100,126,0.33,0.01,0.61,31.673951189065008
100,126,0.33,0.01,0.69,33.339239427007094
100,126,0.33,0.01,0.8,35.72315532096145
100,126,0.33,0.025,0.05,25.999999999999986
100,126,0.33,0.025,0.13,26.000000000000252
100,126,0.33,0.025,0.21,26.00000000000469
100,126,0.33,0.025,0.29,26.233487056697665
100,126,0.33,0.025,0.37,27.089453560781447
100,126,0.33,0.025,0.45,28.30579304929261
100,126,0.33,0.025,0.53,29.73900909456698
100,126,0.33,0.025,0.61,31.310246582087217
100,126,0.33,0.025,0.69,32.97252332590743
100,126,0.33,0.025,0.8,35.354052295538416
100,126,0.33,0.04,0.05,26.0
100,126,0.33,0.04,0.13,26.00000000000366
100,126,0.33,0.04,0.21,26.000000000006544
100,126,0.33,0.04,0.29,26.086045935602343
100,126,0.33,0.04,0.37,26.827453538469477
100,126,0.33,0.04,0.45,27.999401998743924
100,126,0.33,0.04,0.53,29.412349990532515
100,126,0.33,0.04,0.61,30.97309373348596
100,126,0.33,0.04,0.69,32.62925902501284
100,126,0.33,0.04,0.8,35.0055636439843
100,126,0.33,0.055,0.05,25.999999999999968
100,126,0.33,0.055,0.13,26.0000000000046
100,126,0.33,0.055,0.21,26.00000000000894
100,126,0.33,0.055,0.29,26.011355289292478
100,126,0.33,0.055,0.37,26.608288939339488
100,126,0.33,0.055,0.45,27.72372437271298
100,126,0.33,0.055,0.53,29.11013659770431
100,126,0.33,0.055,0.61,30.656636582811544
100,126,0.33,0.055,0.69,32.30422624266035
100,126,0.33,0.055,0.8,34.67306402059387
100,126,0.33,0.07,0.05,25.99999999999999
100,126,0.33,0.07,0.13,26.00000000000005
100,126,0.33,0.07,0.21,26.000000000008118
100,126,0.33,0.07,0.29,25.99999989638919
100,126,0.33,0.07,0.37,26.426739814652745
100,126,0.33,0.07,0.45,27.474578919732622
100,126,0.33,0.07,0.53,28.82888823305106
