N,P,APE,kappa,runtime,K,runType
16,10000,8.6452,3526680000000.0,0.05221,105.0,0.0625
16,10000,4.84582,8241520000000.0,0.0422532,97.5,0.0625
16,10000,3.97857,11163500000000.0,0.173855,95.0,0.0625
16,10000,4.92119,8671230000000.0,0.0420087,97.5,0.0625
16,10000,7.3511,4522790000000.0,0.0566533,102.5,0.0625
16,10000,6.12223,7057650000000.0,0.0489238,100.0,0.0625
16,10000,7.25153,4646900000000.0,0.0436605,102.5,0.0625
16,10000,8.62771,3444140000000.0,0.0473283,105.0,0.0625
16,10000,6.04222,6198790000000.0,0.0463994,100.0,0.0625
16,10000,6.05538,5640680000000.0,0.0492387,100.0,0.0625
16,10000,7.22958,4536410000000.0,0.0473245,102.5,0.0625
16,10000,7.3559,4218410000000.0,0.0586026,102.5,0.0625
16,10000,8.67066,3167770000000.0,0.0537242,105.0,0.0625
16,10000,3.93705,12683100000000.0,0.128104,95.0,0.0625
16,10000,6.115,5711850000000.0,0.0465228,100.0,0.0625
16,10000,4.84828,11292000000000.0,0.0401797,97.5,0.0625
16,10000,4.04225,12688000000000.0,0.101241,95.0,0.0625
16,10000,7.35285,4808400000000.0,0.0483417,102.5,0.0625
16,10000,7.1814,4623010000000.0,0.0487794,102.5,0.0625
16,10000,8.66659,3293180000000.0,0.0519097,105.0,0.0625
16,10000,3.98982,13759500000000.0,0.116093,95.0,0.0625
16,10000,3.8516,13162100000000.0,0.0356053,95.0,0.0625
16,10000,4.90683,9804100000000.0,0.0389177,97.5,0.0625
16,10000,3.95715,12111500000000.0,0.119537,95.0,0.0625
16,10000,6.02052,6338600000000.0,0.0456446,100.0,0.0625
18,10000,4.84956,13623400000000.0,0.0593343,97.5,0.0555556
18,10000,5.05186,13290400000000.0,0.0630544,97.5,0.0555556
18,10000,8.74157,3436590000000.0,0.0624578,105.0,0.0555556
18,10000,4.08553,15492400000000.0,0.0593511,95.0,0.0555556
18,10000,8.78555,3628890000000.0,0.0653683,105.0,0.0555556
18,10000,4.80308,11218900000000.0,0.0505938,97.5,0.0555556
18,10000,7.16087,5004140000000.0,0.05217,102.5,0.0555556
18,10000,8.71873,3609230000000.0,0.05861,105.0,0.0555556
18,10000,4.02562,18340800000000.0,0.104046,95.0,0.0555556
18,10000,4.96424,11357600000000.0,0.0429048,97.5,0.0555556
18,10000,4.05896,19064400000000.0,0.0414424,95.0,0.0555556
18,10000,4.86989,11132400000000.0,0.0707157,97.5,0.0555556
18,10000,4.95284,10806500000000.0,0.0475858,97.5,0.0555556
18,10000,8.66365,3504330000000.0,0.0592876,105.0,0.0555556
18,10000,5.05756,9630220000000.0,0.0514597,97.5,0.0555556
18,10000,3.9408,14103700000000.0,0.135232,95.0,0.0555556
18,10000,7.34108,5197170000000.0,0.0561982,102.5,0.0555556
18,10000,5.92042,7610260000000.0,0.0586147,100.0,0.0555556
18,10000,5.95867,7295350000000.0,0.0623512,100.0,0.0555556
18,10000,6.06246,7272460000000.0,0.0578364,100.0,0.0555556
18,10000,8.60203,3491240000000.0,0.0526147,105.0,0.0555556
18,10000,7.15207,5052580000000.0,0.0566998,102.5,0.0555556
18,10000,7.36643,4842110000000.0,0.0704332,102.5,0.0555556
18,10000,4.92891,10003800000000.0,0.0533189,97.5,0.0555556
18,10000,4.77677,12818100000000.0,0.0423885,97.5,0.0555556
18,10000,5.02142,10786600000000.0,0.0488597,97.5,0.0555556
18,10000,3.95857,16472700000000.0,0.0451162,95.0,0.0555556
18,10000,3.90394,16501100000000.0,0.132034,95.0,0.0555556
18,10000,8.59291,3675790000000.0,0.05935,105.0,0.0555556
18,10000,8.70241,3545630000000.0,0.0606557,105.0,0.0555556
18,10000,4.04242,15995200000000.0,0.0420726,95.0,0.0555556
18,10000,8.86696,3825180000000.0,0.0626124,105.0,0.0555556
18,10000,7.28455,5007890000000.0,0.0501724,102.5,0.0555556
18,10000,4.03935,18932100000000.0,0.154497,95.0,0.0555556
18,10000,8.76958,3555070000000.0,0.066231,105.0,0.0555556
18,10000,5.01685,9507550000000.0,0.060089,97.5,0.0555556
18,10000,4.96864,10698600000000.0,0.0535957,97.5,0.0555556
18,10000,4.91075,10200000000000.0,0.0487617,97.5,0.0555556
18,10000,8.84194,3801250000000.0,0.0623435,105.0,0.0555556
18,10000,7.14271,4790540000000.0,0.048224,102.5,0.0555556
18,10000,4.92697,12032700000000.0,0.0462898,97.5,0.0555556
18,10000,4.8964,10828800000000.0,0.0488135,97.5,0.0555556
18,10000,8.67795,3669170000000.0,0.0632915,105.0,0.0555556
18,10000,8.82363,3454200000000.0,0.066662,105.0,0.0555556
18,10000,5.00391,11055800000000.0,0.045864,97.5,0.0555556
18,10000,6.00291,6844850000000.0,0.0461279,100.0,0.0555556
18,10000,5.92429,7722290000000.0,0.0578035,100.0,0.0555556
18,10000,7.22652,5362660000000.0,0.0602732,102.5,0.0555556
18,10000,4.89548,13126400000000.0,0.0404873,97.5,0.0555556
18,10000,8.80212,3546930000000.0,0.0573639,105.0,0.0555556
18,10000,4.93437,9891470000000.0,0.0502217,97.5,0.0555556
18,10000,6.17366,7625750000000.0,0.0536634,100.0,0.0555556
18,10000,4.96568,10138000000000.0,0.0492029,97.5,0.0555556
18,10000,7.32328,5059840000000.0,0.0578003,102.5,0.0555556
18,10000,8.70853,3816920000000.0,0.066504,105.0,0.0555556
18,10000,8.6427,3524630000000.0,0.059409,105.0,0.0555556
18,10000,7.2595,4912610000000.0,0.0611397,102.5,0.0555556
18,10000,7.34803,4853290000000.0,0.0563363,102.5,0.0555556
18,10000,8.73336,3570720000000.0,0.0580038,105.0,0.0555556
18,10000,4.90323,9978810000000.0,0.0446247,97.5,0.0555556
18,10000,4.8948,9900960000000.0,0.0517917,97.5,0.0555556
18,10000,5.117,13386900000000.0,0.044513,97.5,0.0555556
18,10000,7.26938,4747300000000.0,0.0553067,102.5,0.0555556
18,10000,4.01599,14716100000000.0,0.0364342,95.0,0.0555556
18,10000,8.59011,3537320000000.0,0.0580718,105.0,0.0555556
18,10000,5.0658,11891800000000.0,0.0577707,97.5,0.0555556
18,10000,8.78194,3608850000000.0,0.0594545,105.0,0.0555556
18,10000,8.80902,3851180000000.0,0.0641449,105.0,0.0555556
18,10000,4.90329,10438100000000.0,0.0477693,97.5,0.0555556
18,10000,7.31424,4939250000000.0,0.0497119,102.5,0.0555556
18,10000,4.97108,11060500000000.0,0.0504723,97.5,0.0555556
18,10000,5.05018,9869060000000.0,0.046443,97.5,0.0555556
18,10000,6.02652,7772130000000.0,0.0592198,100.0,0.0555556
18,10000,8.56996,3894950000000.0,0.0595211,105.0,0.0555556
18,10000,8.64101,3714310000000.0,0.0731176,105.0,0.0555556
18,10000,4.90908,9903520000000.0,0.04152,97.5,0.0555556
18,10000,4.01722,15800900000000.0,0.0404942,95.0,0.0555556
18,10000,6.05809,7714800000000.0,0.0469813,100.0,0.0555556
18,10000,4.89868,12669000000000.0,0.060339,97.5,0.0555556
18,10000,4.03295,18554400000000.0,0.135177,95.0,0.0555556
18,10000,6.15391,6634180000000.0,0.0558948,100.0,0.0555556
18,10000,8.6348,3555030000000.0,0.0610365,105.0,0.0555556
18,10000,4.99789,10701300000000.0,0.0441271,97.5,0.0555556
18,10000,8.64707,3468830000000.0,0.0635696,105.0,0.0555556
18,10000,5.00517,9892130000000.0,0.0433756,97.5,0.0555556
18,10000,4.98932,11136900000000.0,0.0502402,97.5,0.0555556
18,10000,7.34273,5530150000000.0,0.0612512,102.5,0.0555556
18,10000,8.71904,3722290000000.0,0.0612812,105.0,0.0555556
18,10000,3.98339,15515600000000.0,0.0394365,95.0,0.0555556
18,10000,6.05639,6629450000000.0,0.0503343,100.0,0.0555556
18,10000,4.93401,9535440000000.0,0.043938,97.5,0.0555556
18,10000,6.07583,6875720000000.0,0.0516546,100.0,0.0555556
18,10000,8.55386,3678430000000.0,0.0578373,105.0,0.0555556
18,10000,4.97724,11276900000000.0,0.0485804,97.5,0.0555556
18,10000,4.92253,11146400000000.0,0.0466739,97.5,0.0555556
18,10000,7.35497,5297980000000.0,0.0518122,102.5,0.0555556
18,10000,4.99941,10508200000000.0,0.041985,97.5,0.0555556
18,10000,8.70181,3532680000000.0,0.0557502,105.0,0.0555556
18,10000,8.74639,3561800000000.0,0.0638961,105.0,0.0555556
18,10000,6.06795,7183730000000.0,0.0637101,100.0,0.0555556
18,10000,4.96963,12005900000000.0,0.0467263,97.5,0.0555556
18,10000,8.66238,3527420000000.0,0.0585638,105.0,0.0555556
18,10000,8.60917,3682260000000.0,0.0600147,105.0,0.0555556
18,10000,4.90608,14049800000000.0,0.0463752,97.5,0.0555556
18,10000,4.85828,10488500000000.0,0.082954,97.5,0.0555556
18,10000,8.70245,3551210000000.0,0.0586852,105.0,0.0555556
18,10000,5.00325,12932200000000.0,0.0432887,97.5,0.0555556
18,10000,8.66259,3546700000000.0,0.0587373,105.0,0.0555556
18,10000,8.68624,3705850000000.0,0.0612577,105.0,0.0555556
18,10000,8.63063,3721130000000.0,0.0589742,105.0,0.0555556
18,10000,4.01559,18274500000000.0,0.043832,95.0,0.0555556
18,10000,4.92167,11369300000000.0,0.0420744,97.5,0.0555556
18,10000,8.7383,3650060000000.0,0.0582703,105.0,0.0555556
18,10000,8.69373,3349620000000.0,0.0700637,105.0,0.0555556
18,10000,4.8644,12295100000000.0,0.0468649,97.5,0.0555556
18,10000,6.08712,7455620000000.0,0.0529758,100.0,0.0555556
18,10000,4.96659,10976400000000.0,0.0430871,97.5,0.0555556
18,10000,7.29127,5058860000000.0,0.0612696,102.5,0.0555556
18,10000,6.15207,7216620000000.0,0.0619617,100.0,0.0555556
18,10000,7.4042,5263300000000.0,0.0587754,102.5,0.0555556
18,10000,6.00506,7421970000000.0,0.0506178,100.0,0.0555556
18,10000,7.29075,4999850000000.0,0.0492189,102.5,0.0555556
18,10000,4.96253,11365600000000.0,0.0431519,97.5,0.0555556
18,10000,6.19,8443120000000.0,0.0499202,100.0,0.0555556
18,10000,7.18425,5415310000000.0,0.0513786,102.5,0.0555556
18,10000,8.61906,3579930000000.0,0.0618195,105.0,0.0555556
18,10000,3.93878,16092900000000.0,0.04611,95.0,0.0555556
18,10000,4.06118,20343400000000.0,0.0414671,95.0,0.0555556
18,10000,3.95384,17285600000000.0,0.135503,95.0,0.0555556
18,10000,4.8256,11121600000000.0,0.0493851,97.5,0.0555556
18,10000,7.25489,5543060000000.0,0.0849884,102.5,0.0555556
18,10000,7.29233,5028410000000.0,0.0585497,102.5,0.0555556
18,10000,4.91446,11134300000000.0,0.0494385,97.5,0.0555556
18,10000,3.96638,16124300000000.0,0.0355916,95.0,0.0555556
18,10000,5.02348,9075110000000.0,0.0511524,97.5,0.0555556
18,10000,4.0129,20748200000000.0,0.0442689,95.0,0.0555556
18,10000,4.00801,16265300000000.0,0.139578,95.0,0.0555556
18,10000,7.23278,4891310000000.0,0.0689417,102.5,0.0555556
18,10000,8.55838,3466100000000.0,0.0524259,105.0,0.0555556
18,10000,8.73393,3492810000000.0,0.0582905,105.0,0.0555556
18,10000,4.9596,11502500000000.0,0.0403191,97.5,0.0555556
18,10000,8.7364,3608790000000.0,0.0605623,105.0,0.0555556
18,10000,7.29574,5211630000000.0,0.0604421,102.5,0.0555556
18,10000,6.18883,6770980000000.0,0.0540822,100.0,0.0555556
18,10000,4.80895,10133100000000.0,0.0407945,97.5,0.0555556
18,10000,4.94203,10414800000000.0,0.0462322,97.5,0.0555556
18,10000,8.71303,3398760000000.0,0.0543278,105.0,0.0555556
18,10000,8.7735,3512750000000.0,0.0583023,105.0,0.0555556
18,10000,4.86438,9741510000000.0,0.0515649,97.5,0.0555556
18,10000,8.74799,3647310000000.0,0.0644348,105.0,0.0555556
18,10000,5.94725,6912190000000.0,0.0488693,100.0,0.0555556
18,10000,3.91839,15265100000000.0,0.120817,95.0,0.0555556
18,10000,3.99613,18005700000000.0,0.127675,95.0,0.0555556
18,10000,4.8467,12014000000000.0,0.0476081,97.5,0.0555556
18,10000,3.8755,19625700000000.0,0.0669333,95.0,0.0555556
18,10000,4.92357,11049200000000.0,0.0426806,97.5,0.0555556
18,10000,8.6933,3401510000000.0,0.0608939,105.0,0.0555556
18,10000,7.33483,5162130000000.0,0.0585481,102.5,0.0555556
18,10000,3.98488,17300500000000.0,0.136021,95.0,0.0555556
18,10000,4.05129,16777500000000.0,0.115315,95.0,0.0555556
18,10000,6.09193,7202620000000.0,0.0526479,100.0,0.0555556
18,10000,7.18332,4818320000000.0,0.0492784,102.5,0.0555556
18,10000,8.82047,3295070000000.0,0.0651929,105.0,0.0555556
18,10000,4.97599,12004100000000.0,0.0489543,97.5,0.0555556
18,10000,8.74846,3505060000000.0,0.0695232,105.0,0.0555556
18,10000,4.01995,14726400000000.0,0.055267,95.0,0.0555556
18,10000,8.68709,3650740000000.0,0.0614874,105.0,0.0555556
18,10000,5.12133,10217600000000.0,0.0412678,97.5,0.0555556
18,10000,3.94499,15423800000000.0,0.122615,95.0,0.0555556
18,10000,6.20901,7015950000000.0,0.0544747,100.0,0.0555556
18,10000,7.41381,4863960000000.0,0.0501723,102.5,0.0555556
18,10000,3.9382,17097400000000.0,0.138612,95.0,0.0555556
18,10000,5.96503,8252360000000.0,0.0449263,100.0,0.0555556
18,10000,3.96493,14461500000000.0,0.0406864,95.0,0.0555556
18,10000,3.95504,14803000000000.0,0.123056,95.0,0.0555556
18,10000,6.00082,7675740000000.0,0.0518214,100.0,0.0555556
18,10000,6.16158,8467080000000.0,0.0511885,100.0,0.0555556
18,10000,7.28578,4858380000000.0,0.06164,102.5,0.0555556
18,10000,8.6565,3368780000000.0,0.0659628,105.0,0.0555556
18,10000,5.94886,7860100000000.0,0.0479922,100.0,0.0555556
18,10000,3.97076,18422500000000.0,0.172707,95.0,0.0555556
18,10000,7.29946,4945290000000.0,0.0563187,102.5,0.0555556
18,10000,6.10712,7537980000000.0,0.0586336,100.0,0.0555556
18,10000,8.6753,3469120000000.0,0.0520316,105.0,0.0555556
18,10000,4.05352,16323900000000.0,0.136517,95.0,0.0555556
18,10000,7.35536,4979620000000.0,0.0658083,102.5,0.0555556
18,10000,3.95295,14288400000000.0,0.0490149,95.0,0.0555556
18,10000,3.93519,14694000000000.0,0.142609,95.0,0.0555556
18,10000,5.99112,7971950000000.0,0.0675421,100.0,0.0555556
18,10000,8.70696,3554360000000.0,0.0628305,105.0,0.0555556
18,10000,7.23885,5030190000000.0,0.0594212,102.5,0.0555556
18,10000,8.69883,3830040000000.0,0.065047,105.0,0.0555556
18,10000,7.38896,5156240000000.0,0.0603717,102.5,0.0555556
18,10000,7.28198,5097560000000.0,0.0540639,102.5,0.0555556
18,10000,8.6833,3516300000000.0,0.0624487,105.0,0.0555556
18,10000,7.33561,4582620000000.0,0.0614265,102.5,0.0555556
18,10000,6.06425,7305240000000.0,0.051753,100.0,0.0555556
18,10000,3.93126,21328000000000.0,0.099292,95.0,0.0555556
18,10000,3.9204,19607100000000.0,0.105572,95.0,0.0555556
18,10000,6.00654,7258440000000.0,0.0598238,100.0,0.0555556
18,10000,5.9957,7328310000000.0,0.0765609,100.0,0.0555556
18,10000,5.91106,7627410000000.0,0.062982,100.0,0.0555556
18,10000,8.59029,3610210000000.0,0.0668074,105.0,0.0555556
18,10000,6.09467,7842890000000.0,0.0528747,100.0,0.0555556
18,10000,6.05303,8008320000000.0,0.0509011,100.0,0.0555556
18,10000,4.07575,17160900000000.0,0.0429211,95.0,0.0555556
18,10000,4.9283,10787100000000.0,0.0475106,97.5,0.0555556
18,10000,6.04239,8323600000000.0,0.0544687,100.0,0.0555556
18,10000,7.40202,5054720000000.0,0.0495447,102.5,0.0555556
18,10000,5.95573,7798480000000.0,0.0760428,100.0,0.0555556
18,10000,5.00757,12043000000000.0,0.0466183,97.5,0.0555556
18,10000,3.84974,16845000000000.0,0.14896,95.0,0.0555556
18,10000,4.8688,11160700000000.0,0.061869,97.5,0.0555556
18,10000,8.73636,3553100000000.0,0.0537624,105.0,0.0555556
18,10000,3.83615,22087300000000.0,0.0541543,95.0,0.0555556
18,10000,3.9729,15281000000000.0,0.168496,95.0,0.0555556
18,10000,8.69327,3561390000000.0,0.0639778,105.0,0.0555556
18,10000,4.95528,10604300000000.0,0.0601111,97.5,0.0555556
18,10000,4.92354,10701600000000.0,0.0510453,97.5,0.0555556
18,10000,6.06325,7229830000000.0,0.0515325,100.0,0.0555556
18,10000,8.51672,3437940000000.0,0.0600664,105.0,0.0555556
18,10000,7.25949,4971480000000.0,0.0500135,102.5,0.0555556
18,10000,6.10451,8189980000000.0,0.0560754,100.0,0.0555556
18,10000,7.31906,4981230000000.0,0.0493644,102.5,0.0555556
18,10000,6.0495,7110050000000.0,0.0450315,100.0,0.0555556
18,10000,4.87407,10909200000000.0,0.0463511,97.5,0.0555556
18,10000,8.5488,3781070000000.0,0.0529167,105.0,0.0555556
18,10000,5.97538,7343940000000.0,0.0612502,100.0,0.0555556
18,10000,4.98317,10743100000000.0,0.0540991,97.5,0.0555556
18,10000,7.32229,5013480000000.0,0.0568695,102.5,0.0555556
18,10000,5.93135,7313400000000.0,0.0520685,100.0,0.0555556
18,10000,7.44578,4888180000000.0,0.0504553,102.5,0.0555556
18,10000,8.68013,3692660000000.0,0.0541882,105.0,0.0555556
18,10000,3.89793,18137100000000.0,0.154854,95.0,0.0555556
18,10000,7.41541,4771210000000.0,0.0636177,102.5,0.0555556
18,10000,7.32222,5259010000000.0,0.0691973,102.5,0.0555556
18,10000,3.8919,15194500000000.0,0.0437996,95.0,0.0555556
18,10000,3.87754,14971500000000.0,0.0467491,95.0,0.0555556
18,10000,8.69671,3586670000000.0,0.0676116,105.0,0.0555556
18,10000,4.85487,12296300000000.0,0.0558651,97.5,0.0555556
18,10000,7.18463,5326010000000.0,0.055,102.5,0.0555556
18,10000,4.01349,14141100000000.0,0.148216,95.0,0.0555556
18,10000,7.25549,5134740000000.0,0.0594188,102.5,0.0555556
18,10000,8.57024,3738490000000.0,0.0597866,105.0,0.0555556
18,10000,3.97318,18261000000000.0,0.0368632,95.0,0.0555556
18,10000,4.98828,11927100000000.0,0.0588132,97.5,0.0555556
18,10000,6.16057,6934120000000.0,0.054914,100.0,0.0555556
18,10000,4.90934,9991700000000.0,0.0415046,97.5,0.0555556
18,10000,3.99997,17608800000000.0,0.0389527,95.0,0.0555556
18,10000,8.69197,3811660000000.0,0.0599585,105.0,0.0555556
18,10000,6.1306,7173550000000.0,0.0531477,100.0,0.0555556
18,10000,8.72174,3655260000000.0,0.0523336,105.0,0.0555556
18,10000,7.35868,4636240000000.0,0.0543741,102.5,0.0555556
18,10000,6.01683,8035920000000.0,0.054984,100.0,0.0555556
18,10000,4.04153,22326000000000.0,0.13432,95.0,0.0555556
18,10000,3.9719,13533100000000.0,0.132434,95.0,0.0555556
18,10000,7.38061,4976420000000.0,0.0574761,102.5,0.0555556
18,10000,8.58222,3633370000000.0,0.0791852,105.0,0.0555556
18,10000,6.12749,7492180000000.0,0.0522439,100.0,0.0555556
18,10000,3.97572,16676100000000.0,0.13887,95.0,0.0555556
18,10000,6.00445,7049140000000.0,0.0534661,100.0,0.0555556
18,10000,7.43595,4599450000000.0,0.0578415,102.5,0.0555556
18,10000,7.32133,5408830000000.0,0.0721559,102.5,0.0555556
18,10000,8.5515,3740030000000.0,0.073614,105.0,0.0555556
18,10000,4.0535,19568100000000.0,0.153529,95.0,0.0555556
18,10000,6.1776,7201200000000.0,0.0452195,100.0,0.0555556
18,10000,3.96208,17011200000000.0,0.121121,95.0,0.0555556
18,10000,5.98902,7040690000000.0,0.0520286,100.0,0.0555556
18,10000,7.23927,4850030000000.0,0.0567086,102.5,0.0555556
18,10000,7.21587,5259290000000.0,0.0499537,102.5,0.0555556
18,10000,7.41229,4930110000000.0,0.0518954,102.5,0.0555556
18,10000,7.39761,5495490000000.0,0.0511614,102.5,0.0555556
18,10000,8.56981,3678670000000.0,0.0591522,105.0,0.0555556
18,10000,6.00938,6970230000000.0,0.0508215,100.0,0.0555556
18,10000,8.61059,3448950000000.0,0.0587868,105.0,0.0555556
18,10000,6.10899,7343640000000.0,0.05611,100.0,0.0555556
18,10000,3.9635,15536300000000.0,0.150069,95.0,0.0555556
18,10000,7.32182,5076340000000.0,0.0562504,102.5,0.0555556
18,10000,7.27642,5248700000000.0,0.0536098,102.5,0.0555556
18,10000,7.37499,5085540000000.0,0.0511684,102.5,0.0555556
18,10000,6.01728,7541930000000.0,0.0645479,100.0,0.0555556
18,10000,6.0609,7630220000000.0,0.0515897,100.0,0.0555556
18,10000,7.29993,5132850000000.0,0.0591335,102.5,0.0555556
18,10000,8.70209,3610030000000.0,0.0586624,105.0,0.0555556
18,10000,8.70126,3638070000000.0,0.0589061,105.0,0.0555556
18,10000,6.06173,7438900000000.0,0.0527152,100.0,0.0555556
18,10000,4.00106,16611800000000.0,0.12373,95.0,0.0555556
18,10000,3.97102,14044500000000.0,0.140153,95.0,0.0555556
18,10000,7.22154,5257750000000.0,0.0717704,102.5,0.0555556
18,10000,5.97665,7845900000000.0,0.044811,100.0,0.0555556
18,10000,8.72949,3437870000000.0,0.0588681,105.0,0.0555556
18,10000,7.246,5009800000000.0,0.0625106,102.5,0.0555556
18,10000,3.98042,16792200000000.0,0.148606,95.0,0.0555556
18,10000,6.08632,7358180000000.0,0.0524565,100.0,0.0555556
18,10000,8.60151,3523680000000.0,0.0531419,105.0,0.0555556
18,10000,6.0214,6858400000000.0,0.0502082,100.0,0.0555556
18,10000,6.1186,6883170000000.0,0.055054,100.0,0.0555556
18,10000,5.98607,7627600000000.0,0.0458982,100.0,0.0555556
18,10000,7.33097,5133770000000.0,0.0658379,102.5,0.0555556
18,10000,3.97957,17229700000000.0,0.159924,95.0,0.0555556
18,10000,3.92962,17189900000000.0,0.136759,95.0,0.0555556
18,10000,6.12877,6971610000000.0,0.0533576,100.0,0.0555556
18,10000,7.30244,5305470000000.0,0.0554458,102.5,0.0555556
18,10000,6.07155,7551520000000.0,0.045821,100.0,0.0555556
18,10000,8.5812,3704470000000.0,0.0541692,105.0,0.0555556
18,10000,7.25099,5150610000000.0,0.0530818,102.5,0.0555556
18,10000,7.22821,5280060000000.0,0.0554149,102.5,0.0555556
18,10000,3.88879,20634100000000.0,0.136815,95.0,0.0555556
18,10000,6.02196,7235170000000.0,0.0504301,100.0,0.0555556
18,10000,7.25551,5036350000000.0,0.053238,102.5,0.0555556
18,10000,4.09082,12367400000000.0,0.139256,95.0,0.0555556
18,10000,8.74255,3618220000000.0,0.0598834,105.0,0.0555556
18,10000,8.70283,3605500000000.0,0.0604242,105.0,0.0555556
18,10000,7.40851,4764600000000.0,0.0617672,102.5,0.0555556
18,10000,7.20148,4969980000000.0,0.0590041,102.5,0.0555556
18,10000,7.26015,4993040000000.0,0.0725064,102.5,0.0555556
18,10000,6.04031,7144350000000.0,0.0559245,100.0,0.0555556
18,10000,8.6622,3530210000000.0,0.0700485,105.0,0.0555556
18,10000,6.05962,6929980000000.0,0.0470994,100.0,0.0555556
18,10000,7.32707,5094710000000.0,0.0514456,102.5,0.0555556
18,10000,6.04493,7306370000000.0,0.0517729,100.0,0.0555556
18,10000,4.06857,21206000000000.0,0.121886,95.0,0.0555556
18,10000,6.1438,7731520000000.0,0.0564517,100.0,0.0555556
18,10000,5.95016,7176550000000.0,0.0561239,100.0,0.0555556
18,10000,4.00266,16695800000000.0,0.130244,95.0,0.0555556
18,10000,3.92536,15915000000000.0,0.13649,95.0,0.0555556
18,10000,6.13828,7713180000000.0,0.0669036,100.0,0.0555556
18,10000,8.80309,3507050000000.0,0.0618499,105.0,0.0555556
18,10000,7.34851,5210000000000.0,0.0591727,102.5,0.0555556
18,10000,3.94,13772300000000.0,0.130922,95.0,0.0555556
18,10000,8.62108,3566320000000.0,0.066012,105.0,0.0555556
18,10000,7.3558,5019860000000.0,0.0533811,102.5,0.0555556
18,10000,3.99596,15012500000000.0,0.100129,95.0,0.0555556
18,10000,6.11645,7791540000000.0,0.0624223,100.0,0.0555556
18,10000,7.25778,4905620000000.0,0.0586608,102.5,0.0555556
18,10000,8.72887,3644170000000.0,0.059941,105.0,0.0555556
18,10000,7.28712,5251780000000.0,0.0508267,102.5,0.0555556
18,10000,7.35896,4970220000000.0,0.0570588,102.5,0.0555556
18,10000,8.75425,3506050000000.0,0.0613069,105.0,0.0555556
18,10000,5.99563,7373080000000.0,0.0551715,100.0,0.0555556
18,10000,3.94085,21747700000000.0,0.126901,95.0,0.0555556
18,10000,7.15157,5177470000000.0,0.0647,102.5,0.0555556
18,10000,6.03616,6913500000000.0,0.0543213,100.0,0.0555556
18,10000,8.67839,3532280000000.0,0.0601502,105.0,0.0555556
18,10000,7.29052,4923150000000.0,0.088614,102.5,0.0555556
18,10000,4.01448,17636600000000.0,0.0472557,95.0,0.0555556
18,10000,6.04385,6882110000000.0,0.0690149,100.0,0.0555556
18,10000,5.01247,10313200000000.0,0.0409028,97.5,0.0555556
18,10000,3.91127,18712100000000.0,0.106271,95.0,0.0555556
18,10000,7.31724,5029040000000.0,0.0483432,102.5,0.0555556
18,10000,8.75944,3528030000000.0,0.0580434,105.0,0.0555556
18,10000,4.85489,11917600000000.0,0.0497094,97.5,0.0555556
18,10000,7.20438,4995180000000.0,0.0630494,102.5,0.0555556
18,10000,7.27418,5166840000000.0,0.0583237,102.5,0.0555556
18,10000,4.08557,19725700000000.0,0.0419351,95.0,0.0555556
18,10000,4.87638,10873700000000.0,0.0613741,97.5,0.0555556
18,10000,5.96962,7452810000000.0,0.0521988,100.0,0.0555556
18,10000,8.51446,3560480000000.0,0.0605215,105.0,0.0555556
18,10000,7.18375,5205130000000.0,0.0485554,102.5,0.0555556
18,10000,3.94125,14017600000000.0,0.174725,95.0,0.0555556
18,10000,4.94957,11198100000000.0,0.0480301,97.5,0.0555556
18,10000,6.07075,7495420000000.0,0.0521253,100.0,0.0555556
18,10000,4.13865,22994000000000.0,0.145511,95.0,0.0555556
18,10000,4.04501,20359000000000.0,0.0443926,95.0,0.0555556
18,10000,7.27531,5705170000000.0,0.0571546,102.5,0.0555556
18,10000,6.04981,7173960000000.0,0.0444535,100.0,0.0555556
18,10000,3.96131,14955200000000.0,0.133008,95.0,0.0555556
18,10000,8.66194,3870860000000.0,0.0602763,105.0,0.0555556
18,10000,4.94305,10107800000000.0,0.0472814,97.5,0.0555556
18,10000,4.09338,13380100000000.0,0.127281,95.0,0.0555556
18,10000,4.99977,10485400000000.0,0.0576416,97.5,0.0555556
18,10000,4.02971,17896600000000.0,0.126983,95.0,0.0555556
18,10000,8.6135,3849600000000.0,0.0636573,105.0,0.0555556
18,10000,7.28765,4970790000000.0,0.0557652,102.5,0.0555556
18,10000,6.07689,7389100000000.0,0.0523502,100.0,0.0555556
18,10000,3.9297,15814600000000.0,0.043379,95.0,0.0555556
18,10000,4.89043,12021800000000.0,0.0464533,97.5,0.0555556
18,10000,5.05572,10470900000000.0,0.0456387,97.5,0.0555556
18,10000,5.00527,11654700000000.0,0.0471326,97.5,0.0555556
18,10000,8.66156,3394270000000.0,0.065758,105.0,0.0555556
18,10000,7.26646,5028650000000.0,0.048597,102.5,0.0555556
18,10000,6.09964,7646230000000.0,0.0575794,100.0,0.0555556
18,10000,6.00034,7580360000000.0,0.0784513,100.0,0.0555556
18,10000,3.83631,18262200000000.0,0.0440946,95.0,0.0555556
18,10000,7.25893,4636740000000.0,0.050115,102.5,0.0555556
18,10000,4.94401,10077300000000.0,0.0470079,97.5,0.0555556
18,10000,6.02813,6950240000000.0,0.0465525,100.0,0.0555556
18,10000,4.93311,11366200000000.0,0.049517,97.5,0.0555556
18,10000,3.87537,25016300000000.0,0.0460212,95.0,0.0555556
