N,P,APE,kappa,runtime,K,runType
3,10000,7.18542,1115350000000.0,0.0120653,102.5,0.333333
3,10000,5.94074,1377930000000.0,0.0089227,100.0,0.333333
3,10000,7.02319,1194890000000.0,0.0146446,102.5,0.333333
3,10000,5.90235,1269160000000.0,0.0101032,100.0,0.333333
3,10000,7.03349,1137520000000.0,0.0137438,102.5,0.333333
3,10000,5.9025,1311470000000.0,0.0115602,100.0,0.333333
3,10000,4.89038,1457090000000.0,0.0116042,97.5,0.333333
3,10000,3.8847,1630090000000.0,0.0257264,95.0,0.333333
3,10000,8.60058,1101650000000.0,0.01066,105.0,0.333333
3,10000,3.79401,2096350000000.0,0.0280374,95.0,0.333333
3,10000,3.92903,1838380000000.0,0.0216972,95.0,0.333333
3,10000,3.87568,1770300000000.0,0.0096919,95.0,0.333333
3,10000,8.40693,1074850000000.0,0.0101296,105.0,0.333333
3,10000,4.82647,1618930000000.0,0.0096229,97.5,0.333333
3,10000,5.855,1416140000000.0,0.0117106,100.0,0.333333
3,10000,5.88507,1293150000000.0,0.0100267,100.0,0.333333
3,10000,3.83257,1995720000000.0,0.0183858,95.0,0.333333
3,10000,7.18153,1185420000000.0,0.0111176,102.5,0.333333
3,10000,3.86802,1842710000000.0,0.0090533,95.0,0.333333
3,10000,3.82441,1869530000000.0,0.0185462,95.0,0.333333
3,10000,4.82045,1483710000000.0,0.0115469,97.5,0.333333
3,10000,8.57815,1034130000000.0,0.0149359,105.0,0.333333
3,10000,3.99227,1749240000000.0,0.0282523,95.0,0.333333
4,10000,4.8806,2110560000000.0,0.0131821,97.5,0.25
4,10000,7.34909,1370460000000.0,0.015382,102.5,0.25
4,10000,3.97445,2335250000000.0,0.0124732,95.0,0.25
4,10000,5.95905,1666630000000.0,0.0148622,100.0,0.25
4,10000,4.92059,2200050000000.0,0.0106241,97.5,0.25
4,10000,4.82558,2194820000000.0,0.0141986,97.5,0.25
4,10000,5.96064,1906750000000.0,0.0213005,100.0,0.25
4,10000,4.97643,2054040000000.0,0.0133714,97.5,0.25
4,10000,7.1757,1542980000000.0,0.0134336,102.5,0.25
4,10000,4.82097,2004040000000.0,0.0185161,97.5,0.25
4,10000,7.29125,1529330000000.0,0.0164061,102.5,0.25
4,10000,8.50718,1274970000000.0,0.0155152,105.0,0.25
4,10000,3.94489,2829350000000.0,0.0132986,95.0,0.25
4,10000,8.5478,1278540000000.0,0.0135643,105.0,0.25
4,10000,4.76873,2335090000000.0,0.0172128,97.5,0.25
4,10000,3.88755,2805010000000.0,0.0127357,95.0,0.25
4,10000,3.92124,2226440000000.0,0.0329196,95.0,0.25
4,10000,7.20692,1526720000000.0,0.0159787,102.5,0.25
4,10000,8.57893,1172300000000.0,0.0197413,105.0,0.25
4,10000,7.28585,1478280000000.0,0.0181633,102.5,0.25
4,10000,4.81696,1801650000000.0,0.0117483,97.5,0.25
4,10000,4.85688,2094070000000.0,0.0119877,97.5,0.25
4,10000,7.25711,1528970000000.0,0.0167641,102.5,0.25
4,10000,4.88807,1856250000000.0,0.0122286,97.5,0.25
4,10000,3.95567,2165720000000.0,0.0230051,95.0,0.25
4,10000,7.09758,1435380000000.0,0.0202355,102.5,0.25
4,10000,7.26934,1425310000000.0,0.0137169,102.5,0.25
4,10000,8.54676,1265890000000.0,0.0151813,105.0,0.25
4,10000,3.87097,2222480000000.0,0.0134204,95.0,0.25
4,10000,3.97507,2402270000000.0,0.0223321,95.0,0.25
4,10000,4.75594,2053950000000.0,0.0106709,97.5,0.25
4,10000,3.87535,2295320000000.0,0.0123645,95.0,0.25
4,10000,4.04336,2385010000000.0,0.0365848,95.0,0.25
4,10000,5.99582,1577700000000.0,0.0148711,100.0,0.25
4,10000,3.93795,2476000000000.0,0.0267594,95.0,0.25
4,10000,8.56825,1208810000000.0,0.0135572,105.0,0.25
4,10000,7.30069,1503830000000.0,0.0139039,102.5,0.25
4,10000,7.22866,1572480000000.0,0.0125844,102.5,0.25
4,10000,8.41176,1215830000000.0,0.0221213,105.0,0.25
4,10000,7.08527,1492900000000.0,0.0148256,102.5,0.25
4,10000,4.89046,2231690000000.0,0.0128317,97.5,0.25
4,10000,8.55585,1181280000000.0,0.0150151,105.0,0.25
4,10000,4.81628,1930040000000.0,0.0125743,97.5,0.25
4,10000,4.86717,1845720000000.0,0.0142064,97.5,0.25
4,10000,4.8374,1960090000000.0,0.0172557,97.5,0.25
4,10000,3.89614,2365650000000.0,0.0122126,95.0,0.25
4,10000,5.9183,1797510000000.0,0.0124414,100.0,0.25
4,10000,4.03103,2572370000000.0,0.0118501,95.0,0.25
4,10000,4.88122,2148440000000.0,0.0139619,97.5,0.25
4,10000,5.93037,1757610000000.0,0.0195885,100.0,0.25
4,10000,8.6424,1182470000000.0,0.0147393,105.0,0.25
4,10000,3.87462,2215630000000.0,0.0183985,95.0,0.25
4,10000,4.69822,2148010000000.0,0.0161757,97.5,0.25
4,10000,8.46773,1292610000000.0,0.0158473,105.0,0.25
4,10000,8.53889,1187720000000.0,0.0132111,105.0,0.25
4,10000,8.69522,1176360000000.0,0.0137821,105.0,0.25
4,10000,8.6195,1300410000000.0,0.0131968,105.0,0.25
4,10000,8.53892,1206600000000.0,0.0142454,105.0,0.25
4,10000,8.59937,1302330000000.0,0.0219096,105.0,0.25
4,10000,8.57016,1300270000000.0,0.0224878,105.0,0.25
4,10000,5.91397,1816390000000.0,0.0168162,100.0,0.25
4,10000,5.96175,1733790000000.0,0.0129198,100.0,0.25
4,10000,8.58873,1160320000000.0,0.0162823,105.0,0.25
4,10000,3.87838,2428930000000.0,0.0144507,95.0,0.25
4,10000,3.9706,2421460000000.0,0.0135711,95.0,0.25
4,10000,7.17714,1391000000000.0,0.0133203,102.5,0.25
4,10000,4.86522,2114200000000.0,0.0121053,97.5,0.25
4,10000,8.61024,1279840000000.0,0.0149916,105.0,0.25
4,10000,3.94715,2475430000000.0,0.0347803,95.0,0.25
4,10000,5.94774,1631560000000.0,0.0114913,100.0,0.25
4,10000,4.90587,2124190000000.0,0.0129337,97.5,0.25
4,10000,8.4681,1172530000000.0,0.0154855,105.0,0.25
4,10000,3.93908,2568690000000.0,0.0143794,95.0,0.25
4,10000,4.82174,1957530000000.0,0.0163662,97.5,0.25
4,10000,4.78428,1924890000000.0,0.013573,97.5,0.25
4,10000,8.47726,1266100000000.0,0.0175502,105.0,0.25
4,10000,4.78474,2001970000000.0,0.0119428,97.5,0.25
4,10000,4.81652,1923210000000.0,0.012035,97.5,0.25
4,10000,4.89864,2322720000000.0,0.0144803,97.5,0.25
4,10000,4.91894,1911820000000.0,0.0138885,97.5,0.25
4,10000,8.57907,1246350000000.0,0.0176283,105.0,0.25
4,10000,8.67693,1304000000000.0,0.0138172,105.0,0.25
4,10000,3.86054,2951050000000.0,0.0100253,95.0,0.25
4,10000,4.00878,2825810000000.0,0.0278852,95.0,0.25
4,10000,4.85938,2271430000000.0,0.0145239,97.5,0.25
4,10000,4.05357,2123880000000.0,0.0120849,95.0,0.25
4,10000,8.47084,1221650000000.0,0.016624,105.0,0.25
4,10000,7.20657,1479920000000.0,0.0176656,102.5,0.25
4,10000,8.63197,1252470000000.0,0.0165981,105.0,0.25
4,10000,4.84639,2223760000000.0,0.0090958,97.5,0.25
4,10000,4.01608,2485720000000.0,0.0116657,95.0,0.25
4,10000,5.87395,1639660000000.0,0.0136582,100.0,0.25
4,10000,8.55848,1229670000000.0,0.0171692,105.0,0.25
4,10000,8.45628,1242110000000.0,0.0145299,105.0,0.25
4,10000,5.96695,1846990000000.0,0.0130118,100.0,0.25
4,10000,5.92655,1813620000000.0,0.0127021,100.0,0.25
4,10000,3.89677,2322810000000.0,0.0114631,95.0,0.25
4,10000,8.47572,1196370000000.0,0.0141817,105.0,0.25
4,10000,8.67147,1276000000000.0,0.0178909,105.0,0.25
4,10000,3.8648,2600570000000.0,0.0384957,95.0,0.25
4,10000,4.86149,2064470000000.0,0.0141444,97.5,0.25
4,10000,7.10747,1517930000000.0,0.014329,102.5,0.25
4,10000,3.89474,2261250000000.0,0.0107612,95.0,0.25
4,10000,8.54708,1275200000000.0,0.0154367,105.0,0.25
4,10000,4.81393,1962270000000.0,0.014372,97.5,0.25
4,10000,4.98951,1704620000000.0,0.0131921,97.5,0.25
4,10000,3.81844,2379330000000.0,0.011899,95.0,0.25
4,10000,4.82482,1937040000000.0,0.011758,97.5,0.25
4,10000,5.92881,1951500000000.0,0.0178829,100.0,0.25
4,10000,5.87717,1913310000000.0,0.0177639,100.0,0.25
4,10000,7.14533,1422370000000.0,0.0153668,102.5,0.25
4,10000,4.94618,1799390000000.0,0.01265,97.5,0.25
4,10000,7.07944,1461140000000.0,0.0148458,102.5,0.25
4,10000,4.85661,1979420000000.0,0.0127029,97.5,0.25
4,10000,7.23101,1509860000000.0,0.0144517,102.5,0.25
4,10000,3.90124,2636250000000.0,0.0274581,95.0,0.25
4,10000,8.63197,1280240000000.0,0.0153593,105.0,0.25
4,10000,3.87664,2647170000000.0,0.0100743,95.0,0.25
4,10000,7.24977,1431900000000.0,0.0123844,102.5,0.25
4,10000,8.35873,1226570000000.0,0.0167598,105.0,0.25
4,10000,3.92887,2703230000000.0,0.0126986,95.0,0.25
4,10000,8.49188,1339520000000.0,0.0181344,105.0,0.25
4,10000,3.92225,2506840000000.0,0.0421609,95.0,0.25
4,10000,4.94545,1767930000000.0,0.0149195,97.5,0.25
4,10000,8.49506,1190280000000.0,0.0144336,105.0,0.25
4,10000,8.54441,1231640000000.0,0.0140738,105.0,0.25
4,10000,4.87611,2029990000000.0,0.0130693,97.5,0.25
4,10000,4.74479,2133150000000.0,0.0163634,97.5,0.25
4,10000,4.90575,2053630000000.0,0.0116955,97.5,0.25
4,10000,3.93793,2462800000000.0,0.0099987,95.0,0.25
4,10000,7.17678,1463490000000.0,0.016427,102.5,0.25
4,10000,6.03628,1667730000000.0,0.0149622,100.0,0.25
4,10000,8.48486,1205700000000.0,0.0158191,105.0,0.25
4,10000,4.78048,1943460000000.0,0.0106019,97.5,0.25
4,10000,3.94368,2041030000000.0,0.0349513,95.0,0.25
4,10000,5.90587,1774550000000.0,0.0189862,100.0,0.25
4,10000,8.55194,1237630000000.0,0.0160469,105.0,0.25
4,10000,6.08109,1769270000000.0,0.0108919,100.0,0.25
4,10000,4.86103,2076000000000.0,0.0151019,97.5,0.25
4,10000,8.57336,1175790000000.0,0.0111456,105.0,0.25
4,10000,4.85834,2176850000000.0,0.0121647,97.5,0.25
4,10000,5.01312,2018090000000.0,0.0162224,97.5,0.25
4,10000,5.89599,1655850000000.0,0.0141459,100.0,0.25
4,10000,3.94468,2142260000000.0,0.0182217,95.0,0.25
4,10000,4.93273,2349150000000.0,0.0093625,97.5,0.25
4,10000,3.88566,2642190000000.0,0.0112558,95.0,0.25
4,10000,5.93698,1720990000000.0,0.0130373,100.0,0.25
4,10000,8.63552,1228940000000.0,0.0141143,105.0,0.25
4,10000,8.44136,1199050000000.0,0.0169204,105.0,0.25
4,10000,6.04433,1674070000000.0,0.0138703,100.0,0.25
4,10000,3.92377,2641420000000.0,0.0131908,95.0,0.25
4,10000,4.82382,2155780000000.0,0.015332,97.5,0.25
4,10000,4.83329,1923040000000.0,0.0117047,97.5,0.25
4,10000,3.91515,2297610000000.0,0.0119292,95.0,0.25
4,10000,4.00742,2181060000000.0,0.029618,95.0,0.25
4,10000,8.4176,1225740000000.0,0.0185008,105.0,0.25
4,10000,8.44526,1258220000000.0,0.0130313,105.0,0.25
4,10000,8.43399,1346180000000.0,0.0142325,105.0,0.25
4,10000,7.18923,1371230000000.0,0.0138254,102.5,0.25
4,10000,8.48553,1293540000000.0,0.0165292,105.0,0.25
4,10000,3.8816,2231180000000.0,0.0108778,95.0,0.25
4,10000,7.23496,1372740000000.0,0.0186498,102.5,0.25
4,10000,7.19487,1380610000000.0,0.0142672,102.5,0.25
4,10000,4.82427,2100480000000.0,0.0133391,97.5,0.25
4,10000,4.87587,2156950000000.0,0.0133331,97.5,0.25
4,10000,8.65531,1262460000000.0,0.0202834,105.0,0.25
4,10000,4.96371,1861730000000.0,0.013332,97.5,0.25
4,10000,4.8658,1883160000000.0,0.0143481,97.5,0.25
4,10000,6.10024,1586790000000.0,0.0208993,100.0,0.25
4,10000,6.04024,1741920000000.0,0.0111819,100.0,0.25
4,10000,8.53876,1305210000000.0,0.0141141,105.0,0.25
4,10000,8.54528,1248040000000.0,0.0163696,105.0,0.25
4,10000,3.92109,2440730000000.0,0.0438291,95.0,0.25
4,10000,4.94091,2048740000000.0,0.0125645,97.5,0.25
4,10000,8.45155,1289720000000.0,0.0178312,105.0,0.25
4,10000,4.98163,2149980000000.0,0.0122737,97.5,0.25
4,10000,7.16674,1472070000000.0,0.0140107,102.5,0.25
4,10000,8.63235,1279840000000.0,0.0136599,105.0,0.25
4,10000,8.52838,1299560000000.0,0.0159423,105.0,0.25
4,10000,3.93343,2426450000000.0,0.0110178,95.0,0.25
4,10000,4.01917,2046500000000.0,0.0107562,95.0,0.25
4,10000,3.96873,2193530000000.0,0.0151414,95.0,0.25
4,10000,5.85037,1687210000000.0,0.0164257,100.0,0.25
4,10000,4.98614,1935170000000.0,0.0155453,97.5,0.25
4,10000,7.1605,1418680000000.0,0.0198375,102.5,0.25
4,10000,8.48683,1361270000000.0,0.0173367,105.0,0.25
4,10000,4.82553,2204470000000.0,0.013935,97.5,0.25
4,10000,7.19958,1458640000000.0,0.0156522,102.5,0.25
4,10000,3.91171,2250530000000.0,0.0098173,95.0,0.25
4,10000,7.02586,1485050000000.0,0.0131246,102.5,0.25
4,10000,7.14041,1602010000000.0,0.0137488,102.5,0.25
4,10000,7.18643,1451950000000.0,0.0169175,102.5,0.25
4,10000,7.06422,1549510000000.0,0.0134352,102.5,0.25
4,10000,8.39083,1289880000000.0,0.0131912,105.0,0.25
4,10000,6.00784,1724960000000.0,0.0117486,100.0,0.25
4,10000,3.92189,2349310000000.0,0.0390721,95.0,0.25
4,10000,4.92271,2159050000000.0,0.0121714,97.5,0.25
4,10000,7.3278,1296610000000.0,0.0139711,102.5,0.25
4,10000,8.57273,1186810000000.0,0.017618,105.0,0.25
4,10000,5.98988,1684130000000.0,0.0139085,100.0,0.25
4,10000,5.97151,1645330000000.0,0.0138325,100.0,0.25
4,10000,4.89618,1985450000000.0,0.0113407,97.5,0.25
4,10000,3.82269,2369950000000.0,0.0328871,95.0,0.25
4,10000,5.93494,1644050000000.0,0.0203748,100.0,0.25
4,10000,7.14998,1602550000000.0,0.0132234,102.5,0.25
4,10000,7.12111,1587470000000.0,0.0155711,102.5,0.25
4,10000,8.49564,1245010000000.0,0.0178847,105.0,0.25
4,10000,5.9199,1628530000000.0,0.013229,100.0,0.25
4,10000,3.91967,2608670000000.0,0.0330667,95.0,0.25
4,10000,8.61304,1247100000000.0,0.0143973,105.0,0.25
4,10000,7.11986,1396890000000.0,0.0166544,102.5,0.25
4,10000,6.00495,1607190000000.0,0.0121049,100.0,0.25
4,10000,8.71054,1184820000000.0,0.0146293,105.0,0.25
4,10000,7.24118,1293640000000.0,0.0165708,102.5,0.25
4,10000,5.02443,1836840000000.0,0.0120677,97.5,0.25
4,10000,5.87531,1597090000000.0,0.0139802,100.0,0.25
4,10000,7.23078,1381400000000.0,0.0163782,102.5,0.25
4,10000,3.84351,2727590000000.0,0.029222,95.0,0.25
4,10000,7.07848,1513670000000.0,0.0160221,102.5,0.25
4,10000,4.92101,1950800000000.0,0.01292,97.5,0.25
4,10000,7.16981,1619490000000.0,0.0154282,102.5,0.25
4,10000,7.09691,1417570000000.0,0.0142469,102.5,0.25
4,10000,7.09121,1482080000000.0,0.0175039,102.5,0.25
4,10000,8.63412,1239120000000.0,0.0134284,105.0,0.25
4,10000,3.9803,2291280000000.0,0.0553412,95.0,0.25
4,10000,6.05766,1921760000000.0,0.0119642,100.0,0.25
4,10000,6.03815,1609280000000.0,0.0166014,100.0,0.25
4,10000,4.86819,2355380000000.0,0.0140357,97.5,0.25
4,10000,7.30722,1618230000000.0,0.0361223,102.5,0.25
4,10000,7.25883,1503370000000.0,0.0168302,102.5,0.25
4,10000,5.97803,1775630000000.0,0.0172495,100.0,0.25
4,10000,4.03196,2116340000000.0,0.0257612,95.0,0.25
4,10000,7.30312,1514010000000.0,0.0269435,102.5,0.25
4,10000,7.21299,1376660000000.0,0.0149882,102.5,0.25
4,10000,5.89371,1776490000000.0,0.0126206,100.0,0.25
4,10000,3.96621,2286000000000.0,0.0474599,95.0,0.25
4,10000,8.65471,1333310000000.0,0.0125547,105.0,0.25
4,10000,5.90705,1665060000000.0,0.0117486,100.0,0.25
4,10000,7.07705,1517640000000.0,0.0145484,102.5,0.25
4,10000,7.30008,1360820000000.0,0.0157058,102.5,0.25
4,10000,4.9434,1956610000000.0,0.0126098,97.5,0.25
4,10000,6.0635,1513930000000.0,0.0157914,100.0,0.25
4,10000,4.94313,2069520000000.0,0.0173696,97.5,0.25
4,10000,7.15964,1520780000000.0,0.0150419,102.5,0.25
4,10000,6.01668,1747600000000.0,0.0244179,100.0,0.25
4,10000,8.54877,1219350000000.0,0.0136294,105.0,0.25
4,10000,3.97949,2516610000000.0,0.0527874,95.0,0.25
4,10000,7.27116,1425320000000.0,0.0135467,102.5,0.25
4,10000,7.22876,1365870000000.0,0.0198094,102.5,0.25
4,10000,5.9071,1888610000000.0,0.0149553,100.0,0.25
4,10000,8.45917,1251950000000.0,0.0313466,105.0,0.25
4,10000,5.84595,1673770000000.0,0.0130033,100.0,0.25
4,10000,3.92976,2113950000000.0,0.0467386,95.0,0.25
4,10000,6.13792,1696020000000.0,0.0132493,100.0,0.25
4,10000,7.10467,1421780000000.0,0.0178671,102.5,0.25
4,10000,4.89414,1901980000000.0,0.0125304,97.5,0.25
4,10000,4.903,1997620000000.0,0.0127879,97.5,0.25
4,10000,5.88175,1708780000000.0,0.0131645,100.0,0.25
4,10000,3.93873,2181810000000.0,0.0497631,95.0,0.25
4,10000,5.93012,1916470000000.0,0.0116284,100.0,0.25
4,10000,8.59109,1274760000000.0,0.0200514,105.0,0.25
4,10000,7.1968,1596240000000.0,0.0123066,102.5,0.25
4,10000,7.3636,1441140000000.0,0.0170739,102.5,0.25
4,10000,4.76408,1968310000000.0,0.0125721,97.5,0.25
4,10000,3.85603,2208650000000.0,0.0418759,95.0,0.25
4,10000,5.79071,1802970000000.0,0.0134283,100.0,0.25
4,10000,3.9476,2294110000000.0,0.0250571,95.0,0.25
4,10000,5.8564,1656080000000.0,0.0097753,100.0,0.25
4,10000,8.62446,1197720000000.0,0.0164428,105.0,0.25
4,10000,5.97684,1784590000000.0,0.0139394,100.0,0.25
4,10000,7.21762,1506510000000.0,0.0258334,102.5,0.25
4,10000,3.92933,2489910000000.0,0.0277824,95.0,0.25
4,10000,4.76223,2040550000000.0,0.0130154,97.5,0.25
4,10000,6.05617,1957060000000.0,0.0130809,100.0,0.25
4,10000,3.91303,2717630000000.0,0.026418,95.0,0.25
4,10000,8.48597,1329810000000.0,0.0198392,105.0,0.25
4,10000,8.56131,1300810000000.0,0.0144348,105.0,0.25
4,10000,4.87534,2234440000000.0,0.0134483,97.5,0.25
4,10000,3.86581,2154160000000.0,0.0259668,95.0,0.25
4,10000,7.0739,1529830000000.0,0.0154719,102.5,0.25
4,10000,6.03716,1488330000000.0,0.0288701,100.0,0.25
4,10000,8.52919,1205690000000.0,0.0170775,105.0,0.25
4,10000,7.19545,1502920000000.0,0.0188657,102.5,0.25
4,10000,8.44724,1226540000000.0,0.0175045,105.0,0.25
4,10000,5.94014,1779360000000.0,0.0137772,100.0,0.25
4,10000,7.08735,1602360000000.0,0.0154759,102.5,0.25
4,10000,5.94901,1894880000000.0,0.0223226,100.0,0.25
4,10000,8.638,1256950000000.0,0.0163394,105.0,0.25
4,10000,7.2355,1380070000000.0,0.0138633,102.5,0.25
4,10000,5.8582,1727020000000.0,0.0101014,100.0,0.25
4,10000,4.84337,2294170000000.0,0.0151727,97.5,0.25
4,10000,3.88373,2697970000000.0,0.0389265,95.0,0.25
4,10000,7.10646,1380640000000.0,0.0162429,102.5,0.25
4,10000,5.87537,1914330000000.0,0.0167121,100.0,0.25
4,10000,4.8618,2004960000000.0,0.012903,97.5,0.25
4,10000,5.85298,1847060000000.0,0.0136038,100.0,0.25
4,10000,7.09071,1359160000000.0,0.017263,102.5,0.25
4,10000,7.0505,1419940000000.0,0.0123745,102.5,0.25
4,10000,8.56528,1342000000000.0,0.0136261,105.0,0.25
4,10000,3.92071,2821500000000.0,0.0329325,95.0,0.25
4,10000,7.19766,1447140000000.0,0.0139535,102.5,0.25
4,10000,3.97468,2900380000000.0,0.0259558,95.0,0.25
4,10000,5.9528,1907350000000.0,0.0133451,100.0,0.25
4,10000,8.61203,1186000000000.0,0.014278,105.0,0.25
4,10000,7.19149,1499000000000.0,0.0140082,102.5,0.25
4,10000,7.13222,1612170000000.0,0.0134735,102.5,0.25
4,10000,3.84687,2730660000000.0,0.0334234,95.0,0.25
4,10000,3.86905,2083610000000.0,0.0458636,95.0,0.25
4,10000,6.02351,1795410000000.0,0.0136849,100.0,0.25
4,10000,5.97871,1628320000000.0,0.0144386,100.0,0.25
4,10000,7.11708,1422010000000.0,0.0138522,102.5,0.25
4,10000,4.9001,1919730000000.0,0.016719,97.5,0.25
4,10000,5.97764,1597540000000.0,0.0126806,100.0,0.25
4,10000,8.52979,1226580000000.0,0.0168294,105.0,0.25
4,10000,5.89983,1756720000000.0,0.0150087,100.0,0.25
4,10000,3.90702,2856890000000.0,0.0268541,95.0,0.25
4,10000,3.94055,2612370000000.0,0.0233426,95.0,0.25
4,10000,8.59207,1284930000000.0,0.0140574,105.0,0.25
4,10000,4.86383,2260280000000.0,0.0173602,97.5,0.25
4,10000,5.95092,1707460000000.0,0.012125,100.0,0.25
4,10000,7.06541,1468160000000.0,0.0128519,102.5,0.25
4,10000,4.80371,2120500000000.0,0.015948,97.5,0.25
4,10000,5.90998,1919700000000.0,0.0126082,100.0,0.25
4,10000,3.93691,2856460000000.0,0.0397627,95.0,0.25
4,10000,4.89195,1838650000000.0,0.01479,97.5,0.25
4,10000,5.93959,1847740000000.0,0.0150157,100.0,0.25
4,10000,8.56868,1351220000000.0,0.0183293,105.0,0.25
4,10000,7.29916,1479620000000.0,0.0160568,102.5,0.25
4,10000,8.57434,1362410000000.0,0.0130452,105.0,0.25
4,10000,7.20693,1593310000000.0,0.0156346,102.5,0.25
4,10000,7.16904,1425880000000.0,0.0134629,102.5,0.25
4,10000,6.01809,1640120000000.0,0.0137651,100.0,0.25
4,10000,3.89567,2378840000000.0,0.0246145,95.0,0.25
4,10000,6.04906,1730840000000.0,0.0130727,100.0,0.25
4,10000,4.78711,2296000000000.0,0.0127493,97.5,0.25
4,10000,3.9322,2799030000000.0,0.0473695,95.0,0.25
4,10000,7.22841,1399750000000.0,0.0141434,102.5,0.25
4,10000,8.52444,1270300000000.0,0.0128017,105.0,0.25
4,10000,3.91474,2555850000000.0,0.0391545,95.0,0.25
4,10000,6.01839,1720290000000.0,0.0157339,100.0,0.25
4,10000,5.96829,1609780000000.0,0.0115617,100.0,0.25
4,10000,3.96424,2586660000000.0,0.0357239,95.0,0.25
4,10000,3.87262,2655880000000.0,0.0267749,95.0,0.25
4,10000,4.75644,2233010000000.0,0.0105723,97.5,0.25
4,10000,7.17289,1400620000000.0,0.0177247,102.5,0.25
4,10000,8.60746,1301840000000.0,0.0143663,105.0,0.25
4,10000,7.16659,1375890000000.0,0.0171699,102.5,0.25
4,10000,4.03483,1904000000000.0,0.0302537,95.0,0.25
4,10000,5.99061,1867050000000.0,0.014357,100.0,0.25
4,10000,5.87429,1560050000000.0,0.0214268,100.0,0.25
4,10000,3.83536,2451740000000.0,0.0454042,95.0,0.25
4,10000,4.86627,2336110000000.0,0.0121072,97.5,0.25
4,10000,6.05432,1670910000000.0,0.0132692,100.0,0.25
4,10000,3.88177,2504000000000.0,0.0325998,95.0,0.25
4,10000,7.15358,1477750000000.0,0.014061,102.5,0.25
4,10000,8.57156,1338780000000.0,0.0132699,105.0,0.25
4,10000,7.22918,1512810000000.0,0.0160597,102.5,0.25
4,10000,6.14485,1590900000000.0,0.0143318,100.0,0.25
4,10000,7.22764,1410900000000.0,0.0141536,102.5,0.25
4,10000,7.29861,1589450000000.0,0.0160164,102.5,0.25
4,10000,8.47971,1359000000000.0,0.0134209,105.0,0.25
4,10000,5.96719,1937780000000.0,0.0125215,100.0,0.25
4,10000,7.24992,1427630000000.0,0.014864,102.5,0.25
4,10000,3.92483,2123730000000.0,0.0260363,95.0,0.25
4,10000,5.99297,1800060000000.0,0.011768,100.0,0.25
4,10000,4.94933,2159350000000.0,0.0144771,97.5,0.25
4,10000,3.81526,2297720000000.0,0.0268765,95.0,0.25
4,10000,7.09155,1509830000000.0,0.0162913,102.5,0.25
4,10000,6.02742,1683790000000.0,0.0173671,100.0,0.25
4,10000,4.82318,2265100000000.0,0.0116527,97.5,0.25
4,10000,5.88157,1672630000000.0,0.0124014,100.0,0.25
4,10000,3.93668,2247660000000.0,0.0376008,95.0,0.25
4,10000,4.7402,2034040000000.0,0.0378498,97.5,0.25
4,10000,5.81586,1736030000000.0,0.0125158,100.0,0.25
4,10000,5.98121,1883750000000.0,0.0127418,100.0,0.25
4,10000,7.22334,1462820000000.0,0.0126527,102.5,0.25
4,10000,8.44615,1173010000000.0,0.0135424,105.0,0.25
4,10000,4.0247,2273000000000.0,0.0342509,95.0,0.25
4,10000,6.03608,1651570000000.0,0.0206998,100.0,0.25
4,10000,5.91138,1570270000000.0,0.0133028,100.0,0.25
4,10000,4.79249,1909300000000.0,0.0116188,97.5,0.25
4,10000,7.19477,1451560000000.0,0.014563,102.5,0.25
4,10000,4.85132,2096030000000.0,0.0146242,97.5,0.25
4,10000,4.87663,2070310000000.0,0.0117698,97.5,0.25
4,10000,7.21664,1451280000000.0,0.0168614,102.5,0.25
4,10000,4.91121,2106830000000.0,0.0144347,97.5,0.25
4,10000,6.08603,1801940000000.0,0.0119431,100.0,0.25
4,10000,3.84851,2441740000000.0,0.0174081,95.0,0.25
4,10000,7.15644,1537870000000.0,0.0156426,102.5,0.25
4,10000,4.84659,2329910000000.0,0.0132739,97.5,0.25
4,10000,8.47819,1336750000000.0,0.0145717,105.0,0.25
4,10000,7.11443,1381100000000.0,0.0143645,102.5,0.25
4,10000,8.68957,1289210000000.0,0.018125,105.0,0.25
4,10000,8.39254,1271770000000.0,0.0182125,105.0,0.25
4,10000,5.99593,1831720000000.0,0.0119224,100.0,0.25
4,10000,3.79081,2589390000000.0,0.009709,95.0,0.25
4,10000,7.07782,1440510000000.0,0.0163205,102.5,0.25
4,10000,3.84815,2372360000000.0,0.008648,95.0,0.25
4,10000,4.84174,2089080000000.0,0.012882,97.5,0.25
4,10000,6.06998,1770340000000.0,0.013786,100.0,0.25
4,10000,3.86106,2307870000000.0,0.0114831,95.0,0.25
4,10000,5.94895,1608300000000.0,0.0154508,100.0,0.25
4,10000,3.91391,2728680000000.0,0.026254,95.0,0.25
4,10000,8.74076,1114380000000.0,0.0147804,105.0,0.25
4,10000,4.94982,2313030000000.0,0.0125168,97.5,0.25
4,10000,5.91712,1651370000000.0,0.0129729,100.0,0.25
4,10000,7.21513,1519710000000.0,0.0150978,102.5,0.25
4,10000,4.97121,2089830000000.0,0.01126,97.5,0.25
4,10000,5.97269,1792730000000.0,0.011819,100.0,0.25
4,10000,4.89895,1883200000000.0,0.0122333,97.5,0.25
4,10000,3.97635,2417150000000.0,0.0411336,95.0,0.25
4,10000,7.10775,1599530000000.0,0.0131318,102.5,0.25
4,10000,5.99346,1774790000000.0,0.0121236,100.0,0.25
4,10000,7.17096,1478690000000.0,0.0219129,102.5,0.25
